family,n,inst,p,ceiling,kind,param,regret_raw,regret_norm
WS(k=4;b=0.5),12,5,3,0.906733,avg,10,0.088384,0.076903
WS(k=4;b=0.5),12,5,3,0.906733,sweep,3,0.067542,0.006995
WS(k=4;b=0.5),12,5,3,0.906733,sweep,10,0.105503,0.024312
WS(k=4;b=0.5),12,5,3,0.906733,sweep,30,0.087345,0.023265
WS(k=4;b=0.5),12,5,3,0.906733,sweep,100,0.109311,0.073296
WS(k=4;b=0.5),12,5,3,0.906733,sweep,300,0.109311,0.076903
WS(k=4;b=0.5),12,6,1,0.836743,exact,0,0.030547,0.034638
WS(k=4;b=0.5),12,6,1,0.836743,rep,1,0.057967,0.003992
WS(k=4;b=0.5),12,6,1,0.836743,rep,2,0.030547,0.034638
WS(k=4;b=0.5),12,6,1,0.836743,rep,3,0.01118,0.008256
WS(k=4;b=0.5),12,6,1,0.836743,rep,4,0.019621,0.008256
WS(k=4;b=0.5),12,6,1,0.836743,rep,5,0.018506,0.002992
WS(k=4;b=0.5),12,6,1,0.836743,rep,6,0.016906,0.020445
WS(k=4;b=0.5),12,6,1,0.836743,rep,7,0.025395,0.027089
WS(k=4;b=0.5),12,6,1,0.836743,rep,8,0.059523,0.013927
WS(k=4;b=0.5),12,6,1,0.836743,rep,9,0.030547,0.013927
WS(k=4;b=0.5),12,6,1,0.836743,rep,10,0.043968,0.008256
WS(k=4;b=0.5),12,6,1,0.836743,avg,10,0.030547,0.034638
WS(k=4;b=0.5),12,6,1,0.836743,sweep,3,0.001586,0.013927
WS(k=4;b=0.5),12,6,1,0.836743,sweep,10,0.019621,0.034638
WS(k=4;b=0.5),12,6,1,0.836743,sweep,30,0.025395,0.013927
WS(k=4;b=0.5),12,6,1,0.836743,sweep,100,0.019621,0.027089
WS(k=4;b=0.5),12,6,1,0.836743,sweep,300,0.030547,0.034638
WS(k=4;b=0.5),12,6,3,0.915807,exact,0,0.059828,0.033935
WS(k=4;b=0.5),12,6,3,0.915807,rep,1,0.093742,0.008048
WS(k=4;b=0.5),12,6,3,0.915807,rep,2,0.080887,0.01863
WS(k=4;b=0.5),12,6,3,0.915807,rep,3,0.032931,0.033935
WS(k=4;b=0.5),12,6,3,0.915807,rep,4,0.048109,0.008048
WS(k=4;b=0.5),12,6,3,0.915807,rep,5,0.034796,0.055158
WS(k=4;b=0.5),12,6,3,0.915807,rep,6,0.06224,0.008048
WS(k=4;b=0.5),12,6,3,0.915807,rep,7,0.06224,0.021886
WS(k=4;b=0.5),12,6,3,0.915807,rep,8,0.093742,0.021886
WS(k=4;b=0.5),12,6,3,0.915807,rep,9,0.062042,0.037107
WS(k=4;b=0.5),12,6,3,0.915807,rep,10,0.097919,0.002702
WS(k=4;b=0.5),12,6,3,0.915807,avg,10,0.080887,0.033935
WS(k=4;b=0.5),12,6,3,0.915807,sweep,3,0.014498,0.037107
WS(k=4;b=0.5),12,6,3,0.915807,sweep,10,0.06224,0.039392
WS(k=4;b=0.5),12,6,3,0.915807,sweep,30,0.059828,0.01863
WS(k=4;b=0.5),12,6,3,0.915807,sweep,100,0.059828,0.033935
WS(k=4;b=0.5),12,6,3,0.915807,sweep,300,0.059828,0.033935
WS(k=4;b=0.5),12,7,1,0.765067,exact,0,0.034457,0.041638
WS(k=4;b=0.5),12,7,1,0.765067,rep,1,0.030066,0.033887
WS(k=4;b=0.5),12,7,1,0.765067,rep,2,0.014789,0.019858
WS(k=4;b=0.5),12,7,1,0.765067,rep,3,0.021586,0.026974
WS(k=4;b=0.5),12,7,1,0.765067,rep,4,0.045193,0.010664
WS(k=4;b=0.5),12,7,1,0.765067,rep,5,0.038356,0.005541
WS(k=4;b=0.5),12,7,1,0.765067,rep,6,0.047657,0.008561
WS(k=4;b=0.5),12,7,1,0.765067,rep,7,0.015273,0.033887
WS(k=4;b=0.5),12,7,1,0.765067,rep,8,0.047657,0.027232
WS(k=4;b=0.5),12,7,1,0.765067,rep,9,0.045193,0.019858
WS(k=4;b=0.5),12,7,1,0.765067,rep,10,0.034457,0.013574
WS(k=4;b=0.5),12,7,1,0.765067,avg,10,0.034457,0.041638
WS(k=4;b=0.5),12,7,1,0.765067,sweep,3,0.008354,0.026974
WS(k=4;b=0.5),12,7,1,0.765067,sweep,10,0.047657,0.033887
WS(k=4;b=0.5),12,7,1,0.765067,sweep,30,0.034457,0.051483
WS(k=4;b=0.5),12,7,1,0.765067,sweep,100,0.034457,0.041638
WS(k=4;b=0.5),12,7,1,0.765067,sweep,300,0.034457,0.05906
WS(k=4;b=0.5),12,7,3,0.882203,exact,0,0.095317,0.070439
WS(k=4;b=0.5),12,7,3,0.882203,rep,1,0.080969,0.026784
WS(k=4;b=0.5),12,7,3,0.882203,rep,2,0.060364,0.070897
WS(k=4;b=0.5),12,7,3,0.882203,rep,3,0.080969,0.038376
WS(k=4;b=0.5),12,7,3,0.882203,rep,4,0.100256,0.064878
WS(k=4;b=0.5),12,7,3,0.882203,rep,5,0.075485,0.057425
WS(k=4;b=0.5),12,7,3,0.882203,rep,6,0.111486,0.03364
WS(k=4;b=0.5),12,7,3,0.882203,rep,7,0.076995,0.038376
WS(k=4;b=0.5),12,7,3,0.882203,rep,8,0.121745,0.038376
WS(k=4;b=0.5),12,7,3,0.882203,rep,9,0.092073,0.01849
WS(k=4;b=0.5),12,7,3,0.882203,rep,10,0.095317,0.110273
WS(k=4;b=0.5),12,7,3,0.882203,avg,10,0.090904,0.097495
WS(k=4;b=0.5),12,7,3,0.882203,sweep,3,0.082903,0.049298
WS(k=4;b=0.5),12,7,3,0.882203,sweep,10,0.120947,0.03364
WS(k=4;b=0.5),12,7,3,0.882203,sweep,30,0.090904,0.085481
WS(k=4;b=0.5),12,7,3,0.882203,sweep,100,0.117933,0.065205
WS(k=4;b=0.5),12,7,3,0.882203,sweep,300,0.095317,0.038376
WS(k=4;b=0.5),12,8,1,0.792171,exact,0,0.028681,0.031784
WS(k=4;b=0.5),12,8,1,0.792171,rep,1,0.055712,0.01917
WS(k=4;b=0.5),12,8,1,0.792171,rep,2,0.034093,0.04843
WS(k=4;b=0.5),12,8,1,0.792171,rep,3,0.025986,0.018562
WS(k=4;b=0.5),12,8,1,0.792171,rep,4,0.047084,0.007469
WS(k=4;b=0.5),12,8,1,0.792171,rep,5,0.015943,0.007469
WS(k=4;b=0.5),12,8,1,0.792171,rep,6,0.023899,0.018562
WS(k=4;b=0.5),12,8,1,0.792171,rep,7,0.023899,0.02474
WS(k=4;b=0.5),12,8,1,0.792171,rep,8,0.029894,0.01917
WS(k=4;b=0.5),12,8,1,0.792171,rep,9,0.028681,0.01917
WS(k=4;b=0.5),12,8,1,0.792171,rep,10,0.034093,0.018562
WS(k=4;b=0.5),12,8,1,0.792171,avg,10,0.028681,0.039541
WS(k=4;b=0.5),12,8,1,0.792171,sweep,3,0.028681,0.007469
WS(k=4;b=0.5),12,8,1,0.792171,sweep,10,0.015943,0.031784
WS(k=4;b=0.5),12,8,1,0.792171,sweep,30,0.027269,0.026554
WS(k=4;b=0.5),12,8,1,0.792171,sweep,100,0.028681,0.031784
WS(k=4;b=0.5),12,8,1,0.792171,sweep,300,0.028681,0.031784
WS(k=4;b=0.5),12,8,3,0.883416,exact,0,0.069988,0.048506
WS(k=4;b=0.5),12,8,3,0.883416,rep,1,0.102243,0.01324
WS(k=4;b=0.5),12,8,3,0.883416,rep,2,0.098247,0.006981
WS(k=4;b=0.5),12,8,3,0.883416,rep,3,0.100318,0.006981
WS(k=4;b=0.5),12,8,3,0.883416,rep,4,0.054117,0.01324
WS(k=4;b=0.5),12,8,3,0.883416,rep,5,0.07257,0.02064
WS(k=4;b=0.5),12,8,3,0.883416,rep,6,0.072108,0.02064
WS(k=4;b=0.5),12,8,3,0.883416,rep,7,0.069988,0.015079
WS(k=4;b=0.5),12,8,3,0.883416,rep,8,0.038259,0.029105
WS(k=4;b=0.5),12,8,3,0.883416,rep,9,0.069988,0.029105
WS(k=4;b=0.5),12,8,3,0.883416,rep,10,0.10052,0.015079
WS(k=4;b=0.5),12,8,3,0.883416,avg,10,0.091014,0.029105
WS(k=4;b=0.5),12,8,3,0.883416,sweep,3,0.072108,0.023113
WS(k=4;b=0.5),12,8,3,0.883416,sweep,10,0.052474,0.029105
WS(k=4;b=0.5),12,8,3,0.883416,sweep,30,0.070585,0.029105
WS(k=4;b=0.5),12,8,3,0.883416,sweep,100,0.070585,0.029105
WS(k=4;b=0.5),12,8,3,0.883416,sweep,300,0.069988,0.048506
WS(k=4;b=0.5),12,9,1,0.826582,exact,0,0.031067,0.032292
WS(k=4;b=0.5),12,9,1,0.826582,rep,1,0.031067,0.008629
WS(k=4;b=0.5),12,9,1,0.826582,rep,2,0.004992,0.020762
WS(k=4;b=0.5),12,9,1,0.826582,rep,3,0.021256,0.032292
WS(k=4;b=0.5),12,9,1,0.826582,rep,4,0.021256,0.020762
WS(k=4;b=0.5),12,9,1,0.826582,rep,5,0.043182,0.008629
WS(k=4;b=0.5),12,9,1,0.826582,rep,6,0.038578,0.013379
WS(k=4;b=0.5),12,9,1,0.826582,rep,7,0.038578,0.019158
WS(k=4;b=0.5),12,9,1,0.826582,rep,8,0.026451,0.019158
WS(k=4;b=0.5),12,9,1,0.826582,rep,9,0.021256,0.020762
WS(k=4;b=0.5),12,9,1,0.826582,rep,10,0.038578,0.032292
WS(k=4;b=0.5),12,9,1,0.826582,avg,10,0.031067,0.032292
WS(k=4;b=0.5),12,9,1,0.826582,sweep,3,0.060767,0.002742
WS(k=4;b=0.5),12,9,1,0.826582,sweep,10,0.038578,0.025838
WS(k=4;b=0.5),12,9,1,0.826582,sweep,30,0.021256,0.032292
WS(k=4;b=0.5),12,9,1,0.826582,sweep,100,0.021256,0.032292
WS(k=4;b=0.5),12,9,1,0.826582,sweep,300,0.026451,0.039152
WS(k=4;b=0.5),12,9,3,0.911972,exact,0,0.063968,0.026559
WS(k=4;b=0.5),12,9,3,0.911972,rep,1,0.051731,0.01031
WS(k=4;b=0.5),12,9,3,0.911972,rep,2,0.04961,0.014658
WS(k=4;b=0.5),12,9,3,0.911972,rep,3,0.063968,0.01031
WS(k=4;b=0.5),12,9,3,0.911972,rep,4,0.074317,0.014011
WS(k=4;b=0.5),12,9,3,0.911972,rep,5,0.102352,0.01031
WS(k=4;b=0.5),12,9,3,0.911972,rep,6,0.090684,0.01031
WS(k=4;b=0.5),12,9,3,0.911972,rep,7,0.099397,0.004601
WS(k=4;b=0.5),12,9,3,0.911972,rep,8,0.056996,0.01031
WS(k=4;b=0.5),12,9,3,0.911972,rep,9,0.074317,0.014876
WS(k=4;b=0.5),12,9,3,0.911972,rep,10,0.08473,0.021689
WS(k=4;b=0.5),12,9,3,0.911972,avg,10,0.08473,0.017661
WS(k=4;b=0.5),12,9,3,0.911972,sweep,3,0.186808,0.017661
WS(k=4;b=0.5),12,9,3,0.911972,sweep,10,0.089776,0.01031
WS(k=4;b=0.5),12,9,3,0.911972,sweep,30,0.063968,0.026559
WS(k=4;b=0.5),12,9,3,0.911972,sweep,100,0.063968,0.026559
WS(k=4;b=0.5),12,9,3,0.911972,sweep,300,0.063968,0.026559
WS(k=4;b=0.5),12,10,1,0.835704,exact,0,0.029984,0.058496
WS(k=4;b=0.5),12,10,1,0.835704,rep,1,0.035692,0.025959
WS(k=4;b=0.5),12,10,1,0.835704,rep,2,0.0192,0.003722
WS(k=4;b=0.5),12,10,1,0.835704,rep,3,0.0192,0.013414
WS(k=4;b=0.5),12,10,1,0.835704,rep,4,0.029984,0.025959
WS(k=4;b=0.5),12,10,1,0.835704,rep,5,0.035692,0.025959
WS(k=4;b=0.5),12,10,1,0.835704,rep,6,0.031254,0.002997
WS(k=4;b=0.5),12,10,1,0.835704,rep,7,0.048748,0.025959
WS(k=4;b=0.5),12,10,1,0.835704,rep,8,0.0192,0.033292
WS(k=4;b=0.5),12,10,1,0.835704,rep,9,0.057143,0.013414
WS(k=4;b=0.5),12,10,1,0.835704,rep,10,0.0192,0.014113
WS(k=4;b=0.5),12,10,1,0.835704,avg,10,0.029984,0.033292
WS(k=4;b=0.5),12,10,1,0.835704,sweep,3,0.021388,0.007884
WS(k=4;b=0.5),12,10,1,0.835704,sweep,10,0.035692,0.033292
WS(k=4;b=0.5),12,10,1,0.835704,sweep,30,0.01666,0.025959
WS(k=4;b=0.5),12,10,1,0.835704,sweep,100,0.029984,0.050687
WS(k=4;b=0.5),12,10,1,0.835704,sweep,300,0.029984,0.058496
WS(k=4;b=0.5),12,10,3,0.927756,exact,0,0.06941,0.015278
WS(k=4;b=0.5),12,10,3,0.927756,rep,1,0.091383,0.004853
WS(k=4;b=0.5),12,10,3,0.927756,rep,2,0.06941,0.020388
WS(k=4;b=0.5),12,10,3,0.927756,rep,3,0.034655,0.02793
WS(k=4;b=0.5),12,10,3,0.927756,rep,4,0.081012,0.008812
WS(k=4;b=0.5),12,10,3,0.927756,rep,5,0.091383,0.008812
WS(k=4;b=0.5),12,10,3,0.927756,rep,6,0.051827,0.015278
WS(k=4;b=0.5),12,10,3,0.927756,rep,7,0.09912,0.008812
WS(k=4;b=0.5),12,10,3,0.927756,rep,8,0.034655,0.020388
WS(k=4;b=0.5),12,10,3,0.927756,rep,9,0.093188,0.008812
WS(k=4;b=0.5),12,10,3,0.927756,rep,10,0.071509,0.010986
WS(k=4;b=0.5),12,10,3,0.927756,avg,10,0.066124,0.015278
WS(k=4;b=0.5),12,10,3,0.927756,sweep,3,0.083899,0.006747
WS(k=4;b=0.5),12,10,3,0.927756,sweep,10,0.091383,0.010631
WS(k=4;b=0.5),12,10,3,0.927756,sweep,30,0.073813,0.004853
WS(k=4;b=0.5),12,10,3,0.927756,sweep,100,0.06941,0.015278
WS(k=4;b=0.5),12,10,3,0.927756,sweep,300,0.06941,0.015278
3-regular,12,1,1,0.778747,exact,0,0.048749,0.053292
3-regular,12,1,1,0.778747,rep,1,0.043135,0.017669
3-regular,12,1,1,0.778747,rep,2,0.020859,0.013738
3-regular,12,1,1,0.778747,rep,3,0.043135,0.025511
3-regular,12,1,1,0.778747,rep,4,0.074782,0.021734
3-regular,12,1,1,0.778747,rep,5,0.043135,0.043135
3-regular,12,1,1,0.778747,rep,6,0.048749,0.017669
3-regular,12,1,1,0.778747,rep,7,0.031001,0.034227
3-regular,12,1,1,0.778747,rep,8,0.029792,0.013738
3-regular,12,1,1,0.778747,rep,9,0.019388,0.034227
3-regular,12,1,1,0.778747,rep,10,0.029792,0.008787
3-regular,12,1,1,0.778747,avg,10,0.043135,0.034845
3-regular,12,1,1,0.778747,sweep,3,0.005828,0.001856
3-regular,12,1,1,0.778747,sweep,10,0.043135,0.031254
3-regular,12,1,1,0.778747,sweep,30,0.037008,0.034845
3-regular,12,1,1,0.778747,sweep,100,0.043135,0.053292
3-regular,12,1,1,0.778747,sweep,300,0.048749,0.053292
3-regular,12,1,3,0.923538,exact,0,0.097507,0.035531
3-regular,12,1,3,0.923538,rep,1,0.142202,0.022185
3-regular,12,1,3,0.923538,rep,2,0.097507,0.13819
3-regular,12,1,3,0.923538,rep,3,0.082452,0.007521
3-regular,12,1,3,0.923538,rep,4,0.096415,0.024952
3-regular,12,1,3,0.923538,rep,5,0.096682,0.058803
3-regular,12,1,3,0.923538,rep,6,0.111216,0.033517
3-regular,12,1,3,0.923538,rep,7,0.097507,0.033517
3-regular,12,1,3,0.923538,rep,8,0.127353,0.035531
3-regular,12,1,3,0.923538,rep,9,0.109564,0.072925
3-regular,12,1,3,0.923538,rep,10,0.096682,0.033517
3-regular,12,1,3,0.923538,avg,10,0.097507,0.01798
3-regular,12,1,3,0.923538,sweep,3,0.0432,0.028608
3-regular,12,1,3,0.923538,sweep,10,0.076569,0.033517
3-regular,12,1,3,0.923538,sweep,30,0.097507,0.01798
3-regular,12,1,3,0.923538,sweep,100,0.097507,0.035531
3-regular,12,1,3,0.923538,sweep,300,0.097507,0.035531
3-regular,12,2,1,0.759324,exact,0,0.036765,0.034168
3-regular,12,2,1,0.759324,rep,1,0.011423,0.006948
3-regular,12,2,1,0.759324,rep,2,0.022299,0.034168
3-regular,12,2,1,0.759324,rep,3,0.017922,0.026327
3-regular,12,2,1,0.759324,rep,4,0.036765,0.012037
3-regular,12,2,1,0.759324,rep,5,0.026384,0.026327
3-regular,12,2,1,0.759324,rep,6,0.007328,0.009677
3-regular,12,2,1,0.759324,rep,7,0.036765,0.034168
3-regular,12,2,1,0.759324,rep,8,0.038333,0.009677
3-regular,12,2,1,0.759324,rep,9,0.026384,0.026327
3-regular,12,2,1,0.759324,rep,10,0.013804,0.012037
3-regular,12,2,1,0.759324,avg,10,0.026384,0.018657
3-regular,12,2,1,0.759324,sweep,3,0.013003,0.006948
3-regular,12,2,1,0.759324,sweep,10,0.017922,0.026653
3-regular,12,2,1,0.759324,sweep,30,0.026384,0.034168
3-regular,12,2,1,0.759324,sweep,100,0.026384,0.043139
3-regular,12,2,1,0.759324,sweep,300,0.036765,0.043139
3-regular,12,2,3,0.857677,exact,0,0.08196,0.048647
3-regular,12,2,3,0.857677,rep,1,0.107252,0.016924
3-regular,12,2,3,0.857677,rep,2,0.064221,0.030846
3-regular,12,2,3,0.857677,rep,3,0.08196,0.033038
3-regular,12,2,3,0.857677,rep,4,0.080787,0.01776
3-regular,12,2,3,0.857677,rep,5,0.08196,0.044583
3-regular,12,2,3,0.857677,rep,6,0.053866,0.03432
3-regular,12,2,3,0.857677,rep,7,0.099525,0.033038
3-regular,12,2,3,0.857677,rep,8,0.05824,0.03668
3-regular,12,2,3,0.857677,rep,9,0.08196,0.01776
3-regular,12,2,3,0.857677,rep,10,0.073719,0.048647
3-regular,12,2,3,0.857677,avg,10,0.08196,0.048647
3-regular,12,2,3,0.857677,sweep,3,0.126091,0.016924
3-regular,12,2,3,0.857677,sweep,10,0.08196,0.045065
3-regular,12,2,3,0.857677,sweep,30,0.080787,0.045065
3-regular,12,2,3,0.857677,sweep,100,0.08196,0.048647
3-regular,12,2,3,0.857677,sweep,300,0.080787,0.048647
3-regular,12,3,1,0.768335,exact,0,0.042055,0.058119
3-regular,12,3,1,0.768335,rep,1,0.050459,0.009034
3-regular,12,3,1,0.768335,rep,2,0.079168,0.014928
3-regular,12,3,1,0.768335,rep,3,0.025206,0.03218
3-regular,12,3,1,0.768335,rep,4,0.042055,0.038291
3-regular,12,3,1,0.768335,rep,5,0.051232,0.029138
3-regular,12,3,1,0.768335,rep,6,0.036953,0.008531
3-regular,12,3,1,0.768335,rep,7,0.030995,0.048366
3-regular,12,3,1,0.768335,rep,8,0.025949,0.023493
3-regular,12,3,1,0.768335,rep,9,0.037254,0.015496
3-regular,12,3,1,0.768335,rep,10,0.036953,0.015496
3-regular,12,3,1,0.768335,avg,10,0.042055,0.038291
3-regular,12,3,1,0.768335,sweep,3,0.033223,0.039663
3-regular,12,3,1,0.768335,sweep,10,0.030995,0.023493
3-regular,12,3,1,0.768335,sweep,30,0.021857,0.048366
3-regular,12,3,1,0.768335,sweep,100,0.042055,0.058119
3-regular,12,3,1,0.768335,sweep,300,0.042055,0.058119
3-regular,12,3,3,0.890753,exact,0,0.101681,0.094636
3-regular,12,3,3,0.890753,rep,1,0.118777,0.039282
3-regular,12,3,3,0.890753,rep,2,0.127446,0.029114
3-regular,12,3,3,0.890753,rep,3,0.09731,0.010739
3-regular,12,3,3,0.890753,rep,4,0.084212,0.029114
3-regular,12,3,3,0.890753,rep,5,0.135494,0.014697
3-regular,12,3,3,0.890753,rep,6,0.095532,0.018961
3-regular,12,3,3,0.890753,rep,7,0.08965,0.044455
3-regular,12,3,3,0.890753,rep,8,0.078949,0.029114
3-regular,12,3,3,0.890753,rep,9,0.122553,0.044149
3-regular,12,3,3,0.890753,rep,10,0.065985,0.029114
3-regular,12,3,3,0.890753,avg,10,0.095532,0.094636
3-regular,12,3,3,0.890753,sweep,3,0.185344,0.049876
3-regular,12,3,3,0.890753,sweep,10,0.101681,0.066089
3-regular,12,3,3,0.890753,sweep,30,0.090958,0.044149
3-regular,12,3,3,0.890753,sweep,100,0.101681,0.062923
3-regular,12,3,3,0.890753,sweep,300,0.101681,0.094636
3-regular,12,4,1,0.809946,exact,0,0.039216,0.046015
3-regular,12,4,1,0.809946,rep,1,0.05328,0.0199
3-regular,12,4,1,0.809946,rep,2,0.023786,0.0199
3-regular,12,4,1,0.809946,rep,3,0.028143,0.028082
3-regular,12,4,1,0.809946,rep,4,0.034961,0.02843
3-regular,12,4,1,0.809946,rep,5,0.05328,0.01284
3-regular,12,4,1,0.809946,rep,6,0.039216,0.036446
3-regular,12,4,1,0.809946,rep,7,0.024587,0.02843
3-regular,12,4,1,0.809946,rep,8,0.028143,0.028082
3-regular,12,4,1,0.809946,rep,9,0.05226,0.0199
3-regular,12,4,1,0.809946,rep,10,0.039216,0.028082
3-regular,12,4,1,0.809946,avg,10,0.039216,0.046015
3-regular,12,4,1,0.809946,sweep,3,0.012184,0.0199
3-regular,12,4,1,0.809946,sweep,10,0.028143,0.01284
3-regular,12,4,1,0.809946,sweep,30,0.028143,0.046015
3-regular,12,4,1,0.809946,sweep,100,0.028143,0.046015
3-regular,12,4,1,0.809946,sweep,300,0.039216,0.046015
3-regular,12,4,3,0.902902,exact,0,0.07311,0.036473
3-regular,12,4,3,0.902902,rep,1,0.091184,0.011841
3-regular,12,4,3,0.902902,rep,2,0.045756,0.006074
3-regular,12,4,3,0.902902,rep,3,0.088313,0.006074
3-regular,12,4,3,0.902902,rep,4,0.073136,0.022195
3-regular,12,4,3,0.902902,rep,5,0.165012,0.005483
3-regular,12,4,3,0.902902,rep,6,0.07311,0.006074
3-regular,12,4,3,0.902902,rep,7,0.023687,0.029184
3-regular,12,4,3,0.902902,rep,8,0.077446,0.022195
3-regular,12,4,3,0.902902,rep,9,0.093006,0.006074
3-regular,12,4,3,0.902902,rep,10,0.139796,0.005483
3-regular,12,4,3,0.902902,avg,10,0.068772,0.011841
3-regular,12,4,3,0.902902,sweep,3,0.062152,0.011841
3-regular,12,4,3,0.902902,sweep,10,0.074258,0.006074
3-regular,12,4,3,0.902902,sweep,30,0.074258,0.022195
3-regular,12,4,3,0.902902,sweep,100,0.068772,0.036473
3-regular,12,4,3,0.902902,sweep,300,0.068772,0.036473
3-regular,12,5,1,0.800487,exact,0,0.033724,0.051339
3-regular,12,5,1,0.800487,rep,1,0.083179,0.023424
3-regular,12,5,1,0.800487,rep,2,0.033724,0.041963
3-regular,12,5,1,0.800487,rep,3,0.015071,0.023424
3-regular,12,5,1,0.800487,rep,4,0.020045,0.041604
3-regular,12,5,1,0.800487,rep,5,0.030336,0.041604
3-regular,12,5,1,0.800487,rep,6,0.033724,0.023424
3-regular,12,5,1,0.800487,rep,7,0.078145,0.006122
3-regular,12,5,1,0.800487,rep,8,0.038025,0.031953
3-regular,12,5,1,0.800487,rep,9,0.031801,0.023424
3-regular,12,5,1,0.800487,rep,10,0.030336,0.006122
3-regular,12,5,1,0.800487,avg,10,0.033724,0.031953
3-regular,12,5,1,0.800487,sweep,3,0.004671,0.010436
3-regular,12,5,1,0.800487,sweep,10,0.043756,0.023424
3-regular,12,5,1,0.800487,sweep,30,0.033724,0.023424
3-regular,12,5,1,0.800487,sweep,100,0.030336,0.031953
3-regular,12,5,1,0.800487,sweep,300,0.033724,0.051339
3-regular,12,5,3,0.889274,exact,0,0.067326,0.021592
3-regular,12,5,3,0.889274,rep,1,0.0965,0.003677
3-regular,12,5,3,0.889274,rep,2,0.086756,0.005056
3-regular,12,5,3,0.889274,rep,3,0.057222,0.011189
3-regular,12,5,3,0.889274,rep,4,0.015733,0.035214
3-regular,12,5,3,0.889274,rep,5,0.05096,0.025541
3-regular,12,5,3,0.889274,rep,6,0.069465,0.011189
3-regular,12,5,3,0.889274,rep,7,0.134387,0.025541
3-regular,12,5,3,0.889274,rep,8,0.046687,0.025541
3-regular,12,5,3,0.889274,rep,9,0.069465,0.03638
3-regular,12,5,3,0.889274,rep,10,0.062248,0.025541
3-regular,12,5,3,0.889274,avg,10,0.063848,0.021592
3-regular,12,5,3,0.889274,sweep,3,0.05567,0.011189
3-regular,12,5,3,0.889274,sweep,10,0.058782,0.019471
3-regular,12,5,3,0.889274,sweep,30,0.063848,0.025541
3-regular,12,5,3,0.889274,sweep,100,0.063848,0.035214
3-regular,12,5,3,0.889274,sweep,300,0.067326,0.021592
3-regular,12,6,1,0.809946,exact,0,0.028143,0.046015
3-regular,12,6,1,0.809946,rep,1,0.024587,0.02843
3-regular,12,6,1,0.809946,rep,2,0.034961,0.0199
3-regular,12,6,1,0.809946,rep,3,0.050916,0.02843
3-regular,12,6,1,0.809946,rep,4,0.040888,0.005028
3-regular,12,6,1,0.809946,rep,5,0.023786,0.01284
3-regular,12,6,1,0.809946,rep,6,0.019117,0.01284
3-regular,12,6,1,0.809946,rep,7,0.048179,0.0199
3-regular,12,6,1,0.809946,rep,8,0.028143,0.028082
3-regular,12,6,1,0.809946,rep,9,0.030525,0.025762
3-regular,12,6,1,0.809946,rep,10,0.019117,0.036446
3-regular,12,6,1,0.809946,avg,10,0.034961,0.046015
3-regular,12,6,1,0.809946,sweep,3,0.003985,0.015662
3-regular,12,6,1,0.809946,sweep,10,0.028143,0.0199
3-regular,12,6,1,0.809946,sweep,30,0.028143,0.036446
3-regular,12,6,1,0.809946,sweep,100,0.028143,0.036446
3-regular,12,6,1,0.809946,sweep,300,0.028143,0.046015
3-regular,12,6,3,0.898206,exact,0,0.069704,0.033493
3-regular,12,6,3,0.898206,rep,1,0.036759,0.019907
3-regular,12,6,3,0.898206,rep,2,0.065699,0.050341
3-regular,12,6,3,0.898206,rep,3,0.064156,0.035007
3-regular,12,6,3,0.898206,rep,4,0.064138,0.010151
3-regular,12,6,3,0.898206,rep,5,0.030717,0.019907
3-regular,12,6,3,0.898206,rep,6,0.059124,0.010151
3-regular,12,6,3,0.898206,rep,7,0.091501,0.004766
3-regular,12,6,3,0.898206,rep,8,0.070939,0.033493
3-regular,12,6,3,0.898206,rep,9,0.036759,0.063444
3-regular,12,6,3,0.898206,rep,10,0.070939,0.033493
3-regular,12,6,3,0.898206,avg,10,0.065884,0.050341
3-regular,12,6,3,0.898206,sweep,3,0.055828,0.014802
3-regular,12,6,3,0.898206,sweep,10,0.064438,0.019907
3-regular,12,6,3,0.898206,sweep,30,0.069704,0.019907
3-regular,12,6,3,0.898206,sweep,100,0.070939,0.033493
3-regular,12,6,3,0.898206,sweep,300,0.069704,0.033493
3-regular,12,7,1,0.800487,exact,0,0.033724,0.051339
3-regular,12,7,1,0.800487,rep,1,0.023377,0.051339
3-regular,12,7,1,0.800487,rep,2,0.023377,0.016195
3-regular,12,7,1,0.800487,rep,3,0.058981,0.011697
3-regular,12,7,1,0.800487,rep,4,0.033724,0.023424
3-regular,12,7,1,0.800487,rep,5,0.048903,0.002414
3-regular,12,7,1,0.800487,rep,6,0.072742,0.011697
3-regular,12,7,1,0.800487,rep,7,0.033724,0.00223
3-regular,12,7,1,0.800487,rep,8,0.030336,0.016195
3-regular,12,7,1,0.800487,rep,9,0.015071,0.031953
3-regular,12,7,1,0.800487,rep,10,0.057746,0.006122
3-regular,12,7,1,0.800487,avg,10,0.042688,0.023424
3-regular,12,7,1,0.800487,sweep,3,0.098678,0.018804
3-regular,12,7,1,0.800487,sweep,10,0.023377,0.041963
3-regular,12,7,1,0.800487,sweep,30,0.023377,0.011697
3-regular,12,7,1,0.800487,sweep,100,0.023377,0.031953
3-regular,12,7,1,0.800487,sweep,300,0.033724,0.031953
3-regular,12,7,3,0.884404,exact,0,0.063706,0.035141
3-regular,12,7,3,0.884404,rep,1,0.063706,0.004506
3-regular,12,7,3,0.884404,rep,2,0.063706,0.010734
3-regular,12,7,3,0.884404,rep,3,0.050365,0.017638
