family,n,instance,seed,m,law,method,p,ar,ceil,regret
3-regular,16,1,20262321,24,pareto15,ceiling,10,0.9367073206084311,0.9367073206084311,0.0
3-regular,16,1,20262321,24,pareto15,binned_exact,10,0.7313356697855143,0.9367073206084311,0.20537165082291675
3-regular,16,1,20262321,24,pareto15,binned_sampled,10,0.8258408276793706,0.9367073206084311,0.11086649292906048
3-regular,16,1,20262321,24,pareto15,transfer_1,10,0.925390431652991,0.9367073206084311,0.01131688895544014
3-regular,16,1,20262321,24,pareto15,transfer_2,10,0.9148100095077312,0.9367073206084311,0.021897311100699923
3-regular,16,1,20262321,24,pareto15,transfer_3,10,0.9248804131803938,0.9367073206084311,0.01182690742803727
3-regular,16,1,20262321,24,pareto15,universal,10,0.9148100095077312,0.9367073206084311,0.021897311100699923
3-regular,16,1,20262321,24,pareto15,ceiling,20,0.9694957428172806,0.9694957428172806,0.0
3-regular,16,1,20262321,24,pareto15,binned_exact,20,0.6636783463239249,0.9694957428172806,0.3058173964933557
3-regular,16,1,20262321,24,pareto15,binned_sampled,20,0.8512270467236753,0.9694957428172806,0.11826869609360524
3-regular,16,1,20262321,24,pareto15,transfer_1,20,0.9663242079563013,0.9694957428172806,0.0031715348609793192
3-regular,16,1,20262321,24,pareto15,transfer_2,20,0.9604430403980756,0.9694957428172806,0.009052702419204972
3-regular,16,1,20262321,24,pareto15,transfer_3,20,0.9608181234866974,0.9694957428172806,0.008677619330583197
3-regular,16,1,20262321,24,pareto15,universal,20,0.9604430403980756,0.9694957428172806,0.009052702419204972
3-regular,16,2,20262322,24,pareto15,ceiling,10,0.9211417983319262,0.9211417983319262,0.0
3-regular,16,2,20262322,24,pareto15,binned_exact,10,0.7755670305439957,0.9211417983319262,0.14557476778793055
3-regular,16,2,20262322,24,pareto15,binned_sampled,10,0.8357770263477725,0.9211417983319262,0.08536477198415371
3-regular,16,2,20262322,24,pareto15,transfer_1,10,0.8147827302183834,0.9211417983319262,0.10635906811354279
3-regular,16,2,20262322,24,pareto15,transfer_2,10,0.9196613521155097,0.9211417983319262,0.00148044621641652
3-regular,16,2,20262322,24,pareto15,transfer_3,10,0.8762029242070488,0.9211417983319262,0.044938874124877404
3-regular,16,2,20262322,24,pareto15,universal,10,0.9196613521155097,0.9211417983319262,0.00148044621641652
3-regular,16,2,20262322,24,pareto15,ceiling,20,0.9485987333098144,0.9485987333098144,0.0
3-regular,16,2,20262322,24,pareto15,binned_exact,20,0.7077030526785237,0.9485987333098144,0.24089568063129063
3-regular,16,2,20262322,24,pareto15,binned_sampled,20,0.7077030526785237,0.9485987333098144,0.24089568063129063
3-regular,16,2,20262322,24,pareto15,transfer_1,20,0.7337166690947695,0.9485987333098144,0.21488206421504485
3-regular,16,2,20262322,24,pareto15,transfer_2,20,0.9467473085139206,0.9485987333098144,0.0018514247958937302
3-regular,16,2,20262322,24,pareto15,transfer_3,20,0.8676840384999693,0.9485987333098144,0.08091469480984503
3-regular,16,2,20262322,24,pareto15,universal,20,0.9467473085139206,0.9485987333098144,0.0018514247958937302
3-regular,16,3,20262323,24,pareto15,ceiling,10,0.9588675523372002,0.9588675523372002,0.0
3-regular,16,3,20262323,24,pareto15,binned_exact,10,0.7859092630981175,0.9588675523372002,0.17295828923908274
3-regular,16,3,20262323,24,pareto15,binned_sampled,10,0.7859092630981175,0.9588675523372002,0.17295828923908274
3-regular,16,3,20262323,24,pareto15,transfer_1,10,0.9567233003622602,0.9588675523372002,0.002144251974940059
3-regular,16,3,20262323,24,pareto15,transfer_2,10,0.9413020799905499,0.9588675523372002,0.01756547234665029
3-regular,16,3,20262323,24,pareto15,transfer_3,10,0.9531207160106633,0.9588675523372002,0.0057468363265369415
3-regular,16,3,20262323,24,pareto15,universal,10,0.9413020799905499,0.9588675523372002,0.01756547234665029
3-regular,16,3,20262323,24,pareto15,ceiling,20,0.9817372143465184,0.9817372143465184,0.0
3-regular,16,3,20262323,24,pareto15,binned_exact,20,0.8736266993193473,0.9817372143465184,0.10811051502717106
