family,n,instance,seed,m,alpha,method,ar,ceil,regret
3-regular,22,1,20412913,33,1.5,ceiling,0.7499636742625713,0.7499636742625713,0.0
3-regular,22,1,20412913,33,1.5,binned_sampled,0.7476329607505806,0.7499636742625713,0.0023307135119906564
3-regular,22,1,20412913,33,1.5,transfer_1,0.7306622038792093,0.7499636742625713,0.01930147038336194
3-regular,22,1,20412913,33,1.5,transfer_2,0.7490777377140303,0.7499636742625713,0.0008859365485409665
3-regular,22,1,20412913,33,1.5,transfer_3,0.7490777377140303,0.7499636742625713,0.0008859365485409665
3-regular,22,1,20412913,33,1.5,universal,0.7485131516606425,0.7499636742625713,0.0014505226019287942
3-regular,22,2,20412914,33,1.5,ceiling,0.7482957936234805,0.7482957936234805,0.0
3-regular,22,2,20412914,33,1.5,binned_sampled,0.7468779603174764,0.7482957936234805,0.0014178333060040904
3-regular,22,2,20412914,33,1.5,transfer_1,0.5189579344518818,0.7482957936234805,0.22933785917159877
3-regular,22,2,20412914,33,1.5,transfer_2,0.5879489358946722,0.7482957936234805,0.1603468577288083
3-regular,22,2,20412914,33,1.5,transfer_3,0.5879489358946722,0.7482957936234805,0.1603468577288083
3-regular,22,2,20412914,33,1.5,universal,0.5081295008742388,0.7482957936234805,0.24016629274924173
3-regular,22,3,20412915,33,1.5,ceiling,0.8638598373598679,0.8638598373598679,0.0
3-regular,22,3,20412915,33,1.5,binned_sampled,0.8616443705949929,0.8638598373598679,0.0022154667648750515
3-regular,22,3,20412915,33,1.5,transfer_1,0.4724600368643864,0.8638598373598679,0.3913998004954815
3-regular,22,3,20412915,33,1.5,transfer_2,0.6242338333388032,0.8638598373598679,0.2396260040210647
3-regular,22,3,20412915,33,1.5,transfer_3,0.6242338333388032,0.8638598373598679,0.2396260040210647
3-regular,22,3,20412915,33,1.5,universal,0.8616443705949929,0.8638598373598679,0.0022154667648750515
3-regular,22,4,20412916,33,1.5,ceiling,0.7292944069395126,0.7292944069395126,0.0
3-regular,22,4,20412916,33,1.5,binned_sampled,0.6911826385283547,0.7292944069395126,0.03811176841115793
3-regular,22,4,20412916,33,1.5,transfer_1,0.7183506627866036,0.7292944069395126,0.010943744152908996
3-regular,22,4,20412916,33,1.5,transfer_2,0.7238389082149345,0.7292944069395126,0.005455498724578178
3-regular,22,4,20412916,33,1.5,transfer_3,0.7238389082149345,0.7292944069395126,0.005455498724578178
3-regular,22,4,20412916,33,1.5,universal,0.728017658714993,0.7292944069395126,0.0012767482245196193
3-regular,22,5,20412917,33,1.5,ceiling,0.7901134128376912,0.7901134128376912,0.0
3-regular,22,5,20412917,33,1.5,binned_sampled,0.7235562691636922,0.7901134128376912,0.06655714367399901
3-regular,22,5,20412917,33,1.5,transfer_1,0.7901134128376912,0.7901134128376912,0.0
3-regular,22,5,20412917,33,1.5,transfer_2,0.7619889482819097,0.7901134128376912,0.028124464555781548
3-regular,22,5,20412917,33,1.5,transfer_3,0.7619889482819097,0.7901134128376912,0.028124464555781548
3-regular,22,5,20412917,33,1.5,universal,0.7822594506636911,0.7901134128376912,0.00785396217400014
