family,n,instance,seed,m,alpha,method,ar,ceil,regret
ER(0.5),26,1,20413313,173,1.5,ceiling,0.8264592577334031,0.8264592577334031,0.0
ER(0.5),26,1,20413313,173,1.5,binned_sampled,0.7820349006788603,0.8264592577334031,0.04442435705454284
ER(0.5),26,1,20413313,173,1.5,transfer_1,0.7417903952520809,0.8264592577334031,0.08466886248132222
ER(0.5),26,1,20413313,173,1.5,transfer_2,0.7169032382614988,0.8264592577334031,0.1095560194719043
ER(0.5),26,1,20413313,173,1.5,transfer_3,0.7169032382614988,0.8264592577334031,0.1095560194719043
ER(0.5),26,1,20413313,173,1.5,universal,0.7427167085119435,0.8264592577334031,0.08374254922145963
ER(0.5),26,2,20413314,153,1.5,ceiling,0.812284129896666,0.812284129896666,0.0
ER(0.5),26,2,20413314,153,1.5,binned_sampled,0.7687946076598465,0.812284129896666,0.043489522236819456
ER(0.5),26,2,20413314,153,1.5,transfer_1,0.7115992617932954,0.812284129896666,0.10068486810337063
ER(0.5),26,2,20413314,153,1.5,transfer_2,0.6811283104492597,0.812284129896666,0.13115581944740629
ER(0.5),26,2,20413314,153,1.5,transfer_3,0.6811283104492597,0.812284129896666,0.13115581944740629
ER(0.5),26,2,20413314,153,1.5,universal,0.7116400297543153,0.812284129896666,0.1006441001423507
ER(0.5),26,3,20413315,171,1.5,ceiling,0.80064635484422,0.80064635484422,0.0
ER(0.5),26,3,20413315,171,1.5,binned_sampled,0.80064635484422,0.80064635484422,0.0
ER(0.5),26,3,20413315,171,1.5,transfer_1,0.6878648102519705,0.80064635484422,0.11278154459224943
ER(0.5),26,3,20413315,171,1.5,transfer_2,0.65612363343322,0.80064635484422,0.14452272141099998
ER(0.5),26,3,20413315,171,1.5,transfer_3,0.65612363343322,0.80064635484422,0.14452272141099998
ER(0.5),26,3,20413315,171,1.5,universal,0.6869933952669434,0.80064635484422,0.11365295957727661
ER(0.5),26,4,20413316,170,1.5,ceiling,0.8283878575432666,0.8283878575432666,0.0
ER(0.5),26,4,20413316,170,1.5,binned_sampled,0.7933928683091482,0.8283878575432666,0.03499498923411837
ER(0.5),26,4,20413316,170,1.5,transfer_1,0.7068256896045345,0.8283878575432666,0.12156216793873209
ER(0.5),26,4,20413316,170,1.5,transfer_2,0.6666977018827959,0.8283878575432666,0.16169015566047074
ER(0.5),26,4,20413316,170,1.5,transfer_3,0.6666977018827959,0.8283878575432666,0.16169015566047074
ER(0.5),26,4,20413316,170,1.5,universal,0.7088450036578179,0.8283878575432666,0.11954285388544872
ER(0.5),26,5,20413317,154,1.5,ceiling,0.770902401660927,0.770902401660927,0.0
ER(0.5),26,5,20413317,154,1.5,binned_sampled,0.7679272004721391,0.770902401660927,0.0029752011887879126
ER(0.5),26,5,20413317,154,1.5,transfer_1,0.7253392674650205,0.770902401660927,0.04556313419590652
ER(0.5),26,5,20413317,154,1.5,transfer_2,0.7184657893368129,0.770902401660927,0.05243661232411412
ER(0.5),26,5,20413317,154,1.5,transfer_3,0.7184657893368129,0.770902401660927,0.05243661232411412
ER(0.5),26,5,20413317,154,1.5,universal,0.7251123006348752,0.770902401660927,0.045790101026051855
