family,n,instance,seed,m,alpha,method,ar,ceil,regret
ER(0.5),22,1,20412913,136,1.5,ceiling,0.8292939082864214,0.8292939082864214,0.0
ER(0.5),22,1,20412913,136,1.5,binned_sampled,0.7906945508965351,0.8292939082864214,0.03859935738988629
ER(0.5),22,1,20412913,136,1.5,transfer_1,0.7412843890991943,0.8292939082864214,0.0880095191872271
ER(0.5),22,1,20412913,136,1.5,transfer_2,0.7193610044197855,0.8292939082864214,0.1099329038666359
ER(0.5),22,1,20412913,136,1.5,transfer_3,0.7193610044197855,0.8292939082864214,0.1099329038666359
ER(0.5),22,1,20412913,136,1.5,universal,0.7410297862722833,0.8292939082864214,0.08826412201413802
ER(0.5),22,2,20412914,121,1.5,ceiling,0.7823804136320026,0.7823804136320026,0.0
ER(0.5),22,2,20412914,121,1.5,binned_sampled,0.7784892572925319,0.7823804136320026,0.0038911563394706805
ER(0.5),22,2,20412914,121,1.5,transfer_1,0.7245772889917189,0.7823804136320026,0.0578031246402837
ER(0.5),22,2,20412914,121,1.5,transfer_2,0.7362935970233873,0.7823804136320026,0.046086816608615355
ER(0.5),22,2,20412914,121,1.5,transfer_3,0.7362935970233873,0.7823804136320026,0.046086816608615355
ER(0.5),22,2,20412914,121,1.5,universal,0.7219134623701068,0.7823804136320026,0.06046695126189583
ER(0.5),22,3,20412915,109,1.5,ceiling,0.7823439649612391,0.7823439649612391,0.0
ER(0.5),22,3,20412915,109,1.5,binned_sampled,0.7812587281361153,0.7823439649612391,0.0010852368251238476
ER(0.5),22,3,20412915,109,1.5,transfer_1,0.6778137359430868,0.7823439649612391,0.10453022901815234
ER(0.5),22,3,20412915,109,1.5,transfer_2,0.6815680833111705,0.7823439649612391,0.10077588165006868
ER(0.5),22,3,20412915,109,1.5,transfer_3,0.6815680833111705,0.7823439649612391,0.10077588165006868
ER(0.5),22,3,20412915,109,1.5,universal,0.6790346930813719,0.7823439649612391,0.10330927187986727
ER(0.5),22,4,20412916,114,1.5,ceiling,0.8123341331119746,0.8123341331119746,0.0
ER(0.5),22,4,20412916,114,1.5,binned_sampled,0.8119112328938057,0.8123341331119746,0.0004229002181688202
ER(0.5),22,4,20412916,114,1.5,transfer_1,0.6135216260075256,0.8123341331119746,0.19881250710444898
ER(0.5),22,4,20412916,114,1.5,transfer_2,0.6305540977553113,0.8123341331119746,0.1817800353566632
ER(0.5),22,4,20412916,114,1.5,transfer_3,0.6305540977553113,0.8123341331119746,0.1817800353566632
ER(0.5),22,4,20412916,114,1.5,universal,0.6101318469337652,0.8123341331119746,0.20220228617820935
ER(0.5),22,5,20412917,115,1.5,ceiling,0.8161877960807269,0.8161877960807269,0.0
ER(0.5),22,5,20412917,115,1.5,binned_sampled,0.7835738059706436,0.8161877960807269,0.03261399011008326
ER(0.5),22,5,20412917,115,1.5,transfer_1,0.7185662952259264,0.8161877960807269,0.09762150085480048
ER(0.5),22,5,20412917,115,1.5,transfer_2,0.7195396790041567,0.8161877960807269,0.09664811707657017
ER(0.5),22,5,20412917,115,1.5,transfer_3,0.7195396790041567,0.8161877960807269,0.09664811707657017
ER(0.5),22,5,20412917,115,1.5,universal,0.7179529181566477,0.8161877960807269,0.09823487792407914
