family,n,instance,seed,source_rep,p,ar_transfer,ar_ceiling,regret_transfer
3-regular,12,19,20331830,3,3,0.8561951066084126,0.8578971747781434,0.0017020681697308415
3-regular,12,20,20331831,1,1,0.7588687816080932,0.7593243118970203,0.00045553028892708625
3-regular,12,20,20331831,1,3,0.851187449646108,0.8674441219986005,0.016256672352492507
3-regular,12,20,20331831,2,1,0.7549719954737175,0.7593243118970203,0.0043523164233028044
3-regular,12,20,20331831,2,3,0.851187449646108,0.8674441219986005,0.016256672352492507
3-regular,12,20,20331831,3,1,0.7593243118970203,0.7593243118970203,0.0
3-regular,12,20,20331831,3,3,0.8606302023339171,0.8674441219986005,0.0068139196646834765
3-regular,12,21,20331832,1,1,0.7672809446705324,0.7683345720563708,0.0010536273858383627
3-regular,12,21,20331832,1,3,0.8509983291787853,0.8713719042974019,0.020373575118616594
3-regular,12,21,20331832,2,1,0.7618759245550561,0.7683345720563708,0.0064586475013146405
3-regular,12,21,20331832,2,3,0.8509983291787853,0.8713719042974019,0.020373575118616594
3-regular,12,21,20331832,3,1,0.7683345720563708,0.7683345720563708,0.0
3-regular,12,21,20331832,3,3,0.8713719042974019,0.8713719042974019,0.0
3-regular,12,22,20331833,1,1,0.8184330076485679,0.8195568768601287,0.001123869211560824
3-regular,12,22,20331833,1,3,0.9001209084113202,0.9058685949709615,0.005747686559641307
3-regular,12,22,20331833,2,1,0.8126676528587266,0.8195568768601287,0.006889224001402128
3-regular,12,22,20331833,2,3,0.9001209084113202,0.9058685949709615,0.005747686559641307
3-regular,12,22,20331833,3,1,0.8195568768601287,0.8195568768601287,0.0
3-regular,12,22,20331833,3,3,0.88380210588592,0.9058685949709615,0.022066489085041496
3-regular,12,23,20331834,1,1,0.7588687816080933,0.7593243118970202,0.0004555302889268642
3-regular,12,23,20331834,1,3,0.8462318855312746,0.8605215221606226,0.014289636629348013
3-regular,12,23,20331834,2,1,0.7549719954737175,0.7593243118970202,0.004352316423302693
3-regular,12,23,20331834,2,3,0.8462318855312746,0.8605215221606226,0.014289636629348013
3-regular,12,23,20331834,3,1,0.7593243118970202,0.7593243118970202,0.0
3-regular,12,23,20331834,3,3,0.8571695592661333,0.8605215221606226,0.0033519628944893576
3-regular,12,24,20331835,1,1,0.7672809446705324,0.7683345720563708,0.0010536273858383627
3-regular,12,24,20331835,1,3,0.8506661711056422,0.8877818169102152,0.03711564580457294
3-regular,12,24,20331835,2,1,0.7618759245550563,0.7683345720563708,0.0064586475013145295
3-regular,12,24,20331835,2,3,0.8506661711056422,0.8877818169102152,0.03711564580457294
3-regular,12,24,20331835,3,1,0.7683345720563708,0.7683345720563708,0.0
3-regular,12,24,20331835,3,3,0.8877818169102152,0.8877818169102152,0.0
3-regular,12,25,20331836,1,1,0.7672809446705324,0.7683345720563708,0.0010536273858383627
3-regular,12,25,20331836,1,3,0.8501277363911095,0.8784570622150776,0.028329325823968077
3-regular,12,25,20331836,2,1,0.7618759245550561,0.7683345720563708,0.0064586475013146405
3-regular,12,25,20331836,2,3,0.8501277363911095,0.8784570622150776,0.028329325823968077
3-regular,12,25,20331836,3,1,0.7683345720563708,0.7683345720563708,0.0
3-regular,12,25,20331836,3,3,0.8784570622150776,0.8784570622150776,0.0
3-regular,12,26,20331837,1,1,0.7672809446705324,0.7683345720563708,0.0010536273858383627
3-regular,12,26,20331837,1,3,0.8501277363911092,0.8784570622150771,0.028329325823967966
3-regular,12,26,20331837,2,1,0.761875924555056,0.7683345720563708,0.0064586475013147515
3-regular,12,26,20331837,2,3,0.8501277363911092,0.8784570622150771,0.028329325823967966
3-regular,12,26,20331837,3,1,0.7683345720563708,0.7683345720563708,0.0
3-regular,12,26,20331837,3,3,0.8784570622150771,0.8784570622150771,0.0
3-regular,12,27,20331838,1,1,0.7672809446705323,0.7683345720563708,0.0010536273858384737
3-regular,12,27,20331838,1,3,0.850998329178785,0.8713719042974019,0.020373575118616816
3-regular,12,27,20331838,2,1,0.7618759245550561,0.7683345720563708,0.0064586475013146405
3-regular,12,27,20331838,2,3,0.850998329178785,0.8713719042974019,0.020373575118616816
3-regular,12,27,20331838,3,1,0.7683345720563708,0.7683345720563708,0.0
3-regular,12,27,20331838,3,3,0.8713719042974019,0.8713719042974019,0.0
3-regular,12,28,20331839,1,1,0.7588687816080932,0.7593243118970204,0.00045553028892719727
3-regular,12,28,20331839,1,3,0.8452620053521536,0.876675823971089,0.03141381861893544
3-regular,12,28,20331839,2,1,0.7549719954737177,0.7593243118970204,0.004352316423302693
3-regular,12,28,20331839,2,3,0.8452620053521536,0.876675823971089,0.03141381861893544
3-regular,12,28,20331839,3,1,0.7593243118970204,0.7593243118970204,0.0
3-regular,12,28,20331839,3,3,0.876675823971089,0.876675823971089,0.0
3-regular,12,29,20331840,1,1,0.7756931077329716,0.7787472787996471,0.003054171066675493
3-regular,12,29,20331840,1,3,0.8571271359704968,0.8781601225213391,0.021032986550842292
3-regular,12,29,20331840,2,1,0.7687798536363946,0.7787472787996471,0.009967425163252552
3-regular,12,29,20331840,2,3,0.8571271359704968,0.8781601225213391,0.021032986550842292
3-regular,12,29,20331840,3,1,0.777344832215721,0.7787472787996471,0.0014024465839260758
3-regular,12,29,20331840,3,3,0.8763446217731308,0.8781601225213391,0.001815500748208354
3-regular,12,30,20331841,1,1,0.8672786075521065,0.8677992135965945,0.0005206060444880034
3-regular,12,30,20331841,1,3,0.9500247170312611,0.9500247170312611,0.0
3-regular,12,30,20331841,2,1,0.8628251376842488,0.8677992135965945,0.004974075912345666
3-regular,12,30,20331841,2,3,0.9500247170312611,0.9500247170312611,0.0
3-regular,12,30,20331841,3,1,0.8677992135965945,0.8677992135965945,0.0
3-regular,12,30,20331841,3,3,0.9167729681232959,0.9500247170312611,0.03325174890796523
3-regular,14,1,20332012,1,1,0.8359067917461225,0.8365946201722105,0.0006878284260880552
3-regular,14,1,20332012,1,3,0.91881295100691,0.920341373167525,0.001528422160614995
3-regular,14,1,20332012,2,1,0.8311547963103844,0.8365946201722105,0.005439823861826176
3-regular,14,1,20332012,2,3,0.91881295100691,0.920341373167525,0.001528422160614995
3-regular,14,1,20332012,3,1,0.8365946201722105,0.8365946201722105,0.0
3-regular,14,1,20332012,3,3,0.8988950518442236,0.920341373167525,0.021446321323301376
3-regular,14,2,20332013,1,1,0.75500052993069,0.7561196160777468,0.0011190861470568025
3-regular,14,2,20332013,1,3,0.8424055296868043,0.8694127564020045,0.027007226715200283
3-regular,14,2,20332013,2,1,0.7494786527672602,0.7561196160777468,0.006640963310486581
3-regular,14,2,20332013,2,3,0.8424055296868043,0.8694127564020045,0.027007226715200283
3-regular,14,2,20332013,3,1,0.7561196160777468,0.7561196160777468,0.0
3-regular,14,2,20332013,3,3,0.8690421477427966,0.8694127564020045,0.000370608659207905
3-regular,14,3,20332014,1,1,0.7819900472602809,0.7821080211321098,0.0001179738718288803
3-regular,14,3,20332014,1,3,0.8715472009407813,0.8808445332867851,0.009297332346003828
3-regular,14,3,20332014,2,1,0.7788427039986177,0.7821080211321098,0.003265317133492096
3-regular,14,3,20332014,2,3,0.8715472009407813,0.8808445332867851,0.009297332346003828
3-regular,14,3,20332014,3,1,0.7821080211321098,0.7821080211321098,0.0
3-regular,14,3,20332014,3,3,0.8736119100059947,0.8808445332867851,0.00723262328079044
3-regular,14,4,20332015,1,1,0.7894675255380046,0.7901171412737544,0.0006496157357498422
3-regular,14,4,20332015,1,3,0.873879291384802,0.887710688633277,0.01383139724847493
3-regular,14,4,20332015,2,1,0.7849795298486963,0.7901171412737544,0.005137611425058086
3-regular,14,4,20332015,2,3,0.873879291384802,0.887710688633277,0.01383139724847493
3-regular,14,4,20332015,3,1,0.7901171412737544,0.7901171412737544,0.0
3-regular,14,4,20332015,3,3,0.8861722114948642,0.887710688633277,0.0015384771384127083
3-regular,14,5,20332016,1,1,0.8279894618050032,0.8281143753163516,0.00012491351134835682
3-regular,14,5,20332016,1,3,0.9089799580287656,0.9123292483696734,0.0033492903409078068
3-regular,14,5,20332016,2,1,0.8246569807044188,0.8281143753163516,0.0034573946119327292
3-regular,14,5,20332016,2,3,0.9089799580287656,0.9123292483696734,0.0033492903409078068
3-regular,14,5,20332016,3,1,0.8281143753163516,0.8281143753163516,0.0
3-regular,14,5,20332016,3,3,0.9027515152596763,0.9123292483696734,0.0095777331099971
3-regular,14,6,20332017,1,1,0.8042374719816455,0.805163533886522,0.0009260619048764296
3-regular,14,6,20332017,1,3,0.880618375900121,0.880618375900121,0.0
3-regular,14,6,20332017,2,1,0.805163533886522,0.805163533886522,0.0
3-regular,14,6,20332017,2,3,0.880618375900121,0.880618375900121,0.0
3-regular,14,6,20332017,3,1,0.8026736407487739,0.805163533886522,0.002489893137748056
3-regular,14,6,20332017,3,3,0.8707592615385629,0.880618375900121,0.009859114361558174
3-regular,14,7,20332018,1,1,0.75500052993069,0.7561196160777467,0.0011190861470566915
3-regular,14,7,20332018,1,3,0.83652421466041,0.8693637894523961,0.03283957479198607
3-regular,14,7,20332018,2,1,0.7494786527672604,0.7561196160777467,0.0066409633104862476
3-regular,14,7,20332018,2,3,0.83652421466041,0.8693637894523961,0.03283957479198607
3-regular,14,7,20332018,3,1,0.7561196160777467,0.7561196160777467,0.0
3-regular,14,7,20332018,3,3,0.8692591526977719,0.8693637894523961,0.00010463675462424327
3-regular,14,8,20332019,1,1,0.7894675255380046,0.7901171412737545,0.0006496157357499532
3-regular,14,8,20332019,1,3,0.8766173889659648,0.8879699847097348,0.011352595743770011
3-regular,14,8,20332019,2,1,0.7849795298486963,0.7901171412737545,0.005137611425058197
3-regular,14,8,20332019,2,3,0.8766173889659648,0.8879699847097348,0.011352595743770011
3-regular,14,8,20332019,3,1,0.7901171412737545,0.7901171412737545,0.0
3-regular,14,8,20332019,3,3,0.8819922274770138,0.8879699847097348,0.005977757232720982
3-regular,14,9,20332020,1,1,0.7969450038157284,0.7981262614153994,0.0011812575996710262
3-regular,14,9,20332020,1,3,0.880953248508739,0.8981638455587644,0.017210597050025367
3-regular,14,9,20332020,2,1,0.7911163556987748,0.7981262614153994,0.0070099057166246315
3-regular,14,9,20332020,2,3,0.880953248508739,0.8981638455587644,0.017210597050025367
3-regular,14,9,20332020,3,1,0.7981262614153994,0.7981262614153994,0.0
3-regular,14,9,20332020,3,3,0.8973053189714375,0.8981638455587644,0.0008585265873268799
3-regular,14,10,20332021,1,1,0.7745125689825572,0.7745125689825572,0.0
3-regular,14,10,20332021,1,3,0.8581384868590859,0.8646450169616932,0.006506530102607266
3-regular,14,10,20332021,2,1,0.7727058781485392,0.7745125689825572,0.0018066908340179655
3-regular,14,10,20332021,2,3,0.8581384868590859,0.8646450169616932,0.006506530102607266
3-regular,14,10,20332021,3,1,0.774098900990465,0.7745125689825572,0.0004136679920921926
3-regular,14,10,20332021,3,3,0.8603384914418482,0.8646450169616932,0.004306525519845006
3-regular,14,11,20332022,1,1,0.781990047260281,0.7821080211321098,0.00011797387182876928
3-regular,14,11,20332022,1,3,0.8646541939709813,0.8796824138367969,0.015028219865815595
3-regular,14,11,20332022,2,1,0.7788427039986178,0.7821080211321098,0.003265317133491985
3-regular,14,11,20332022,2,3,0.8646541939709813,0.8796824138367969,0.015028219865815595
3-regular,14,11,20332022,3,1,0.7821080211321098,0.7821080211321098,0.0
3-regular,14,11,20332022,3,3,0.8796824138367969,0.8796824138367969,0.0
3-regular,14,12,20332023,1,1,0.7894675255380048,0.7901171412737545,0.0006496157357497312
3-regular,14,12,20332023,1,3,0.8720607540300795,0.8857259590900026,0.01366520505992308
3-regular,14,12,20332023,2,1,0.7849795298486963,0.7901171412737545,0.005137611425058197
3-regular,14,12,20332023,2,3,0.8720607540300795,0.8857259590900026,0.01366520505992308
3-regular,14,12,20332023,3,1,0.7901171412737545,0.7901171412737545,0.0
3-regular,14,12,20332023,3,3,0.8831435690802487,0.8857259590900026,0.00258239000975391
3-regular,14,13,20332024,1,1,0.7894675255380046,0.7901171412737545,0.0006496157357499532
3-regular,14,13,20332024,1,3,0.8812098271621098,0.9015380071993818,0.020328180037271992
3-regular,14,13,20332024,2,1,0.7849795298486963,0.7901171412737545,0.005137611425058197
3-regular,14,13,20332024,2,3,0.8812098271621098,0.9015380071993818,0.020328180037271992
3-regular,14,13,20332024,3,1,0.7901171412737545,0.7901171412737545,0.0
3-regular,14,13,20332024,3,3,0.8984913284410996,0.9015380071993818,0.0030466787582822397
3-regular,14,14,20332025,1,1,0.7620844567201125,0.7650850458382498,0.0030005891181372757
3-regular,14,14,20332025,1,3,0.8483241014277029,0.8844670627187016,0.0361429612909987
3-regular,14,14,20332025,2,1,0.7552924877831244,0.7650850458382498,0.009792558055125355
3-regular,14,14,20332025,2,3,0.8483241014277029,0.8844670627187016,0.0361429612909987
3-regular,14,14,20332025,3,1,0.7637072035803577,0.7650850458382498,0.001377842257892059
3-regular,14,14,20332025,3,3,0.8834772825836374,0.8844670627187016,0.0009897801350641222
3-regular,14,15,20332026,1,1,0.7894675255380048,0.7901171412737545,0.0006496157357497312
3-regular,14,15,20332026,1,3,0.8695997696110332,0.8766024598112966,0.0070026902002633395
3-regular,14,15,20332026,2,1,0.7849795298486963,0.7901171412737545,0.005137611425058197
3-regular,14,15,20332026,2,3,0.8695997696110332,0.8766024598112966,0.0070026902002633395
3-regular,14,15,20332026,3,1,0.7901171412737545,0.7901171412737545,0.0
3-regular,14,15,20332026,3,3,0.8713780060468639,0.8766024598112966,0.005224453764432702
3-regular,14,16,20332027,1,1,0.7479166031412675,0.7485320285751359,0.0006154254338683884
3-regular,14,16,20332027,1,3,0.8276148476607984,0.8441396342874373,0.01652478662663892
3-regular,14,16,20332027,2,1,0.7436648177513965,0.7485320285751359,0.004867210823739421
3-regular,14,16,20332027,2,3,0.8276148476607984,0.8441396342874373,0.01652478662663892
3-regular,14,16,20332027,3,1,0.7485320285751359,0.7485320285751359,0.0
3-regular,14,16,20332027,3,3,0.8441396342874373,0.8441396342874373,0.0
3-regular,14,17,20332028,1,1,0.7620844567201125,0.76508504583825,0.0030005891181374977
3-regular,14,17,20332028,1,3,0.8447580036224593,0.8795266828614556,0.03476867923899629
3-regular,14,17,20332028,2,1,0.7552924877831244,0.76508504583825,0.009792558055125578
3-regular,14,17,20332028,2,3,0.8447580036224593,0.8795266828614556,0.03476867923899629
3-regular,14,17,20332028,3,1,0.7637072035803577,0.76508504583825,0.001377842257892281
3-regular,14,17,20332028,3,3,0.8795266828614556,0.8795266828614556,0.0
3-regular,14,18,20332029,1,1,0.7894675255380048,0.7901171412737545,0.0006496157357497312
3-regular,14,18,20332029,1,3,0.8832933806759679,0.8961971416076074,0.012903760931639585
3-regular,14,18,20332029,2,1,0.7849795298486963,0.7901171412737545,0.005137611425058197
3-regular,14,18,20332029,2,3,0.8832933806759679,0.8961971416076074,0.012903760931639585
3-regular,14,18,20332029,3,1,0.7901171412737545,0.7901171412737545,0.0
3-regular,14,18,20332029,3,3,0.8869509288975996,0.8961971416076074,0.009246212710007806
3-regular,14,19,20332030,1,1,0.7745125689825573,0.7745125689825573,0.0
3-regular,14,19,20332030,1,3,0.8619913958006558,0.8709042986419929,0.008912902841337167
3-regular,14,19,20332030,2,1,0.7727058781485391,0.7745125689825573,0.0018066908340181875
3-regular,14,19,20332030,2,3,0.8619913958006558,0.8709042986419929,0.008912902841337167
3-regular,14,19,20332030,3,1,0.7740989009904651,0.7745125689825573,0.0004136679920921926
3-regular,14,19,20332030,3,3,0.8650648145407376,0.8709042986419929,0.005839484101255343
3-regular,14,20,20332031,1,1,0.7819900472602809,0.7821080211321098,0.0001179738718288803
3-regular,14,20,20332031,1,3,0.8693923006839929,0.8817746137695566,0.012382313085563701
3-regular,14,20,20332031,2,1,0.7788427039986177,0.7821080211321098,0.003265317133492096
3-regular,14,20,20332031,2,3,0.8693923006839929,0.8817746137695566,0.012382313085563701
3-regular,14,20,20332031,3,1,0.7821080211321098,0.7821080211321098,0.0
3-regular,14,20,20332031,3,3,0.8775139116447724,0.8817746137695566,0.004260702124784133
3-regular,14,21,20332032,1,1,0.8279894618050032,0.8281143753163515,0.0001249135113482458
3-regular,14,21,20332032,1,3,0.9188990192268571,0.9299460264320927,0.011047007205235548
3-regular,14,21,20332032,2,1,0.8246569807044188,0.8281143753163515,0.003457394611932618
3-regular,14,21,20332032,2,3,0.9188990192268571,0.9299460264320927,0.011047007205235548
3-regular,14,21,20332032,3,1,0.8281143753163515,0.8281143753163515,0.0
3-regular,14,21,20332032,3,3,0.9250165416611262,0.9299460264320927,0.004929484770966441
3-regular,14,22,20332033,1,1,0.75500052993069,0.7561196160777467,0.0011190861470566915
3-regular,14,22,20332033,1,3,0.8402140723674743,0.8640364230041767,0.02382235063670246
3-regular,14,22,20332033,2,1,0.7494786527672603,0.7561196160777467,0.006640963310486359
3-regular,14,22,20332033,2,3,0.8402140723674743,0.8640364230041767,0.02382235063670246
3-regular,14,22,20332033,3,1,0.7561196160777467,0.7561196160777467,0.0
3-regular,14,22,20332033,3,3,0.8634759984103817,0.8640364230041767,0.000560424593795017
3-regular,14,23,20332034,1,1,0.8359067917461226,0.836594620172211,0.0006878284260883882
3-regular,14,23,20332034,1,3,0.92403817337481,0.9289964409153025,0.004958267540492556
3-regular,14,23,20332034,2,1,0.8311547963103844,0.836594620172211,0.00543982386182662
3-regular,14,23,20332034,2,3,0.92403817337481,0.9289964409153025,0.004958267540492556
3-regular,14,23,20332034,3,1,0.836594620172211,0.836594620172211,0.0
3-regular,14,23,20332034,3,3,0.9180184615071002,0.9289964409153025,0.010977979408202332
3-regular,14,24,20332035,1,1,0.7969450038157283,0.7981262614153993,0.0011812575996710262
3-regular,14,24,20332035,1,3,0.8796283800200629,0.8898296474581306,0.010201267438067707
3-regular,14,24,20332035,2,1,0.7911163556987749,0.7981262614153993,0.007009905716624409
3-regular,14,24,20332035,2,3,0.8796283800200629,0.8898296474581306,0.010201267438067707
3-regular,14,24,20332035,3,1,0.7981262614153993,0.7981262614153993,0.0
3-regular,14,24,20332035,3,3,0.8857538154500754,0.8898296474581306,0.00407583200805528
3-regular,14,25,20332036,1,1,0.7819900472602809,0.7821080211321098,0.0001179738718288803
3-regular,14,25,20332036,1,3,0.8672194092524954,0.8741323646611602,0.006912955408664767
3-regular,14,25,20332036,2,1,0.7788427039986178,0.7821080211321098,0.003265317133491985
3-regular,14,25,20332036,2,3,0.8672194092524954,0.8741323646611602,0.006912955408664767
3-regular,14,25,20332036,3,1,0.7821080211321098,0.7821080211321098,0.0
3-regular,14,25,20332036,3,3,0.8685408388192593,0.8741323646611602,0.005591525841900924
3-regular,14,26,20332037,1,1,0.7479166031412675,0.7485320285751358,0.0006154254338682774
3-regular,14,26,20332037,1,3,0.83283548644032,0.8738447086582842,0.041009222217964214
3-regular,14,26,20332037,2,1,0.7436648177513966,0.7485320285751358,0.004867210823739199
3-regular,14,26,20332037,2,3,0.83283548644032,0.8738447086582842,0.041009222217964214
3-regular,14,26,20332037,3,1,0.7485320285751358,0.7485320285751358,0.0
3-regular,14,26,20332037,3,3,0.8738447086582842,0.8738447086582842,0.0
3-regular,14,27,20332038,1,1,0.7819900472602809,0.7821080211321098,0.0001179738718288803
3-regular,14,27,20332038,1,3,0.8645377459052305,0.8733041543945469,0.008766408489316424
3-regular,14,27,20332038,2,1,0.7788427039986178,0.7821080211321098,0.003265317133491985
3-regular,14,27,20332038,2,3,0.8645377459052305,0.8733041543945469,0.008766408489316424
3-regular,14,27,20332038,3,1,0.7821080211321098,0.7821080211321098,0.0
3-regular,14,27,20332038,3,3,0.8707778991609172,0.8733041543945469,0.002526255233629704
3-regular,14,28,20332039,1,1,0.8121548019227649,0.8121548019227649,0.0
3-regular,14,28,20332039,1,3,0.8933866518964748,0.8933866518964748,0.0
3-regular,14,28,20332039,2,1,0.8116613494924876,0.8121548019227649,0.0004934524302773191
3-regular,14,28,20332039,2,3,0.8933866518964748,0.8933866518964748,0.0
3-regular,14,28,20332039,3,1,0.811153885604633,0.8121548019227649,0.001000916318131928
3-regular,14,28,20332039,3,3,0.8759072285085483,0.8933866518964748,0.017479423387926518
3-regular,14,29,20332040,1,1,0.7819900472602809,0.7821080211321098,0.0001179738718288803
3-regular,14,29,20332040,1,3,0.8672194092524954,0.8741323646611602,0.006912955408664767
3-regular,14,29,20332040,2,1,0.7788427039986177,0.7821080211321098,0.003265317133492096
3-regular,14,29,20332040,2,3,0.8672194092524954,0.8741323646611602,0.006912955408664767
3-regular,14,29,20332040,3,1,0.7821080211321098,0.7821080211321098,0.0
3-regular,14,29,20332040,3,3,0.8685408388192593,0.8741323646611602,0.005591525841900924
3-regular,14,30,20332041,1,1,0.820072131863884,0.820072131863884,0.0
3-regular,14,30,20332041,1,3,0.9087564130268483,0.9136453027519744,0.004888889725126133
3-regular,14,30,20332041,2,1,0.8181591650984532,0.820072131863884,0.0019129667654307347
3-regular,14,30,20332041,2,3,0.9087564130268483,0.9136453027519744,0.004888889725126133
3-regular,14,30,20332041,3,1,0.8196341304604922,0.820072131863884,0.0004380014033917856
3-regular,14,30,20332041,3,3,0.9074449153427019,0.9136453027519744,0.006200387409272534
ER(0.5),16,1,20272212,1,1,0.8160861241921085,0.81773145034473,0.0016453261526215845
ER(0.5),16,1,20272212,1,3,0.8960782460481299,0.9004257019188232,0.004347455870693295
ER(0.5),16,1,20272212,2,1,0.8171418307879518,0.81773145034473,0.0005896195567782758
ER(0.5),16,1,20272212,2,3,0.8792714959293519,0.9004257019188232,0.021154205989471264
ER(0.5),16,1,20272212,3,1,0.8160861241921085,0.81773145034473,0.0016453261526215845
ER(0.5),16,1,20272212,3,3,0.8925882097859226,0.9004257019188232,0.007837492132900636
ER(0.5),16,2,20272213,1,1,0.8544972073243557,0.8592611758057526,0.004763968481396819
ER(0.5),16,2,20272213,1,3,0.9136532580205077,0.9314126388232625,0.017759380802754854
ER(0.5),16,2,20272213,2,1,0.8504259282386546,0.8592611758057526,0.00883524756709797
ER(0.5),16,2,20272213,2,3,0.8632719866258863,0.9314126388232625,0.0681406521973762
ER(0.5),16,2,20272213,3,1,0.8544972073243557,0.8592611758057526,0.004763968481396819
ER(0.5),16,2,20272213,3,3,0.9118488741060602,0.9314126388232625,0.019563764717202337
ER(0.5),16,3,20272214,1,1,0.7784707749989683,0.7801720468237034,0.0017012718247351177
ER(0.5),16,3,20272214,1,3,0.8523325000823522,0.8705720131027105,0.01823951302035831
ER(0.5),16,3,20272214,2,1,0.7778699452439911,0.7801720468237034,0.0023021015797123345
ER(0.5),16,3,20272214,2,3,0.8236699476025039,0.8705720131027105,0.04690206550020659
ER(0.5),16,3,20272214,3,1,0.7784707749989683,0.7801720468237034,0.0017012718247351177
ER(0.5),16,3,20272214,3,3,0.8468478048852631,0.8705720131027105,0.023724208217447362
ER(0.5),16,4,20272215,1,1,0.8094104916737801,0.8116711045271825,0.0022606128534023995
ER(0.5),16,4,20272215,1,3,0.876430869393606,0.8879780447155641,0.011547175321958036
ER(0.5),16,4,20272215,2,1,0.8075474705012908,0.8116711045271825,0.004123634025891665
ER(0.5),16,4,20272215,2,3,0.8438928937874431,0.8879780447155641,0.04408515092812093
ER(0.5),16,4,20272215,3,1,0.8094104916737801,0.8116711045271825,0.0022606128534023995
ER(0.5),16,4,20272215,3,3,0.8732086552168528,0.8879780447155641,0.014769389498711316
ER(0.5),16,5,20272216,1,1,0.8150293713434725,0.8176020252658366,0.0025726539223640543
ER(0.5),16,5,20272216,1,3,0.8860351929275719,0.9029559597429325,0.01692076681536059
ER(0.5),16,5,20272216,2,1,0.8132697394986159,0.8176020252658366,0.004332285767220667
ER(0.5),16,5,20272216,2,3,0.8470235809466854,0.9029559597429325,0.05593237879624713
ER(0.5),16,5,20272216,3,1,0.8150293713434725,0.8176020252658366,0.0025726539223640543
ER(0.5),16,5,20272216,3,3,0.8819835828026832,0.9029559597429325,0.020972376940249338
ER(0.5),16,6,20272217,1,1,0.8208894030674443,0.824506052201675,0.003616649134230765
ER(0.5),16,6,20272217,1,3,0.8841555895402244,0.8999840999856118,0.015828510445387356
ER(0.5),16,6,20272217,2,1,0.8177613563444921,0.824506052201675,0.0067446958571829585
ER(0.5),16,6,20272217,2,3,0.8403692927022713,0.8999840999856118,0.059614807283340454
ER(0.5),16,6,20272217,3,1,0.8208894030674443,0.824506052201675,0.003616649134230765
ER(0.5),16,6,20272217,3,3,0.8818807046040693,0.8999840999856118,0.018103395381542486
ER(0.5),16,7,20272218,1,1,0.8110787384761886,0.812660404052595,0.001581665576406377
ER(0.5),16,7,20272218,1,3,0.8863413147624575,0.8964078402604145,0.010066525497957057
ER(0.5),16,7,20272218,2,1,0.8109169242711171,0.812660404052595,0.0017434797814779301
ER(0.5),16,7,20272218,2,3,0.8578045132685513,0.8964078402604145,0.038603326991863196
ER(0.5),16,7,20272218,3,1,0.8110787384761886,0.812660404052595,0.001581665576406377
ER(0.5),16,7,20272218,3,3,0.8816488387649288,0.8964078402604145,0.014759001495485702
ER(0.5),16,8,20272219,1,1,0.7966481402310984,0.7980281517544738,0.0013800115233754129
ER(0.5),16,8,20272219,1,3,0.8730564783777837,0.8837433253542457,0.01068684697646205
ER(0.5),16,8,20272219,2,1,0.796214459149076,0.7980281517544738,0.0018136926053978764
ER(0.5),16,8,20272219,2,3,0.8467849723009484,0.8837433253542457,0.03695835305329731
ER(0.5),16,8,20272219,3,1,0.7966481402310984,0.7980281517544738,0.0013800115233754129
ER(0.5),16,8,20272219,3,3,0.8684666892062064,0.8837433253542457,0.015276636148039313
ER(0.5),16,9,20272220,1,1,0.8323829781932952,0.8368496284619592,0.004466650268663996
ER(0.5),16,9,20272220,1,3,0.8927494258076785,0.9116719074669931,0.01892248165931465
ER(0.5),16,9,20272220,2,1,0.8292146236799924,0.8368496284619592,0.00763500478196677
ER(0.5),16,9,20272220,2,3,0.8445279937687623,0.9116719074669931,0.0671439136982308
ER(0.5),16,9,20272220,3,1,0.8323829781932952,0.8368496284619592,0.004466650268663996
ER(0.5),16,9,20272220,3,3,0.8904099768893912,0.9116719074669931,0.02126193057760195
ER(0.5),16,10,20272221,1,1,0.8490757139317414,0.8511325235868513,0.0020568096551099035
ER(0.5),16,10,20272221,1,3,0.9149572790686213,0.9258105402985909,0.010853261229969546
ER(0.5),16,10,20272221,2,1,0.8472375545086757,0.8511325235868513,0.0038949690781756585
ER(0.5),16,10,20272221,2,3,0.8779057226738569,0.9258105402985909,0.047904817624733975
ER(0.5),16,10,20272221,3,1,0.8490757139317414,0.8511325235868513,0.0020568096551099035
ER(0.5),16,10,20272221,3,3,0.913307218490089,0.9258105402985909,0.012503321808501888
ER(0.5),16,11,20272222,1,1,0.816757542754535,0.8175532155531838,0.0007956727986487833
ER(0.5),16,11,20272222,1,3,0.894491626903507,0.9005423290596323,0.006050702156125243
ER(0.5),16,11,20272222,2,1,0.816687625299051,0.8175532155531838,0.0008655902541327976
ER(0.5),16,11,20272222,2,3,0.8686479119742202,0.9005423290596323,0.031894417085412075
ER(0.5),16,11,20272222,3,1,0.816757542754535,0.8175532155531838,0.0007956727986487833
ER(0.5),16,11,20272222,3,3,0.8915373623602213,0.9005423290596323,0.009004966699410977
ER(0.5),16,12,20272223,1,1,0.8222963201607257,0.8235394138177694,0.0012430936570436701
ER(0.5),16,12,20272223,1,3,0.8997527077394917,0.9070784181320881,0.007325710392596441
ER(0.5),16,12,20272223,2,1,0.821771753110929,0.8235394138177694,0.0017676607068404238
ER(0.5),16,12,20272223,2,3,0.8734691558292049,0.9070784181320881,0.03360926230288319
ER(0.5),16,12,20272223,3,1,0.8222963201607257,0.8235394138177694,0.0012430936570436701
ER(0.5),16,12,20272223,3,3,0.8962014087546806,0.9070784181320881,0.010877009377407543
