family,n,instance,seed,m,p,method,ar,ceil,regret
3-regular,16,1,20272306,24,10,ceiling,0.9490772285505639,0.9490772285505639,0.0
3-regular,16,1,20272306,24,10,exactN,0.8610983515559013,0.9490772285505639,0.08797887699466256
3-regular,16,1,20272306,24,10,sampledN,0.8610983515559013,0.9490772285505639,0.08797887699466256
3-regular,16,1,20272306,24,10,paper_binP,0.7711286023659826,0.9490772285505639,0.1779486261845813
3-regular,16,1,20272306,24,10,paper_empP,0.7836433549247103,0.9490772285505639,0.1654338736258536
3-regular,16,1,20272306,24,10,transfer_1,0.930285874876294,0.9490772285505639,0.018791353674269873
3-regular,16,1,20272306,24,10,transfer_2,0.9490772285505639,0.9490772285505639,0.0
3-regular,16,1,20272306,24,10,transfer_3,0.9360546625235969,0.9490772285505639,0.013022566026966942
3-regular,16,1,20272306,24,10,universal,0.9434065470200051,0.9490772285505639,0.005670681530558719
3-regular,16,2,20272307,24,10,ceiling,0.9480232654881415,0.9480232654881415,0.0
3-regular,16,2,20272307,24,10,exactN,0.8703962853955399,0.9480232654881415,0.0776269800926016
3-regular,16,2,20272307,24,10,sampledN,0.8703962853955399,0.9480232654881415,0.0776269800926016
3-regular,16,2,20272307,24,10,paper_binP,0.7707237454735762,0.9480232654881415,0.17729952001456528
3-regular,16,2,20272307,24,10,paper_empP,0.7810494602218987,0.9480232654881415,0.16697380526624284
3-regular,16,2,20272307,24,10,transfer_1,0.9309765193286473,0.9480232654881415,0.017046746159494197
3-regular,16,2,20272307,24,10,transfer_2,0.9478893502875636,0.9480232654881415,0.0001339152005779276
3-regular,16,2,20272307,24,10,transfer_3,0.941096046884395,0.9480232654881415,0.0069272186037465655
3-regular,16,2,20272307,24,10,universal,0.9480232654881415,0.9480232654881415,0.0
3-regular,16,3,20272308,24,10,ceiling,0.9763332276962273,0.9763332276962273,0.0
3-regular,16,3,20272308,24,10,exactN,0.892034492831024,0.9763332276962273,0.08429873486520334
3-regular,16,3,20272308,24,10,sampledN,0.9068299542231084,0.9763332276962273,0.06950327347311891
3-regular,16,3,20272308,24,10,paper_binP,0.7706747708711672,0.9763332276962273,0.20565845682506012
3-regular,16,3,20272308,24,10,paper_empP,0.7800011232088488,0.9763332276962273,0.19633210448737848
3-regular,16,3,20272308,24,10,transfer_1,0.946485717684318,0.9763332276962273,0.02984751001190933
3-regular,16,3,20272308,24,10,transfer_2,0.969055442951225,0.9763332276962273,0.0072777847450022914
3-regular,16,3,20272308,24,10,transfer_3,0.9727951578036714,0.9763332276962273,0.003538069892555895
3-regular,16,3,20272308,24,10,universal,0.9763332276962273,0.9763332276962273,0.0
3-regular,16,4,20272309,24,10,ceiling,0.9462218603864552,0.9462218603864552,0.0
3-regular,16,4,20272309,24,10,exactN,0.7969582762612458,0.9462218603864552,0.14926358412520935
3-regular,16,4,20272309,24,10,sampledN,0.828481621650354,0.9462218603864552,0.11774023873610118
3-regular,16,4,20272309,24,10,paper_binP,0.7348408545464242,0.9462218603864552,0.21138100584003094
3-regular,16,4,20272309,24,10,paper_empP,0.7430369072925066,0.9462218603864552,0.20318495309394857
3-regular,16,4,20272309,24,10,transfer_1,0.9110939957305666,0.9462218603864552,0.035127864655888574
3-regular,16,4,20272309,24,10,transfer_2,0.9443990613973503,0.9462218603864552,0.001822798989104868
3-regular,16,4,20272309,24,10,transfer_3,0.9416816842654253,0.9462218603864552,0.00454017612102986
3-regular,16,4,20272309,24,10,universal,0.9429484959122493,0.9462218603864552,0.0032733644742058976
3-regular,16,5,20272310,24,10,ceiling,0.9385075531699589,0.9385075531699589,0.0
3-regular,16,5,20272310,24,10,exactN,0.7881422231458268,0.9385075531699589,0.1503653300241321
3-regular,16,5,20272310,24,10,sampledN,0.755613818402092,0.9385075531699589,0.18289373476786697
3-regular,16,5,20272310,24,10,paper_binP,0.7352934503127282,0.9385075531699589,0.20321410285723074
3-regular,16,5,20272310,24,10,paper_empP,0.7460932567750342,0.9385075531699589,0.1924142963949247
3-regular,16,5,20272310,24,10,transfer_1,0.9070413571673397,0.9385075531699589,0.03146619600261924
3-regular,16,5,20272310,24,10,transfer_2,0.9385075531699589,0.9385075531699589,0.0
3-regular,16,5,20272310,24,10,transfer_3,0.9290158678105559,0.9385075531699589,0.009491685359403035
3-regular,16,5,20272310,24,10,universal,0.9319488931884256,0.9385075531699589,0.006558659981533377
3-regular,16,6,20272311,24,10,ceiling,0.935748935147955,0.935748935147955,0.0
3-regular,16,6,20272311,24,10,exactN,0.7632918770757263,0.935748935147955,0.17245705807222866
3-regular,16,6,20272311,24,10,sampledN,0.5802695483246361,0.935748935147955,0.3554793868233189
3-regular,16,6,20272311,24,10,paper_binP,0.7021331977353181,0.935748935147955,0.23361573741263686
3-regular,16,6,20272311,24,10,paper_empP,0.7214650216843913,0.935748935147955,0.21428391346356368
3-regular,16,6,20272311,24,10,transfer_1,0.8851677482145303,0.935748935147955,0.05058118693342473
3-regular,16,6,20272311,24,10,transfer_2,0.9281429480263352,0.935748935147955,0.0076059871216197505
3-regular,16,6,20272311,24,10,transfer_3,0.9250461273619615,0.935748935147955,0.010702807785993529
3-regular,16,6,20272311,24,10,universal,0.922552773112038,0.935748935147955,0.013196162035917003
3-regular,16,7,20272312,24,10,ceiling,0.96553080921633,0.96553080921633,0.0
3-regular,16,7,20272312,24,10,exactN,0.8286221850719487,0.96553080921633,0.13690862414438132
3-regular,16,7,20272312,24,10,sampledN,0.8286221850719487,0.96553080921633,0.13690862414438132
3-regular,16,7,20272312,24,10,paper_binP,0.7703912314185241,0.96553080921633,0.195139577797806
3-regular,16,7,20272312,24,10,paper_empP,0.7775849948858372,0.96553080921633,0.18794581433049284
3-regular,16,7,20272312,24,10,transfer_1,0.9358435643485216,0.96553080921633,0.029687244867808493
3-regular,16,7,20272312,24,10,transfer_2,0.9600652599911633,0.96553080921633,0.005465549225166733
3-regular,16,7,20272312,24,10,transfer_3,0.9613311524616233,0.96553080921633,0.004199656754706793
3-regular,16,7,20272312,24,10,universal,0.9640065052895785,0.96553080921633,0.0015243039267515135
