family,n,instance,seed,m,p,method,ar,ceil,regret
ER(0.5),16,1,20312306,66,10,ceiling,0.9454483330535804,0.9454483330535804,0.0
ER(0.5),16,1,20312306,66,10,exactN,0.8327447612500075,0.9454483330535804,0.11270357180357293
ER(0.5),16,1,20312306,66,10,sampledN,0.763951814177065,0.9454483330535804,0.1814965188765154
ER(0.5),16,1,20312306,66,10,paper_binP,0.7183460147528955,0.9454483330535804,0.22710231830068495
ER(0.5),16,1,20312306,66,10,paper_empP,0.7183460147528955,0.9454483330535804,0.22710231830068495
ER(0.5),16,1,20312306,66,10,transfer_1,0.934225447107733,0.9454483330535804,0.011222885945847416
ER(0.5),16,1,20312306,66,10,transfer_2,0.9343870460292918,0.9454483330535804,0.011061287024288657
ER(0.5),16,1,20312306,66,10,transfer_3,0.9332947718059903,0.9454483330535804,0.01215356124759015
ER(0.5),16,1,20312306,66,10,universal,0.9292888311495894,0.9454483330535804,0.01615950190399107
ER(0.5),16,2,20312307,67,10,ceiling,0.9574809773829241,0.9574809773829241,0.0
ER(0.5),16,2,20312307,67,10,exactN,0.8580294697970022,0.9574809773829241,0.09945150758592192
ER(0.5),16,2,20312307,67,10,sampledN,0.8296879190479305,0.9574809773829241,0.12779305833499366
ER(0.5),16,2,20312307,67,10,paper_binP,0.7671260469657625,0.9574809773829241,0.19035493041716167
ER(0.5),16,2,20312307,67,10,paper_empP,0.7585002660072813,0.9574809773829241,0.19898071137564288
ER(0.5),16,2,20312307,67,10,transfer_1,0.9511183900667075,0.9574809773829241,0.006362587316216639
ER(0.5),16,2,20312307,67,10,transfer_2,0.9450300638766035,0.9574809773829241,0.01245091350632066
ER(0.5),16,2,20312307,67,10,transfer_3,0.952676500996017,0.9574809773829241,0.004804476386907175
ER(0.5),16,2,20312307,67,10,universal,0.948998449647039,0.9574809773829241,0.008482527735885093
ER(0.5),16,3,20312308,62,10,ceiling,0.9541188767291073,0.9541188767291073,0.0
ER(0.5),16,3,20312308,62,10,exactN,0.8442964420386717,0.9541188767291073,0.10982243469043562
ER(0.5),16,3,20312308,62,10,sampledN,0.7995861371918628,0.9541188767291073,0.15453273953724456
ER(0.5),16,3,20312308,62,10,paper_binP,0.7300689787586716,0.9541188767291073,0.22404989797043573
ER(0.5),16,3,20312308,62,10,paper_empP,0.705987153084455,0.9541188767291073,0.2481317236446523
ER(0.5),16,3,20312308,62,10,transfer_1,0.9501861700688257,0.9541188767291073,0.003932706660281671
ER(0.5),16,3,20312308,62,10,transfer_2,0.9436000286740345,0.9541188767291073,0.01051884805507286
ER(0.5),16,3,20312308,62,10,transfer_3,0.9494099995924644,0.9541188767291073,0.004708877136642919
ER(0.5),16,3,20312308,62,10,universal,0.9467832306702785,0.9541188767291073,0.00733564605882886
ER(0.5),16,4,20312309,59,10,ceiling,0.9605348436707632,0.9605348436707632,0.0
ER(0.5),16,4,20312309,59,10,exactN,0.8730175360331356,0.9605348436707632,0.08751730763762766
ER(0.5),16,4,20312309,59,10,sampledN,0.8730175360331356,0.9605348436707632,0.08751730763762766
