family,n,instance,seed,m,p,method,ar,ceil,regret
ER(0.5),14,1,20312106,49,10,ceiling,0.9696311758422641,0.9696311758422641,0.0
ER(0.5),14,1,20312106,49,10,exactN,0.8888462784076196,0.9696311758422641,0.08078489743464445
ER(0.5),14,1,20312106,49,10,sampledN,0.8507870190008453,0.9696311758422641,0.1188441568414188
ER(0.5),14,1,20312106,49,10,paper_binP,0.7324892103184384,0.9696311758422641,0.23714196552382572
ER(0.5),14,1,20312106,49,10,paper_empP,0.7308347360042053,0.9696311758422641,0.23879643983805876
ER(0.5),14,1,20312106,49,10,transfer_1,0.9633447687710749,0.9696311758422641,0.006286407071189215
ER(0.5),14,1,20312106,49,10,transfer_2,0.9607580541260415,0.9696311758422641,0.008873121716222565
ER(0.5),14,1,20312106,49,10,transfer_3,0.9656415302249376,0.9696311758422641,0.003989645617326509
ER(0.5),14,1,20312106,49,10,universal,0.9631562928378498,0.9696311758422641,0.006474883004414345
ER(0.5),14,2,20312107,46,10,ceiling,0.9562505782837005,0.9562505782837005,0.0
ER(0.5),14,2,20312107,46,10,exactN,0.8388682299731969,0.9562505782837005,0.11738234831050365
ER(0.5),14,2,20312107,46,10,sampledN,0.7560606776854868,0.9562505782837005,0.20018990059821373
ER(0.5),14,2,20312107,46,10,paper_binP,0.6893358265157373,0.9562505782837005,0.2669147517679632
ER(0.5),14,2,20312107,46,10,paper_empP,0.664111528180303,0.9562505782837005,0.2921390501033976
ER(0.5),14,2,20312107,46,10,transfer_1,0.9310893865886283,0.9562505782837005,0.02516119169507225
ER(0.5),14,2,20312107,46,10,transfer_2,0.946967523355441,0.9562505782837005,0.009283054928259538
ER(0.5),14,2,20312107,46,10,transfer_3,0.9278843446072209,0.9562505782837005,0.028366233676479613
ER(0.5),14,2,20312107,46,10,universal,0.9284646686602829,0.9562505782837005,0.02778590962341765
ER(0.5),14,3,20312108,49,10,ceiling,0.9712355393392251,0.9712355393392251,0.0
ER(0.5),14,3,20312108,49,10,exactN,0.8952425107351158,0.9712355393392251,0.07599302860410928
ER(0.5),14,3,20312108,49,10,sampledN,0.8952425107351158,0.9712355393392251,0.07599302860410928
ER(0.5),14,3,20312108,49,10,paper_binP,0.7333246895871405,0.9712355393392251,0.23791084975208465
ER(0.5),14,3,20312108,49,10,paper_empP,0.7318466323450769,0.9712355393392251,0.23938890699414828
ER(0.5),14,3,20312108,49,10,transfer_1,0.9659692245131221,0.9712355393392251,0.005266314826103069
ER(0.5),14,3,20312108,49,10,transfer_2,0.9614131813759133,0.9712355393392251,0.009822357963311878
ER(0.5),14,3,20312108,49,10,transfer_3,0.9677089673792508,0.9712355393392251,0.0035265719599743006
ER(0.5),14,3,20312108,49,10,universal,0.9641547002755066,0.9712355393392251,0.00708083906371848
ER(0.5),14,4,20312109,47,10,ceiling,0.9470670903559684,0.9470670903559684,0.0
ER(0.5),14,4,20312109,47,10,exactN,0.8724775847321111,0.9470670903559684,0.07458950562385724
ER(0.5),14,4,20312109,47,10,sampledN,0.8724775847321111,0.9470670903559684,0.07458950562385724
ER(0.5),14,4,20312109,47,10,paper_binP,0.7240121019229431,0.9470670903559684,0.2230549884330253
ER(0.5),14,4,20312109,47,10,paper_empP,0.7024070319379245,0.9470670903559684,0.24466005841804384
ER(0.5),14,4,20312109,47,10,transfer_1,0.9408750462724427,0.9470670903559684,0.006192044083525694
ER(0.5),14,4,20312109,47,10,transfer_2,0.9403536843487391,0.9470670903559684,0.00671340600722925
ER(0.5),14,4,20312109,47,10,transfer_3,0.9435798733994432,0.9470670903559684,0.0034872169565252076
ER(0.5),14,4,20312109,47,10,universal,0.9422850520884963,0.9470670903559684,0.004782038267472033
ER(0.5),14,5,20312110,47,10,ceiling,0.9624814255414125,0.9624814255414125,0.0
ER(0.5),14,5,20312110,47,10,exactN,0.8833158843117236,0.9624814255414125,0.07916554122968888
ER(0.5),14,5,20312110,47,10,sampledN,0.7269117657868781,0.9624814255414125,0.23556965975453437
ER(0.5),14,5,20312110,47,10,paper_binP,0.724149885673308,0.9624814255414125,0.2383315398681045
ER(0.5),14,5,20312110,47,10,paper_empP,0.6982221664312646,0.9624814255414125,0.2642592591101479
ER(0.5),14,5,20312110,47,10,transfer_1,0.9577625974323444,0.9624814255414125,0.004718828109068096
ER(0.5),14,5,20312110,47,10,transfer_2,0.9538357684360815,0.9624814255414125,0.00864565710533094
ER(0.5),14,5,20312110,47,10,transfer_3,0.9564892557505432,0.9624814255414125,0.005992169790869251
ER(0.5),14,5,20312110,47,10,universal,0.9549747132242142,0.9624814255414125,0.007506712317198239
ER(0.5),14,6,20312111,48,10,ceiling,0.956266305554396,0.956266305554396,0.0
ER(0.5),14,6,20312111,48,10,exactN,0.874889474722562,0.956266305554396,0.081376830831834
ER(0.5),14,6,20312111,48,10,sampledN,0.8177518137113138,0.956266305554396,0.13851449184308218
ER(0.5),14,6,20312111,48,10,paper_binP,0.716471279651355,0.956266305554396,0.23979502590304091
ER(0.5),14,6,20312111,48,10,paper_empP,0.6927024984968706,0.956266305554396,0.26356380705752536
ER(0.5),14,6,20312111,48,10,transfer_1,0.9497514305991184,0.956266305554396,0.006514874955277583
ER(0.5),14,6,20312111,48,10,transfer_2,0.9473950172185551,0.956266305554396,0.008871288335840832
ER(0.5),14,6,20312111,48,10,transfer_3,0.9493816665422805,0.956266305554396,0.0068846390121154455
ER(0.5),14,6,20312111,48,10,universal,0.9481225296190994,0.956266305554396,0.008143775935296582
ER(0.5),14,7,20312112,44,10,ceiling,0.9712978720169867,0.9712978720169867,0.0
ER(0.5),14,7,20312112,44,10,exactN,0.869697857278267,0.9712978720169867,0.10160001473871971
ER(0.5),14,7,20312112,44,10,sampledN,0.869697857278267,0.9712978720169867,0.10160001473871971
ER(0.5),14,7,20312112,44,10,paper_binP,0.8226196731407979,0.9712978720169867,0.14867819887618883
ER(0.5),14,7,20312112,44,10,paper_empP,0.8621900830397945,0.9712978720169867,0.1091077889771922
ER(0.5),14,7,20312112,44,10,transfer_1,0.9517106568174725,0.9712978720169867,0.01958721519951423
ER(0.5),14,7,20312112,44,10,transfer_2,0.9609384534663883,0.9712978720169867,0.01035941855059841
ER(0.5),14,7,20312112,44,10,transfer_3,0.9524106834906201,0.9712978720169867,0.018887188526366616
ER(0.5),14,7,20312112,44,10,universal,0.9502797157974285,0.9712978720169867,0.02101815621955816
ER(0.5),14,8,20312113,45,10,ceiling,0.9623545467406991,0.9623545467406991,0.0
ER(0.5),14,8,20312113,45,10,exactN,0.8809981929437201,0.9623545467406991,0.08135635379697903
ER(0.5),14,8,20312113,45,10,sampledN,0.8809981929437201,0.9623545467406991,0.08135635379697903
ER(0.5),14,8,20312113,45,10,paper_binP,0.9005675988678646,0.9623545467406991,0.06178694787283445
ER(0.5),14,8,20312113,45,10,paper_empP,0.7496192478619677,0.9623545467406991,0.21273529887873144
ER(0.5),14,8,20312113,45,10,transfer_1,0.9577921164875187,0.9623545467406991,0.004562430253180372
ER(0.5),14,8,20312113,45,10,transfer_2,0.9561373809027911,0.9623545467406991,0.00621716583790799
ER(0.5),14,8,20312113,45,10,transfer_3,0.9569213633255278,0.9623545467406991,0.005433183415171294
ER(0.5),14,8,20312113,45,10,universal,0.9558032678691903,0.9623545467406991,0.006551278871508748
ER(0.5),14,9,20312114,41,10,ceiling,0.9737485922197349,0.9737485922197349,0.0
ER(0.5),14,9,20312114,41,10,exactN,0.8946493381383618,0.9737485922197349,0.07909925408137308
ER(0.5),14,9,20312114,41,10,sampledN,0.8946493381383618,0.9737485922197349,0.07909925408137308
ER(0.5),14,9,20312114,41,10,paper_binP,0.7899059873957855,0.9737485922197349,0.18384260482394932
ER(0.5),14,9,20312114,41,10,paper_empP,0.6982136990134034,0.9737485922197349,0.2755348932063315
ER(0.5),14,9,20312114,41,10,transfer_1,0.9682597332356816,0.9737485922197349,0.005488858984053269
ER(0.5),14,9,20312114,41,10,transfer_2,0.9653515003237428,0.9737485922197349,0.008397091895992026
ER(0.5),14,9,20312114,41,10,transfer_3,0.9716936822582596,0.9737485922197349,0.002054909961475282
ER(0.5),14,9,20312114,41,10,universal,0.9691848290410031,0.9737485922197349,0.00456376317873175
