family,n,instance,seed,m,p,method,ar,ceil,regret
3-regular,22,1,20272906,33,1,ceiling,0.7614417837152111,0.7614417837152111,0.0
3-regular,22,1,20272906,33,1,sampledN,0.7005152346763363,0.7614417837152111,0.060926549038874844
3-regular,22,1,20272906,33,1,paper_binP,0.7478619685743885,0.7614417837152111,0.013579815140822626
3-regular,22,1,20272906,33,1,paper_empP,0.7478619685743885,0.7614417837152111,0.013579815140822626
3-regular,22,1,20272906,33,1,transfer_1,0.7584554831166835,0.7614417837152111,0.002986300598527558
3-regular,22,1,20272906,33,1,transfer_2,0.7516958568889184,0.7614417837152111,0.009745926826292717
3-regular,22,1,20272906,33,1,transfer_3,0.7600705026109275,0.7614417837152111,0.0013712811042836393
3-regular,22,1,20272906,33,1,universal,0.7481068605239689,0.7614417837152111,0.013334923191242187
3-regular,22,2,20272907,33,1,ceiling,0.7713662962303105,0.7713662962303105,0.0
3-regular,22,2,20272907,33,1,sampledN,0.7429831986115863,0.7713662962303105,0.02838309761872415
3-regular,22,2,20272907,33,1,paper_binP,0.7506795463262307,0.7713662962303105,0.020686749904079815
3-regular,22,2,20272907,33,1,paper_empP,0.7631024137136064,0.7713662962303105,0.008263882516704069
3-regular,22,2,20272907,33,1,transfer_1,0.770685540224256,0.7713662962303105,0.0006807560060545503
3-regular,22,2,20272907,33,1,transfer_2,0.7661892107159762,0.7713662962303105,0.0051770855143342676
3-regular,22,2,20272907,33,1,transfer_3,0.7713662962303105,0.7713662962303105,0.0
3-regular,22,2,20272907,33,1,universal,0.7634035795968559,0.7713662962303105,0.007962716633454603
3-regular,22,3,20272908,33,1,ceiling,0.7504595584409537,0.7504595584409537,0.0
3-regular,22,3,20272908,33,1,sampledN,0.7363740446165326,0.7504595584409537,0.014085513824421136
3-regular,22,3,20272908,33,1,paper_binP,0.7330585860461448,0.7504595584409537,0.017400972394808867
3-regular,22,3,20272908,33,1,paper_empP,0.7330585860461448,0.7504595584409537,0.017400972394808867
3-regular,22,3,20272908,33,1,transfer_1,0.7494825091834152,0.7504595584409537,0.0009770492575384981
3-regular,22,3,20272908,33,1,transfer_2,0.7443316658688242,0.7504595584409537,0.006127892572129534
3-regular,22,3,20272908,33,1,transfer_3,0.7504595584409537,0.7504595584409537,0.0
3-regular,22,3,20272908,33,1,universal,0.7413401492481857,0.7504595584409537,0.009119409192767991
3-regular,22,4,20272909,33,1,ceiling,0.7937663724331926,0.7937663724331926,0.0
3-regular,22,4,20272909,33,1,sampledN,0.7126054493982276,0.7937663724331926,0.08116092303496503
3-regular,22,4,20272909,33,1,paper_binP,0.7695591466263227,0.7937663724331926,0.024207225806869848
3-regular,22,4,20272909,33,1,paper_empP,0.7833306545259822,0.7937663724331926,0.010435717907210429
3-regular,22,4,20272909,33,1,transfer_1,0.7934030734822998,0.7937663724331926,0.0003632989508928208
3-regular,22,4,20272909,33,1,transfer_2,0.7896080087664963,0.7937663724331926,0.0041583636666963075
3-regular,22,4,20272909,33,1,transfer_3,0.7937663724331926,0.7937663724331926,0.0
3-regular,22,4,20272909,33,1,universal,0.7870429692561454,0.7937663724331926,0.006723403177047227
3-regular,22,5,20272910,33,1,ceiling,0.8040638126153076,0.8040638126153076,0.0
3-regular,22,5,20272910,33,1,sampledN,0.7605096427930624,0.8040638126153076,0.04355416982224514
3-regular,22,5,20272910,33,1,paper_binP,0.7854199136208695,0.8040638126153076,0.01864389899443808
3-regular,22,5,20272910,33,1,paper_empP,0.7973814881664882,0.8040638126153076,0.006682324448819332
3-regular,22,5,20272910,33,1,transfer_1,0.8030169741250875,0.8040638126153076,0.0010468384902200256
3-regular,22,5,20272910,33,1,transfer_2,0.797498213430883,0.8040638126153076,0.006565599184424564
3-regular,22,5,20272910,33,1,transfer_3,0.8040638126153076,0.8040638126153076,0.0
3-regular,22,5,20272910,33,1,universal,0.7942930170516276,0.8040638126153076,0.00977079556367999
3-regular,22,1,20272906,33,3,ceiling,0.8818070446421955,0.8818070446421955,0.0
3-regular,22,1,20272906,33,3,sampledN,0.7588513616581808,0.8818070446421955,0.12295568298401471
3-regular,22,1,20272906,33,3,paper_binP,0.8199792762972151,0.8818070446421955,0.06182776834498038
3-regular,22,1,20272906,33,3,paper_empP,0.6681975683157386,0.8818070446421955,0.21360947632645688
3-regular,22,1,20272906,33,3,transfer_1,0.8408168401567051,0.8818070446421955,0.0409902044854904
3-regular,22,1,20272906,33,3,transfer_2,0.8408168401567051,0.8818070446421955,0.0409902044854904
3-regular,22,1,20272906,33,3,transfer_3,0.8815464453351164,0.8818070446421955,0.0002605993070791124
3-regular,22,1,20272906,33,3,universal,0.8591724770423831,0.8818070446421955,0.022634567599812416
3-regular,22,2,20272907,33,3,ceiling,0.863051243078329,0.863051243078329,0.0
3-regular,22,2,20272907,33,3,sampledN,0.7875416394904662,0.863051243078329,0.07550960358786285
3-regular,22,2,20272907,33,3,paper_binP,0.8268985834619726,0.863051243078329,0.036152659616356386
3-regular,22,2,20272907,33,3,paper_empP,0.6422858366750731,0.863051243078329,0.22076540640325593
3-regular,22,2,20272907,33,3,transfer_1,0.8529168571874789,0.863051243078329,0.01013438589085014
3-regular,22,2,20272907,33,3,transfer_2,0.8529168571874789,0.863051243078329,0.01013438589085014
3-regular,22,2,20272907,33,3,transfer_3,0.8591956522401989,0.863051243078329,0.0038555908381301407
3-regular,22,2,20272907,33,3,universal,0.858755697141028,0.863051243078329,0.004295545937301082
3-regular,22,3,20272908,33,3,ceiling,0.8592158093379771,0.8592158093379771,0.0
3-regular,22,3,20272908,33,3,sampledN,0.7724420398527929,0.8592158093379771,0.08677376948518423
