family,n,instance,seed,m,p,method,ar,ceil,regret
3-regular,22,3,20272908,33,3,paper_binP,0.8069403987215318,0.8592158093379771,0.05227541061644536
3-regular,22,3,20272908,33,3,paper_empP,0.6391271628331993,0.8592158093379771,0.22008864650477789
3-regular,22,3,20272908,33,3,transfer_1,0.8309249285867331,0.8592158093379771,0.028290880751244085
3-regular,22,3,20272908,33,3,transfer_2,0.8309249285867331,0.8592158093379771,0.028290880751244085
3-regular,22,3,20272908,33,3,transfer_3,0.8592158093379771,0.8592158093379771,0.0
3-regular,22,3,20272908,33,3,universal,0.8426728208080031,0.8592158093379771,0.016542988529974045
3-regular,22,4,20272909,33,3,ceiling,0.8936658245647316,0.8936658245647316,0.0
3-regular,22,4,20272909,33,3,sampledN,0.7606462736646511,0.8936658245647316,0.13301955090008055
3-regular,22,4,20272909,33,3,paper_binP,0.8530985100637357,0.8936658245647316,0.04056731450099593
3-regular,22,4,20272909,33,3,paper_empP,0.531041029414793,0.8936658245647316,0.3626247951499386
3-regular,22,4,20272909,33,3,transfer_1,0.8807998214473898,0.8936658245647316,0.012866003117341873
3-regular,22,4,20272909,33,3,transfer_2,0.8807998214473898,0.8936658245647316,0.012866003117341873
3-regular,22,4,20272909,33,3,transfer_3,0.8898521763527911,0.8936658245647316,0.0038136482119405235
3-regular,22,4,20272909,33,3,universal,0.887268517957286,0.8936658245647316,0.006397306607445641
3-regular,22,5,20272910,33,3,ceiling,0.8969644963132551,0.8969644963132551,0.0
3-regular,22,5,20272910,33,3,sampledN,0.8226033631346757,0.8969644963132551,0.0743611331785794
3-regular,22,5,20272910,33,3,paper_binP,0.8610980244995371,0.8969644963132551,0.03586647181371805
3-regular,22,5,20272910,33,3,paper_empP,0.5412311272330204,0.8969644963132551,0.3557333690802348
3-regular,22,5,20272910,33,3,transfer_1,0.8863102694020195,0.8969644963132551,0.010654226911235631
3-regular,22,5,20272910,33,3,transfer_2,0.8863102694020195,0.8969644963132551,0.010654226911235631
3-regular,22,5,20272910,33,3,transfer_3,0.8928630925144744,0.8969644963132551,0.004101403798780767
3-regular,22,5,20272910,33,3,universal,0.8942536539899637,0.8969644963132551,0.0027108423232914403
