family,n,instance,seed,m,p,method,ar,ceil,regret
3-regular,14,1,20272106,21,10,ceiling,0.975866720115705,0.975866720115705,0.0
3-regular,14,1,20272106,21,10,exactN,0.8556311837969509,0.975866720115705,0.12023553631875405
3-regular,14,1,20272106,21,10,sampledN,0.781746798577717,0.975866720115705,0.19411992153798796
3-regular,14,1,20272106,21,10,paper_binP,0.7298503387903208,0.975866720115705,0.24601638132538417
3-regular,14,1,20272106,21,10,paper_empP,0.723669851179669,0.975866720115705,0.252196868936036
3-regular,14,1,20272106,21,10,transfer_1,0.9151597518434851,0.975866720115705,0.060706968272219886
3-regular,14,1,20272106,21,10,transfer_2,0.962993195043496,0.975866720115705,0.012873525072208958
3-regular,14,1,20272106,21,10,transfer_3,0.9703352649275895,0.975866720115705,0.005531455188115486
3-regular,14,1,20272106,21,10,universal,0.9646997546335897,0.975866720115705,0.011166965482115265
3-regular,14,2,20272107,21,10,ceiling,0.9471097397705017,0.9471097397705017,0.0
3-regular,14,2,20272107,21,10,exactN,0.849320815531456,0.9471097397705017,0.09778892423904573
3-regular,14,2,20272107,21,10,sampledN,0.7290965348067984,0.9471097397705017,0.21801320496370336
3-regular,14,2,20272107,21,10,paper_binP,0.7593152664054542,0.9471097397705017,0.1877944733650475
3-regular,14,2,20272107,21,10,paper_empP,0.7661585114576379,0.9471097397705017,0.1809512283128638
3-regular,14,2,20272107,21,10,transfer_1,0.9167080502783844,0.9471097397705017,0.0304016894921173
3-regular,14,2,20272107,21,10,transfer_2,0.9471097397705017,0.9471097397705017,0.0
3-regular,14,2,20272107,21,10,transfer_3,0.9422541614643143,0.9471097397705017,0.004855578306187436
3-regular,14,2,20272107,21,10,universal,0.9454215740107514,0.9471097397705017,0.001688165759750282
3-regular,14,3,20272108,21,10,ceiling,0.9580461921495766,0.9580461921495766,0.0
3-regular,14,3,20272108,21,10,exactN,0.8464594083371633,0.9580461921495766,0.11158678381241338
3-regular,14,3,20272108,21,10,sampledN,0.852075863795846,0.9580461921495766,0.10597032835373066
3-regular,14,3,20272108,21,10,paper_binP,0.727880728268727,0.9580461921495766,0.23016546388084969
3-regular,14,3,20272108,21,10,paper_empP,0.7152456218820206,0.9580461921495766,0.24280057026755608
3-regular,14,3,20272108,21,10,transfer_1,0.9059543688606194,0.9580461921495766,0.05209182328895723
3-regular,14,3,20272108,21,10,transfer_2,0.946630452328793,0.9580461921495766,0.011415739820783699
3-regular,14,3,20272108,21,10,transfer_3,0.9514890306571286,0.9580461921495766,0.006557161492448005
3-regular,14,3,20272108,21,10,universal,0.9488917002434425,0.9580461921495766,0.009154491906134155
3-regular,14,4,20272109,21,10,ceiling,0.9481239683644747,0.9481239683644747,0.0
3-regular,14,4,20272109,21,10,exactN,0.8351107745056382,0.9481239683644747,0.11301319385883646
3-regular,14,4,20272109,21,10,sampledN,0.647046798986781,0.9481239683644747,0.3010771693776937
3-regular,14,4,20272109,21,10,paper_binP,0.723935886945416,0.9481239683644747,0.22418808141905866
3-regular,14,4,20272109,21,10,paper_empP,0.722997279126696,0.9481239683644747,0.22512668923777868
3-regular,14,4,20272109,21,10,transfer_1,0.8884698419580817,0.9481239683644747,0.059654126406393004
3-regular,14,4,20272109,21,10,transfer_2,0.9355012409704857,0.9481239683644747,0.012622727393988953
3-regular,14,4,20272109,21,10,transfer_3,0.9376785676164662,0.9481239683644747,0.010445400748008482
3-regular,14,4,20272109,21,10,universal,0.9330546150272067,0.9481239683644747,0.015069353337267999
3-regular,14,5,20272110,21,10,ceiling,0.9518807167637574,0.9518807167637574,0.0
3-regular,14,5,20272110,21,10,exactN,0.8257595776016272,0.9518807167637574,0.1261211391621302
3-regular,14,5,20272110,21,10,sampledN,0.8566379982862925,0.9518807167637574,0.0952427184774649
3-regular,14,5,20272110,21,10,paper_binP,0.729723880852304,0.9518807167637574,0.2221568359114534
3-regular,14,5,20272110,21,10,paper_empP,0.7280229317144711,0.9518807167637574,0.22385778504928633
3-regular,14,5,20272110,21,10,transfer_1,0.8996606702927533,0.9518807167637574,0.05222004647100409
3-regular,14,5,20272110,21,10,transfer_2,0.9468885126738973,0.9518807167637574,0.004992204089860119
3-regular,14,5,20272110,21,10,transfer_3,0.9399035084765257,0.9518807167637574,0.0119772082872317
3-regular,14,5,20272110,21,10,universal,0.939458452219178,0.9518807167637574,0.012422264544579398
3-regular,14,6,20272111,21,10,ceiling,0.947384799743741,0.947384799743741,0.0
3-regular,14,6,20272111,21,10,exactN,0.8594660575321684,0.947384799743741,0.08791874221157259
3-regular,14,6,20272111,21,10,sampledN,0.8594660575321684,0.947384799743741,0.08791874221157259
3-regular,14,6,20272111,21,10,paper_binP,0.760245179613667,0.947384799743741,0.187139620130074
3-regular,14,6,20272111,21,10,paper_empP,0.7658593411171611,0.947384799743741,0.18152545862657987
3-regular,14,6,20272111,21,10,transfer_1,0.9194544061011283,0.947384799743741,0.02793039364261274
3-regular,14,6,20272111,21,10,transfer_2,0.9422435323375105,0.947384799743741,0.005141267406230554
3-regular,14,6,20272111,21,10,transfer_3,0.9443491141733902,0.947384799743741,0.0030356855703508323
3-regular,14,6,20272111,21,10,universal,0.947384799743741,0.947384799743741,0.0
3-regular,14,7,20272112,21,10,ceiling,0.977946042026519,0.977946042026519,0.0
3-regular,14,7,20272112,21,10,exactN,0.8832423811766984,0.977946042026519,0.09470366084982063
3-regular,14,7,20272112,21,10,sampledN,0.8388415051995366,0.977946042026519,0.13910453682698243
3-regular,14,7,20272112,21,10,paper_binP,0.8023696233059402,0.977946042026519,0.17557641872057883
3-regular,14,7,20272112,21,10,paper_empP,0.7924972973781037,0.977946042026519,0.18544874464841532
3-regular,14,7,20272112,21,10,transfer_1,0.9391341338429336,0.977946042026519,0.038811908183585375
3-regular,14,7,20272112,21,10,transfer_2,0.9743553923851304,0.977946042026519,0.0035906496413886657
3-regular,14,7,20272112,21,10,transfer_3,0.9723045307966303,0.977946042026519,0.005641511229888763
3-regular,14,7,20272112,21,10,universal,0.977946042026519,0.977946042026519,0.0
3-regular,14,8,20272113,21,10,ceiling,0.9454702424560938,0.9454702424560938,0.0
3-regular,14,8,20272113,21,10,exactN,0.8542779414690492,0.9454702424560938,0.09119230098704456
3-regular,14,8,20272113,21,10,sampledN,0.8706352389151569,0.9454702424560938,0.07483500354093686
3-regular,14,8,20272113,21,10,paper_binP,0.7589874377709636,0.9454702424560938,0.18648280468513023
3-regular,14,8,20272113,21,10,paper_empP,0.7631099400625092,0.9454702424560938,0.18236030239358458
3-regular,14,8,20272113,21,10,transfer_1,0.9220638997814274,0.9454702424560938,0.023406342674666347
3-regular,14,8,20272113,21,10,transfer_2,0.9454702424560938,0.9454702424560938,0.0
3-regular,14,8,20272113,21,10,transfer_3,0.940465489620046,0.9454702424560938,0.005004752836047843
3-regular,14,8,20272113,21,10,universal,0.9439861050803768,0.9454702424560938,0.001484137375716954
3-regular,14,9,20272114,21,10,ceiling,0.9386884078074187,0.9386884078074187,0.0
3-regular,14,9,20272114,21,10,exactN,0.8247574688050837,0.9386884078074187,0.11393093900233497
3-regular,14,9,20272114,21,10,sampledN,0.8467334727327782,0.9386884078074187,0.09195493507464048
3-regular,14,9,20272114,21,10,paper_binP,0.7237134059387266,0.9386884078074187,0.21497500186869212
3-regular,14,9,20272114,21,10,paper_empP,0.7187501948153059,0.9386884078074187,0.2199382129921128
3-regular,14,9,20272114,21,10,transfer_1,0.8890802627747408,0.9386884078074187,0.04960814503267785
3-regular,14,9,20272114,21,10,transfer_2,0.9348068588416664,0.9386884078074187,0.003881548965752324
3-regular,14,9,20272114,21,10,transfer_3,0.9271426686026826,0.9386884078074187,0.011545739204736116
3-regular,14,9,20272114,21,10,universal,0.9265374309608222,0.9386884078074187,0.012150976846596495
3-regular,14,10,20272115,21,10,ceiling,0.9681212415007044,0.9681212415007044,0.0
3-regular,14,10,20272115,21,10,exactN,0.8750731643228072,0.9681212415007044,0.0930480771778972
3-regular,14,10,20272115,21,10,sampledN,0.7346799615054781,0.9681212415007044,0.23344127999522635
