family,n,instance,seed,m,p,method,ar,ceil,regret
ER(0.5),22,1,20312906,114,1,ceiling,0.8290124759705341,0.8290124759705341,0.0
ER(0.5),22,1,20312906,114,1,sampledN,0.7992551826666957,0.8290124759705341,0.02975729330383836
ER(0.5),22,1,20312906,114,1,paper_binP,0.8134431067981699,0.8290124759705341,0.015569369172364178
ER(0.5),22,1,20312906,114,1,paper_empP,0.7992551826666957,0.8290124759705341,0.02975729330383836
ER(0.5),22,1,20312906,114,1,transfer_1,0.8214218688905859,0.8290124759705341,0.007590607079948186
ER(0.5),22,1,20312906,114,1,transfer_2,0.819049658423613,0.8290124759705341,0.009962817546921077
ER(0.5),22,1,20312906,114,1,transfer_3,0.8214218688905859,0.8290124759705341,0.007590607079948186
ER(0.5),22,1,20312906,114,1,universal,0.8002348194972891,0.8290124759705341,0.028777656473244928
ER(0.5),22,2,20312907,106,1,ceiling,0.809789916604044,0.809789916604044,0.0
ER(0.5),22,2,20312907,106,1,sampledN,0.7790035238454184,0.809789916604044,0.030786392758625603
ER(0.5),22,2,20312907,106,1,paper_binP,0.8047345957072891,0.809789916604044,0.005055320896754867
ER(0.5),22,2,20312907,106,1,paper_empP,0.8047345957072891,0.809789916604044,0.005055320896754867
ER(0.5),22,2,20312907,106,1,transfer_1,0.8041172580129095,0.809789916604044,0.005672658591134527
ER(0.5),22,2,20312907,106,1,transfer_2,0.8031289420785837,0.809789916604044,0.006660974525460328
ER(0.5),22,2,20312907,106,1,transfer_3,0.8041172580129095,0.809789916604044,0.005672658591134527
ER(0.5),22,2,20312907,106,1,universal,0.7848802360974533,0.809789916604044,0.024909680506590703
ER(0.5),22,3,20312908,119,1,ceiling,0.8391292415722288,0.8391292415722288,0.0
ER(0.5),22,3,20312908,119,1,sampledN,0.812084202198006,0.8391292415722288,0.027045039374222757
ER(0.5),22,3,20312908,119,1,paper_binP,0.6145622451486294,0.8391292415722288,0.22456699642359934
ER(0.5),22,3,20312908,119,1,paper_empP,0.5286922147130585,0.8391292415722288,0.3104370268591703
ER(0.5),22,3,20312908,119,1,transfer_1,0.8308642028676553,0.8391292415722288,0.008265038704573513
ER(0.5),22,3,20312908,119,1,transfer_2,0.828230742780292,0.8391292415722288,0.010898498791936828
ER(0.5),22,3,20312908,119,1,transfer_3,0.8308642028676553,0.8391292415722288,0.008265038704573513
ER(0.5),22,3,20312908,119,1,universal,0.8098530898446256,0.8391292415722288,0.029276151727603228
ER(0.5),22,4,20312909,124,1,ceiling,0.845941574362364,0.845941574362364,0.0
ER(0.5),22,4,20312909,124,1,sampledN,0.8236599596432086,0.845941574362364,0.02228161471915535
ER(0.5),22,4,20312909,124,1,paper_binP,0.5698208021347025,0.845941574362364,0.2761207722276614
ER(0.5),22,4,20312909,124,1,paper_empP,0.5269217446761516,0.845941574362364,0.31901982968621234
ER(0.5),22,4,20312909,124,1,transfer_1,0.8361976552485337,0.845941574362364,0.009743919113830213
ER(0.5),22,4,20312909,124,1,transfer_2,0.8322357282511997,0.845941574362364,0.01370584611116421
ER(0.5),22,4,20312909,124,1,transfer_3,0.8361976552485337,0.845941574362364,0.009743919113830213
