family,n,instance,seed,m,p,method,ar,ceil,regret
ER(0.25),16,1,20302306,29,10,ceiling,0.942019723939295,0.942019723939295,0.0
ER(0.25),16,1,20302306,29,10,exactN,0.8590674538678895,0.942019723939295,0.08295227007140549
ER(0.25),16,1,20302306,29,10,sampledN,0.8819702787282361,0.942019723939295,0.06004944521105893
ER(0.25),16,1,20302306,29,10,paper_binP,0.7680190890567077,0.942019723939295,0.17400063488258732
ER(0.25),16,1,20302306,29,10,paper_empP,0.7846057700504959,0.942019723939295,0.15741395388879909
ER(0.25),16,1,20302306,29,10,transfer_1,0.9396035987546459,0.942019723939295,0.002416125184649065
ER(0.25),16,1,20302306,29,10,transfer_2,0.9159085272098698,0.942019723939295,0.02611119672942519
ER(0.25),16,1,20302306,29,10,transfer_3,0.9413384148786968,0.942019723939295,0.0006813090605981564
ER(0.25),16,1,20302306,29,10,universal,0.9413384148786968,0.942019723939295,0.0006813090605981564
ER(0.25),16,2,20302307,32,10,ceiling,0.9499943579166478,0.9499943579166478,0.0
ER(0.25),16,2,20302307,32,10,exactN,0.7916907028674927,0.9499943579166478,0.1583036550491551
ER(0.25),16,2,20302307,32,10,sampledN,0.8398530036916844,0.9499943579166478,0.1101413542249634
ER(0.25),16,2,20302307,32,10,paper_binP,0.7616221172920021,0.9499943579166478,0.18837224062464564
ER(0.25),16,2,20302307,32,10,paper_empP,0.7630518156099018,0.9499943579166478,0.186942542306746
ER(0.25),16,2,20302307,32,10,transfer_1,0.9221196891595674,0.9499943579166478,0.027874668757080334
ER(0.25),16,2,20302307,32,10,transfer_2,0.8830090845725393,0.9499943579166478,0.06698527334410842
ER(0.25),16,2,20302307,32,10,transfer_3,0.922581892774761,0.9499943579166478,0.027412465141886777
ER(0.25),16,2,20302307,32,10,universal,0.922581892774761,0.9499943579166478,0.027412465141886777
ER(0.25),16,3,20302308,32,10,ceiling,0.9636209119899528,0.9636209119899528,0.0
