family,n,instance,seed,m,p,method,ar,ceil,regret
ER(0.5),26,3,20313308,163,3,transfer_2,0.7803223886200029,0.9130044341809628,0.13268204556095986
ER(0.5),26,3,20313308,163,3,transfer_3,0.837796233012489,0.9130044341809628,0.07520820116847382
ER(0.5),26,3,20313308,163,3,universal,0.8197455217832477,0.9130044341809628,0.09325891239771511
ER(0.5),26,4,20313309,152,3,ceiling,0.9061938041535836,0.9061938041535836,0.0
ER(0.5),26,4,20313309,152,3,sampledN,0.8307657419939154,0.9061938041535836,0.07542806215966824
ER(0.5),26,4,20313309,152,3,paper_binP,0.8521154770436253,0.9061938041535836,0.0540783271099583
ER(0.5),26,4,20313309,152,3,paper_empP,0.8232643139626321,0.9061938041535836,0.08292949019095153
ER(0.5),26,4,20313309,152,3,transfer_1,0.8489340642109855,0.9061938041535836,0.05725973994259814
ER(0.5),26,4,20313309,152,3,transfer_2,0.7857363579470813,0.9061938041535836,0.12045744620650234
ER(0.5),26,4,20313309,152,3,transfer_3,0.8415253265152781,0.9061938041535836,0.06466847763830552
ER(0.5),26,4,20313309,152,3,universal,0.822018335246247,0.9061938041535836,0.08417546890733663
ER(0.5),26,5,20313310,149,3,ceiling,0.91896447352333,0.91896447352333,0.0
ER(0.5),26,5,20313310,149,3,sampledN,0.8409566707876132,0.91896447352333,0.07800780273571684
ER(0.5),26,5,20313310,149,3,paper_binP,0.8652526996221829,0.91896447352333,0.05371177390114712
ER(0.5),26,5,20313310,149,3,paper_empP,0.7795547987315119,0.91896447352333,0.1394096747918181
ER(0.5),26,5,20313310,149,3,transfer_1,0.8634186877827101,0.91896447352333,0.05554578574061986
ER(0.5),26,5,20313310,149,3,transfer_2,0.8014359180621752,0.91896447352333,0.11752855546115482
ER(0.5),26,5,20313310,149,3,transfer_3,0.8560713973550476,0.91896447352333,0.06289307616828244
ER(0.5),26,5,20313310,149,3,universal,0.8366379884751934,0.91896447352333,0.08232648504813656
