family,n,instance,seed,m,law,method,p,ar,ceil,regret
ER(0.5),16,1,20262315,70,s1.0,ceiling,1,0.7769468180171616,0.7769468180171616,0.0
ER(0.5),16,1,20262315,70,s1.0,binned_exact,1,0.7093471917262192,0.7769468180171616,0.0675996262909424
ER(0.5),16,1,20262315,70,s1.0,binned_sampled,1,0.7550731230346948,0.7769468180171616,0.02187369498246683
ER(0.5),16,1,20262315,70,s1.0,transfer_1,1,0.7605031161544785,0.7769468180171616,0.01644370186268307
ER(0.5),16,1,20262315,70,s1.0,transfer_2,1,0.699263650989173,0.7769468180171616,0.07768316702798861
ER(0.5),16,1,20262315,70,s1.0,transfer_3,1,0.7605031161544785,0.7769468180171616,0.01644370186268307
ER(0.5),16,1,20262315,70,s1.0,universal,1,0.7321008453658404,0.7769468180171616,0.044845972651321175
ER(0.5),16,1,20262315,70,s1.0,ceiling,3,0.8666165834276669,0.8666165834276669,0.0
ER(0.5),16,1,20262315,70,s1.0,binned_exact,3,0.7499747095063612,0.8666165834276669,0.11664187392130565
ER(0.5),16,1,20262315,70,s1.0,binned_sampled,3,0.8331035916563363,0.8666165834276669,0.0335129917713306
ER(0.5),16,1,20262315,70,s1.0,transfer_1,3,0.8378795637681934,0.8666165834276669,0.028737019659473506
ER(0.5),16,1,20262315,70,s1.0,transfer_2,3,0.7229574099963919,0.8666165834276669,0.143659173431275
ER(0.5),16,1,20262315,70,s1.0,transfer_3,3,0.8378795637681934,0.8666165834276669,0.028737019659473506
ER(0.5),16,1,20262315,70,s1.0,universal,3,0.7684512595058449,0.8666165834276669,0.09816532392182198
ER(0.5),16,2,20262316,59,s1.0,ceiling,1,0.7821348954779549,0.7821348954779549,0.0
ER(0.5),16,2,20262316,59,s1.0,binned_exact,1,0.7434902660068423,0.7821348954779549,0.03864462947111258
ER(0.5),16,2,20262316,59,s1.0,binned_sampled,1,0.7434902660068423,0.7821348954779549,0.03864462947111258
ER(0.5),16,2,20262316,59,s1.0,transfer_1,1,0.7631657711180009,0.7821348954779549,0.018969124359954015
ER(0.5),16,2,20262316,59,s1.0,transfer_2,1,0.6589318115515411,0.7821348954779549,0.12320308392641377
ER(0.5),16,2,20262316,59,s1.0,transfer_3,1,0.7631657711180009,0.7821348954779549,0.018969124359954015
ER(0.5),16,2,20262316,59,s1.0,universal,1,0.7159443011521327,0.7821348954779549,0.0661905943258222
ER(0.5),16,2,20262316,59,s1.0,ceiling,3,0.8570592238492225,0.8570592238492225,0.0
ER(0.5),16,2,20262316,59,s1.0,binned_exact,3,0.7329561791183006,0.8570592238492225,0.12410304473092193
ER(0.5),16,2,20262316,59,s1.0,binned_sampled,3,0.7892801749240715,0.8570592238492225,0.06777904892515096
ER(0.5),16,2,20262316,59,s1.0,transfer_1,3,0.8532721723076836,0.8570592238492225,0.0037870515415389105
ER(0.5),16,2,20262316,59,s1.0,transfer_2,3,0.7426405631949953,0.8570592238492225,0.11441866065422723
ER(0.5),16,2,20262316,59,s1.0,transfer_3,3,0.8532721723076836,0.8570592238492225,0.0037870515415389105
ER(0.5),16,2,20262316,59,s1.0,universal,3,0.7891113288568161,0.8570592238492225,0.06794789499240639
ER(0.5),16,3,20262317,66,s1.0,ceiling,1,0.8083430759453863,0.8083430759453863,0.0
ER(0.5),16,3,20262317,66,s1.0,binned_exact,1,0.7727932723844875,0.8083430759453863,0.035549803560898874
ER(0.5),16,3,20262317,66,s1.0,binned_sampled,1,0.736515689622422,0.8083430759453863,0.07182738632296437
ER(0.5),16,3,20262317,66,s1.0,transfer_1,1,0.7967442718581657,0.8083430759453863,0.011598804087220693
ER(0.5),16,3,20262317,66,s1.0,transfer_2,1,0.7290473822101119,0.8083430759453863,0.07929569373527445
ER(0.5),16,3,20262317,66,s1.0,transfer_3,1,0.7967442718581657,0.8083430759453863,0.011598804087220693
