family,n,instance,seed,m,model,params,mse_entry,eps_raw_mean,eps_raw_argmax,eps_cal_mean,eps_cal_argmax,ceil_p1,ar_raw,regret_raw,ar_cal,regret_cal
ER(0.5),12,1,20271812,38,emp,-,0.0,0.0,0.0,0.0,0.0,0.8477289924229867,0.8268479547489554,0.020881037674031266,0.8268479547489554,0.020881037674031266
ER(0.5),12,1,20271812,38,paper,-,1.2308698994932653e-5,17.951211370605137,0.25139984471061066,0.11502117039081369,0.24289210719457643,0.8477289924229867,0.45269277744669256,0.39503621497629415,0.7982106960973332,0.04951829632565352
ER(0.5),12,1,20271812,38,tri_init,0.0;0.0;1.0;1.0,1.9239711910619526e-5,0.9888974002477151,1.428867368153066,0.5232006168578294,0.7412915829915985,0.8477289924229867,0.8406336780013162,0.007095314421670551,0.8406336780013162,0.007095314421670551
ER(0.5),12,1,20271812,38,tri_25,3.9458656268143497;1.3617811488986724;1.998720765670063;1.9998862472221735,1.3785756074472762e-5,0.9438265169376655,2.078563484218038,0.2889291496603732,0.5998621758523572,0.8477289924229867,0.5353649334555399,0.3123640589674468,0.5353649334555399,0.3123640589674468
ER(0.5),12,1,20271812,38,tri_50,3.9370175791215845;1.3683697130716936;2.0;2.0,1.3785713840079708e-5,0.9438202616068587,2.0789384129987276,0.2888345852524043,0.5997572532222062,0.8477289924229867,0.5353649334555399,0.3123640589674468,0.5353649334555399,0.3123640589674468
ER(0.5),12,1,20271812,38,tri_fit,3.937251646136083;1.368368004961451;2.0;2.0,1.3785713839495638e-5,0.943819402077728,2.078936570626544,0.2888345889365668,0.5997572860799197,0.8477289924229867,0.5353649334555399,0.3123640589674468,0.5353649334555399,0.3123640589674468
ER(0.5),12,1,20271812,38,norm_init,19.0;1.0;1.0,0.00011202657908852274,0.4696301636923377,0.1358724066977423,0.4696301592245014,0.1358724058777819,0.8477289924229867,0.7307692307692307,0.11695976165375599,0.7307692307692307,0.11695976165375599
ER(0.5),12,1,20271812,38,norm_25,19.565257939473263;9.01527435182078;7.562051779636015,1.1624431136847993e-5,0.7713217137745199,2.868005729100663,0.7881071030554441,2.9342572763538803,0.8477289924229867,0.7307692307692307,0.11695976165375599,0.7307692307692307,0.11695976165375599
ER(0.5),12,1,20271812,38,norm_50,19.56491897898043;9.017727466702837;7.558439969935192,1.1624430338131555e-5,0.7711979805622354,2.867367958905741,0.787979361285224,2.933597537101505,0.8477289924229867,0.7307692307692307,0.11695976165375599,0.7307692307692307,0.11695976165375599
ER(0.5),12,1,20271812,38,norm_fit,19.56491147645338;9.017889346878484;7.558370015874306,1.1624430337377137e-5,0.771201147303796,2.867382757266114,0.7879829756445469,2.9336140489011355,0.8477289924229867,0.7307692307692307,0.11695976165375599,0.7307692307692307,0.11695976165375599
ER(0.5),12,2,20271813,37,emp,-,0.0,0.0,0.0,0.0,0.0,0.8368529726753533,0.8099191309873878,0.026933841687965532,0.8099191309873878,0.026933841687965532
ER(0.5),12,2,20271813,37,paper,-,1.2123100079971863e-5,4.441016103809873,0.09132812528752941,0.11526509101031217,0.23204467724594435,0.8368529726753533,0.4551206643963666,0.3817323082789867,0.7903548093381835,0.04649816333716983
ER(0.5),12,2,20271813,37,tri_init,0.0;0.0;1.0;1.0,1.866575459924406e-5,0.9647528139856105,1.3973210741594457,0.511465670038976,0.7231135048369027,0.8368529726753533,0.8309541255864659,0.005898847088887438,0.8309541255864659,0.005898847088887438
ER(0.5),12,2,20271813,37,tri_25,30.506352091465477;0.8964219419989354;1.9220316948138836;1.9969901834610273,1.3928876814461202e-5,0.8314741889418379,1.8038747001788245,0.2906206910972597,0.5909567219060288,0.8368529726753533,0.5258322751374668,0.3110206975378865,0.5258322751374668,0.3110206975378865
ER(0.5),12,2,20271813,37,tri_50,30.505903318979588;0.8963370082064871;1.9220211954398707;1.9970064772523621,1.3928876814205397e-5,0.8314757042846443,1.8038805822369273,0.29062031692351054,0.590956651669719,0.8368529726753533,0.5258322751374668,0.3110206975378865,0.5258322751374668,0.3110206975378865
ER(0.5),12,2,20271813,37,tri_fit,30.5057064805527;0.8963312419580091;1.9220217089087803;1.9970103077341992,1.3928876814109748e-5,0.831476338329455,1.8038834035938145,0.2906200305356245,0.5909564486697638,0.8368529726753533,0.5258322751374668,0.3110206975378865,0.5258322751374668,0.3110206975378865
ER(0.5),12,2,20271813,37,norm_init,18.5;1.0;1.0,0.00011058779550753787,0.46528699946584057,0.139565711677478,0.46528699947337643,0.13956571167884782,0.8368529726753533,0.7115384615384616,0.12531451113689174,0.7115384615384616,0.12531451113689174
ER(0.5),12,2,20271813,37,norm_25,18.722505461989154;17.662474953720125;5.9889920145387565,1.2490019281086116e-5,1.141060462691565,4.248574352401835,1.2398908489103804,4.608609459467449,0.8368529726753533,0.7115384615384616,0.12531451113689174,0.7115384615384616,0.12531451113689174
ER(0.5),12,2,20271813,37,norm_50,18.8942660361269;8.702373133157039;7.4171919591187985,1.1620445719459077e-5,0.7413104907285741,2.7194394113107014,0.756013625803789,2.777054214579652,0.8368529726753533,0.7115384615384616,0.12531451113689174,0.7115384615384616,0.12531451113689174
ER(0.5),12,2,20271813,37,norm_fit,18.899455616556576;8.517452431456913;7.384161823096244,1.1619210731032174e-5,0.7296303164245009,2.662750295523095,0.7434374543768263,2.716690705781467,0.8368529726753533,0.7115384615384616,0.12531451113689174,0.7115384615384616,0.12531451113689174
ER(0.5),12,3,20271814,35,emp,-,0.0,0.0,0.0,4.924605578585525e-18,7.757919228897728e-18,0.8242754436579601,0.7968238075897353,0.02745163606822487,0.7968238075897353,0.02745163606822487
ER(0.5),12,3,20271814,35,paper,-,1.3153336264798607e-5,0.3869935071209936,0.06114809325397069,0.10887273617473113,0.21367786372534472,0.8242754436579601,0.442674994107294,0.38160044955066613,0.7775536726226318,0.046721771035328374
ER(0.5),12,3,20271814,35,tri_init,0.0;0.0;1.0;1.0,1.9663033569501343e-5,0.9211262130751929,1.3414952097351218,0.48681714651755414,0.6931331661762384,0.8242754436579601,0.8228571215574063,0.001418322100553815,0.8228571215574063,0.001418322100553815
ER(0.5),12,3,20271814,35,tri_25,10.781311772283683;2.1026581231845207;2.0;1.6663576927753625,1.5154860313626524e-5,0.867367323954278,1.8016149810504347,0.2922996298275815,0.5740173367186941,0.8242754436579601,0.5143269011417074,0.3099485425162527,0.5143269011417074,0.3099485425162527
ER(0.5),12,3,20271814,35,tri_50,10.909476962800328;2.0475773232903545;1.9994138426659533;1.6847240681695728,1.5154485388530173e-5,0.8666713071730732,1.8066755286739815,0.29109309611137846,0.573418021394819,0.8242754436579601,0.5143269011417074,0.3099485425162527,0.5143269011417074,0.3099485425162527
ER(0.5),12,3,20271814,35,tri_fit,10.909154182830662;2.0475657808599816;1.9994095197497985;1.6847245998864688,1.5154485388248098e-5,0.8666724909936279,1.806676489113883,0.29109334840998036,0.5734180896025679,0.8242754436579601,0.5143269011417074,0.3099485425162527,0.5143269011417074,0.3099485425162527
ER(0.5),12,3,20271814,35,norm_init,17.5;1.0;1.0,0.0001161869627861983,0.45390957253462344,0.13860468389601854,0.4539095725419704,0.13860468389734695,0.8242754436579601,0.7,0.12427544365796017,0.7,0.12427544365796017
ER(0.5),12,3,20271814,35,norm_25,18.005949034401365;12.076205378942712;6.999938314046062,1.2907974800996527e-5,0.8861745344842856,3.3565597943256993,0.9216213042758938,3.4934207608754195,0.8242754436579601,0.7,0.12427544365796017,0.7,0.12427544365796017
ER(0.5),12,3,20271814,35,norm_50,18.105263224965338;9.133249462512483;7.783358100591249,1.2641497689865216e-5,0.7685580022083346,2.8819941994326297,0.7865055394697764,2.9533023287209175,0.8242754436579601,0.7,0.12427544365796017,0.7,0.12427544365796017
