family,n,instance,seed,m,model,params,mse_entry,eps_raw_mean,eps_raw_argmax,eps_cal_mean,eps_cal_argmax,ceil_p1,ar_raw,regret_raw,ar_cal,regret_cal
BA(k=4),10,1,20301612,24,tri_25,15.29711512537821;0.5875224106220663;1.5845937610522385;1.7102267296297153,3.6876085592643586e-5,0.39215188344958035,0.6901382304675441,0.2567867354573021,0.42014625805911576,0.7889440340703954,0.4579924152270538,0.33095161884334157,0.4579924152270538,0.33095161884334157
BA(k=4),10,1,20301612,24,tri_50,15.003857267438152;-0.32844060263866015;1.4083688983597336;1.9046699685563033,3.6874729883884614e-5,0.3942823446434613,0.6969133300857772,0.25576423742352905,0.4194456459080265,0.7889440340703954,0.4579924152270538,0.33095161884334157,0.4579924152270538,0.33095161884334157
BA(k=4),10,1,20301612,24,tri_fit,15.134512612354852;-0.32480813981779066;1.415608445941786;1.9029973426670217,3.6874438056253455e-5,0.3932960104256613,0.6964543936574571,0.2554938715517785,0.4197354415763751,0.7889440340703954,0.4579924152270538,0.33095161884334157,0.4579924152270538,0.33095161884334157
BA(k=4),10,1,20301612,24,norm_init,12.0;1.0;1.0,0.00016478457497396914,0.42194268484384617,0.24433434532172058,0.42194268533795076,0.2443343454899306,0.7889440340703954,0.6666666666666667,0.12227736740372863,0.6666666666666667,0.12227736740372863
BA(k=4),10,1,20301612,24,norm_25,12.47690607039603;7.506168964630661;8.232709668739117,3.169739004578601e-5,0.7765869101106814,2.0951644514397314,0.8113910370442537,2.1997137677554264,0.7889440340703954,0.6666666666666666,0.12227736740372874,0.6666666666666666,0.12227736740372874
BA(k=4),10,1,20301612,24,norm_50,12.18868777781695;8.937319757386422;5.500227071219948,3.065829959333056e-5,0.7414113372936879,1.946982373186743,0.7718994535909869,2.035816799034583,0.7889440340703954,0.6666666666666666,0.12227736740372874,0.6666666666666666,0.12227736740372874
BA(k=4),10,1,20301612,24,norm_fit,12.597016451543077;5.49198016822175;4.7319419732119306,2.8192776586542547e-5,0.5063795748382133,1.1769275601087061,0.5122057842842378,1.1932380382743506,0.7889440340703954,0.6666666666666666,0.12227736740372874,0.6666666666666666,0.12227736740372874
BA(k=4),10,2,20301613,24,emp,-,0.0,0.0,0.0,0.0,0.0,0.7631027099585608,0.7476105762293195,0.015492133729241298,0.7476105762293195,0.015492133729241298
BA(k=4),10,2,20301613,24,paper,-,2.651744000733673e-5,0.3357091261283436,0.11750147667502589,0.1403126157204761,0.2875935509321543,0.7631027099585608,0.39466787817383925,0.36843483178472153,0.7034247743550212,0.05967793560353962
BA(k=4),10,2,20301613,24,tri_init,0.0;0.0;1.0;1.0,4.1215300542263566e-5,0.5153302669379692,0.7036137949379135,0.37525301163812774,0.49453921345757534,0.7631027099585608,0.7559645521596011,0.0071381577989596545,0.7559645521596011,0.0071381577989596545
BA(k=4),10,2,20301613,24,tri_25,8.404304644254495;1.1090573933247088;1.34179541243402;1.2543691942616335,3.4665379268139804e-5,0.44567721402620564,0.6733997909135326,0.3054046733261541,0.43994995285169153,0.7631027099585608,0.43839442582058924,0.32470828413797154,0.43839442582058924,0.32470828413797154
BA(k=4),10,2,20301613,24,tri_50,9.575838054856234;1.0806650157374122;1.3834996305542233;1.2677187111294483,3.438944400639422e-5,0.4365376215777078,0.6709319214422388,0.3008311557163552,0.4404242586187026,0.7631027099585608,0.43839442582058924,0.32470828413797154,0.43839442582058924,0.32470828413797154
BA(k=4),10,2,20301613,24,tri_fit,9.306217077856891;1.9358860515807474;1.858299261237859;1.2315978917798416,3.347548746052301e-5,0.4381910462088781,0.7667410782705162,0.26990116513130774,0.43721789304275244,0.7631027099585608,0.7631027099585608,0.0,0.7631027099585608,0.0
BA(k=4),10,2,20301613,24,norm_init,12.0;1.0;1.0,0.0001731783117471008,0.4231982742675345,0.24888089181047118,0.4231982747634829,0.24888089197639576,0.7631027099585608,0.6315789473684211,0.13152376259013965,0.6315789473684211,0.13152376259013965
BA(k=4),10,2,20301613,24,norm_25,13.03982018187207;1.8991402288203532;8.022007511246905,3.7888823011579684e-5,0.7746998845567175,1.5722925372479124,0.7967227752308728,1.619481131537277,0.7631027099585608,0.631578947368421,0.13152376259013976,0.631578947368421,0.13152376259013976
BA(k=4),10,2,20301613,24,norm_50,11.800589839109191;3.926591626181078;8.4559092910273,2.8736705350101576e-5,0.7257759089928496,1.8006621945135324,0.7510160508267105,1.8682511712685719,0.7631027099585608,0.631578947368421,0.13152376259013976,0.631578947368421,0.13152376259013976
BA(k=4),10,2,20301613,24,norm_fit,12.233605830508832;4.8951650901956025;5.709009228680316,2.5918385542289746e-5,0.5353447546363337,1.283601160336438,0.542687944397625,1.3041132521071588,0.7631027099585608,0.631578947368421,0.13152376259013976,0.631578947368421,0.13152376259013976
WS(k=4;b=0.1),10,1,20311612,20,emp,-,0.0,0.0,0.0,0.0,0.0,0.8214059700700221,0.7977374699585061,0.023668500111516,0.7977374699585061,0.023668500111516
WS(k=4;b=0.1),10,1,20311612,20,paper,-,3.857885161635559e-5,0.6641407148899672,1.9064824062395627,0.13967050061470787,0.2354817144064738,0.8214059700700221,0.8214059700700221,0.0,0.7977374699585061,0.023668500111516
WS(k=4;b=0.1),10,1,20311612,20,tri_init,0.0;0.0;1.0;1.0,5.16864671713384e-5,0.45071210518551563,0.6102867044713517,0.3303945061404616,0.4273456904569489,0.8214059700700221,0.8187789742402043,0.0026269958298178464,0.8187789742402043,0.0026269958298178464
WS(k=4;b=0.1),10,1,20311612,20,tri_25,9.701103696454354;-1.5962452199242767;0.939194832040926;2.0,4.277035980520017e-5,0.38078628351946175,0.6109571220207279,0.24706598476178612,0.3642638731989229,0.8214059700700221,0.4436505345801819,0.37775543548984025,0.4436505345801819,0.37775543548984025
WS(k=4;b=0.1),10,1,20311612,20,tri_50,0.0;0.377568622974217;1.3790391711716627;1.5537019797498495,4.260220828462022e-5,0.4428779538109244,0.7394039511463252,0.24793179134388962,0.3710313748037163,0.8214059700700221,0.4436505345801819,0.37775543548984025,0.4436505345801819,0.37775543548984025
WS(k=4;b=0.1),10,1,20311612,20,tri_fit,5.52212597953827;1.033272363547913;1.6907235289467566;1.5895670619666558,4.2297023636429014e-5,0.40848543982347146,0.7264991036887507,0.23085858533762776,0.36267863900850367,0.8214059700700221,0.6666666666666667,0.1547393034033554,0.6666666666666667,0.1547393034033554
WS(k=4;b=0.1),10,1,20311612,20,norm_init,10.0;1.0;1.0,0.0002152132611177454,0.4001631121501065,0.2224175397053353,0.40016311260252146,0.22241753986360405,0.8214059700700221,0.6666666666666667,0.1547393034033554,0.6666666666666667,0.1547393034033554
WS(k=4;b=0.1),10,1,20311612,20,norm_25,9.206290692222282;7.933696744299301;10.645894068091781,4.3264831198034e-5,0.7818570439012331,2.1305929354805113,0.8344861632797544,2.2893228002076746,0.8214059700700221,0.6666666666666666,0.1547393034033555,0.6666666666666666,0.1547393034033555
WS(k=4;b=0.1),10,1,20311612,20,norm_50,10.53586557464013;8.655060266572285;9.998952237688549,4.020504534482493e-5,0.781371230355613,2.1266483500243485,0.8333181649607522,2.284327398718595,0.8214059700700221,0.6666666666666666,0.1547393034033555,0.6666666666666666,0.1547393034033555
WS(k=4;b=0.1),10,1,20311612,20,norm_fit,10.513571124392355;8.176060400035862;9.45577749197865,3.942426795587594e-5,0.7612494848498476,2.058776519933792,0.8056869904430655,2.193193446403471,0.8214059700700221,0.6666666666666666,0.1547393034033555,0.6666666666666666,0.1547393034033555
WS(k=4;b=0.1),10,2,20311613,20,emp,-,0.0,0.0,0.0,0.0,0.0,0.8830016879751563,0.8564218259794526,0.026579861995703724,0.8564218259794526,0.026579861995703724
WS(k=4;b=0.1),10,2,20311613,20,paper,-,4.2788208659606104e-5,0.6662839421018059,1.9150577963614348,0.13506300527701884,0.24530141905748382,0.8830016879751563,0.8830016879751563,0.0,0.8564218259794526,0.026579861995703724
WS(k=4;b=0.1),10,2,20311613,20,tri_init,0.0;0.0;1.0;1.0,5.566988481335716e-5,0.45268891963309765,0.6270890709165234,0.3308538564195969,0.4424138402618895,0.8830016879751563,0.8810892086303569,0.0019124793447994337,0.8810892086303569,0.0019124793447994337
WS(k=4;b=0.1),10,2,20311613,20,tri_25,3.6208703488660547;0.6734597535602631;1.0282515956516556;1.3534103577551542,4.8627239140610465e-5,0.41715174139123407,0.5960244273199853,0.28144601527199536,0.38556758316591266,0.8830016879751563,0.47078090196998496,0.41222078600517137,0.47078090196998496,0.41222078600517137
WS(k=4;b=0.1),10,2,20311613,20,tri_50,0.0;-0.6067111461421033;0.9592507663313785;1.5865812485603572,4.6187389522251934e-5,0.443643621314005,0.6843158612202193,0.27044568029248983,0.3933560828633323,0.8830016879751563,0.48164368438658356,0.40135800358857276,0.48164368438658356,0.40135800358857276
WS(k=4;b=0.1),10,2,20311613,20,tri_fit,0.0;-0.20086451072822825;1.3362725240348787;1.69463694316177,4.4396844232607284e-5,0.4440989772295024,0.7795869338958309,0.24025825761558955,0.3855673924683422,0.8830016879751563,0.48164368438658356,0.40135800358857276,0.48164368438658356,0.40135800358857276
WS(k=4;b=0.1),10,2,20311613,20,norm_init,10.0;1.0;1.0,0.00022880744997660319,0.3902815275110963,0.19777589876174717,0.3902815279668187,0.19777589892604341,0.8830016879751563,0.7142857142857144,0.1687159736894419,0.7142857142857144,0.1687159736894419
WS(k=4;b=0.1),10,2,20311613,20,norm_25,8.906967576691194;4.852989858151494;13.343417500321744,4.686022523602112e-5,0.8298671520495656,2.2035532388761125,0.8997725043723211,2.401993092566773,0.8830016879751563,0.7142857142857143,0.16871597368944202,0.7142857142857143,0.16871597368944202
WS(k=4;b=0.1),10,2,20311613,20,norm_50,9.522707557001224;5.466808905186702;11.447843255086944,4.2135683780827345e-5,0.7676084979975306,2.039587991791153,0.8171738205788676,2.182949844399365,0.8830016879751563,0.7142857142857143,0.16871597368944202,0.7142857142857143,0.16871597368944202
WS(k=4;b=0.1),10,2,20311613,20,norm_fit,10.382980590864682;7.26943051626066;5.021594704157626,3.8065604741583465e-5,0.5962334746805902,1.5018806941761498,0.61190974516667,1.5467225675449177,0.8830016879751563,0.7142857142857143,0.16871597368944202,0.7142857142857143,0.16871597368944202
WS(k=4;b=0.5),10,1,20321612,20,emp,-,0.0,0.0,0.0,9.853312589974698e-18,6.2546344413855015e-18,0.7708994014109336,0.7481572530467326,0.022742148364200965,0.7481572530467326,0.022742148364200965
WS(k=4;b=0.5),10,1,20321612,20,paper,-,3.299781481817944e-5,0.6499167473762514,1.8931477864132384,0.12167575701934921,0.22109451613973957,0.7708994014109336,0.7632394219890389,0.007659979421894669,0.7481572530467326,0.022742148364200965
WS(k=4;b=0.5),10,1,20321612,20,tri_init,0.0;0.0;1.0;1.0,4.711089277732351e-5,0.4354070135509129,0.5941369902104943,0.3150591910655307,0.412713744310241,0.7708994014109336,0.7702789659135889,0.0006204354973446957,0.7702789659135889,0.0006204354973446957
WS(k=4;b=0.5),10,1,20321612,20,tri_25,0.0;1.2544366697225338;1.653924075888212;0.9979980615646227,4.463135476760173e-5,0.4323779565838446,0.7281327505519773,0.25541464804656655,0.3953771101254878,0.7708994014109336,0.7702789659135889,0.0006204354973446957,0.7702789659135889,0.0006204354973446957
WS(k=4;b=0.5),10,1,20321612,20,tri_50,0.4776374289155863;2.7938844769822566;2.0;1.1404423229395386,4.2937005837605904e-5,0.4279740008310954,0.7601736150491987,0.22485257870045017,0.35562500668204133,0.7708994014109336,0.6250000000000001,0.1458994014109335,0.6250000000000001,0.1458994014109335
