family,n,instance,model,tag,pearson,spearman_grid,dgamma,dbeta,same_argmax,slicesum_min,slicesum_max
ER(0.5),12,2,tri_25,raw,0.3411572399190199,0.35785337597753075,0.24166097335306097,1.0069207223044208,0,12130.58728307606,12137.021617155433
ER(0.5),12,2,tri_25,cal,0.34115466561342966,0.35784915305568266,0.24166097335306097,1.0069207223044208,0,12130.58728307606,12137.021617155433
ER(0.5),12,2,tri_50,raw,0.3411577725683905,0.35785337650174415,0.24166097335306097,1.0069207223044208,0,12130.627888077255,12137.061853881256
ER(0.5),12,2,tri_50,cal,0.34115519860361576,0.3578486254913123,0.24166097335306097,1.0069207223044208,0,12130.627888077255,12137.061853881256
ER(0.5),12,2,tri_fit,raw,0.3411579631053639,0.35785337864351746,0.24166097335306097,1.0069207223044208,0,12130.650837554182,12137.084302682502
ER(0.5),12,2,tri_fit,cal,0.3411553893549166,0.3578520874066765,0.24166097335306097,1.0069207223044208,0,12130.650837554182,12137.084302682502
ER(0.5),12,2,norm_init,raw,-0.08823773582277372,-0.5004941015526514,0.40276828892176836,0.5235987755982989,0,4095.9999999251268,4095.9999999251268
ER(0.5),12,2,norm_init,cal,-0.08823773582277385,-0.5004919955469381,0.40276828892176836,0.5235987755982989,0,4095.9999999251268,4095.9999999251268
ER(0.5),12,2,norm_25,raw,0.4469442877863537,0.7226510527551311,0.40276828892176836,0.28193780224523785,0,3601.1757853770214,4038.7579104524607
ER(0.5),12,2,norm_25,cal,0.44724191315481754,0.7226444909844593,0.40276828892176836,0.28193780224523785,0,3601.1757853770214,4038.7579104524607
ER(0.5),12,2,norm_50,raw,0.425968116747374,0.7160780266409745,0.40276828892176836,1.2888585245496587,0,3986.1272040740014,4025.303072665708
ER(0.5),12,2,norm_50,cal,0.4259754133708699,0.716078313590339,0.40276828892176836,1.2888585245496587,0,3986.1272040740014,4025.303072665708
ER(0.5),12,2,norm_fit,raw,0.4261339633177648,0.7166838792313365,0.40276828892176836,1.2888585245496587,0,3992.74589196783,4026.7378811778935
ER(0.5),12,2,norm_fit,cal,0.4261397363995929,0.7166969354274209,0.40276828892176836,1.2888585245496587,0,3992.74589196783,4026.7378811778935
ER(0.5),12,3,emp,raw,0.9993749999999999,0.9993750000000001,0.0,0.0,1,4095.9999999999995,4096.0
ER(0.5),12,3,emp,cal,0.9993749999999999,0.9993672138584071,0.0,0.0,1,4095.9999999999995,4096.0
ER(0.5),12,3,paper,raw,0.4326423218954146,0.6672857539501306,0.40276828892176836,0.8458134067357135,0,1758.0442278179398,36533.27108928458
ER(0.5),12,3,paper,cal,0.9889969482244249,0.9898283958461377,0.0805536577843537,0.04027682889217685,0,1758.0442278179398,36533.27108928458
ER(0.5),12,3,tri_init,raw,0.2191486109252472,0.20366932702051313,0.483321946706122,0.0,0,7783.999999999999,7784.0
ER(0.5),12,3,tri_init,cal,0.21914861092524723,0.20367031265332358,0.483321946706122,0.0,0,7783.999999999999,7784.0
ER(0.5),12,3,tri_25,raw,0.33150193448070403,0.3375485835368601,0.24166097335306097,1.0069207223044208,0,12432.776321963242,12442.666103979243
ER(0.5),12,3,tri_25,cal,0.3315000648172593,0.3375432064336822,0.24166097335306097,1.0069207223044208,0,12432.776321963242,12442.666103979243
ER(0.5),12,3,tri_50,raw,0.3325544799542466,0.3397036859908361,0.24166097335306097,1.0069207223044208,0,12477.255919192816,12488.665265433661
ER(0.5),12,3,tri_50,cal,0.3325509502764174,0.33969311413492964,0.24166097335306097,1.0069207223044208,0,12477.255919192816,12488.665265433661
ER(0.5),12,3,tri_fit,raw,0.3325541584158334,0.3397036859908361,0.24166097335306097,1.0069207223044208,0,12477.261373232062,12488.670740571622
ER(0.5),12,3,tri_fit,cal,0.3325506290498755,0.339692434566637,0.24166097335306097,1.0069207223044208,0,12477.261373232062,12488.670740571622
ER(0.5),12,3,norm_init,raw,-0.09432915996024537,-0.5038742203857616,0.40276828892176836,0.5235987755982989,0,4095.9999999251268,4095.9999999251268
ER(0.5),12,3,norm_init,cal,-0.0943291599602454,-0.5038840088159999,0.40276828892176836,0.5235987755982989,0,4095.9999999251268,4095.9999999251268
ER(0.5),12,3,norm_25,raw,0.4312431468327776,0.7171414818205534,0.40276828892176836,0.28193780224523785,0,3848.086381043309,4026.1483849667156
ER(0.5),12,3,norm_25,cal,0.4313218786990262,0.7171488165457214,0.40276828892176836,0.28193780224523785,0,3848.086381043309,4026.1483849667156
ER(0.5),12,3,norm_50,raw,0.4209197694934268,0.7139375274655326,0.40276828892176836,0.28193780224523785,0,3970.1824015104644,4013.201813844979
ER(0.5),12,3,norm_50,cal,0.4209275976334388,0.7139480244674196,0.40276828892176836,0.28193780224523785,0,3970.1824015104644,4013.201813844979
ER(0.5),12,3,norm_fit,raw,0.42218514309715033,0.7184275826902361,0.40276828892176836,1.2888585245496587,0,4014.3630213161646,4024.0691305114165
