family,n,instance,seed,m,kind,K,p,value,ceil,regret
ER(0.5),16,1,20262307,65,ceiling,0,1,0.8248684864117641,0.8248684864117641,0.0
ER(0.5),16,1,20262307,65,ceiling,0,3,0.9048489658240738,0.9048489658240738,0.0
ER(0.5),16,1,20262307,65,leak_g0.2_b0.2,4,1,0.09274855185075437,,
ER(0.5),16,1,20262307,65,leak_g0.5_b0.3,4,1,0.25302463699136385,,
ER(0.5),16,1,20262307,65,leak_g1.0_b0.4,4,1,0.6486851960305593,,
ER(0.5),16,1,20262307,65,binned_proxy,4,1,0.7292641045116484,0.8248684864117641,0.09560438190011578
ER(0.5),16,1,20262307,65,binned_proxy,4,3,0.7617248502944345,0.9048489658240738,0.14312411552963933
ER(0.5),16,1,20262307,65,leak_g0.2_b0.2,8,1,0.06110076154932714,,
ER(0.5),16,1,20262307,65,leak_g0.5_b0.3,8,1,0.19664739047965074,,
ER(0.5),16,1,20262307,65,leak_g1.0_b0.4,8,1,0.5948808464608524,,
ER(0.5),16,1,20262307,65,binned_proxy,8,1,0.7617082442420966,0.8248684864117641,0.06316024216966754
ER(0.5),16,1,20262307,65,binned_proxy,8,3,0.7872728291783088,0.9048489658240738,0.11757613664576505
ER(0.5),16,1,20262307,65,leak_g0.2_b0.2,16,1,0.041398742461953235,,
ER(0.5),16,1,20262307,65,leak_g0.5_b0.3,16,1,0.1681758263437567,,
ER(0.5),16,1,20262307,65,leak_g1.0_b0.4,16,1,0.5606640519880334,,
ER(0.5),16,1,20262307,65,binned_proxy,16,1,0.7845386380258431,0.8248684864117641,0.04032984838592102
ER(0.5),16,1,20262307,65,binned_proxy,16,3,0.8057965209630582,0.9048489658240738,0.09905244486101561
ER(0.5),16,1,20262307,65,leak_g0.2_b0.2,32,1,0.029448207044926646,,
ER(0.5),16,1,20262307,65,leak_g0.5_b0.3,32,1,0.15481699671829197,,
ER(0.5),16,1,20262307,65,leak_g1.0_b0.4,32,1,0.5424667882267464,,
ER(0.5),16,1,20262307,65,binned_proxy,32,1,0.7845386380258431,0.8248684864117641,0.04032984838592102
ER(0.5),16,1,20262307,65,binned_proxy,32,3,0.8057965209630582,0.9048489658240738,0.09905244486101561
ER(0.5),16,1,20262307,65,leak_g0.2_b0.2,64,1,0.0226746416337977,,
ER(0.5),16,1,20262307,65,leak_g0.5_b0.3,64,1,0.14821247335142515,,
ER(0.5),16,1,20262307,65,leak_g1.0_b0.4,64,1,0.5320161635599872,,
ER(0.5),16,1,20262307,65,binned_proxy,64,1,0.7845386380258431,0.8248684864117641,0.04032984838592102
ER(0.5),16,1,20262307,65,binned_proxy,64,3,0.8057965209630582,0.9048489658240738,0.09905244486101561
ER(0.5),16,1,20262307,65,leak_g0.2_b0.2,128,1,0.019320487084122484,,
ER(0.5),16,1,20262307,65,leak_g0.5_b0.3,128,1,0.1451641977010374,,
ER(0.5),16,1,20262307,65,leak_g1.0_b0.4,128,1,0.5260209783068972,,
ER(0.5),16,1,20262307,65,binned_proxy,128,1,0.7845386380258431,0.8248684864117641,0.04032984838592102
ER(0.5),16,1,20262307,65,binned_proxy,128,3,0.8057965209630582,0.9048489658240738,0.09905244486101561
ER(0.5),16,2,20262308,56,ceiling,0,1,0.7923512687163733,0.7923512687163733,0.0
ER(0.5),16,2,20262308,56,ceiling,0,3,0.8922941811585484,0.8922941811585484,0.0
ER(0.5),16,2,20262308,56,leak_g0.2_b0.2,4,1,0.08268435899662566,,
ER(0.5),16,2,20262308,56,leak_g0.5_b0.3,4,1,0.22640487373416254,,
ER(0.5),16,2,20262308,56,leak_g1.0_b0.4,4,1,0.5826857463163543,,
ER(0.5),16,2,20262308,56,binned_proxy,4,1,0.7079223784557266,0.7923512687163733,0.0844288902606467
ER(0.5),16,2,20262308,56,binned_proxy,4,3,0.7083178360871003,0.8922941811585484,0.1839763450714481
ER(0.5),16,2,20262308,56,leak_g0.2_b0.2,8,1,0.05446840732801551,,
ER(0.5),16,2,20262308,56,leak_g0.5_b0.3,8,1,0.17142942156268437,,
ER(0.5),16,2,20262308,56,leak_g1.0_b0.4,8,1,0.5240047776576262,,
ER(0.5),16,2,20262308,56,binned_proxy,8,1,0.7335873231700557,0.7923512687163733,0.058763945546317586
ER(0.5),16,2,20262308,56,binned_proxy,8,3,0.7493027704312627,0.8922941811585484,0.14299141072728572
