family,n,instance,seed,m,kind,K,p,value,ceil,regret
3-regular,16,7,20262313,24,binned_proxy,8,1,0.6913322129806598,0.777134834235833,0.08580262125517313
3-regular,16,7,20262313,24,binned_proxy,8,3,0.7170528513342849,0.8724314412154371,0.15537858988115227
3-regular,16,7,20262313,24,leak_g0.2_b0.2,16,1,0.015992846064330702,,
3-regular,16,7,20262313,24,leak_g0.5_b0.3,16,1,0.04872504424088802,,
3-regular,16,7,20262313,24,leak_g1.0_b0.4,16,1,0.15757998015778413,,
3-regular,16,7,20262313,24,binned_proxy,16,1,0.7089231229981191,0.777134834235833,0.06821171123771386
3-regular,16,7,20262313,24,binned_proxy,16,3,0.7500648910282559,0.8724314412154371,0.12236655018718123
3-regular,16,7,20262313,24,leak_g0.2_b0.2,32,1,0.01013884804517146,,
3-regular,16,7,20262313,24,leak_g0.5_b0.3,32,1,0.03606579947987401,,
3-regular,16,7,20262313,24,leak_g1.0_b0.4,32,1,0.13669504839659932,,
3-regular,16,7,20262313,24,binned_proxy,32,1,0.7190419492882772,0.777134834235833,0.05809288494755571
3-regular,16,7,20262313,24,binned_proxy,32,3,0.7649792367783926,0.8724314412154371,0.10745220443704451
3-regular,16,7,20262313,24,leak_g0.2_b0.2,64,1,0.006624939183910349,,
3-regular,16,7,20262313,24,leak_g0.5_b0.3,64,1,0.02933464146409588,,
3-regular,16,7,20262313,24,leak_g1.0_b0.4,64,1,0.125554337309274,,
3-regular,16,7,20262313,24,binned_proxy,64,1,0.7190419492882772,0.777134834235833,0.05809288494755571
3-regular,16,7,20262313,24,binned_proxy,64,3,0.764829724824823,0.8724314412154371,0.10760171639061411
3-regular,16,7,20262313,24,leak_g0.2_b0.2,128,1,0.004611715193726471,,
3-regular,16,7,20262313,24,leak_g0.5_b0.3,128,1,0.02608340476768044,,
3-regular,16,7,20262313,24,leak_g1.0_b0.4,128,1,0.12004294889985474,,
3-regular,16,7,20262313,24,binned_proxy,128,1,0.73247445785053,0.777134834235833,0.04466037638530296
3-regular,16,7,20262313,24,binned_proxy,128,3,0.7913134901775761,0.8724314412154371,0.08111795103786101
3-regular,16,8,20262314,24,ceiling,0,1,0.7864733735780901,0.7864733735780901,0.0
3-regular,16,8,20262314,24,ceiling,0,3,0.89853315804186,0.89853315804186,0.0
3-regular,16,8,20262314,24,leak_g0.2_b0.2,4,1,0.05222594734028887,,
3-regular,16,8,20262314,24,leak_g0.5_b0.3,4,1,0.14044853948308697,,
3-regular,16,8,20262314,24,leak_g1.0_b0.4,4,1,0.34709349574199805,,
3-regular,16,8,20262314,24,binned_proxy,4,1,0.6664200254504091,0.7864733735780901,0.12005334812768098
3-regular,16,8,20262314,24,binned_proxy,4,3,0.6893152500102735,0.89853315804186,0.20921790803158646
3-regular,16,8,20262314,24,leak_g0.2_b0.2,8,1,0.032661521382520826,,
3-regular,16,8,20262314,24,leak_g0.5_b0.3,8,1,0.09503893127701687,,
3-regular,16,8,20262314,24,leak_g1.0_b0.4,8,1,0.2755423082544148,,
3-regular,16,8,20262314,24,binned_proxy,8,1,0.6894525845619686,0.7864733735780901,0.09702078901612154
3-regular,16,8,20262314,24,binned_proxy,8,3,0.7228717162094928,0.89853315804186,0.1756614418323672
3-regular,16,8,20262314,24,leak_g0.2_b0.2,16,1,0.0208405004503732,,
3-regular,16,8,20262314,24,leak_g0.5_b0.3,16,1,0.06827333845709815,,
3-regular,16,8,20262314,24,leak_g1.0_b0.4,16,1,0.23201380663621296,,
3-regular,16,8,20262314,24,binned_proxy,16,1,0.7109080692017521,0.7864733735780901,0.07556530437633802
3-regular,16,8,20262314,24,binned_proxy,16,3,0.7555719288541992,0.89853315804186,0.14296122918766074
3-regular,16,8,20262314,24,leak_g0.2_b0.2,32,1,0.013629004960045063,,
3-regular,16,8,20262314,24,leak_g0.5_b0.3,32,1,0.05281726014878919,,
3-regular,16,8,20262314,24,leak_g1.0_b0.4,32,1,0.20551742457546177,,
3-regular,16,8,20262314,24,binned_proxy,32,1,0.7249553393391145,0.7864733735780901,0.061518034238975616
3-regular,16,8,20262314,24,binned_proxy,32,3,0.7678040693217013,0.89853315804186,0.13072908872015865
3-regular,16,8,20262314,24,leak_g0.2_b0.2,64,1,0.009343344424580857,,
3-regular,16,8,20262314,24,leak_g0.5_b0.3,64,1,0.044634347630225155,,
3-regular,16,8,20262314,24,leak_g1.0_b0.4,64,1,0.1909519850348571,,
3-regular,16,8,20262314,24,binned_proxy,64,1,0.7249553393391145,0.7864733735780901,0.061518034238975616
3-regular,16,8,20262314,24,binned_proxy,64,3,0.7678040693217013,0.89853315804186,0.13072908872015865
3-regular,16,8,20262314,24,leak_g0.2_b0.2,128,1,0.006803289513835239,,
3-regular,16,8,20262314,24,leak_g0.5_b0.3,128,1,0.04043839075085111,,
3-regular,16,8,20262314,24,leak_g1.0_b0.4,128,1,0.18295556990451584,,
3-regular,16,8,20262314,24,binned_proxy,128,1,0.7249553393391145,0.7864733735780901,0.061518034238975616
3-regular,16,8,20262314,24,binned_proxy,128,3,0.7988273254047503,0.89853315804186,0.09970583263710964
3-regular,16,9,20262315,24,ceiling,0,1,0.783384435273793,0.783384435273793,0.0
3-regular,16,9,20262315,24,ceiling,0,3,0.8894587393704557,0.8894587393704557,0.0
3-regular,16,9,20262315,24,leak_g0.2_b0.2,4,1,0.05480046233773181,,
3-regular,16,9,20262315,24,leak_g0.5_b0.3,4,1,0.1499298495724579,,
3-regular,16,9,20262315,24,leak_g1.0_b0.4,4,1,0.37348096608106013,,
3-regular,16,9,20262315,24,binned_proxy,4,1,0.6587050538850062,0.783384435273793,0.12467938138878676
3-regular,16,9,20262315,24,binned_proxy,4,3,0.681405572607008,0.8894587393704557,0.20805316676344776
3-regular,16,9,20262315,24,leak_g0.2_b0.2,8,1,0.03427985047314375,,
3-regular,16,9,20262315,24,leak_g0.5_b0.3,8,1,0.10211318412539361,,
3-regular,16,9,20262315,24,leak_g1.0_b0.4,8,1,0.2975961157897696,,
3-regular,16,9,20262315,24,binned_proxy,8,1,0.6830658002633451,0.783384435273793,0.10031863501044791
3-regular,16,9,20262315,24,binned_proxy,8,3,0.7079157889243242,0.8894587393704557,0.18154295044613156
3-regular,16,9,20262315,24,leak_g0.2_b0.2,16,1,0.021885324690037913,,
3-regular,16,9,20262315,24,leak_g0.5_b0.3,16,1,0.07330194400465172,,
3-regular,16,9,20262315,24,leak_g1.0_b0.4,16,1,0.24856053604239325,,
3-regular,16,9,20262315,24,binned_proxy,16,1,0.7058537026612293,0.783384435273793,0.07753073261256371
3-regular,16,9,20262315,24,binned_proxy,16,3,0.7519131219172294,0.8894587393704557,0.13754561745322635
3-regular,16,9,20262315,24,leak_g0.2_b0.2,32,1,0.014415626092081633,,
3-regular,16,9,20262315,24,leak_g0.5_b0.3,32,1,0.05690644667742393,,
3-regular,16,9,20262315,24,leak_g1.0_b0.4,32,1,0.2197677926340334,,
3-regular,16,9,20262315,24,binned_proxy,32,1,0.7200454456487154,0.783384435273793,0.06333898962507756
3-regular,16,9,20262315,24,binned_proxy,32,3,0.7659736640093183,0.8894587393704557,0.1234850753611374
3-regular,16,9,20262315,24,leak_g0.2_b0.2,64,1,0.009861653993865589,,
3-regular,16,9,20262315,24,leak_g0.5_b0.3,64,1,0.04782157507678911,,
3-regular,16,9,20262315,24,leak_g1.0_b0.4,64,1,0.20287559313951598,,
3-regular,16,9,20262315,24,binned_proxy,64,1,0.7200454456487154,0.783384435273793,0.06333898962507756
3-regular,16,9,20262315,24,binned_proxy,64,3,0.7659736640093183,0.8894587393704557,0.1234850753611374
3-regular,16,9,20262315,24,leak_g0.2_b0.2,128,1,0.007193950658517943,,
3-regular,16,9,20262315,24,leak_g0.5_b0.3,128,1,0.04306296417321595,,
3-regular,16,9,20262315,24,leak_g1.0_b0.4,128,1,0.1933003861238638,,
3-regular,16,9,20262315,24,binned_proxy,128,1,0.7259896995502341,0.783384435273793,0.05739473572355891
3-regular,16,9,20262315,24,binned_proxy,128,3,0.7659736640093183,0.8894587393704557,0.1234850753611374
3-regular,16,10,20262316,24,ceiling,0,1,0.7536527666530849,0.7536527666530849,0.0
3-regular,16,10,20262316,24,ceiling,0,3,0.8627614948022219,0.8627614948022219,0.0
3-regular,16,10,20262316,24,leak_g0.2_b0.2,4,1,0.05058046295116203,,
3-regular,16,10,20262316,24,leak_g0.5_b0.3,4,1,0.1367610610037797,,
3-regular,16,10,20262316,24,leak_g1.0_b0.4,4,1,0.3361149617005332,,
3-regular,16,10,20262316,24,binned_proxy,4,1,0.6223317594843674,0.7536527666530849,0.13132100716871753
3-regular,16,10,20262316,24,binned_proxy,4,3,0.6450758525854126,0.8627614948022219,0.2176856422168093
3-regular,16,10,20262316,24,leak_g0.2_b0.2,8,1,0.0316196552571888,,
3-regular,16,10,20262316,24,leak_g0.5_b0.3,8,1,0.09236744842933853,,
3-regular,16,10,20262316,24,leak_g1.0_b0.4,8,1,0.26463593789326667,,
