family,n,instance,seed,m,kind,K,p,value,ceil,regret
3-regular,14,5,20262111,21,binned_proxy,16,3,0.7807894576703277,0.8926520190705652,0.11186256140023754
3-regular,14,5,20262111,21,leak_g0.2_b0.2,32,1,0.010763904104509106,,
3-regular,14,5,20262111,21,leak_g0.5_b0.3,32,1,0.041218794566746465,,
3-regular,14,5,20262111,21,leak_g1.0_b0.4,32,1,0.1663639350299622,,
3-regular,14,5,20262111,21,binned_proxy,32,1,0.7544161246756691,0.7893662061419007,0.034950081466231575
3-regular,14,5,20262111,21,binned_proxy,32,3,0.8092316525644343,0.8926520190705652,0.08342036650613094
3-regular,14,5,20262111,21,leak_g0.2_b0.2,64,1,0.0071069569140800384,,
3-regular,14,5,20262111,21,leak_g0.5_b0.3,64,1,0.035804616589356124,,
3-regular,14,5,20262111,21,leak_g1.0_b0.4,64,1,0.15858642978235438,,
3-regular,14,5,20262111,21,binned_proxy,64,1,0.7544161246756691,0.7893662061419007,0.034950081466231575
3-regular,14,5,20262111,21,binned_proxy,64,3,0.8092316525644343,0.8926520190705652,0.08342036650613094
3-regular,14,5,20262111,21,leak_g0.2_b0.2,128,1,0.005146602918944996,,
3-regular,14,5,20262111,21,leak_g0.5_b0.3,128,1,0.033360472330329356,,
3-regular,14,5,20262111,21,leak_g1.0_b0.4,128,1,0.15465182201950659,,
3-regular,14,5,20262111,21,binned_proxy,128,1,0.7544161246756691,0.7893662061419007,0.034950081466231575
3-regular,14,5,20262111,21,binned_proxy,128,3,0.8092316525644343,0.8926520190705652,0.08342036650613094
3-regular,14,6,20262112,21,ceiling,0,1,0.8128491058608973,0.8128491058608973,0.0
3-regular,14,6,20262112,21,ceiling,0,3,0.8986800768518356,0.8986800768518356,0.0
3-regular,14,6,20262112,21,leak_g0.2_b0.2,4,1,0.04542846439068204,,
3-regular,14,6,20262112,21,leak_g0.5_b0.3,4,1,0.11018285379725408,,
3-regular,14,6,20262112,21,leak_g1.0_b0.4,4,1,0.2546484593838123,,
3-regular,14,6,20262112,21,binned_proxy,4,1,0.7158242773589797,0.8128491058608973,0.09702482850191763
3-regular,14,6,20262112,21,binned_proxy,4,3,0.780721410562122,0.8986800768518356,0.11795866628971363
3-regular,14,6,20262112,21,leak_g0.2_b0.2,8,1,0.027341606851822173,,
3-regular,14,6,20262112,21,leak_g0.5_b0.3,8,1,0.06870346930754972,,
3-regular,14,6,20262112,21,leak_g1.0_b0.4,8,1,0.19188506314471496,,
3-regular,14,6,20262112,21,binned_proxy,8,1,0.767743594847921,0.8128491058608973,0.04510551101297633
3-regular,14,6,20262112,21,binned_proxy,8,3,0.8033162859781898,0.8986800768518356,0.09536379087364577
3-regular,14,6,20262112,21,leak_g0.2_b0.2,16,1,0.016265659178758343,,
3-regular,14,6,20262112,21,leak_g0.5_b0.3,16,1,0.04552681287241788,,
3-regular,14,6,20262112,21,leak_g1.0_b0.4,16,1,0.1599197633855265,,
3-regular,14,6,20262112,21,binned_proxy,16,1,0.7837794267613107,0.8128491058608973,0.029069679099586576
3-regular,14,6,20262112,21,binned_proxy,16,3,0.8119782466353677,0.8986800768518356,0.08670183021646793
3-regular,14,6,20262112,21,leak_g0.2_b0.2,32,1,0.010121867389033309,,
3-regular,14,6,20262112,21,leak_g0.5_b0.3,32,1,0.03498681946023908,,
3-regular,14,6,20262112,21,leak_g1.0_b0.4,32,1,0.14701260559024576,,
3-regular,14,6,20262112,21,binned_proxy,32,1,0.7963783859535957,0.8128491058608973,0.016470719907301645
3-regular,14,6,20262112,21,binned_proxy,32,3,0.8309937169835543,0.8986800768518356,0.06768635986828131
3-regular,14,6,20262112,21,leak_g0.2_b0.2,64,1,0.006693671481858852,,
3-regular,14,6,20262112,21,leak_g0.5_b0.3,64,1,0.030456570399002972,,
3-regular,14,6,20262112,21,leak_g1.0_b0.4,64,1,0.14195286033831844,,
3-regular,14,6,20262112,21,binned_proxy,64,1,0.7963783859535957,0.8128491058608973,0.016470719907301645
3-regular,14,6,20262112,21,binned_proxy,64,3,0.8309937169835543,0.8986800768518356,0.06768635986828131
3-regular,14,6,20262112,21,leak_g0.2_b0.2,128,1,0.004657484972629047,,
3-regular,14,6,20262112,21,leak_g0.5_b0.3,128,1,0.02837034513214715,,
3-regular,14,6,20262112,21,leak_g1.0_b0.4,128,1,0.13926563853968865,,
3-regular,14,6,20262112,21,binned_proxy,128,1,0.7963783859535957,0.8128491058608973,0.016470719907301645
3-regular,14,6,20262112,21,binned_proxy,128,3,0.8309937169835543,0.8986800768518356,0.06768635986828131
3-regular,14,7,20262113,21,ceiling,0,1,0.7571806780948253,0.7571806780948253,0.0
3-regular,14,7,20262113,21,ceiling,0,3,0.8772035041646735,0.8772035041646735,0.0
3-regular,14,7,20262113,21,leak_g0.2_b0.2,4,1,0.04404226582459685,,
3-regular,14,7,20262113,21,leak_g0.5_b0.3,4,1,0.115873552690899,,
3-regular,14,7,20262113,21,leak_g1.0_b0.4,4,1,0.27697669280957704,,
3-regular,14,7,20262113,21,binned_proxy,4,1,0.6280346837604303,0.7571806780948253,0.129145994334395
3-regular,14,7,20262113,21,binned_proxy,4,3,0.689728005389441,0.8772035041646735,0.1874754987752325
3-regular,14,7,20262113,21,leak_g0.2_b0.2,8,1,0.026975918281596525,,
3-regular,14,7,20262113,21,leak_g0.5_b0.3,8,1,0.07564479212255434,,
3-regular,14,7,20262113,21,leak_g1.0_b0.4,8,1,0.21117042395786983,,
3-regular,14,7,20262113,21,binned_proxy,8,1,0.6980850466774714,0.7571806780948253,0.059095631417353855
3-regular,14,7,20262113,21,binned_proxy,8,3,0.7196051479417109,0.8772035041646735,0.1575983562229626
3-regular,14,7,20262113,21,leak_g0.2_b0.2,16,1,0.01663679362845627,,
3-regular,14,7,20262113,21,leak_g0.5_b0.3,16,1,0.05227332113944966,,
3-regular,14,7,20262113,21,leak_g1.0_b0.4,16,1,0.17395748582322426,,
3-regular,14,7,20262113,21,binned_proxy,16,1,0.7094161344278729,0.7571806780948253,0.047764543666952375
3-regular,14,7,20262113,21,binned_proxy,16,3,0.7519100855676335,0.8772035041646735,0.12529341859704002
3-regular,14,7,20262113,21,leak_g0.2_b0.2,32,1,0.010524274211880704,,
3-regular,14,7,20262113,21,leak_g0.5_b0.3,32,1,0.03949666026965812,,
3-regular,14,7,20262113,21,leak_g1.0_b0.4,32,1,0.1540569755269475,,
3-regular,14,7,20262113,21,binned_proxy,32,1,0.7153841668801693,0.7571806780948253,0.041796511214655996
3-regular,14,7,20262113,21,binned_proxy,32,3,0.7679320521078146,0.8772035041646735,0.10927145205685895
3-regular,14,7,20262113,21,leak_g0.2_b0.2,64,1,0.006871527482231659,,
3-regular,14,7,20262113,21,leak_g0.5_b0.3,64,1,0.03317619736313313,,
3-regular,14,7,20262113,21,leak_g1.0_b0.4,64,1,0.14471556522276474,,
3-regular,14,7,20262113,21,binned_proxy,64,1,0.7234493614007104,0.7571806780948253,0.03373131669411489
3-regular,14,7,20262113,21,binned_proxy,64,3,0.7679320521078146,0.8772035041646735,0.10927145205685895
3-regular,14,7,20262113,21,leak_g0.2_b0.2,128,1,0.004900539763989731,,
3-regular,14,7,20262113,21,leak_g0.5_b0.3,128,1,0.030243725888726838,,
3-regular,14,7,20262113,21,leak_g1.0_b0.4,128,1,0.13985999318427916,,
3-regular,14,7,20262113,21,binned_proxy,128,1,0.7234493614007104,0.7571806780948253,0.03373131669411489
3-regular,14,7,20262113,21,binned_proxy,128,3,0.7679320521078146,0.8772035041646735,0.10927145205685895
3-regular,14,8,20262114,21,ceiling,0,1,0.7411555197975688,0.7411555197975688,0.0
3-regular,14,8,20262114,21,ceiling,0,3,0.8573678513683662,0.8573678513683662,0.0
3-regular,14,8,20262114,21,leak_g0.2_b0.2,4,1,0.05941788615632219,,
3-regular,14,8,20262114,21,leak_g0.5_b0.3,4,1,0.16084606815066768,,
3-regular,14,8,20262114,21,leak_g1.0_b0.4,4,1,0.4018606706147381,,
3-regular,14,8,20262114,21,binned_proxy,4,1,0.6204724986676549,0.7411555197975688,0.12068302112991391
3-regular,14,8,20262114,21,binned_proxy,4,3,0.6715700402646811,0.8573678513683662,0.1857978111036851
3-regular,14,8,20262114,21,leak_g0.2_b0.2,8,1,0.03789387960543397,,
3-regular,14,8,20262114,21,leak_g0.5_b0.3,8,1,0.1132679871515335,,
3-regular,14,8,20262114,21,leak_g1.0_b0.4,8,1,0.33616291330551207,,
3-regular,14,8,20262114,21,binned_proxy,8,1,0.676085990291101,0.7411555197975688,0.06506952950646783
3-regular,14,8,20262114,21,binned_proxy,8,3,0.6990889379277734,0.8573678513683662,0.15827891344059286
3-regular,14,8,20262114,21,leak_g0.2_b0.2,16,1,0.02470117885345991,,
3-regular,14,8,20262114,21,leak_g0.5_b0.3,16,1,0.08553921944826741,,
3-regular,14,8,20262114,21,leak_g1.0_b0.4,16,1,0.29702078992906755,,
3-regular,14,8,20262114,21,binned_proxy,16,1,0.676085990291101,0.7411555197975688,0.06506952950646783
3-regular,14,8,20262114,21,binned_proxy,16,3,0.7355520338878729,0.8573678513683662,0.1218158174804933
3-regular,14,8,20262114,21,leak_g0.2_b0.2,32,1,0.016745454652488497,,
3-regular,14,8,20262114,21,leak_g0.5_b0.3,32,1,0.0703636769412801,,
3-regular,14,8,20262114,21,leak_g1.0_b0.4,32,1,0.27499179928955925,,
3-regular,14,8,20262114,21,binned_proxy,32,1,0.6920646536397143,0.7411555197975688,0.04909086615785452
3-regular,14,8,20262114,21,binned_proxy,32,3,0.7499025176690733,0.8573678513683662,0.1074653336992929
3-regular,14,8,20262114,21,leak_g0.2_b0.2,64,1,0.01195401646837474,,
3-regular,14,8,20262114,21,leak_g0.5_b0.3,64,1,0.06181114460260805,,
3-regular,14,8,20262114,21,leak_g1.0_b0.4,64,1,0.26083967338954595,,
3-regular,14,8,20262114,21,binned_proxy,64,1,0.6920646536397143,0.7411555197975688,0.04909086615785452
3-regular,14,8,20262114,21,binned_proxy,64,3,0.7499025176690733,0.8573678513683662,0.1074653336992929
3-regular,14,8,20262114,21,leak_g0.2_b0.2,128,1,0.008948209994437992,,
3-regular,14,8,20262114,21,leak_g0.5_b0.3,128,1,0.05689385652273698,,
3-regular,14,8,20262114,21,leak_g1.0_b0.4,128,1,0.2515664543828222,,
3-regular,14,8,20262114,21,binned_proxy,128,1,0.6920646536397143,0.7411555197975688,0.04909086615785452
3-regular,14,8,20262114,21,binned_proxy,128,3,0.7499025176690733,0.8573678513683662,0.1074653336992929
3-regular,14,9,20262115,21,ceiling,0,1,0.8029796992106238,0.8029796992106238,0.0
3-regular,14,9,20262115,21,ceiling,0,3,0.9088418208326042,0.9088418208326042,0.0
3-regular,14,9,20262115,21,leak_g0.2_b0.2,4,1,0.04967456475494316,,
3-regular,14,9,20262115,21,leak_g0.5_b0.3,4,1,0.13036934489775506,,
3-regular,14,9,20262115,21,leak_g1.0_b0.4,4,1,0.31810009043135445,,
3-regular,14,9,20262115,21,binned_proxy,4,1,0.683419743236681,0.8029796992106238,0.11955995597394287
3-regular,14,9,20262115,21,binned_proxy,4,3,0.7234808149665645,0.9088418208326042,0.18536100586603976
3-regular,14,9,20262115,21,leak_g0.2_b0.2,8,1,0.030267562517858056,,
3-regular,14,9,20262115,21,leak_g0.5_b0.3,8,1,0.08495137343416254,,
3-regular,14,9,20262115,21,leak_g1.0_b0.4,8,1,0.24802009045417453,,
3-regular,14,9,20262115,21,binned_proxy,8,1,0.7491581254417357,0.8029796992106238,0.05382157376888819
3-regular,14,9,20262115,21,binned_proxy,8,3,0.7906641151556852,0.9088418208326042,0.11817770567691899
3-regular,14,9,20262115,21,leak_g0.2_b0.2,16,1,0.01881684073702143,,
3-regular,14,9,20262115,21,leak_g0.5_b0.3,16,1,0.060271167942737194,,
3-regular,14,9,20262115,21,leak_g1.0_b0.4,16,1,0.21163614192782362,,
3-regular,14,9,20262115,21,binned_proxy,16,1,0.7624465193901621,0.8029796992106238,0.040533179820461784
3-regular,14,9,20262115,21,binned_proxy,16,3,0.8041289860276318,0.9088418208326042,0.1047128348049724
3-regular,14,9,20262115,21,leak_g0.2_b0.2,32,1,0.011963342224884365,,
3-regular,14,9,20262115,21,leak_g0.5_b0.3,32,1,0.0474691562739241,,
3-regular,14,9,20262115,21,leak_g1.0_b0.4,32,1,0.1929633580365194,,
3-regular,14,9,20262115,21,binned_proxy,32,1,0.7624465193901621,0.8029796992106238,0.040533179820461784
3-regular,14,9,20262115,21,binned_proxy,32,3,0.8041289860276318,0.9088418208326042,0.1047128348049724
3-regular,14,9,20262115,21,leak_g0.2_b0.2,64,1,0.00798586993617231,,
3-regular,14,9,20262115,21,leak_g0.5_b0.3,64,1,0.04171269607450784,,
3-regular,14,9,20262115,21,leak_g1.0_b0.4,64,1,0.18460946105001022,,
3-regular,14,9,20262115,21,binned_proxy,64,1,0.7676291417086855,0.8029796992106238,0.035350557501938384
3-regular,14,9,20262115,21,binned_proxy,64,3,0.8296642462462954,0.9088418208326042,0.07917757458630881
3-regular,14,9,20262115,21,leak_g0.2_b0.2,128,1,0.005906609569130919,,
3-regular,14,9,20262115,21,leak_g0.5_b0.3,128,1,0.03942211378153277,,
3-regular,14,9,20262115,21,leak_g1.0_b0.4,128,1,0.18103354124379933,,
3-regular,14,9,20262115,21,binned_proxy,128,1,0.7676291417086855,0.8029796992106238,0.035350557501938384
3-regular,14,9,20262115,21,binned_proxy,128,3,0.8359763772524456,0.9088418208326042,0.07286544358015867
3-regular,14,10,20262116,21,ceiling,0,1,0.7670279109919722,0.7670279109919722,0.0
3-regular,14,10,20262116,21,ceiling,0,3,0.8947907655625995,0.8947907655625995,0.0
3-regular,14,10,20262116,21,leak_g0.2_b0.2,4,1,0.051457566568600316,,
3-regular,14,10,20262116,21,leak_g0.5_b0.3,4,1,0.13723269853130424,,
3-regular,14,10,20262116,21,leak_g1.0_b0.4,4,1,0.3376117484574694,,
3-regular,14,10,20262116,21,binned_proxy,4,1,0.6193702346472907,0.7670279109919722,0.14765767634468152
3-regular,14,10,20262116,21,binned_proxy,4,3,0.6719618996542762,0.8947907655625995,0.2228288659083233
3-regular,14,10,20262116,21,leak_g0.2_b0.2,8,1,0.03241145589666429,,
3-regular,14,10,20262116,21,leak_g0.5_b0.3,8,1,0.09333088630301993,,
3-regular,14,10,20262116,21,leak_g1.0_b0.4,8,1,0.26985129740261754,,
