family,n,instance,seed,m,method,p,ar,ceil,regret
3-regular,16,2,20262308,24,universal,3,0.8471162421212078,0.8511598800755487,0.004043637954340817
3-regular,16,3,20262309,24,ceiling,1,0.7882392386193828,0.7882392386193828,0.0
3-regular,16,3,20262309,24,binned_exact,1,0.7337286219267288,0.7882392386193828,0.054510616692654
3-regular,16,3,20262309,24,binned_sampled,1,0.7411849422866623,0.7882392386193828,0.04705429633272051
3-regular,16,3,20262309,24,transfer_1,1,0.7763147055447436,0.7882392386193828,0.011924533074639254
3-regular,16,3,20262309,24,transfer_2,1,0.7845018826394051,0.7882392386193828,0.003737355979977708
3-regular,16,3,20262309,24,transfer_3,1,0.7763147055447436,0.7882392386193828,0.011924533074639254
3-regular,16,3,20262309,24,universal,1,0.7763147055447436,0.7882392386193828,0.011924533074639254
3-regular,16,3,20262309,24,ceiling,3,0.8959267665628224,0.8959267665628224,0.0
3-regular,16,3,20262309,24,binned_exact,3,0.7953803799191936,0.8959267665628224,0.1005463866436288
3-regular,16,3,20262309,24,binned_sampled,3,0.7995122779505935,0.8959267665628224,0.0964144886122289
3-regular,16,3,20262309,24,transfer_1,3,0.886833702680696,0.8959267665628224,0.009093063882126495
3-regular,16,3,20262309,24,transfer_2,3,0.8847603708401908,0.8959267665628224,0.011166395722631672
3-regular,16,3,20262309,24,transfer_3,3,0.8863789214708021,0.8959267665628224,0.009547845092020335
3-regular,16,3,20262309,24,universal,3,0.8898857282813891,0.8959267665628224,0.00604103828143332
3-regular,16,4,20262310,24,ceiling,1,0.7802136843357351,0.7802136843357351,0.0
3-regular,16,4,20262310,24,binned_exact,1,0.7283729686398068,0.7802136843357351,0.0518407156959283
3-regular,16,4,20262310,24,binned_sampled,1,0.7324375396506909,0.7802136843357351,0.04777614468504421
3-regular,16,4,20262310,24,transfer_1,1,0.7802136843357351,0.7802136843357351,0.0
3-regular,16,4,20262310,24,transfer_2,1,0.7542881077982427,0.7802136843357351,0.02592557653749239
3-regular,16,4,20262310,24,transfer_3,1,0.7802136843357351,0.7802136843357351,0.0
3-regular,16,4,20262310,24,universal,1,0.7802136843357351,0.7802136843357351,0.0
3-regular,16,4,20262310,24,ceiling,3,0.8840582180316477,0.8840582180316477,0.0
3-regular,16,4,20262310,24,binned_exact,3,0.7838055873578483,0.8840582180316477,0.10025263067379941
3-regular,16,4,20262310,24,binned_sampled,3,0.7838055873578483,0.8840582180316477,0.10025263067379941
3-regular,16,4,20262310,24,transfer_1,3,0.8837770790045618,0.8840582180316477,0.0002811390270859304
3-regular,16,4,20262310,24,transfer_2,3,0.8738590979141091,0.8840582180316477,0.010199120117538651
3-regular,16,4,20262310,24,transfer_3,3,0.8823515052084765,0.8840582180316477,0.0017067128231712525
3-regular,16,4,20262310,24,universal,3,0.881927448338223,0.8840582180316477,0.002130769693424739
3-regular,16,5,20262311,24,ceiling,1,0.7813266437663475,0.7813266437663475,0.0
3-regular,16,5,20262311,24,binned_exact,1,0.7310027656724893,0.7813266437663475,0.05032387809385819
3-regular,16,5,20262311,24,binned_sampled,1,0.7310027656724893,0.7813266437663475,0.05032387809385819
3-regular,16,5,20262311,24,transfer_1,1,0.7774103580080389,0.7813266437663475,0.003916285758308602
3-regular,16,5,20262311,24,transfer_2,1,0.7751355097337113,0.7813266437663475,0.00619113403263627
3-regular,16,5,20262311,24,transfer_3,1,0.7774103580080389,0.7813266437663475,0.003916285758308602
3-regular,16,5,20262311,24,universal,1,0.7774103580080389,0.7813266437663475,0.003916285758308602
3-regular,16,5,20262311,24,ceiling,3,0.8871515548630383,0.8871515548630383,0.0
3-regular,16,5,20262311,24,binned_exact,3,0.7698175481104189,0.8871515548630383,0.1173340067526194
3-regular,16,5,20262311,24,binned_sampled,3,0.7698175481104189,0.8871515548630383,0.1173340067526194
3-regular,16,5,20262311,24,transfer_1,3,0.8799074326162709,0.8871515548630383,0.007244122246767404
3-regular,16,5,20262311,24,transfer_2,3,0.8828078243669596,0.8871515548630383,0.004343730496078724
3-regular,16,5,20262311,24,transfer_3,3,0.8726417137007075,0.8871515548630383,0.014509841162330783
3-regular,16,5,20262311,24,universal,3,0.8841450519407582,0.8871515548630383,0.0030065029222801076
3-regular,16,6,20262312,24,ceiling,1,0.8084880682129345,0.8084880682129345,0.0
3-regular,16,6,20262312,24,binned_exact,1,0.7613758842553716,0.8084880682129345,0.04711218395756289
3-regular,16,6,20262312,24,binned_sampled,1,0.7613758842553716,0.8084880682129345,0.04711218395756289
3-regular,16,6,20262312,24,transfer_1,1,0.7905041840905198,0.8084880682129345,0.017983884122414695
3-regular,16,6,20262312,24,transfer_2,1,0.8084880682129345,0.8084880682129345,0.0
3-regular,16,6,20262312,24,transfer_3,1,0.7905041840905198,0.8084880682129345,0.017983884122414695
3-regular,16,6,20262312,24,universal,1,0.7905041840905198,0.8084880682129345,0.017983884122414695
3-regular,16,6,20262312,24,ceiling,3,0.9018807146386275,0.9018807146386275,0.0
3-regular,16,6,20262312,24,binned_exact,3,0.8076275417373511,0.9018807146386275,0.09425317290127644
3-regular,16,6,20262312,24,binned_sampled,3,0.8074447608139684,0.9018807146386275,0.09443595382465908
3-regular,16,6,20262312,24,transfer_1,3,0.8713845830884728,0.9018807146386275,0.030496131550154737
3-regular,16,6,20262312,24,transfer_2,3,0.9018807146386275,0.9018807146386275,0.0
3-regular,16,6,20262312,24,transfer_3,3,0.8629430220905547,0.9018807146386275,0.03893769254807278
3-regular,16,6,20262312,24,universal,3,0.8946970561664079,0.9018807146386275,0.007183658472219578
3-regular,16,7,20262313,24,ceiling,1,0.777134834235833,0.777134834235833,0.0
3-regular,16,7,20262313,24,binned_exact,1,0.7190419492882772,0.777134834235833,0.05809288494755571
3-regular,16,7,20262313,24,binned_sampled,1,0.7383956121396368,0.777134834235833,0.03873922209619618
3-regular,16,7,20262313,24,transfer_1,1,0.7500903382015793,0.777134834235833,0.02704449603425363
3-regular,16,7,20262313,24,transfer_2,1,0.7758313779024524,0.777134834235833,0.0013034563333805815
3-regular,16,7,20262313,24,transfer_3,1,0.7500903382015793,0.777134834235833,0.02704449603425363
3-regular,16,7,20262313,24,universal,1,0.7500903382015793,0.777134834235833,0.02704449603425363
3-regular,16,7,20262313,24,ceiling,3,0.8724314412154371,0.8724314412154371,0.0
3-regular,16,7,20262313,24,binned_exact,3,0.764829724824823,0.8724314412154371,0.10760171639061411
3-regular,16,7,20262313,24,binned_sampled,3,0.8257280162512689,0.8724314412154371,0.04670342496416824
3-regular,16,7,20262313,24,transfer_1,3,0.8476558209884034,0.8724314412154371,0.024775620227033723
3-regular,16,7,20262313,24,transfer_2,3,0.8724314412154371,0.8724314412154371,0.0
3-regular,16,7,20262313,24,transfer_3,3,0.8364174460890788,0.8724314412154371,0.03601399512635839
3-regular,16,7,20262313,24,universal,3,0.8646907156561319,0.8724314412154371,0.007740725559305273
3-regular,16,8,20262314,24,ceiling,1,0.7864733735780901,0.7864733735780901,0.0
3-regular,16,8,20262314,24,binned_exact,1,0.7249553393391145,0.7864733735780901,0.061518034238975616
3-regular,16,8,20262314,24,binned_sampled,1,0.7249553393391145,0.7864733735780901,0.061518034238975616
3-regular,16,8,20262314,24,transfer_1,1,0.779264704701591,0.7864733735780901,0.007208668876499069
3-regular,16,8,20262314,24,transfer_2,1,0.7816303761485991,0.7864733735780901,0.004842997429491014
3-regular,16,8,20262314,24,transfer_3,1,0.779264704701591,0.7864733735780901,0.007208668876499069
3-regular,16,8,20262314,24,universal,1,0.779264704701591,0.7864733735780901,0.007208668876499069
3-regular,16,8,20262314,24,ceiling,3,0.89853315804186,0.89853315804186,0.0
3-regular,16,8,20262314,24,binned_exact,3,0.7678040693217013,0.89853315804186,0.13072908872015865
3-regular,16,8,20262314,24,binned_sampled,3,0.7555719288541992,0.89853315804186,0.14296122918766074
3-regular,16,8,20262314,24,transfer_1,3,0.8940413153939475,0.89853315804186,0.0044918426479124696
3-regular,16,8,20262314,24,transfer_2,3,0.8886158080369182,0.89853315804186,0.00991735000494176
3-regular,16,8,20262314,24,transfer_3,3,0.8901712714594033,0.89853315804186,0.008361886582456624
3-regular,16,8,20262314,24,universal,3,0.8947023540181757,0.89853315804186,0.0038308040236842977
3-regular,16,9,20262315,24,ceiling,1,0.783384435273793,0.783384435273793,0.0
3-regular,16,9,20262315,24,binned_exact,1,0.7200454456487154,0.783384435273793,0.06333898962507756
3-regular,16,9,20262315,24,binned_sampled,1,0.7069188616739657,0.783384435273793,0.07646557359982731
3-regular,16,9,20262315,24,transfer_1,1,0.7759476553608968,0.783384435273793,0.007436779912896152
3-regular,16,9,20262315,24,transfer_2,1,0.7760974927075154,0.783384435273793,0.007286942566277599
3-regular,16,9,20262315,24,transfer_3,1,0.7759476553608968,0.783384435273793,0.007436779912896152
3-regular,16,9,20262315,24,universal,1,0.7759476553608968,0.783384435273793,0.007436779912896152
3-regular,16,9,20262315,24,ceiling,3,0.8894587393704557,0.8894587393704557,0.0
3-regular,16,9,20262315,24,binned_exact,3,0.7659736640093183,0.8894587393704557,0.1234850753611374
3-regular,16,9,20262315,24,binned_sampled,3,0.7519131219172294,0.8894587393704557,0.13754561745322635
3-regular,16,9,20262315,24,transfer_1,3,0.8873792512407762,0.8894587393704557,0.0020794881296795076
3-regular,16,9,20262315,24,transfer_2,3,0.8800888538554014,0.8894587393704557,0.009369885515054355
3-regular,16,9,20262315,24,transfer_3,3,0.8877436806971465,0.8894587393704557,0.0017150586733092332
3-regular,16,9,20262315,24,universal,3,0.8894587393704557,0.8894587393704557,0.0
3-regular,16,10,20262316,24,ceiling,1,0.7536527666530849,0.7536527666530849,0.0
3-regular,16,10,20262316,24,binned_exact,1,0.6977402285480417,0.7536527666530849,0.05591253810504315
3-regular,16,10,20262316,24,binned_sampled,1,0.7306838127900075,0.7536527666530849,0.0229689538630774
3-regular,16,10,20262316,24,transfer_1,1,0.7400702718161204,0.7536527666530849,0.013582494836964498
3-regular,16,10,20262316,24,transfer_2,1,0.7510437489099889,0.7536527666530849,0.002609017743095965
3-regular,16,10,20262316,24,transfer_3,1,0.7400702718161204,0.7536527666530849,0.013582494836964498
3-regular,16,10,20262316,24,universal,1,0.7400702718161204,0.7536527666530849,0.013582494836964498
3-regular,16,10,20262316,24,ceiling,3,0.8627614948022219,0.8627614948022219,0.0
3-regular,16,10,20262316,24,binned_exact,3,0.7594547743970791,0.8627614948022219,0.10330672040514277
3-regular,16,10,20262316,24,binned_sampled,3,0.7866286934480233,0.8627614948022219,0.07613280135419853
3-regular,16,10,20262316,24,transfer_1,3,0.8542780557965872,0.8627614948022219,0.008483439005634641
3-regular,16,10,20262316,24,transfer_2,3,0.8532607051253006,0.8627614948022219,0.00950078967692125
3-regular,16,10,20262316,24,transfer_3,3,0.8525613444255106,0.8627614948022219,0.010200150376711292
3-regular,16,10,20262316,24,universal,3,0.8585310783874276,0.8627614948022219,0.004230416414794269
