family,n,instance,seed,m,ceil_p1,ar_emp_p1,ar_paper_p1,sum_leakage_p1,overlap_p1,distance_p1,ceil_p3,ar_emp_p3,ar_paper_p3,sum_leakage_p3,overlap_p3,distance_p3
WS(k=4;b=0.1),12,1,20311812,24,0.8331721967129133,0.8044958445963399,0.8244397381232393,0.1686848702223,0.971545414558086,0.1686848702223,0.907037977168408,0.8515349131016011,0.8531456504422336,0.33989841142456634,0.9386910894261399,0.2835447425874244
WS(k=4;b=0.1),12,2,20311813,24,0.8278056529669657,0.8020101888207586,0.8177312757755394,0.1778047813133157,0.9683854597421233,0.1778047813133157,0.9045926494024725,0.8480465860191969,0.8519405075101728,0.35412613681367644,0.9335102907242513,0.2949987077608752
WS(k=4;b=0.1),12,3,20311814,24,0.8326406581914525,0.8042140817346985,0.8242518139600616,0.17883582140850343,0.9680177489811458,0.17883582140850343,0.9240275534493629,0.8540720974702339,0.8687562225274531,0.36435638381478275,0.9301728894942448,0.301694000510535
WS(k=4;b=0.1),12,4,20311815,24,0.877542022811397,0.8497604393113877,0.8659109846193856,0.16801605598922686,0.9717706049298218,0.16801605598922686,0.9564687492147416,0.8970180048988056,0.8962544198434231,0.34512984362847904,0.9357251319597724,0.29101819862730055
WS(k=4;b=0.1),12,5,20311816,24,0.7860667889673304,0.7603733613671008,0.7763580144401816,0.17078444476635615,0.9708326734258473,0.17078444476635615,0.865869004730382,0.8045009692512908,0.808401525247934,0.3514765723315712,0.934138887422757,0.29392367481109966
WS(k=4;b=0.1),12,6,20311817,24,0.8253460654460295,0.8007648278429302,0.8125230644757043,0.1624118061277479,0.9736224052303195,0.1624118061277479,0.8930330764159867,0.8426438915565923,0.8341982857826556,0.3303987214262787,0.9400575381587325,0.28187689381184267
WS(k=4;b=0.1),12,7,20311818,24,0.8732466506507424,0.847429210543996,0.8603324606224046,0.16218654692186452,0.973695523997563,0.16218654692186452,0.9450415198949609,0.8919730163815534,0.8847828374031972,0.3318161062393867,0.9404475334287181,0.2803433391587857
WS(k=4;b=0.1),12,8,20311819,24,0.836550476684804,0.8063729144863325,0.8293086694359594,0.17926528838137573,0.9678639563815409,0.17926528838137573,0.9238609151749372,0.8571932164994522,0.872185458629566,0.3657420950433665,0.9295338037039408,0.303316062908953
WS(k=4;b=0.1),12,9,20311820,24,0.7892591247663815,0.7622395733491129,0.7806570774673891,0.1711068538800648,0.9707224445552637,0.1711068538800648,0.8715135147241828,0.8076055230418459,0.8144553235329345,0.3507544147979493,0.9346637520085058,0.2924686884812895
WS(k=4;b=0.1),12,10,20311821,24,0.8736044482649606,0.8476170890658871,0.8605733644372594,0.16193875441721645,0.9737758398177991,0.16193875441721645,0.9433661283087801,0.89257850536346,0.8835330826866867,0.3236713311328493,0.943398423638568,0.27327666210745727
