family,n,instance,seed,m,ceil_p1,ar_paper_raw_p1,ar_paper_strict_p1,ar_paper_loose_p1,frac_sane_p1,ceil_p3,ar_paper_raw_p3,ar_paper_strict_p3,ar_paper_loose_p3,frac_sane_p3
BA(k=2),12,21,20291832,20,0.7622267628283369,0.75288439079086,0.4965200237944311,0.5890630765465706,0.12625,0.8598905634617011,0.8279633134579667,0.581350634990823,0.581350634990823,0.0
BA(k=2),12,22,20291833,20,0.7519484817209043,0.7401099206001608,0.48506440655954675,0.5809941957046942,0.12625,0.857969608470094,0.8166935333421024,0.5795817323441945,0.5795817323441945,0.0
BA(k=2),12,23,20291834,20,0.811596297226683,0.8008192205412807,0.5199114585021454,0.617679919670495,0.12625,0.9068605498086333,0.8720717839056012,0.6175067675374852,0.6175067675374852,0.0
BA(k=2),12,24,20291835,20,0.7553654872108355,0.7426797875089207,0.49452135355474713,0.587563579672595,0.12625,0.8680697672471341,0.8171257167662924,0.5793946879946706,0.5793946879946706,0.0
BA(k=2),12,25,20291836,20,0.7721593617245346,0.763769600188326,0.49966532076116765,0.5889870540706806,0.12625,0.8798390544219682,0.8398768042972418,0.5822392932602286,0.5822392932602286,0.0
BA(k=2),12,26,20291837,20,0.7793930874198348,0.761497112211085,0.5063200614588901,0.6122727829712935,0.12625,0.8629393471241849,0.8296925135812644,0.6130055901226485,0.6130055901226485,0.0
BA(k=2),12,27,20291838,20,0.7352037999679837,0.7287974608147507,0.477128731686556,0.5586966518769471,0.12625,0.8654134471005803,0.80607854719884,0.5507321833148588,0.5507321833148588,0.0
BA(k=2),12,28,20291839,20,0.7542825929686673,0.7448499463479379,0.5025179334233497,0.5925756175957114,0.12625,0.8971605352103164,0.8400832941863496,0.5807861520480576,0.5807861520480576,0.0
BA(k=2),12,29,20291840,20,0.8367603462373261,0.820656691865863,0.5478891571869032,0.6574357050755621,0.12625,0.9353445963803632,0.9019066482275045,0.6550830183606178,0.6550830183606178,0.0
BA(k=2),12,30,20291841,20,0.8078381247560663,0.7941272580033818,0.5075882721470448,0.6108529246313751,0.12625,0.9098199758142005,0.8614791160043347,0.6162460911666112,0.6162460911666112,0.0
BA(k=2),14,1,20292012,24,0.7747305186379442,0.7652112810258966,0.5654921696108053,0.5233039699639725,0.025625,0.8785644109031022,0.8456650026308962,0.5928622103651812,0.5928622103651812,0.0
BA(k=2),14,2,20292013,24,0.7608006473475826,0.7522500642968238,0.5587107658299443,0.5135279345042264,0.025625,0.8682620925069404,0.8310948986881165,0.592788791131647,0.592788791131647,0.0
BA(k=2),14,3,20292014,24,0.8037161609632646,0.7896182923990248,0.5899886430101315,0.54000598893266,0.025625,0.8908102778347229,0.8630345736409428,0.6215172936452081,0.6215172936452081,0.0
BA(k=2),14,4,20292015,24,0.803382790245896,0.7889617552474042,0.5905561234614218,0.5367058903694834,0.025625,0.8952901164280254,0.867004289903818,0.6215209207255188,0.6215209207255188,0.0
BA(k=2),14,5,20292016,24,0.8171842408704838,0.8074814152591874,0.6011111164359795,0.5551137279388677,0.025625,0.9167197022997023,0.8863110280098799,0.6241158794562286,0.6241158794562286,0.0
BA(k=2),14,6,20292017,24,0.7346726044632894,0.7245652803247954,0.5426334747946664,0.500931113322166,0.025625,0.8395050611495798,0.7993196138684604,0.563841998493855,0.563841998493855,0.0
BA(k=2),14,7,20292018,24,0.7736946140125314,0.7636494674386263,0.5709829150142314,0.5274932315304679,0.025625,0.8803026778236427,0.8477234250652902,0.5922573531119181,0.5922573531119181,0.0
BA(k=2),14,8,20292019,24,0.8029072184448939,0.7880733421390486,0.5974335987951073,0.5469188518693587,0.025625,0.8933694382408652,0.8658818082036405,0.6214056162165554,0.6214056162165554,0.0
BA(k=2),14,9,20292020,24,0.7761514958852171,0.7671207864378495,0.5713150457112119,0.528339617475941,0.025625,0.8669933378604263,0.8410577176124375,0.5929933540759237,0.5929933540759237,0.0
BA(k=2),14,10,20292021,24,0.7998865891148171,0.7867623544327329,0.5907191553603786,0.5422741783339946,0.025625,0.8916383925551862,0.8644748015428547,0.6218605603216454,0.6218605603216454,0.0
BA(k=2),14,11,20292022,24,0.8264984607682229,0.8097748249105619,0.6171614196226494,0.5665174523163827,0.025625,0.9039716912551581,0.8839764438840911,0.6541152359140128,0.6541152359140128,0.0
BA(k=2),14,12,20292023,24,0.804459694810998,0.7936164349822613,0.595299249051036,0.5459944496123385,0.025625,0.9065919191113139,0.8770225347915297,0.6228725220447365,0.6228725220447365,0.0
BA(k=2),14,13,20292024,24,0.7732959154497683,0.7625762429723366,0.5674914111024723,0.5228139995774714,0.025625,0.867453022745672,0.8380820937982044,0.5920196831720573,0.5920196831720573,0.0
BA(k=2),14,14,20292025,24,0.7538717951127663,0.7418540707450418,0.5626095473010011,0.5182591400016152,0.025625,0.8462425282461901,0.8211539459918396,0.5903035634619922,0.5903035634619922,0.0
BA(k=2),14,15,20292026,24,0.8152672176576377,0.805160001505875,0.5995712356742561,0.5544842657395037,0.025625,0.9173164959907222,0.8874071468003313,0.624043685679197,0.624043685679197,0.0
BA(k=2),14,16,20292027,24,0.7675666758051973,0.7570356900891284,0.5679009172904905,0.5230781421137106,0.025625,0.8699091039888817,0.8385116098366343,0.591655054927215,0.591655054927215,0.0
BA(k=2),14,17,20292028,24,0.8122401701319927,0.8006631306656523,0.5996893790622169,0.5502742647334073,0.025625,0.9099436970017245,0.8819510546451458,0.6231354358928063,0.6231354358928063,0.0
BA(k=2),14,18,20292029,24,0.7637744494571201,0.7510378117134389,0.5589146918452432,0.5106920741468999,0.025625,0.8482252235756331,0.8215666713236477,0.5905956310772122,0.5905956310772122,0.0
BA(k=2),14,19,20292030,24,0.7377497770660274,0.7285047179360359,0.5446005368574589,0.5032954199193929,0.025625,0.848222483367736,0.8077743892042308,0.5645348230372857,0.5645348230372857,0.0
BA(k=2),14,20,20292031,24,0.8031633343775224,0.7893213524311482,0.5942229762584714,0.5431305902383571,0.025625,0.8948571502859783,0.8672196682026939,0.621598981594872,0.621598981594872,0.0
BA(k=2),14,21,20292032,24,0.7674867618727571,0.7564692558006262,0.5633852891971094,0.5172890596618902,0.025625,0.875384380134982,0.8359133810963162,0.5914664987487203,0.5914664987487203,0.0
BA(k=2),14,22,20292033,24,0.8268003892860533,0.8195595285643912,0.602969502392838,0.5599447879848514,0.025625,0.9293893042854061,0.89798345794818,0.6257212086230249,0.6257212086230249,0.0
BA(k=2),14,23,20292034,24,0.7693310198885974,0.7584836618201568,0.5595155532405072,0.5126248020018734,0.025625,0.8646710684793295,0.8355620196739277,0.5921006492194494,0.5921006492194494,0.0
BA(k=2),14,24,20292035,24,0.7771184143023839,0.7685029631701648,0.5659252449142004,0.522164482430951,0.025625,0.8831411777056315,0.8483864488137751,0.5935856676351697,0.5935856676351697,0.0
BA(k=2),14,25,20292036,24,0.80947260932223,0.7971434309468527,0.5923587688089932,0.5411504275741076,0.025625,0.9063247857816459,0.8731262599610958,0.6230893507886335,0.6230893507886335,0.0
BA(k=2),14,26,20292037,24,0.7408670558833345,0.7343236603519453,0.5430973138823283,0.5068404905825867,0.025625,0.8662146521881983,0.8225018944923439,0.5657684939074609,0.5657684939074609,0.0
BA(k=2),14,27,20292038,24,0.8153525918696446,0.8039845024635068,0.6025846719491172,0.5563947572446043,0.025625,0.9090279928270996,0.8812952166717118,0.6231505642765816,0.6231505642765816,0.0
BA(k=2),14,28,20292039,24,0.7998573452291534,0.7869790819108904,0.5929614136272395,0.5436598453656238,0.025625,0.8935035882911374,0.8653189886323646,0.621876537826538,0.621876537826538,0.0
BA(k=2),14,29,20292040,24,0.7991613943767994,0.787683958138628,0.5939456827158915,0.547597729646037,0.025625,0.8939187741781134,0.8697534036598554,0.6221291772457341,0.6221291772457341,0.0
BA(k=2),14,30,20292041,24,0.7903683359183203,0.7745785544632076,0.5917646402906885,0.5409594687715057,0.025625,0.8722398861236281,0.8468784168556128,0.6202055785607614,0.6202055785607614,0.0
BA(k=4),12,1,20301812,32,0.7588818141540582,0.747865628259394,0.734069677775492,0.747865628259394,0.89125,0.8545147765384286,0.764416837895989,0.7729197619930597,0.846553531747557,0.4931640625
BA(k=4),12,2,20301813,32,0.7802359456218012,0.7703993303707275,0.7504449969921317,0.7703993303707275,0.89125,0.8773474476415123,0.7879017366599405,0.7876273862249997,0.8679103412340495,0.4931640625
BA(k=4),12,3,20301814,32,0.7847954704926309,0.7741312946069728,0.7564064605914357,0.7741312946069728,0.89125,0.8703278910867646,0.784379869472127,0.8011268564906153,0.8536405273460871,0.4931640625
BA(k=4),12,4,20301815,32,0.790761494214342,0.7798861939273575,0.766343858409031,0.7798861939273575,0.89125,0.8914248948242672,0.8075627984113666,0.8014238769153987,0.881996202158029,0.4931640625
BA(k=4),12,5,20301816,32,0.7978343215294698,0.785344577917841,0.7751098718867148,0.785344577917841,0.89125,0.897432346184834,0.8085697740003126,0.8127749033856165,0.890560529371483,0.4931640625
BA(k=4),12,6,20301817,32,0.7846015330589692,0.7740693924183173,0.7557995284112105,0.7740693924183173,0.89125,0.8691116521306506,0.784739326356784,0.7967057953255606,0.8543745395276184,0.4931640625
BA(k=4),12,7,20301818,32,0.7919103693167523,0.7803506484892891,0.7676058155933289,0.7803506484892891,0.89125,0.8963436911678319,0.8045640591881499,0.8115206147193216,0.8877383757447573,0.4931640625
BA(k=4),12,8,20301819,32,0.817060732386073,0.8061001297757657,0.7862497514226886,0.8061001297757657,0.89125,0.9046805075370947,0.8181252538327207,0.8263698980215801,0.8859276215192456,0.4931640625
BA(k=4),12,9,20301820,32,0.7830831049152849,0.7725026768821964,0.7529649472498091,0.7725026768821964,0.89125,0.8638693872603794,0.7805321367089647,0.7950916069686076,0.8460242854418826,0.4931640625
BA(k=4),12,10,20301821,32,0.7951701850644882,0.7832697348595782,0.771910859148023,0.7832697348595782,0.89125,0.8847307314350695,0.8032629439856954,0.8095980702278037,0.8677530108342421,0.4931640625
BA(k=4),12,11,20301822,32,0.8130093365798857,0.8024339808950047,0.7797736748068742,0.8024339808950047,0.89125,0.8958741355749898,0.8103423871042387,0.8133117433307394,0.8739527989130612,0.4931640625
BA(k=4),12,12,20301823,32,0.7921893411033544,0.7805037026279832,0.7667997429352034,0.7805037026279832,0.89125,0.876708111533885,0.7944419031237892,0.8092227406399545,0.860685074769559,0.4931640625
BA(k=4),12,13,20301824,32,0.8514040541966298,0.8393756775870455,0.8138859928714569,0.8393756775870455,0.89125,0.911271328513163,0.8271806636084809,0.8500954314221741,0.8749244088834561,0.4931640625
BA(k=4),12,14,20301825,32,0.8515611527532033,0.840487874518552,0.8153120223910988,0.840487874518552,0.89125,0.923810563155903,0.8379415210636594,0.851317561411524,0.8870444720355121,0.4931640625
BA(k=4),12,15,20301826,32,0.8151212447103448,0.8043697116207223,0.7830832639244406,0.8043697116207223,0.89125,0.9052002474972135,0.8168677662593925,0.8234952185567572,0.8906371081050517,0.4931640625
BA(k=4),12,16,20301827,32,0.8511128909850038,0.8403113626724469,0.8170286521301904,0.8403113626724469,0.89125,0.9369259919547843,0.8506674826854234,0.8511050504820097,0.9129082813043542,0.4931640625
BA(k=4),12,17,20301828,32,0.853465023563709,0.8413773647414948,0.8195918850433676,0.8413773647414948,0.89125,0.9327993490687728,0.8455904198522938,0.8608276989962238,0.9016547707855075,0.4931640625
BA(k=4),12,18,20301829,32,0.8149149964818,0.8042927059809454,0.7826686084701925,0.8042927059809454,0.89125,0.9047880003518839,0.8157357526698672,0.826643857643348,0.8833276149950965,0.4931640625
BA(k=4),12,19,20301830,32,0.7959200420459484,0.783629999183348,0.774098682497724,0.783629999183348,0.89125,0.9106677723980963,0.8177348144500088,0.8161825993112073,0.904657489754849,0.4931640625
BA(k=4),12,20,20301831,32,0.8188849294332706,0.8077144221915159,0.7885804698205962,0.8077144221915159,0.89125,0.8921701602699749,0.8133478832350348,0.8230566452565083,0.8611004095187486,0.4931640625
BA(k=4),12,21,20301832,32,0.8467913089531358,0.8355190629155693,0.8084340348359432,0.8355190629155693,0.89125,0.9198775001165148,0.8322355396174976,0.8470791123127597,0.8894468038915143,0.4931640625
BA(k=4),12,22,20301833,32,0.7851979485009544,0.7751860722126439,0.757994313452795,0.7751860722126439,0.89125,0.8887653282017344,0.7963259133673519,0.7998500825658423,0.8791596664068851,0.4931640625
BA(k=4),12,23,20301834,32,0.8154042129951499,0.804379182825423,0.7833123852803171,0.804379182825423,0.89125,0.8920262303131269,0.8090387145643262,0.8193661733326636,0.8585645320148845,0.4931640625
BA(k=4),12,24,20301835,32,0.8220716977966325,0.8109807600286081,0.7917385266648576,0.8109807600286081,0.89125,0.905046033339948,0.8166531843922695,0.8360305586748017,0.8889809644314974,0.4931640625
BA(k=4),12,25,20301836,32,0.8215977841271276,0.810701970771882,0.7923519404949417,0.810701970771882,0.89125,0.8959133657500336,0.8149870536805288,0.8240347889272641,0.8674505933532385,0.4931640625
BA(k=4),12,26,20301837,32,0.8189005091883608,0.8077276020941112,0.7875101888008824,0.8077276020941112,0.89125,0.8953631635287495,0.810452611589439,0.8267494288046586,0.8671146783680292,0.4931640625
BA(k=4),12,27,20301838,32,0.8131873059919086,0.8025224839543307,0.778848729140078,0.8025224839543307,0.89125,0.8942978795782274,0.8058538713593691,0.8210785554419759,0.8705638567656623,0.4931640625
BA(k=4),12,28,20301839,32,0.8095218671737486,0.7990526390365763,0.7742342726913228,0.7990526390365763,0.89125,0.8903172330338565,0.805446336407659,0.8083498167482865,0.8679970871846843,0.4931640625
BA(k=4),12,29,20301840,32,0.8311334738646302,0.8180867723747742,0.8061618113313888,0.8180867723747742,0.89125,0.9201775415803498,0.8353331193809904,0.8491138951029417,0.9063054507506452,0.4931640625
BA(k=4),12,30,20301841,32,0.7640125544458456,0.7523545070566016,0.7414169506642316,0.7523545070566016,0.89125,0.8598898275863108,0.7749002580294493,0.781480727539313,0.8499975137784602,0.4931640625
BA(k=4),14,1,20302012,40,0.8408245738361163,0.8276605622144115,0.7240960986567403,0.7945194834897702,0.5375,0.9296976745738644,0.8612522737664141,0.7073742179907975,0.6794498460469729,0.020263671875
BA(k=4),14,2,20302013,40,0.8114102791842809,0.7991129700872819,0.7037177809563325,0.76837623839007,0.5375,0.8982918641447273,0.8363128305106615,0.676717521380135,0.6476093048986731,0.020263671875
BA(k=4),14,3,20302014,40,0.8066305944403441,0.7928292239104394,0.6994267306522851,0.7665715992925615,0.5375,0.888980016138774,0.826084506574862,0.6844284512566268,0.6431962500013151,0.020263671875
BA(k=4),14,4,20302015,40,0.8370296059342613,0.8234248567198227,0.7221585037546758,0.7922657612345052,0.5375,0.922880896834707,0.8583188235553428,0.7047557994850818,0.6690370611148656,0.020263671875
BA(k=4),14,5,20302016,40,0.8372756327720092,0.8233624697989477,0.7207157308094553,0.7913709734287642,0.5375,0.9204886247277783,0.853079413690949,0.7009555113335697,0.6645377532902755,0.020263671875
BA(k=4),14,6,20302017,40,0.801958063263584,0.7941787756279074,0.700303754752211,0.760976975886818,0.5375,0.901342162886445,0.8394185419517506,0.666154545391408,0.6431673969902365,0.020263671875
BA(k=4),14,7,20302018,40,0.8319349924640519,0.8162685267819823,0.7155121829467975,0.7852943839131826,0.5375,0.9178620394213123,0.8513511096390207,0.7049591023983391,0.6744137027048372,0.020263671875
BA(k=4),14,8,20302019,40,0.830593175600009,0.8133598521986342,0.704143518813332,0.7784102160137033,0.5375,0.9080447566508669,0.8387785103534784,0.699434999553724,0.6684798426417741,0.020263671875
BA(k=4),14,9,20302020,40,0.7802197921509247,0.7672182831075841,0.6753484829684387,0.7407848602525445,0.5375,0.8691848292374423,0.8026122925203926,0.6664227616301841,0.6464565206187937,0.020263671875
BA(k=4),14,10,20302021,40,0.7891657204400447,0.7783992721085408,0.6824478845986047,0.7461590776089599,0.5375,0.8886648839082347,0.8218626143281818,0.6621518840268517,0.6407897345077205,0.020263671875
BA(k=4),14,11,20302022,40,0.8375632411452322,0.8238670241989299,0.7246423540797041,0.7945322060421428,0.5375,0.9200556677787928,0.8542504580534436,0.7049113687051464,0.6679321472692777,0.020263671875
BA(k=4),14,12,20302023,40,0.8103730529096428,0.7975937285106602,0.7012898339569091,0.7685539750447862,0.5375,0.8973427633839643,0.8360995193890328,0.6877923023720973,0.6561640283546031,0.020263671875
BA(k=4),14,13,20302024,40,0.8473468234631805,0.8352312825047868,0.7297994745649997,0.8010620365006293,0.5375,0.9251269217717498,0.8570094393936741,0.7052784761032448,0.6522593777078705,0.020263671875
BA(k=4),14,14,20302025,40,0.8161604502067575,0.8043193795701196,0.7017244570772732,0.7706629676493656,0.5375,0.9031265360264152,0.8361099105170158,0.6840904106099546,0.6534563680866019,0.020263671875
BA(k=4),14,15,20302026,40,0.8092275493787602,0.7958974621516562,0.6992023444345885,0.7672539919018443,0.5375,0.8953955317366558,0.8289496679736552,0.686189365400087,0.6570863111299041,0.020263671875
BA(k=4),14,16,20302027,40,0.8364112856817403,0.8223651577003253,0.7219478681587014,0.7921499288410304,0.5375,0.9172327434420582,0.8516281532378189,0.7087204148725469,0.6693391274063958,0.020263671875
BA(k=4),14,17,20302028,40,0.7868895139554676,0.7761120427207014,0.6811219636390379,0.7432615485917391,0.5375,0.8840354715296852,0.8194715383839508,0.6609039731884683,0.6459219395372516,0.020263671875
BA(k=4),14,18,20302029,40,0.8129812127061646,0.8010941001649694,0.7016316850655075,0.7681317933628387,0.5375,0.9130642846015758,0.8418380221458565,0.6839744730720863,0.6650389076010407,0.020263671875
BA(k=4),14,19,20302030,40,0.8377071284887777,0.8234150070834965,0.7151324094721198,0.7894801874669576,0.5375,0.9199647663386635,0.8497470388330812,0.7093724410056471,0.6683526175562099,0.020263671875
BA(k=4),14,20,20302031,40,0.7913300730146012,0.7808562736684986,0.6861347890929089,0.7497774537587032,0.5375,0.8810128318513328,0.817254282524024,0.6616980191251716,0.6434508794034326,0.020263671875
BA(k=4),14,21,20302032,40,0.8235934363100157,0.8138414275475568,0.7154904713320221,0.7808010320862357,0.5375,0.918682654478778,0.8527875142968069,0.6879275585737411,0.6613774670928182,0.020263671875
BA(k=4),14,22,20302033,40,0.7764191281883494,0.7625581089452651,0.6697388811838736,0.7339870322590838,0.5375,0.8613543189388466,0.799335773684498,0.6566492384787099,0.6431538004928121,0.020263671875
BA(k=4),14,23,20302034,40,0.8121833297721119,0.7998604996310301,0.7041313029198845,0.7703180503906831,0.5375,0.900787166335933,0.8392486529815306,0.6840520319644495,0.6555965594338109,0.020263671875
BA(k=4),14,24,20302035,40,0.8148116583454231,0.8025099722445048,0.7004359527905791,0.7695017198822937,0.5375,0.9030041177508772,0.8328061440791249,0.6899247369318806,0.6586042600271875,0.020263671875
BA(k=4),14,25,20302036,40,0.7596960433088001,0.7481402693499889,0.6605433307493145,0.7221736950021244,0.5375,0.863483094831872,0.7921610464007331,0.6448112935743469,0.626561327796291,0.020263671875
BA(k=4),14,26,20302037,40,0.8397536482824935,0.8267365061876052,0.7263864073271986,0.7959082294338771,0.5375,0.9247169707682611,0.859857108527366,0.711901852546695,0.6708487916931174,0.020263671875
BA(k=4),14,27,20302038,40,0.8169626008620497,0.8055326131799053,0.7059822288146677,0.7732577307159019,0.5375,0.8985552549508117,0.8334453088795732,0.6855274315169607,0.6484838709969111,0.020263671875
BA(k=4),14,28,20302039,40,0.7853670561984845,0.7739229619197668,0.6836869913605682,0.746160342723294,0.5375,0.8807929737295245,0.8150185709955913,0.665105813079478,0.6472879368323762,0.020263671875
BA(k=4),14,29,20302040,40,0.8479061487106987,0.8362096252424479,0.7297001824592745,0.8008370517838209,0.5375,0.9236486228063071,0.8581574585773082,0.7073813253067159,0.6512415700844552,0.020263671875
BA(k=4),14,30,20302041,40,0.8325964018784902,0.81735475070783,0.7171040693084579,0.7866827670061662,0.5375,0.9176202031499388,0.8512464124973995,0.7052836251986171,0.6754029482272647,0.020263671875
WS(k=4;b=0.1),12,1,20311812,24,0.8331721967129133,0.8244397381232393,0.6881555023086162,0.6950382669084514,0.276875,0.907037977168408,0.8531456504422336,0.6426755954434379,0.6426755954434379,0.0
WS(k=4;b=0.1),12,2,20311813,24,0.8278056529669657,0.8177312757755394,0.6808976421836136,0.6869034859816596,0.276875,0.9045926494024725,0.8519405075101728,0.6416604452526764,0.6416604452526764,0.0
WS(k=4;b=0.1),12,3,20311814,24,0.8326406581914525,0.8242518139600616,0.6866482236038071,0.693811620709114,0.276875,0.9240275534493629,0.8687562225274531,0.643320698278864,0.643320698278864,0.0
WS(k=4;b=0.1),12,4,20311815,24,0.877542022811397,0.8659109846193856,0.7231316529575603,0.7279918057882983,0.276875,0.9564687492147416,0.8962544198434231,0.6774609483101989,0.6774609483101989,0.0
WS(k=4;b=0.1),12,5,20311816,24,0.7860667889673304,0.7763580144401816,0.647150425814973,0.6536747506809025,0.276875,0.865869004730382,0.808401525247934,0.6068083069829443,0.6068083069829443,0.0
WS(k=4;b=0.1),12,6,20311817,24,0.8253460654460295,0.8125230644757043,0.6809219525690627,0.6843085260795024,0.276875,0.8930330764159867,0.8341982857826556,0.6373880473794752,0.6373880473794752,0.0
WS(k=4;b=0.1),12,7,20311818,24,0.8732466506507424,0.8603324606224046,0.7235388131772309,0.7280996376982098,0.276875,0.9450415198949609,0.8847828374031972,0.6753158555718248,0.6753158555718248,0.0
WS(k=4;b=0.1),12,8,20311819,24,0.836550476684804,0.8293086694359594,0.6880585115704281,0.6955696618874865,0.276875,0.9238609151749372,0.872185458629566,0.6450951890917133,0.6450951890917133,0.0
WS(k=4;b=0.1),12,9,20311820,24,0.7892591247663815,0.7806570774673891,0.6499163291701219,0.6558919307897225,0.276875,0.8715135147241828,0.8144553235329345,0.6086092387071353,0.6086092387071353,0.0
WS(k=4;b=0.1),12,10,20311821,24,0.8736044482649606,0.8605733644372594,0.7173170867849222,0.7224191866711192,0.276875,0.9433661283087801,0.8835330826866867,0.6755694691931879,0.6755694691931879,0.0
WS(k=4;b=0.1),12,11,20311822,24,0.8257488187061506,0.8140003322810688,0.6822331614554086,0.6873839603365696,0.276875,0.8960245327081441,0.8391408360948892,0.6384074770707218,0.6384074770707218,0.0
WS(k=4;b=0.1),12,12,20311823,24,0.8333311913899046,0.8240315925040632,0.6846721131568823,0.6906852658279219,0.276875,0.9191186724523798,0.8643808126964216,0.6426833206336419,0.6426833206336419,0.0
WS(k=4;b=0.1),12,13,20311824,24,0.835457512449292,0.8284408369631712,0.6927394224423085,0.7001374398334083,0.276875,0.9388967482368393,0.8799817400085178,0.645229825202161,0.645229825202161,0.0
WS(k=4;b=0.1),12,14,20311825,24,0.8373237543618424,0.8297858565182425,0.6865471934507918,0.6938736357021315,0.276875,0.932053418407252,0.8736647920589993,0.644543700870994,0.644543700870994,0.0
WS(k=4;b=0.1),12,15,20311826,24,0.7892591247663816,0.780657077467389,0.6499163291701219,0.6558919307897226,0.276875,0.8678591148644615,0.8163908741306425,0.6088395675734531,0.6088395675734531,0.0
WS(k=4;b=0.1),12,16,20311827,24,0.7890839588375899,0.7807064973898883,0.6520975764889755,0.6584573054922171,0.276875,0.8662717068630809,0.8145767161428485,0.608543745631013,0.608543745631013,0.0
WS(k=4;b=0.1),12,17,20311828,24,0.8253460654460295,0.8125230644757043,0.6809219525690627,0.6843085260795024,0.276875,0.8930330764159867,0.8341982857826556,0.6373880473794752,0.6373880473794752,0.0
WS(k=4;b=0.1),12,18,20311829,24,0.7930602349979538,0.7861354110524073,0.6521435494919781,0.6594159185454282,0.276875,0.8743205014262327,0.8215408090222865,0.6106299676225436,0.6106299676225436,0.0
WS(k=4;b=0.1),12,19,20311830,24,0.8253460654460295,0.8125230644757043,0.6809219525690627,0.6843085260795024,0.276875,0.8930330764159867,0.8341982857826556,0.6373880473794752,0.6373880473794752,0.0
WS(k=4;b=0.1),12,20,20311831,24,0.8331068539200693,0.8240269151044664,0.6860227919017954,0.6923303713891517,0.276875,0.9143665478970573,0.8595329077969063,0.6424459027460668,0.6424459027460668,0.0
WS(k=4;b=0.1),12,21,20311832,24,0.837099416892007,0.8297811791186458,0.6878978721957052,0.6955187412633617,0.276875,0.9250496562758256,0.8688397065391751,0.6445201218613309,0.6445201218613309,0.0
WS(k=4;b=0.1),12,22,20311833,24,0.7928601245832495,0.7864507568984362,0.6510804738748163,0.6597641131391027,0.276875,0.9039700110755766,0.8390661719219232,0.6114718149775344,0.6114718149775344,0.0
WS(k=4;b=0.1),12,23,20311834,24,0.8251217279761942,0.8125183870761075,0.6822726313139759,0.6859536316407322,0.276875,0.8940048225806474,0.8350976978645047,0.6374912713262537,0.6374912713262537,0.0
WS(k=4;b=0.1),12,24,20311835,24,0.8363791395818367,0.8296398840001757,0.6905342276119253,0.6985941755204286,0.276875,0.9188730827667434,0.8669925273824789,0.6454453769287564,0.6454453769287564,0.0
WS(k=4;b=0.1),12,25,20311836,24,0.8354881353999213,0.82867437610204,0.6893008237623176,0.6967852137179311,0.276875,0.9158986887439919,0.865267542654169,0.6461948327151407,0.6461948327151407,0.0
WS(k=4;b=0.1),12,26,20311837,24,0.7572669803000611,0.752401668168568,0.6233269871167636,0.6319908892128809,0.276875,0.858620633960453,0.8027336244490823,0.5830292013760825,0.5830292013760825,0.0
WS(k=4;b=0.1),12,27,20311838,24,0.7968655557998736,0.7915598934942556,0.6534691128848983,0.6619330526566463,0.276875,0.8875575525434002,0.8344667902019061,0.6131471955155194,0.6131471955155194,0.0
WS(k=4;b=0.1),12,28,20311839,24,0.8285627997244269,0.8177964647661651,0.6836741654132559,0.6886615271600318,0.276875,0.9066353457788944,0.8504401531333126,0.6404318751145106,0.6404318751145106,0.0
WS(k=4;b=0.1),12,29,20311840,24,0.8005361879630678,0.7961760394707829,0.6569666543233667,0.6665603752393917,0.276875,0.8982201926927593,0.8492235027631179,0.616016056359741,0.616016056359741,0.0
WS(k=4;b=0.1),12,30,20311841,24,0.8373237543618424,0.8297858565182425,0.6865471934507918,0.6938736357021316,0.276875,0.9298806315929826,0.8711604819108378,0.6443403701105902,0.6443403701105902,0.0
WS(k=4;b=0.1),14,1,20312012,28,0.8385705101837899,0.8214836022796554,0.6621490627611388,0.6324670020189307,0.111875,0.926998277459826,0.8757458220848116,0.6638937847246098,0.6638937847246098,0.0
WS(k=4;b=0.1),14,2,20312013,28,0.8000631774775816,0.7826587055879127,0.6293318339261571,0.5986257114666732,0.111875,0.8981315911890886,0.8381653584803366,0.6337154186482756,0.6337154186482756,0.0
WS(k=4;b=0.1),14,3,20312014,28,0.8694595142796306,0.843284568098835,0.6874350016302713,0.6483088701561753,0.111875,0.9351560524287574,0.8799237036834808,0.6968112309235256,0.6968112309235256,0.0
WS(k=4;b=0.1),14,4,20312015,28,0.7938480009002998,0.7719076849734027,0.6117978305968919,0.5822286999033367,0.111875,0.8874504408712778,0.8213269014500933,0.6335483729200826,0.6335483729200826,0.0
WS(k=4;b=0.1),14,5,20312016,28,0.8350377242910925,0.8151723944027157,0.6588051866759344,0.6262017415650278,0.111875,0.918739170498305,0.8646266778136021,0.6638045421340686,0.6638045421340686,0.0
WS(k=4;b=0.1),14,6,20312017,28,0.8319981698523494,0.8092435795854633,0.6572392484142695,0.6221807290547743,0.111875,0.9042301654383084,0.8497641173431602,0.6637156660877492,0.6637156660877492,0.0
WS(k=4;b=0.1),14,7,20312018,28,0.8282808392012782,0.8030631968932583,0.6550573400956393,0.617630013977052,0.111875,0.9005702848672887,0.8419605806221507,0.6636286525411579,0.6636286525411579,0.0
WS(k=4;b=0.1),14,8,20312019,28,0.762654340286827,0.7446678923104494,0.5979445077437563,0.5694633811275824,0.111875,0.854567845572728,0.796846084545085,0.6060835414390359,0.6060835414390359,0.0
