family,n,instance,seed,m,ceil_p1,ar_paper_raw_p1,ar_paper_strict_p1,ar_paper_loose_p1,frac_sane_p1,ceil_p3,ar_paper_raw_p3,ar_paper_strict_p3,ar_paper_loose_p3,frac_sane_p3
BA(k=2),12,1,20291812,20,0.7554036783908936,0.7451758599414118,0.4924193754451211,0.582809908650228,0.12625,0.8681106729087494,0.827103078023805,0.5806605377300668,0.5806605377300668,0.0
BA(k=2),12,2,20291813,20,0.8520181839456353,0.835762257908901,0.541752899167125,0.656535380979342,0.12625,0.9270552008057835,0.8887083826899252,0.6562506459696086,0.6562506459696086,0.0
BA(k=2),12,3,20291814,20,0.8458511257869368,0.8319500354542969,0.5421862092553712,0.6509720749795075,0.12625,0.9360655515788486,0.9085698614574385,0.6570992275597048,0.6570992275597048,0.0
BA(k=2),12,4,20291815,20,0.8452117861939167,0.8306494907148927,0.5490531627724409,0.6584619287490363,0.12625,0.9323231337101671,0.9045953589579742,0.6560832505774852,0.6560832505774852,0.0
BA(k=2),12,5,20291816,20,0.7540215045091953,0.7458220193991124,0.49878340950499167,0.5933241851356271,0.12625,0.8651650298693871,0.8365158368889183,0.581760923021764,0.581760923021764,0.0
BA(k=2),12,6,20291817,20,0.7654770406945841,0.7539849704831141,0.47654184657947357,0.5734654167885727,0.12625,0.8779138449058124,0.8238570804374283,0.5809693129966087,0.5809693129966087,0.0
BA(k=2),12,7,20291818,20,0.8372160244161473,0.8215284477388619,0.5547771547426381,0.6655405860292539,0.12625,0.9203710788109223,0.8919367447358201,0.6550823009576151,0.6550823009576151,0.0
BA(k=2),12,8,20291819,20,0.7413666677394659,0.7269838947089589,0.47205465727417084,0.5751802993221192,0.12625,0.8532631519952822,0.8060254472985958,0.5778342530871159,0.5778342530871159,0.0
BA(k=2),12,9,20291820,20,0.7850873426187575,0.7701758617672179,0.4995286217037213,0.6050169812277495,0.12625,0.8712113467897167,0.8422700367238847,0.614174280476353,0.614174280476353,0.0
BA(k=2),12,10,20291821,20,0.7601335290854132,0.7485311906183424,0.4875100501406841,0.5806126847553357,0.12625,0.8631346818240334,0.8177935927304479,0.5802886292192694,0.5802886292192694,0.0
BA(k=2),12,11,20291822,20,0.7912297825848025,0.7779448458573773,0.5224493920652151,0.6236007791540653,0.12625,0.8892868470243307,0.857691922004892,0.6151966138100122,0.6151966138100122,0.0
BA(k=2),12,12,20291823,20,0.7544198975117424,0.7420222201162848,0.47956338469677673,0.5732487146173635,0.12625,0.8564560212667272,0.8133452865718546,0.5794966879682262,0.5794966879682262,0.0
BA(k=2),12,13,20291824,20,0.8488607960290409,0.8335357545733145,0.5328617738346024,0.6470814686247824,0.12625,0.9458212164312645,0.9106977877518488,0.6566963336753451,0.6566963336753451,0.0
BA(k=2),12,14,20291825,20,0.8018002353029288,0.7889308753304456,0.5226894900860063,0.6245704607611385,0.12625,0.8943313573268938,0.8615377047949373,0.6158425148463174,0.6158425148463174,0.0
BA(k=2),12,15,20291826,20,0.8146324333973225,0.8031742836051814,0.5207580749639326,0.622516048324022,0.12625,0.8994016161408588,0.8625247131434739,0.6173294591924038,0.6173294591924038,0.0
BA(k=2),12,16,20291827,20,0.8050808713447742,0.7937887018236462,0.5250963561323452,0.6251150532285048,0.12625,0.9141659210964801,0.8775065240859125,0.6168288262810314,0.6168288262810314,0.0
BA(k=2),12,17,20291828,20,0.8019519908855199,0.7916244438316814,0.5333599635283326,0.6291649666195314,0.12625,0.9062946643967271,0.8748542182683317,0.6170292144830821,0.6170292144830821,0.0
BA(k=2),12,18,20291829,20,0.7153977693635301,0.7060561570904994,0.47066107966286796,0.5586201403528896,0.12625,0.8512317704827235,0.7917371142775664,0.5483651139414392,0.5483651139414392,0.0
BA(k=2),12,19,20291830,20,0.7770631534974233,0.7704830199958432,0.505516961356124,0.5924001963763637,0.12625,0.8940349389212898,0.850535948645386,0.5832351972749854,0.5832351972749854,0.0
BA(k=2),12,20,20291831,20,0.8051611337375453,0.7927552843080918,0.5176610351338835,0.6205605818953484,0.12625,0.892898076987255,0.8583320794860549,0.6164734123994189,0.6164734123994189,0.0
