family,n,instance,seed,m,law,method,p,ar,ceil,regret
3-regular,16,1,20262317,24,a2.2,ceiling,1,0.8082620427334453,0.8082620427334453,0.0
3-regular,16,1,20262317,24,a2.2,binned_exact,1,0.7608415991910231,0.8082620427334453,0.04742044354242214
3-regular,16,1,20262317,24,a2.2,binned_sampled,1,0.7608415991910231,0.8082620427334453,0.04742044354242214
3-regular,16,1,20262317,24,a2.2,transfer_1,1,0.8049521363260342,0.8082620427334453,0.003309906407411023
3-regular,16,1,20262317,24,a2.2,transfer_2,1,0.8066788827239043,0.8082620427334453,0.0015831600095409515
3-regular,16,1,20262317,24,a2.2,transfer_3,1,0.8049521363260342,0.8082620427334453,0.003309906407411023
3-regular,16,1,20262317,24,a2.2,universal,1,0.8033904423296608,0.8082620427334453,0.004871600403784426
3-regular,16,1,20262317,24,a2.2,ceiling,3,0.897345143175303,0.897345143175303,0.0
3-regular,16,1,20262317,24,a2.2,binned_exact,3,0.8231821328062732,0.897345143175303,0.07416301036902984
3-regular,16,1,20262317,24,a2.2,binned_sampled,3,0.7996648490608441,0.897345143175303,0.09768029411445889
3-regular,16,1,20262317,24,a2.2,transfer_1,3,0.8889108370038933,0.897345143175303,0.008434306171409722
3-regular,16,1,20262317,24,a2.2,transfer_2,3,0.8853233759189145,0.897345143175303,0.012021767256388483
3-regular,16,1,20262317,24,a2.2,transfer_3,3,0.8849934793953513,0.897345143175303,0.012351663779951672
3-regular,16,1,20262317,24,a2.2,universal,3,0.8915135211193291,0.897345143175303,0.005831622055973873
3-regular,16,2,20262318,24,a2.2,ceiling,1,0.7925387810859641,0.7925387810859641,0.0
3-regular,16,2,20262318,24,a2.2,binned_exact,1,0.7690658099366524,0.7925387810859641,0.023472971149311683
3-regular,16,2,20262318,24,a2.2,binned_sampled,1,0.7388763823654005,0.7925387810859641,0.05366239872056355
3-regular,16,2,20262318,24,a2.2,transfer_1,1,0.7885076041406975,0.7925387810859641,0.004031176945266557
3-regular,16,2,20262318,24,a2.2,transfer_2,1,0.7667255438155886,0.7925387810859641,0.025813237270375544
3-regular,16,2,20262318,24,a2.2,transfer_3,1,0.7885076041406975,0.7925387810859641,0.004031176945266557
3-regular,16,2,20262318,24,a2.2,universal,1,0.7870451052910208,0.7925387810859641,0.005493675794943309
3-regular,16,2,20262318,24,a2.2,ceiling,3,0.8737993481141708,0.8737993481141708,0.0
3-regular,16,2,20262318,24,a2.2,binned_exact,3,0.7757470245851754,0.8737993481141708,0.0980523235289954
3-regular,16,2,20262318,24,a2.2,binned_sampled,3,0.7966161835474235,0.8737993481141708,0.07718316456674734
3-regular,16,2,20262318,24,a2.2,transfer_1,3,0.8686422965312088,0.8737993481141708,0.00515705158296198
3-regular,16,2,20262318,24,a2.2,transfer_2,3,0.8191430794773031,0.8737993481141708,0.05465626863686768
3-regular,16,2,20262318,24,a2.2,transfer_3,3,0.8580581567644181,0.8737993481141708,0.015741191349752715
3-regular,16,2,20262318,24,a2.2,universal,3,0.8737993481141708,0.8737993481141708,0.0
3-regular,16,3,20262319,24,a2.2,ceiling,1,0.8003354253631974,0.8003354253631974,0.0
3-regular,16,3,20262319,24,a2.2,binned_exact,1,0.7585659275915958,0.8003354253631974,0.04176949777160155
3-regular,16,3,20262319,24,a2.2,binned_sampled,1,0.7585659275915958,0.8003354253631974,0.04176949777160155
3-regular,16,3,20262319,24,a2.2,transfer_1,1,0.7892425258033512,0.8003354253631974,0.011092899559846159
3-regular,16,3,20262319,24,a2.2,transfer_2,1,0.7648517929150037,0.8003354253631974,0.035483632448193636
3-regular,16,3,20262319,24,a2.2,transfer_3,1,0.7892425258033512,0.8003354253631974,0.011092899559846159
3-regular,16,3,20262319,24,a2.2,universal,1,0.7902686042890024,0.8003354253631974,0.010066821074194987
3-regular,16,3,20262319,24,a2.2,ceiling,3,0.8772077953838321,0.8772077953838321,0.0
3-regular,16,3,20262319,24,a2.2,binned_exact,3,0.7916528955542934,0.8772077953838321,0.08555489982953868
3-regular,16,3,20262319,24,a2.2,binned_sampled,3,0.8085263954167391,0.8772077953838321,0.068681399967093
3-regular,16,3,20262319,24,a2.2,transfer_1,3,0.8661055811373181,0.8772077953838321,0.01110221424651403
3-regular,16,3,20262319,24,a2.2,transfer_2,3,0.830606829147287,0.8772077953838321,0.04660096623654508
3-regular,16,3,20262319,24,a2.2,transfer_3,3,0.8548304300702867,0.8772077953838321,0.022377365313545394
3-regular,16,3,20262319,24,a2.2,universal,3,0.8772077953838321,0.8772077953838321,0.0
3-regular,16,4,20262320,24,a2.2,ceiling,1,0.7644890139481492,0.7644890139481492,0.0
3-regular,16,4,20262320,24,a2.2,binned_exact,1,0.7236192521597291,0.7644890139481492,0.040869761788420056
3-regular,16,4,20262320,24,a2.2,binned_sampled,1,0.7127482732601629,0.7644890139481492,0.051740740687986286
3-regular,16,4,20262320,24,a2.2,transfer_1,1,0.7644890139481492,0.7644890139481492,0.0
3-regular,16,4,20262320,24,a2.2,transfer_2,1,0.7618849461547186,0.7644890139481492,0.0026040677934305867
3-regular,16,4,20262320,24,a2.2,transfer_3,1,0.7644890139481492,0.7644890139481492,0.0
3-regular,16,4,20262320,24,a2.2,universal,1,0.7634740820647634,0.7644890139481492,0.0010149318833857501
3-regular,16,4,20262320,24,a2.2,ceiling,3,0.8649553348117643,0.8649553348117643,0.0
3-regular,16,4,20262320,24,a2.2,binned_exact,3,0.7280021360656839,0.8649553348117643,0.13695319874608047
