family,n,instance,seed,m,gamma,beta,S,eta_exact,eta_sampled,relerr_eta,median_relerr_lambda
BA(k=4),12,8,20301819,32,0.4,0.3,0,3.35888088357989,3.3588808835798916,5.288537762931957e-16,1.0058608839174803e-15
BA(k=4),12,8,20301819,32,0.8,0.6,2,4.336768652952206,4.3610133061022776,0.005590488008523816,0.10466375627007804
BA(k=4),12,8,20301819,32,0.8,0.6,5,4.336768652952206,4.845854275923803,0.11738823619863663,0.14194122936885153
BA(k=4),12,8,20301819,32,0.8,0.6,10,4.336768652952206,4.445103653001399,0.02498058086991685,0.03849184341953982
BA(k=4),12,8,20301819,32,0.8,0.6,25,4.336768652952206,4.302396587778785,0.00792573178881083,0.018576520442172298
BA(k=4),12,8,20301819,32,0.8,0.6,0,4.336768652952206,4.336768652952201,1.2288113442650549e-15,7.241444463469409e-16
BA(k=4),14,8,20302019,40,0.2,0.15,2,2.3246221770356343,2.3401384197303465,0.006674737446796,0.23227625356306603
BA(k=4),14,8,20302019,40,0.2,0.15,5,2.3246221770356343,2.2062282733645344,0.050930385522724476,0.1421075387886829
BA(k=4),14,8,20302019,40,0.2,0.15,10,2.3246221770356343,2.328236516254491,0.0015548071658964403,0.055053079402926995
BA(k=4),14,8,20302019,40,0.2,0.15,25,2.3246221770356343,2.2734574775505694,0.022009899066828296,0.04881499428524481
BA(k=4),14,8,20302019,40,0.4,0.3,2,3.8870411387537613,3.3585172973658723,0.1359707351997157,0.16980557175976532
BA(k=4),14,8,20302019,40,0.4,0.3,5,3.8870411387537613,3.7388943969426633,0.03811298530753288,0.0672814180592723
BA(k=4),14,8,20302019,40,0.4,0.3,10,3.8870411387537613,3.7408384420095477,0.037612850372632844,0.05131189478675674
BA(k=4),14,8,20302019,40,0.4,0.3,25,3.8870411387537613,4.005555047749608,0.0304894918178931,0.036351403631382166
BA(k=4),14,8,20302019,40,0.8,0.6,2,4.795224142563609,5.222473656884083,0.08909896630860285,0.12388093698615084
BA(k=4),14,8,20302019,40,0.8,0.6,5,4.795224142563609,4.6504329943705125,0.030194865534625196,0.04753669911087312
BA(k=4),14,8,20302019,40,0.8,0.6,10,4.795224142563609,4.980279010608365,0.03859149490055383,0.044807996762212525
BA(k=4),14,8,20302019,40,0.8,0.6,25,4.795224142563609,4.853601760776695,0.012174116678908048,0.030742430391300063
BA(k=4),12,9,20301820,32,0.2,0.15,2,2.023819632662475,1.8879965321588303,0.06711225561388583,0.17183772381446008
BA(k=4),12,9,20301820,32,0.2,0.15,5,2.023819632662475,1.9907357945080082,0.016347226610773914,0.12037793743477827
BA(k=4),12,9,20301820,32,0.2,0.15,10,2.023819632662475,2.0295577262145454,0.0028352791224392345,0.08446484865646119
BA(k=4),12,9,20301820,32,0.2,0.15,25,2.023819632662475,2.010707163803037,0.006479069897245533,0.047868562052330206
BA(k=4),12,9,20301820,32,0.2,0.15,0,2.023819632662475,2.0238196326624722,1.3165873164274995e-15,1.2643168412259498e-15
BA(k=4),12,9,20301820,32,0.4,0.3,2,3.4698742186956917,3.559601170167435,0.02585884842404209,0.1166892451133685
BA(k=4),12,9,20301820,32,0.4,0.3,5,3.4698742186956917,3.5890618843384248,0.03434927554449946,0.1111940881441801
BA(k=4),12,9,20301820,32,0.4,0.3,10,3.4698742186956917,3.4776014391839474,0.002226945416816958,0.02343366915050157
BA(k=4),12,9,20301820,32,0.4,0.3,25,3.4698742186956917,3.424143943376335,0.0131792314179464,0.017802284050110775
BA(k=4),12,9,20301820,32,0.4,0.3,0,3.4698742186956917,3.4698742186956926,2.559684771611079e-16,1.1887637236632215e-15
BA(k=4),12,9,20301820,32,0.8,0.6,2,4.451752834995603,4.387261096888153,0.014486819124475005,0.05546179297284406
BA(k=4),12,9,20301820,32,0.8,0.6,5,4.451752834995603,4.501025628135886,0.011068178078743496,0.07093651758628304
BA(k=4),12,9,20301820,32,0.8,0.6,10,4.451752834995603,4.4826382420780035,0.006937808145952647,0.02540788407713485
BA(k=4),12,9,20301820,32,0.8,0.6,25,4.451752834995603,4.4860815024880525,0.00771126986713833,0.0211115403913707
BA(k=4),12,9,20301820,32,0.8,0.6,0,4.451752834995603,4.4517528349956095,1.3965844844364584e-15,1.1813896273951974e-15
BA(k=4),14,9,20302020,40,0.2,0.15,2,2.4007260831871644,2.487210418716103,0.036024241222106956,0.199817915015471
BA(k=4),14,9,20302020,40,0.2,0.15,5,2.4007260831871644,2.5054702098217,0.04363018645404098,0.08932129937471867
BA(k=4),14,9,20302020,40,0.2,0.15,10,2.4007260831871644,2.469001494608093,0.028439484162344517,0.055032364063074095
BA(k=4),14,9,20302020,40,0.2,0.15,25,2.4007260831871644,2.3917654314434804,0.003732475689932929,0.039438006043898646
BA(k=4),14,9,20302020,40,0.4,0.3,2,4.0174306756014815,3.872630914346587,0.036042877387850746,0.18315772207828843
BA(k=4),14,9,20302020,40,0.4,0.3,5,4.0174306756014815,4.194934152350998,0.04418333285189582,0.0488219666981148
BA(k=4),14,9,20302020,40,0.4,0.3,10,4.0174306756014815,3.9311792133507604,0.02146930942070524,0.05472199939378406
BA(k=4),14,9,20302020,40,0.4,0.3,25,4.0174306756014815,3.917787664191775,0.024802671024258083,0.0289210970826963
BA(k=4),14,9,20302020,40,0.8,0.6,2,4.986173034734546,5.189065089256291,0.04069093733979216,0.08716018122452562
BA(k=4),14,9,20302020,40,0.8,0.6,5,4.986173034734546,4.858430310557885,0.025619392525446365,0.06816596084128285
BA(k=4),14,9,20302020,40,0.8,0.6,10,4.986173034734546,4.96775475212496,0.003693871528581349,0.024489870305542814
BA(k=4),14,9,20302020,40,0.8,0.6,25,4.986173034734546,4.845367038133539,0.028239292062294565,0.03612463483798638
BA(k=4),12,10,20301821,32,0.2,0.15,2,1.9798256214203842,1.8476844847981984,0.06674382591704414,0.17210701512649607
BA(k=4),12,10,20301821,32,0.2,0.15,5,1.9798256214203842,1.9545729556231748,0.012754994947025903,0.10780494095839004
BA(k=4),12,10,20301821,32,0.2,0.15,10,1.9798256214203842,1.9706303775018557,0.004644471623683513,0.07256563635889152
BA(k=4),12,10,20301821,32,0.2,0.15,25,1.9798256214203842,2.0006508163496637,0.010518701598749328,0.05146199895897305
BA(k=4),12,10,20301821,32,0.2,0.15,0,1.9798256214203842,1.979825621420382,1.1215361722904166e-15,1.4109949500643136e-15
BA(k=4),12,10,20301821,32,0.4,0.3,2,3.3831021380342503,3.6769790455409526,0.08686610557890495,0.17288670500498607
BA(k=4),12,10,20301821,32,0.4,0.3,5,3.3831021380342503,3.7582159717811847,0.11087866060257173,0.09754377746533482
BA(k=4),12,10,20301821,32,0.4,0.3,10,3.3831021380342503,3.287255065948484,0.02833111983472605,0.029113873368313874
BA(k=4),12,10,20301821,32,0.4,0.3,25,3.3831021380342503,3.373030846082693,0.0029769399623887833,0.036679026343749865
BA(k=4),12,10,20301821,32,0.4,0.3,0,3.3831021380342503,3.3831021380342503,0.0,1.0437588290045798e-15
BA(k=4),12,10,20301821,32,0.8,0.6,2,4.32599836089627,4.059209100847997,0.06167114219456147,0.15283976429010565
BA(k=4),12,10,20301821,32,0.8,0.6,5,4.32599836089627,4.462524249029003,0.0315593943277516,0.04515617524507891
BA(k=4),12,10,20301821,32,0.8,0.6,10,4.32599836089627,4.213551212947222,0.025993340396400666,0.031499910482759616
BA(k=4),12,10,20301821,32,0.8,0.6,25,4.32599836089627,4.229535529582612,0.022298397564273056,0.022617152659268218
BA(k=4),12,10,20301821,32,0.8,0.6,0,4.32599836089627,4.325998360896267,8.212471162528229e-16,1.325716479217422e-15
BA(k=4),14,10,20302021,40,0.2,0.15,2,2.4064432183438647,2.3085270090664816,0.04068918332707218,0.22008697574380456
BA(k=4),14,10,20302021,40,0.2,0.15,5,2.4064432183438647,2.367871385495429,0.01602856554204556,0.08685497975808935
BA(k=4),14,10,20302021,40,0.2,0.15,10,2.4064432183438647,2.3104948889782007,0.039871428768511095,0.09115003376883518
BA(k=4),14,10,20302021,40,0.2,0.15,25,2.4064432183438647,2.4217655030383924,0.006367191454063362,0.04657307180208899
BA(k=4),14,10,20302021,40,0.4,0.3,2,4.0313727033603435,3.842478172452908,0.04685613184560757,0.1506417466462382
BA(k=4),14,10,20302021,40,0.4,0.3,5,4.0313727033603435,4.109023163143518,0.01926154327493685,0.05920291497077466
BA(k=4),14,10,20302021,40,0.4,0.3,10,4.0313727033603435,4.039368716286976,0.0019834467103395036,0.05954138484630732
BA(k=4),14,10,20302021,40,0.4,0.3,25,4.0313727033603435,4.111055587611912,0.01976569523952706,0.03626797869790704
BA(k=4),14,10,20302021,40,0.8,0.6,2,4.983202652275254,5.218412817821905,0.04720060209457026,0.13651054707126245
BA(k=4),14,10,20302021,40,0.8,0.6,5,4.983202652275254,5.13138956737853,0.02973728452235768,0.05366976758926417
BA(k=4),14,10,20302021,40,0.8,0.6,10,4.983202652275254,4.889552890613193,0.01879308713630211,0.03099265418556146
BA(k=4),14,10,20302021,40,0.8,0.6,25,4.983202652275254,4.9314932685542745,0.010376737076379887,0.029885830719295077
WS(k=4;b=0.1),12,1,20311812,24,0.2,0.15,2,1.6635356086378446,1.9204977385615905,0.15446746591385235,0.26596382706718147
WS(k=4;b=0.1),12,1,20311812,24,0.2,0.15,5,1.6635356086378446,1.6408272738429586,0.013650645454761433,0.08673364662626268
WS(k=4;b=0.1),12,1,20311812,24,0.2,0.15,10,1.6635356086378446,1.6743313465951881,0.006489634427593321,0.04805800313454095
WS(k=4;b=0.1),12,1,20311812,24,0.2,0.15,25,1.6635356086378446,1.689192207775516,0.015422933542540642,0.035942182810959344
WS(k=4;b=0.1),12,1,20311812,24,0.2,0.15,0,1.6635356086378446,1.6635356086378459,8.008651108112382e-16,1.4669067219683482e-15
WS(k=4;b=0.1),12,1,20311812,24,0.4,0.3,2,2.821271823815993,3.0755425094072875,0.0901262627177034,0.08678958228589277
WS(k=4;b=0.1),12,1,20311812,24,0.4,0.3,5,2.821271823815993,2.7516574167118364,0.0246748315835791,0.06478353698932673
WS(k=4;b=0.1),12,1,20311812,24,0.4,0.3,10,2.821271823815993,2.77064217295827,0.01794568337241694,0.05027864411724539
WS(k=4;b=0.1),12,1,20311812,24,0.4,0.3,25,2.821271823815993,2.7418380625954066,0.02815530235337125,0.019539964850454165
WS(k=4;b=0.1),12,1,20311812,24,0.4,0.3,0,2.821271823815993,2.8212718238159953,7.870372611764096e-16,6.726427193637387e-16
WS(k=4;b=0.1),12,1,20311812,24,0.8,0.6,2,3.60076636767895,3.9074183983248116,0.08516299013410557,0.1318625891506768
WS(k=4;b=0.1),12,1,20311812,24,0.8,0.6,5,3.60076636767895,3.4327704211926577,0.046655608648828374,0.03622435008328682
WS(k=4;b=0.1),12,1,20311812,24,0.8,0.6,10,3.60076636767895,3.5166957405832115,0.023347981654785997,0.02929248403639115
WS(k=4;b=0.1),12,1,20311812,24,0.8,0.6,25,3.60076636767895,3.625252007684082,0.006800119059353269,0.020010967866173887
WS(k=4;b=0.1),12,1,20311812,24,0.8,0.6,0,3.60076636767895,3.6007663676789505,1.2333185897210045e-16,1.2607296073310816e-15
WS(k=4;b=0.1),14,1,20312012,28,0.2,0.15,2,1.9932047719591808,2.1071335416644503,0.05715858767149425,0.16788176866300586
WS(k=4;b=0.1),14,1,20312012,28,0.2,0.15,5,1.9932047719591808,2.051338751536651,0.029166084887669926,0.061584031209588844
WS(k=4;b=0.1),14,1,20312012,28,0.2,0.15,10,1.9932047719591808,1.9734958587626357,0.00988805238368591,0.025282114344199556
WS(k=4;b=0.1),14,1,20312012,28,0.2,0.15,25,1.9932047719591808,1.9944464909431365,0.0006229761243924929,0.035574318570552516
WS(k=4;b=0.1),14,1,20312012,28,0.4,0.3,2,3.294045229155399,3.315562504865369,0.006532173729589873,0.08959090874447517
WS(k=4;b=0.1),14,1,20312012,28,0.4,0.3,5,3.294045229155399,3.1002020229643037,0.05884655270528795,0.07557076166529872
WS(k=4;b=0.1),14,1,20312012,28,0.4,0.3,10,3.294045229155399,3.4386751021371746,0.043906462395131976,0.04165070885778016
WS(k=4;b=0.1),14,1,20312012,28,0.4,0.3,25,3.294045229155399,3.3474380202439082,0.016208882202324547,0.01898398949640242
WS(k=4;b=0.1),14,1,20312012,28,0.8,0.6,2,4.023834155435241,3.5481784294076233,0.11820957515983103,0.1750232208657753
WS(k=4;b=0.1),14,1,20312012,28,0.8,0.6,5,4.023834155435241,3.891719559770056,0.032833012137622394,0.06791552325015882
WS(k=4;b=0.1),14,1,20312012,28,0.8,0.6,10,4.023834155435241,4.042811157933926,0.0047161492660058755,0.03468787006021433
WS(k=4;b=0.1),14,1,20312012,28,0.8,0.6,25,4.023834155435241,4.046126188202926,0.005539997899161533,0.02143685266526377
WS(k=4;b=0.1),12,2,20311813,24,0.2,0.15,2,1.7007964042266979,1.8637105805430478,0.09578699479343164,0.14489487561465653
WS(k=4;b=0.1),12,2,20311813,24,0.2,0.15,5,1.7007964042266979,1.6561684007113475,0.02623947428654248,0.12812519313023682
WS(k=4;b=0.1),12,2,20311813,24,0.2,0.15,10,1.7007964042266979,1.650539462798686,0.029549063781600715,0.10020243270048886
WS(k=4;b=0.1),12,2,20311813,24,0.2,0.15,25,1.7007964042266979,1.7056249771251697,0.002839007000762821,0.03530494988770583
WS(k=4;b=0.1),12,2,20311813,24,0.2,0.15,0,1.7007964042266979,1.7007964042267005,1.5666397532818525e-15,9.157533800896228e-16
WS(k=4;b=0.1),12,2,20311813,24,0.4,0.3,2,2.91184050330599,2.8670881142025895,0.015369107288874648,0.17754191032046313
WS(k=4;b=0.1),12,2,20311813,24,0.4,0.3,5,2.91184050330599,3.0162124532253114,0.03584397902317163,0.08523352906558154
WS(k=4;b=0.1),12,2,20311813,24,0.4,0.3,10,2.91184050330599,2.8262590999734036,0.029390827978187872,0.044453089997555637
WS(k=4;b=0.1),12,2,20311813,24,0.4,0.3,25,2.91184050330599,3.009882658243126,0.0336701666268543,0.04461008855987641
WS(k=4;b=0.1),12,2,20311813,24,0.4,0.3,0,2.91184050330599,2.911840503305994,1.3726036450529312e-15,8.304022692786362e-16
WS(k=4;b=0.1),12,2,20311813,24,0.8,0.6,2,3.7519134947787838,3.935419541957121,0.048909988845346995,0.20756883615714936
WS(k=4;b=0.1),12,2,20311813,24,0.8,0.6,5,3.7519134947787838,3.77061999099355,0.0049858548819950894,0.049236793805829814
WS(k=4;b=0.1),12,2,20311813,24,0.8,0.6,10,3.7519134947787838,3.9212599175224296,0.04513601472403635,0.04003639391579598
WS(k=4;b=0.1),12,2,20311813,24,0.8,0.6,25,3.7519134947787838,3.689878723632118,0.016534168826918383,0.035259180982399066
WS(k=4;b=0.1),12,2,20311813,24,0.8,0.6,0,3.7519134947787838,3.751913494778781,7.101803553862265e-16,4.906620913696534e-16
WS(k=4;b=0.1),14,2,20312013,28,0.2,0.15,2,1.9959307438891734,1.9727453726934512,0.011616320489429552,0.1454637651817088
WS(k=4;b=0.1),14,2,20312013,28,0.2,0.15,5,1.9959307438891734,1.9450806860277794,0.025476864874735092,0.11167787763923967
WS(k=4;b=0.1),14,2,20312013,28,0.2,0.15,10,1.9959307438891734,2.0832822547979775,0.04376480054543136,0.07291784939419566
WS(k=4;b=0.1),14,2,20312013,28,0.2,0.15,25,1.9959307438891734,1.998026776085702,0.0010501527685496872,0.04726254611750727
WS(k=4;b=0.1),14,2,20312013,28,0.4,0.3,2,3.309264089670959,3.18180698096569,0.038515242438067865,0.14090834137533423
WS(k=4;b=0.1),14,2,20312013,28,0.4,0.3,5,3.309264089670959,3.243225754550073,0.019955595362427598,0.059394658997251625
WS(k=4;b=0.1),14,2,20312013,28,0.4,0.3,10,3.309264089670959,3.321606188086839,0.0037295598300549552,0.027286828763368548
WS(k=4;b=0.1),14,2,20312013,28,0.4,0.3,25,3.309264089670959,3.3512198162876787,0.012678264858847073,0.016772665563293022
WS(k=4;b=0.1),14,2,20312013,28,0.8,0.6,2,4.112329334211688,4.189228991164876,0.018699780757693147,0.10670889293051462
WS(k=4;b=0.1),14,2,20312013,28,0.8,0.6,5,4.112329334211688,4.047623853294107,0.015734508513040615,0.10132869854200836
WS(k=4;b=0.1),14,2,20312013,28,0.8,0.6,10,4.112329334211688,4.310440202771757,0.04817485479869688,0.04168995963208848
WS(k=4;b=0.1),14,2,20312013,28,0.8,0.6,25,4.112329334211688,4.333236728653046,0.05371831302604197,0.04798188917084312
WS(k=4;b=0.1),12,3,20311814,24,0.2,0.15,2,1.6684452775233047,1.7474090340192538,0.0473277473104575,0.14606182526192749
WS(k=4;b=0.1),12,3,20311814,24,0.2,0.15,5,1.6684452775233047,1.6218584073983475,0.027922324305482946,0.11944826633423017
WS(k=4;b=0.1),12,3,20311814,24,0.2,0.15,10,1.6684452775233047,1.6221865454466649,0.02772565135927495,0.05458045749141345
WS(k=4;b=0.1),12,3,20311814,24,0.2,0.15,25,1.6684452775233047,1.6555176200328423,0.007748325740507757,0.03856542170828227
WS(k=4;b=0.1),12,3,20311814,24,0.2,0.15,0,1.6684452775233047,1.6684452775233043,2.661694787552657e-16,7.681089039274674e-16
WS(k=4;b=0.1),12,3,20311814,24,0.4,0.3,2,2.836464567382961,3.648967461899394,0.2864491606415806,0.24895663602861537
WS(k=4;b=0.1),12,3,20311814,24,0.4,0.3,5,2.836464567382961,3.0020660485187562,0.05838306003892235,0.07619083150651432
WS(k=4;b=0.1),12,3,20311814,24,0.4,0.3,10,2.836464567382961,2.8210561217695926,0.005432271494082071,0.033650877718849
WS(k=4;b=0.1),12,3,20311814,24,0.4,0.3,25,2.836464567382961,2.853962010644521,0.006168750867811425,0.020270791233171975
WS(k=4;b=0.1),12,3,20311814,24,0.4,0.3,0,2.836464567382961,2.8364645673829583,9.393860546471715e-16,7.755669639621449e-16
WS(k=4;b=0.1),12,3,20311814,24,0.8,0.6,2,3.604463082755824,4.137749321924995,0.14795164409381104,0.13671299374227314
WS(k=4;b=0.1),12,3,20311814,24,0.8,0.6,5,3.604463082755824,3.389804283785118,0.05955361285226059,0.10316475446814012
WS(k=4;b=0.1),12,3,20311814,24,0.8,0.6,10,3.604463082755824,3.550308288186374,0.015024372098172608,0.04215139283054121
WS(k=4;b=0.1),12,3,20311814,24,0.8,0.6,25,3.604463082755824,3.5205725209271717,0.023274079912205127,0.039784083250645745
WS(k=4;b=0.1),12,3,20311814,24,0.8,0.6,0,3.604463082755824,3.6044630827558244,1.2320537057922376e-16,9.362079264836352e-16
WS(k=4;b=0.1),14,3,20312014,28,0.2,0.15,2,1.8480398402334306,1.9649164935267356,0.0632435788172954,0.19508306666350772
WS(k=4;b=0.1),14,3,20312014,28,0.2,0.15,5,1.8480398402334306,1.902272837449645,0.0293462273028508,0.10913353260862442
WS(k=4;b=0.1),14,3,20312014,28,0.2,0.15,10,1.8480398402334306,1.8688539576682561,0.011262807749965199,0.07517670513986528
WS(k=4;b=0.1),14,3,20312014,28,0.2,0.15,25,1.8480398402334306,1.8999996381775652,0.028116167634985326,0.04765562404113029
WS(k=4;b=0.1),14,3,20312014,28,0.4,0.3,2,3.0761036037613696,2.8901155430685685,0.06046222255498166,0.14653645161265996
WS(k=4;b=0.1),14,3,20312014,28,0.4,0.3,5,3.0761036037613696,3.3887740946078693,0.10164498050851582,0.08002358748590045
WS(k=4;b=0.1),14,3,20312014,28,0.4,0.3,10,3.0761036037613696,3.1836134228905535,0.03494999940760254,0.060154103772249584
WS(k=4;b=0.1),14,3,20312014,28,0.4,0.3,25,3.0761036037613696,3.164094813608937,0.028604761471614414,0.028587420074609748
WS(k=4;b=0.1),14,3,20312014,28,0.8,0.6,2,3.8550227514588933,4.268477061931233,0.10725080943189572,0.11852086043233406
WS(k=4;b=0.1),14,3,20312014,28,0.8,0.6,5,3.8550227514588933,3.878769120817461,0.0061598519359143105,0.04733934028175005
WS(k=4;b=0.1),14,3,20312014,28,0.8,0.6,10,3.8550227514588933,3.8186413218898867,0.009437409819498059,0.039752436369194837
WS(k=4;b=0.1),14,3,20312014,28,0.8,0.6,25,3.8550227514588933,3.7397644907977465,0.0298982050410801,0.028107542621163082
WS(k=4;b=0.1),12,4,20311815,24,0.2,0.15,2,1.5099454980014249,1.4743638720226926,0.023564841264686952,0.2778937689962515
WS(k=4;b=0.1),12,4,20311815,24,0.2,0.15,5,1.5099454980014249,1.6473332814152195,0.09098857117402062,0.08559470936975838
WS(k=4;b=0.1),12,4,20311815,24,0.2,0.15,10,1.5099454980014249,1.4759828262268064,0.02249264746282013,0.045312937291740324
WS(k=4;b=0.1),12,4,20311815,24,0.2,0.15,25,1.5099454980014249,1.477517574527194,0.021476221172984512,0.03866749130098527
WS(k=4;b=0.1),12,4,20311815,24,0.2,0.15,0,1.5099454980014249,1.5099454980014235,8.823282902022538e-16,8.856454440226617e-16
WS(k=4;b=0.1),12,4,20311815,24,0.4,0.3,2,2.565069193657967,2.8321405957121213,0.10411859559752933,0.1821990894333712
WS(k=4;b=0.1),12,4,20311815,24,0.4,0.3,5,2.565069193657967,2.7110195964280432,0.05689920690285201,0.073709704855923
WS(k=4;b=0.1),12,4,20311815,24,0.4,0.3,10,2.565069193657967,2.6217431397103654,0.0220945096500799,0.01972446395817302
WS(k=4;b=0.1),12,4,20311815,24,0.4,0.3,25,2.565069193657967,2.6184083724521656,0.020794440526625105,0.027347105600869354
WS(k=4;b=0.1),12,4,20311815,24,0.4,0.3,0,2.565069193657967,2.5650691936579637,1.2119066716158733e-15,1.1015744033513263e-15
WS(k=4;b=0.1),12,4,20311815,24,0.8,0.6,2,3.364936183224523,3.4416629274637516,0.022801842311821707,0.08029687456746291
WS(k=4;b=0.1),12,4,20311815,24,0.8,0.6,5,3.364936183224523,3.54250791284281,0.05277120276561236,0.0631443953941757
WS(k=4;b=0.1),12,4,20311815,24,0.8,0.6,10,3.364936183224523,3.4124417335651236,0.014117816134948972,0.021067052848290954
WS(k=4;b=0.1),12,4,20311815,24,0.8,0.6,25,3.364936183224523,3.371196855033831,0.001860561825962748,0.016401017265741353
WS(k=4;b=0.1),12,4,20311815,24,0.8,0.6,0,3.364936183224523,3.364936183224523,0.0,7.970548712243346e-16
WS(k=4;b=0.1),14,4,20312015,28,0.2,0.15,2,1.8714193562928796,1.7732804765141303,0.05244088100764006,0.2614985912817605
WS(k=4;b=0.1),14,4,20312015,28,0.2,0.15,5,1.8714193562928796,1.7764142156592195,0.050766355661649804,0.13751307786741218
WS(k=4;b=0.1),14,4,20312015,28,0.2,0.15,10,1.8714193562928796,1.8465761927875117,0.013275038233322555,0.0545708574867792
WS(k=4;b=0.1),14,4,20312015,28,0.2,0.15,25,1.8714193562928796,1.899184849500705,0.014836596145305752,0.023023014828399524
WS(k=4;b=0.1),14,4,20312015,28,0.4,0.3,2,3.1024507970398156,2.7878267444678904,0.10141145602441846,0.14909183688227562
WS(k=4;b=0.1),14,4,20312015,28,0.4,0.3,5,3.1024507970398156,3.0502454009229076,0.01682714715950353,0.10987922111536014
WS(k=4;b=0.1),14,4,20312015,28,0.4,0.3,10,3.1024507970398156,3.1181084405827924,0.0050468628085629475,0.05417075720460673
WS(k=4;b=0.1),14,4,20312015,28,0.4,0.3,25,3.1024507970398156,3.0474217849618386,0.01773727149209994,0.031392282725989346
WS(k=4;b=0.1),14,4,20312015,28,0.8,0.6,2,3.9131566652353262,4.167048320877881,0.06488154637358136,0.06676755414868908
WS(k=4;b=0.1),14,4,20312015,28,0.8,0.6,5,3.9131566652353262,3.7794453671871997,0.03416967667970572,0.06670517517680113
WS(k=4;b=0.1),14,4,20312015,28,0.8,0.6,10,3.9131566652353262,3.8452086408887283,0.017363992847577895,0.03245836699752314
WS(k=4;b=0.1),14,4,20312015,28,0.8,0.6,25,3.9131566652353262,3.8485156196361214,0.016518900501346905,0.0193542327244128
WS(k=4;b=0.1),12,5,20311816,24,0.2,0.15,2,1.702591805016748,1.5595449799732513,0.0840170994727004,0.2835700065653824
WS(k=4;b=0.1),12,5,20311816,24,0.2,0.15,5,1.702591805016748,1.710023189064218,0.004364747924648277,0.05425726889141201
WS(k=4;b=0.1),12,5,20311816,24,0.2,0.15,10,1.702591805016748,1.635430691892295,0.039446397502067326,0.06965237829384761
WS(k=4;b=0.1),12,5,20311816,24,0.2,0.15,25,1.702591805016748,1.6918540215122877,0.006306728055909192,0.010022587131668838
WS(k=4;b=0.1),12,5,20311816,24,0.2,0.15,0,1.702591805016748,1.702591805016747,5.216625717820769e-16,4.4261585049628254e-16
WS(k=4;b=0.1),12,5,20311816,24,0.4,0.3,2,2.896661533936753,2.788534882096086,0.03732802420092069,0.20704884421359804
WS(k=4;b=0.1),12,5,20311816,24,0.4,0.3,5,2.896661533936753,2.9843448647643287,0.030270478549286474,0.09175796187154678
WS(k=4;b=0.1),12,5,20311816,24,0.4,0.3,10,2.896661533936753,2.905871016231905,0.0031793435951199206,0.053661813057749266
WS(k=4;b=0.1),12,5,20311816,24,0.4,0.3,25,2.896661533936753,2.8763667594772757,0.007006263666537291,0.04825544857972411
WS(k=4;b=0.1),12,5,20311816,24,0.4,0.3,0,2.896661533936753,2.896661533936755,7.665535041757472e-16,5.988473564584827e-16
WS(k=4;b=0.1),12,5,20311816,24,0.8,0.6,2,3.7259795266913196,3.4372098846151236,0.07750167171010311,0.16530524216858872
WS(k=4;b=0.1),12,5,20311816,24,0.8,0.6,5,3.7259795266913196,3.829292663543996,0.027727778994110216,0.07117825999737938
WS(k=4;b=0.1),12,5,20311816,24,0.8,0.6,10,3.7259795266913196,3.956464943048539,0.06185901310141951,0.06626538371076264
WS(k=4;b=0.1),12,5,20311816,24,0.8,0.6,25,3.7259795266913196,3.817147605737818,0.02446821792589287,0.025062964320918417
WS(k=4;b=0.1),12,5,20311816,24,0.8,0.6,0,3.7259795266913196,3.7259795266913196,0.0,1.1292201671566662e-15
WS(k=4;b=0.1),14,5,20312016,28,0.2,0.15,2,1.9196350666967668,1.883350492938939,0.018901808154747225,0.23085029071251514
WS(k=4;b=0.1),14,5,20312016,28,0.2,0.15,5,1.9196350666967668,2.0065313351986833,0.04526707706556136,0.10373307871307874
WS(k=4;b=0.1),14,5,20312016,28,0.2,0.15,10,1.9196350666967668,1.899458759550291,0.010510491028481983,0.059816425536430774
WS(k=4;b=0.1),14,5,20312016,28,0.2,0.15,25,1.9196350666967668,1.9154866042698007,0.0021610682670558864,0.022319618101527813
WS(k=4;b=0.1),14,5,20312016,28,0.4,0.3,2,3.200432945648816,3.2335125225294283,0.010335969364890516,0.0928858726992577
WS(k=4;b=0.1),14,5,20312016,28,0.4,0.3,5,3.200432945648816,3.060605498432608,0.043690166171521244,0.054618582640300686
WS(k=4;b=0.1),14,5,20312016,28,0.4,0.3,10,3.200432945648816,3.193434461482017,0.0021867304473020756,0.04803590241635844
WS(k=4;b=0.1),14,5,20312016,28,0.4,0.3,25,3.200432945648816,3.1719663477287203,0.008894608449396704,0.02911594149615544
WS(k=4;b=0.1),14,5,20312016,28,0.8,0.6,2,4.000289753045593,3.7765647200199255,0.05592720698677799,0.092828926965715
WS(k=4;b=0.1),14,5,20312016,28,0.8,0.6,5,4.000289753045593,4.117806921272254,0.029377164025978262,0.05008526450117753
WS(k=4;b=0.1),14,5,20312016,28,0.8,0.6,10,4.000289753045593,4.0144530355512265,0.0035405641540965666,0.028083149324429593
WS(k=4;b=0.1),14,5,20312016,28,0.8,0.6,25,4.000289753045593,4.14847644808317,0.03704399035713746,0.03856268908626154
WS(k=4;b=0.1),12,6,20311817,24,0.2,0.15,2,1.1032562052927501,1.142412689162226,0.035491741339524645,0.14565654140593237
WS(k=4;b=0.1),12,6,20311817,24,0.2,0.15,5,1.1032562052927501,1.2080492957016802,0.09498527169500313,0.0367452337854528
