family,n,instance,seed,m,c_opt,ar_uniform,ar_balanced,ar_ceiling_p1,ar_proxy_p1,gamma_p1,beta_p1,ar_ceiling_p3,ar_proxy_p3,g1,gf,b1,bf
ER(0.5),12,22,20271833,32,23.0,0.6956521739130435,0.758893280632411,0.8272470952617033,0.7944305101489227,0.40276828892176836,0.28193780224523785,0.9100196889790071,0.8439451148212508,0.2714285714285714,0.4928571428571429,0.37142857142857144,0.05
ER(0.5),12,23,20271834,35,25.0,0.7,0.7636363636363636,0.8251931758394995,0.7973549317365078,0.40276828892176836,0.28193780224523785,0.91297455677095,0.844416869996547,0.2714285714285714,0.4928571428571429,0.37142857142857144,0.05
ER(0.5),12,24,20271835,39,27.0,0.7222222222222222,0.787878787878788,0.8339434035478438,0.8035155121582297,0.32221463113741466,0.28193780224523785,0.9090244073542654,0.8381677886052517,0.05,0.4928571428571429,0.37142857142857144,0.05
ER(0.5),12,25,20271836,28,22.0,0.6363636363636364,0.6942148760330579,0.7735666880312357,0.7433469754626342,0.483321946706122,0.28193780224523785,0.8740596554588987,0.7851096930008805,0.2714285714285714,0.4928571428571429,0.37142857142857144,0.05
ER(0.5),12,26,20271837,36,26.0,0.6923076923076923,0.7552447552447552,0.8097318232544978,0.7862547979390098,0.40276828892176836,0.28193780224523785,0.9079532027272431,0.8116210590979592,0.05,0.4928571428571429,0.37142857142857144,0.05
ER(0.5),12,27,20271838,40,27.0,0.7407407407407407,0.8080808080808081,0.8451098368951856,0.8205877826982203,0.32221463113741466,0.28193780224523785,0.9267914331062319,0.852162802588015,0.05,0.4928571428571429,0.37142857142857144,0.05
ER(0.5),12,28,20271839,28,21.0,0.6666666666666666,0.7272727272727273,0.8026886417530738,0.7756472717242419,0.483321946706122,0.28193780224523785,0.8895754550797096,0.8147415174117657,0.2714285714285714,0.4928571428571429,0.37142857142857144,0.05
ER(0.5),12,29,20271840,37,28.0,0.6607142857142857,0.7207792207792209,0.7694442554808677,0.7487871844902257,0.40276828892176836,0.28193780224523785,0.8766455200383864,0.7727406752866361,0.05,0.4928571428571429,0.37142857142857144,0.05
ER(0.5),12,30,20271841,36,25.0,0.72,0.7854545454545455,0.8277216232723161,0.8064885848963256,0.40276828892176836,0.241660973353061,0.9077395546280533,0.8318802386857095,0.05,0.4928571428571429,0.37142857142857144,0.05
ER(0.5),14,1,20272012,43,30.0,0.7166666666666667,0.7717948717948718,0.835539936227498,0.7995835775308496,0.32221463113741466,0.28193780224523785,0.912856104603816,0.8373175097255945,0.05,0.4928571428571429,0.37142857142857144,0.05
ER(0.5),14,2,20272013,50,34.0,0.7352941176470589,0.7918552036199095,0.8332244475045842,0.8126348873275769,0.32221463113741466,0.28193780224523785,0.9008575628620924,0.8414910037522493,0.05,0.4928571428571429,0.37142857142857144,0.05
ER(0.5),14,3,20272014,47,34.0,0.6911764705882353,0.744343891402715,0.8004775169660114,0.7698602562021272,0.32221463113741466,0.28193780224523785,0.8834524243886568,0.8055812378299088,0.05,0.4928571428571429,0.37142857142857144,0.05
ER(0.5),14,4,20272015,42,30.0,0.7,0.7538461538461539,0.8245293656269178,0.7969379897673612,0.40276828892176836,0.28193780224523785,0.9084022887862953,0.8231060692996797,0.05,0.4928571428571429,0.37142857142857144,0.05
ER(0.5),14,5,20272016,40,32.0,0.625,0.6730769230769231,0.7521891273631569,0.7171662208356139,0.40276828892176836,0.28193780224523785,0.8694375958291976,0.7435863398724947,0.2714285714285714,0.2714285714285714,0.37142857142857144,0.05
ER(0.5),14,6,20272017,52,34.0,0.7647058823529411,0.8235294117647058,0.871041803678108,0.847052738354269,0.32221463113741466,0.28193780224523785,0.9348804496093718,0.8789945706926978,0.05,0.4928571428571429,0.37142857142857144,0.05
ER(0.5),14,7,20272018,50,34.0,0.7352941176470589,0.7918552036199095,0.8419315159739391,0.8158896151813338,0.32221463113741466,0.28193780224523785,0.9132775713018914,0.849038170116405,0.05,0.4928571428571429,0.37142857142857144,0.05
ER(0.5),14,8,20272019,49,35.0,0.7,0.7538461538461538,0.8082921037570993,0.7792627123938508,0.32221463113741466,0.28193780224523785,0.8927882282129495,0.8146154914840628,0.05,0.4928571428571429,0.37142857142857144,0.05
ER(0.5),14,9,20272020,35,25.0,0.7,0.7538461538461538,0.8414147658518704,0.8055803541668902,0.40276828892176836,0.32221463113741466,0.9290866395516368,0.8560385162768699,0.2714285714285714,0.4928571428571429,0.37142857142857144,0.05
ER(0.5),14,10,20272021,45,30.0,0.75,0.8076923076923077,0.8609657491262915,0.8327646753433425,0.32221463113741466,0.28193780224523785,0.9307555018812391,0.8658639607435139,0.05,0.4928571428571429,0.37142857142857144,0.05
