family,n,instance,seed,m,c_opt,ceil_p1,variant,mse_rel,ew_avg,ew_star_raw,ew_star_nrm,ar_raw,regret_raw,dgamma_raw,dbeta_raw,ar_nrm,regret_nrm,dgamma_nrm,dbeta_nrm,pred_raw,normw_raw,fit_obj,fit_params
WS(k=4;b=0.1),12,1,20301904,24,18.0,0.840888616266094,exactN,0.0,0.0,0.0,0.0,0.8082661503475398,0.03262246591855422,0.0,0.0,0.7879572156158843,0.05293140065020974,0.0,0.0,14.127554035328208,0.9669749009644437,NaN,
WS(k=4;b=0.1),12,1,20301904,24,18.0,0.840888616266094,pert:lowd:0.01,0.009999557783219594,0.899480591715301,0.9609845446065527,0.6731145669522907,0.6666666666666666,0.17422194959942738,-0.5638756044904757,-0.32221463113741466,0.7016571375528339,0.13923147871326014,0.3222146311374148,0.1611073155687074,3636.722942486236,303.23474565406565,NaN,
WS(k=4;b=0.1),12,1,20301904,24,18.0,0.840888616266094,pert:lowd:0.05,0.049939090741676795,0.9954144655545681,0.9996529909519012,0.9047577470236732,0.6666666666666666,0.17422194959942738,-0.5638756044904757,-0.32221463113741466,0.662840704405159,0.17804791186093505,0.16110731556870728,0.24166097335306103,82753.97882562286,6900.330733575256,NaN,
WS(k=4;b=0.1),12,1,20301904,24,18.0,0.840888616266094,pert:lowd:0.2,0.1961385541473385,0.9997349483699185,0.9963850287741887,0.9429645001121016,0.6666666666666666,0.17422194959942738,-0.5638756044904757,-0.32221463113741466,0.6668344969135499,0.1740541193525441,1.5305194979027197,0.12083048667653051,1.3002553770003666e6,108420.67801387493,NaN,
WS(k=4;b=0.1),12,1,20301904,24,18.0,0.840888616266094,pert:lowd:0.5,0.44732003709726714,0.9999645961170084,0.9953243967117068,0.9497750874199918,0.6666666666666666,0.17422194959942738,-0.5638756044904757,-0.32221463113741466,0.6667796941450046,0.17410892212108942,1.5305194979027197,0.20138414446088415,8.096997750990293e6,675161.9704325567,NaN,
WS(k=4;b=0.1),12,1,20301904,24,18.0,0.840888616266094,pert:highd:0.01,0.00472763119152523,0.02464044510780674,0.005575477482356083,0.015443594643889027,0.6666666666666666,0.17422194959942738,-0.5638756044904757,0.48332194670612205,0.7879572156158843,0.05293140065020974,0.0,0.0,15.781396123199327,1.315217647017914,NaN,
WS(k=4;b=0.1),12,1,20301904,24,18.0,0.840888616266094,pert:highd:0.05,0.02283637457796386,0.12259799030767475,0.028042922560968915,0.07896389489712838,0.6666666666666666,0.17422194959942738,-0.5638756044904757,0.48332194670612205,0.8062511516283244,0.03463746463776962,-0.08055365778435353,-0.04027682889217682,36.19695261044796,3.0171888424933866,NaN,
WS(k=4;b=0.1),12,1,20301904,24,18.0,0.840888616266094,pert:highd:0.2,0.08085841292958057,0.4461547908349844,0.11418727147404228,0.33087553021515653,0.6666666666666666,0.17422194959942738,-0.5638756044904757,0.48332194670612205,0.8200142166084645,0.020874399657629494,-0.16110731556870728,-0.08055365778435364,188.1373903585581,15.685264481030476,NaN,
WS(k=4;b=0.1),12,1,20301904,24,18.0,0.840888616266094,pert:highd:0.5,0.16343188552131835,0.785416548562805,0.2891089234092683,0.7441931579456015,0.6666666666666666,0.17422194959942738,-0.5638756044904757,0.48332194670612205,0.8122881947762727,0.028600421489821337,-0.08055365778435353,-0.12083048667653051,849.0913754802251,70.79570675786074,NaN,
WS(k=4;b=0.1),12,1,20301904,24,18.0,0.840888616266094,pert:nulled:0.01,0.004901627078609272,0.04303037862609375,0.0003463745642043351,0.00022760936612295003,0.6666666666666666,0.17422194959942738,-0.5638756044904757,1.248581695657482,0.7879572156158843,0.05293140065020974,0.0,0.0,18.113524887390017,1.50962937368457,NaN,
