family,n,instance,seed,m,c_opt,ceil_p1,variant,mse_rel,ew_avg,ew_star_raw,ew_star_nrm,ar_raw,regret_raw,dgamma_raw,dbeta_raw,ar_nrm,regret_nrm,dgamma_nrm,dbeta_nrm,pred_raw,normw_raw,fit_obj,fit_params
ER(0.5),14,1,20272104,49,34.0,0.8309973636905151,exactN,0.0,0.0,0.0,0.0,0.8015670192390149,0.02943034445150028,0.0,0.0,0.8037412614971854,0.027256102193329745,0.0,0.0,26.73663926598856,0.9793727048338023,NaN,
ER(0.5),14,1,20272104,49,34.0,0.8309973636905151,pert:lowd:0.01,0.009999487143911688,0.980896967688146,0.9875560140382251,0.906992047057883,0.7205882352941176,0.1104091283963975,-0.32221463113741466,-0.28193780224523785,0.7310269291179111,0.09997043457260402,0.48332194670612205,0.20138414446088415,100847.79232879868,4119.198016308641,NaN,
ER(0.5),14,1,20272104,49,34.0,0.8309973636905151,pert:lowd:0.05,0.0499372973984321,0.9986471531143931,0.9975900660668191,0.955391882049371,0.7205882352941176,0.1104091283963975,-0.32221463113741466,-0.28193780224523785,0.7243067129517662,0.10669065073874895,0.9666438934122439,0.20138414446088415,2.4587124554802286e6,100428.74726886654,NaN,
ER(0.5),14,1,20272104,49,34.0,0.8309973636905151,pert:lowd:0.2,0.19611130116256584,0.9996963822936963,0.9986125290989079,0.96295648835794,0.7205882352941176,0.1104091283963975,-0.32221463113741466,-0.28193780224523785,0.7205882352941179,0.11040912839639727,2.0138414446088415,0.16110731556870728,3.915334872946445e7,1.599263346885316e6,NaN,
ER(0.5),14,1,20272104,49,34.0,0.8309973636905151,pert:lowd:0.5,0.4471906722061573,0.9998164309588121,0.9987835780540415,0.9643999226175407,0.7205882352941176,0.1104091283963975,-0.32221463113741466,-0.28193780224523785,0.7205882352941179,0.11040912839639727,-1.1277512089809514,0.724982920059183,2.444761971113788e8,9.98591365626254e6,NaN,
ER(0.5),14,1,20272104,49,34.0,0.8309973636905151,pert:highd:0.01,0.004967135074629325,0.032097763291640075,0.0029140001329563737,0.008360335792016102,0.7205882352941178,0.11040912839639738,-0.32221463113741466,0.5235987755982989,0.7895086621385575,0.04148870155195761,0.08055365778435375,0.04027682889217682,40.20284000052169,1.6411918039222049,NaN,
ER(0.5),14,1,20272104,49,34.0,0.8309973636905151,pert:highd:0.05,0.02400496400725521,0.1588207925030265,0.014564690103897372,0.042045795765465195,0.7205882352941178,0.11040912839639738,-0.32221463113741466,0.5235987755982989,0.7895086621385575,0.04148870155195761,0.08055365778435375,0.04027682889217682,142.95201215035326,5.837265636476882,NaN,
ER(0.5),14,1,20272104,49,34.0,0.8309973636905151,pert:highd:0.2,0.08510884969595071,0.5437210241296864,0.058109244187673166,0.17014926154085,0.7205882352941178,0.11040912839639738,-0.32221463113741466,0.5235987755982989,0.7971035283840444,0.03389383530647072,0.08055365778435375,0.0,1097.3752308175972,44.81866179889587,NaN,
ER(0.5),14,1,20272104,49,34.0,0.8309973636905151,pert:highd:0.5,0.17223590702244038,0.8540927456814371,0.14372528867593587,0.4142273095606696,0.7205882352941178,0.11040912839639738,-0.32221463113741466,0.5235987755982989,0.8164578551412054,0.014539508549309743,-0.08055365778435375,-0.0805536577843537,5702.023988124915,232.8946507621815,NaN,
ER(0.5),14,1,20272104,49,34.0,0.8309973636905151,pert:nulled:0.01,0.00619330149031903,0.05946781220122788,0.0007721842627381071,0.0021880817091092814,0.7205882352941176,0.1104091283963975,-0.32221463113741466,1.2888585245496587,0.8037412614971854,0.027256102193329745,0.0,0.0,61.03425002912884,2.4918519018918155,NaN,
ER(0.5),14,1,20272104,49,34.0,0.8309973636905151,pert:nulled:0.05,0.0300221865198585,0.28515843256452783,0.003860985163806483,0.010917178262942539,0.7205882352941176,0.1104091283963975,-0.32221463113741466,1.2888585245496587,0.8037412614971854,0.027256102193329745,0.0,0.0,371.07298433445595,15.154017412292657,NaN,
ER(0.5),14,1,20272104,49,34.0,0.8309973636905151,pert:nulled:0.2,0.10734204345139628,0.7641734592730276,0.01544358607745627,0.04329489642619847,0.7205882352941176,0.1104091283963975,-0.32221463113741466,1.2888585245496587,0.8037412614971854,0.027256102193329745,0.0,0.0,3869.3179501699997,158.03743819167434,NaN,
ER(0.5),14,1,20272104,49,34.0,0.8309973636905151,pert:nulled:0.5,0.21897550586868839,0.9465903023161943,0.0385916639025312,0.10609582872177638,0.7205882352941176,0.1104091283963975,-0.32221463113741466,1.2888585245496587,0.8151441434021507,0.015853220288364445,-0.08055365778435375,-0.040276828892176875,21929.174939585882,895.7004381917043,NaN,
ER(0.5),14,1,20272104,49,34.0,0.8309973636905151,pert:random:0.01,0.009619966089566799,0.9295033014522508,0.8869379336219069,0.8178394408036466,0.7205882352941176,0.1104091283963975,-0.32221463113741466,1.2888585245496587,0.7368657006170864,0.09413166307342868,0.5638756044904756,0.16110731556870728,19577.235657765974,799.6339623003407,NaN,
ER(0.5),14,1,20272104,49,34.0,0.8309973636905151,pert:random:0.05,0.04754726427431559,0.9961868433229344,0.9994466202930153,0.9957409446588329,0.7205882352941176,0.1104091283963975,-0.32221463113741466,1.2888585245496587,0.6557367575165621,0.175260606173953,-0.7249829200591831,0.4027682889217683,462120.5727344597,18875.752297769628,NaN,
ER(0.5),14,1,20272104,49,34.0,0.8309973636905151,pert:random:0.2,0.18024650699795333,0.999562112460197,0.9983151958745107,0.9719714213333251,0.7205882352941176,0.1104091283963975,-0.32221463113741466,1.2888585245496587,0.7129874407981512,0.1180099228923639,0.8860902356278906,0.36249146002959154,7.313394707622288e6,298723.7464850974,NaN,
ER(0.5),14,1,20272104,49,34.0,0.8309973636905151,pert:random:0.5,0.3919894091836517,0.9998378957854304,0.9970940438775288,0.965006155215633,0.7205882352941176,0.1104091283963975,-0.32221463113741466,1.2888585245496587,0.7129874407981512,0.1180099228923639,0.8860902356278906,0.36249146002959154,4.560837960247795e7,1.8629265526828375e6,NaN,
ER(0.5),14,1,20272104,49,34.0,0.8309973636905151,fit:triangle:mse,0.7277500285134834,0.9974551391137103,0.9964579637495999,0.999871522837018,0.5401664394358233,0.2908309242546918,0.6444292622748293,1.0069207223044208,0.7119998206799517,0.11899754301056342,0.48332194670612205,0.2819378022452378,457219.1588290188,19960.675236288975,0.7277500285134834,2.85792;0.535326;0.225247;0.234468
ER(0.5),14,1,20272104,49,34.0,0.8309973636905151,fit:triangle:wgt,0.9239011204586802,0.959468648375583,0.9434698544588983,0.965826239012844,0.5478737368265736,0.28312362686394155,0.8055365778435367,0.9666438934122439,0.741791828611717,0.08920553507879814,0.4027682889217683,-0.2819378022452379,497.31217628565696,21.410876132369147,0.9562993957716802,0.05;0.836415;0.117102;0.378946
ER(0.5),14,1,20272104,49,34.0,0.8309973636905151,fit:normal:mse,0.6324157171679515,0.9999931821330811,0.9888129665049641,0.9999021121314214,0.7205882352941176,0.1104091283963975,-0.32221463113741466,-0.28193780224523785,0.7205882352941172,0.11040912839639794,2.0138414446088415,0.36249146002959154,11372.896190544583,461.4022596665594,0.6324157171679515,25.207;5.02669;4.71947
ER(0.5),14,1,20272104,49,34.0,0.8309973636905151,fit:normal:wgt,0.9995948505112641,0.9721209351893991,0.9498011312133366,0.9837513430805019,0.720619694887108,0.11037766880340716,2.497163391314964,-0.24166097335306103,0.7205882352941176,0.1104091283963975,-1.1277512089809514,1.208304866765305,5.516120465768651e7,2.320448467387775e6,0.9674616569487442,17.744;150.05;0.01
ER(0.5),14,1,20272104,49,34.0,0.8309973636905151,paper:empP,0.898376635694052,0.8373713262764051,0.8705391394597233,0.8393857807506925,0.46959291981495954,0.3614044438755556,0.4027682889217684,0.8055365778435366,0.8242186902187095,0.006778673471805607,-0.4027682889217683,0.0,1194.603453706518,262.068700159586,NaN,
ER(0.5),14,1,20272104,49,34.0,0.8309973636905151,paper:binP,0.898376635694052,0.8373713262764051,0.8705391394597233,0.8393857807506925,0.5362854022525849,0.2947119614379302,0.16110731556870733,0.9263670645200672,0.7871635121253859,0.0438338515651292,-0.08055365778435375,0.08055365778435364,46.52878626167521,2.550388948612674,NaN,
ER(0.5),14,2,20272105,51,36.0,0.8140150288718456,exactN,0.0,0.0,0.0,0.0,0.7872949111796059,0.026720117692239698,0.0,0.0,0.7903261535642749,0.02368887530757069,0.0,0.0,27.75140998383359,0.977382207062069,NaN,
ER(0.5),14,2,20272105,51,36.0,0.8140150288718456,pert:lowd:0.01,0.009999487392616283,0.9804776760634253,0.9878112192981049,0.9073815307312026,0.7083333333333334,0.10568169553851225,-0.32221463113741466,-0.28193780224523785,0.7131011195315582,0.10091390934028743,0.4027682889217685,0.20138414446088415,104978.06902196567,4119.932155205921,NaN,
ER(0.5),14,2,20272105,51,36.0,0.8140150288718456,pert:lowd:0.05,0.04993730353156112,0.9986554767131351,0.997761848326074,0.9559027369299702,0.7083333333333334,0.10568169553851225,-0.32221463113741466,-0.28193780224523785,0.7078777536218565,0.10613727524998917,1.5305194979027197,0.0,2.559414761347219e6,100446.87696588942,NaN,
