family,n,instance,seed,m,ar_uniform,ar_balanced,ceil_p1,ar_samp_p1,ar_exact_p1,ceil_p3,ar_samp_p3,ar_exact_p3,sum_leakage_p3,overlap_p3,distance_p3
BA(k=2),16,1,20292212,28,0.6363636363636364,0.6787878787878788,0.7960607234090589,0.739051378462626,0.7530645945070088,0.8764089011230621,0.7862165240418041,0.7957026662553663,0.2653985709807736,0.9590489056893233,0.23737774387777022
BA(k=2),16,2,20292213,28,0.6086956521739131,0.6492753623188406,0.7755222424888778,0.740703881601891,0.7383204427617255,0.8792928988437655,0.8143946205199286,0.7949754136795003,0.49492552737249323,0.8823726096619456,0.3654979331691871
BA(k=2),16,3,20292214,28,0.5833333333333334,0.6222222222222222,0.750381709812414,0.7134436000757729,0.7105827422709695,0.8527864411451462,0.7730951541183044,0.7686509268326116,0.4458013100106287,0.9111277853011143,0.32560382569538787
BA(k=2),16,4,20292215,28,0.6363636363636364,0.6787878787878788,0.7979798448600348,0.7397455558553848,0.7539495766116161,0.8841327432701349,0.7748974635408125,0.7981374269323859,0.4861858674240806,0.8698851483541841,0.4199928288726423
BA(k=2),16,5,20292216,28,0.5833333333333334,0.6222222222222222,0.7426163392781661,0.6486063679779673,0.7061968599414592,0.8425155804788561,0.7022691101144094,0.7373717859451311,0.5995198268783812,0.8788101872243151,0.32357168243407247
BA(k=2),16,6,20292217,28,0.6086956521739131,0.6492753623188406,0.7794988352286092,0.7441953480197107,0.7416250248576098,0.8931135685642688,0.8406068886993205,0.7782469225033793,0.6544068524044658,0.8436635647109125,0.40826523042200685
BA(k=2),16,7,20292218,28,0.6363636363636364,0.6787878787878788,0.8085550935988214,0.7855477617860106,0.7724103911292585,0.8948653286330006,0.8262724823580573,0.8262724823580573,0.4040857950111271,0.9106711960426013,0.34637853802121016
BA(k=2),16,8,20292219,28,0.6666666666666666,0.7111111111111111,0.8331652548457669,0.8137334061210098,0.7962337634901748,0.9160048049381663,0.8430868226900184,0.8564150503211184,0.3866374529259091,0.9089654703063799,0.3590729266180917
BA(k=2),16,9,20292220,28,0.5833333333333334,0.6222222222222222,0.7351338272084577,0.7237333327270162,0.6930437947487338,0.8509967682645104,0.7775874759720401,0.7367571814131204,0.7582857755329098,0.6997964122192071,0.6236663487707619
BA(k=2),16,10,20292221,28,0.6666666666666666,0.7111111111111111,0.8353675797815212,0.8132104868352612,0.7960148643581071,0.9148851247111974,0.8749437241949252,0.8558536185654675,0.5243090924630724,0.8799134376904226,0.37413953429466074
BA(k=2),16,11,20292222,28,0.6086956521739131,0.6492753623188406,0.7841549395219534,0.7427886280734086,0.7427886280734086,0.8860290227845973,0.7886851969922601,0.8019527314025767,0.3925855585186442,0.9065106205209104,0.36389982656753656
BA(k=2),16,12,20292223,28,0.5833333333333334,0.6222222222222222,0.7388301565012028,0.7170853161487515,0.6936467673355272,0.8458107140369187,0.7788001875303697,0.7390540287951802,0.5860718755320362,0.8982248983766347,0.27598424477396427
BA(k=2),16,13,20292224,28,0.5833333333333334,0.6222222222222222,0.7559435829534253,0.7355242380504166,0.7144400072821714,0.8782641100241412,0.7992802422508921,0.7757275653816551,0.6964646382087174,0.7509521591380679,0.5690739747034841
BA(k=2),16,14,20292225,28,0.6086956521739131,0.6492753623188406,0.7794650969865952,0.73924441714834,0.73924441714834,0.8699646839801479,0.7954118719040985,0.7954118719040985,0.41825634985853394,0.9055199977716124,0.355354407252878
BA(k=2),16,15,20292226,28,0.6086956521739131,0.6492753623188406,0.7718182904269828,0.7297616140128366,0.7234296655571676,0.8689953667735028,0.7923250093565979,0.7923250093565979,0.4182355306098782,0.9129432247005521,0.33326566280364955
BA(k=2),16,16,20292227,28,0.6363636363636364,0.6787878787878788,0.814954753385091,0.7858164095563199,0.774043565375086,0.9101460084686671,0.8301125214251264,0.8301125214251264,0.4015328162895976,0.9111046029416777,0.34619099606061726
BA(k=2),16,17,20292228,28,0.6363636363636364,0.6787878787878788,0.7975793057137538,0.7478200028225903,0.7529992871517991,0.8841799546371434,0.7963380177769604,0.8191103591467624,0.2791428008650105,0.9580639799260973,0.23582129445608233
BA(k=2),16,18,20292229,28,0.6363636363636364,0.6787878787878788,0.8187617329180441,0.7919166769559994,0.7766933081098292,0.911269711464536,0.8419107411133059,0.8345498699573912,0.4117768067115565,0.9291974929930555,0.27428238893580775
BA(k=2),16,19,20292230,28,0.6086956521739131,0.6492753623188406,0.7823165889868724,0.7462861753548118,0.7431390873412989,0.8799324436093418,0.8144432738937776,0.8015537417619903,0.46775732692319816,0.908888818493172,0.30972069924715495
BA(k=2),16,20,20292231,28,0.6086956521739131,0.6492753623188406,0.787021731264753,0.7450513069062512,0.7436547282310909,0.9059487967163001,0.8036825196248626,0.806688037018197,0.6215930151736019,0.7966125462613639,0.522358528008422
