family,n,instance,seed,m,ar_uniform,ar_balanced,ceil_p1,ar_samp_p1,ar_exact_p1,ceil_p3,ar_samp_p3,ar_exact_p3,sum_leakage_p3,overlap_p3,distance_p3
ER(0.5),18,1,20272412,79,0.7452830188679245,0.7891231964483906,0.8441667152577045,0.8227050702680019,0.8105139966455513,0.9180663360916799,0.8518468569536531,0.8282338773781186,0.39774421544485655,0.9097599330688704,0.3533999503187277
ER(0.5),18,2,20272413,76,0.7037037037037037,0.7450980392156863,0.8012928998804654,0.7681590966795665,0.7661782870247151,0.8933156204347725,0.7956394716411362,0.7845458605476994,0.33597148135223437,0.9730744011838698,0.11855188799298118
ER(0.5),18,3,20272414,85,0.7589285714285714,0.8035714285714286,0.8496322278089006,0.8227824980356688,0.8192047258828676,0.9176354223531101,0.8460316435423308,0.8389431404973641,0.3132508543723058,0.953839847968904,0.23155230735815385
ER(0.5),18,4,20272415,80,0.7272727272727273,0.7700534759358288,0.8188973335691158,0.7897009030683041,0.7897009030683041,0.8976609566017465,0.8064395452841766,0.8064395452841766,0.197465204495401,0.97907377593892,0.16451673358007343
ER(0.5),18,5,20272416,78,0.7358490566037735,0.779134295227525,0.8329518470054931,0.8017563446931679,0.7999760722146279,0.9121459844565232,0.8467487440931164,0.8175886502123386,0.41329749698790413,0.919015333249953,0.3142336448272103
ER(0.5),18,6,20272417,78,0.7222222222222222,0.7647058823529412,0.8132085212667926,0.7839929792134376,0.7839929792134376,0.8860085832250986,0.7997420893193963,0.7997420893193963,0.18560614007065718,0.9812506645273601,0.15633275049421544
ER(0.5),18,7,20272418,75,0.7075471698113207,0.7491675915649278,0.8093481162149377,0.7561429337852034,0.7714165140794432,0.8854596672199113,0.7935225020817407,0.7900306494146451,0.5142853791693245,0.9201804685816709,0.2604027475409574
ER(0.5),18,8,20272419,71,0.696078431372549,0.7370242214532872,0.7947210284900069,0.7582161324706878,0.7582161324706878,0.878569935126293,0.8059167198320984,0.7760439025269212,0.3896457280204318,0.9265268338956025,0.300682895985095
ER(0.5),18,9,20272420,71,0.71,0.7517647058823529,0.8113624413600954,0.7734363747088612,0.7734363747088612,0.8910563573451654,0.7914261367017488,0.7914261367017488,0.1695865410403257,0.9842939074017085,0.14315889378452445
ER(0.5),18,10,20272421,75,0.7352941176470589,0.7785467128027681,0.8403983815702881,0.8160855948801478,0.8014323493799322,0.9258377578489123,0.8603851613349024,0.8208294522715484,0.6224861903430464,0.7887375504328337,0.5355056122966843
ER(0.5),18,11,20272422,81,0.7363636363636363,0.7796791443850267,0.832536977925998,0.8019689984318753,0.8005875803096718,0.908617855802644,0.8281657403923774,0.8182824374704628,0.30663954802052007,0.9551154178623239,0.22851751049633576
ER(0.5),18,12,20272423,91,0.7711864406779662,0.8165503489531406,0.8566074709132342,0.8368808720929692,0.8310110615031189,0.9252233395993746,0.8686948843356154,0.8493993032084519,0.45840863667103093,0.8829633513579764,0.40042822590984256
ER(0.5),18,13,20272424,79,0.7452830188679245,0.7891231964483906,0.8446301094251131,0.8106884091762663,0.8106884091762663,0.9229983713701627,0.84009726796773,0.8288302145111411,0.3584229115748798,0.9189094785486911,0.3429524525742446
ER(0.5),18,14,20272425,76,0.7450980392156863,0.7889273356401384,0.8449844618847836,0.8201803867346538,0.8105999916018354,0.9168969035865701,0.8399138338510158,0.8279822014915287,0.33440334091184987,0.9290912603654156,0.3210402812474984
ER(0.5),18,15,20272426,72,0.7058823529411765,0.7474048442906575,0.8097557269799248,0.772157900344781,0.7698853805548274,0.8968991612075095,0.8057251377391085,0.7888189055425813,0.33902885606033206,0.9689518064696999,0.14480132085368694
ER(0.5),18,16,20272427,88,0.7457627118644068,0.7896311066799601,0.8337576481068862,0.810624642623793,0.8047180659162143,0.9189212268334659,0.8384422415807572,0.8250791270245685,0.5774665806144346,0.8119935334395703,0.5089721054248194
ER(0.5),18,17,20272428,65,0.7222222222222222,0.7647058823529412,0.8369349209778953,0.8073579860992444,0.8049999029105223,0.9141476809081442,0.8460681897898632,0.8373456649177538,0.4490686800738434,0.9499250387163721,0.16778542547821304
ER(0.5),18,18,20272429,71,0.7244897959183674,0.7671068427370948,0.8305962828568851,0.7923326491749937,0.7900324021519048,0.9107239817254523,0.8165982155511603,0.8354703389993466,0.2887546417412133,0.9800380456032317,0.10062742211837687
ER(0.5),18,19,20272430,87,0.7372881355932204,0.7806580259222333,0.8210028802021304,0.7947705372968641,0.7947705372968641,0.8940849231585422,0.8076301988114043,0.812860187638016,0.21353856905132446,0.971254813065986,0.20254408327008422
ER(0.5),18,20,20272431,79,0.7596153846153846,0.8042986425339366,0.8473102148235607,0.807700114130274,0.8223653214361751,0.9137254510512979,0.8406781974749593,0.8370021466818004,0.3012840908543739,0.9765043809463374,0.11863955285485121
