family,n,instance,seed,m,ar_uniform,ar_balanced,ceil_p1,ar_samp_p1,ar_exact_p1,ceil_p3,ar_samp_p3,ar_exact_p3,sum_leakage_p3,overlap_p3,distance_p3
BA(k=4),18,1,20302412,56,0.6829268292682927,0.7230989956958394,0.8086357474269127,0.7720699502579563,NaN,0.8944767359466508,0.8069576747156499,NaN,0.3071032998254281,0.9519365513327332,0.24598862829121912
BA(k=4),18,2,20302413,56,0.7,0.7411764705882353,0.820723541149676,0.7694954992297228,NaN,0.9035345964252499,0.8160773421718612,NaN,0.324311818579387,0.9766326393335759,0.10573388739990071
BA(k=4),18,3,20302414,56,0.7,0.7411764705882353,0.8148472653228354,0.7566680848241898,NaN,0.8979746972336657,0.8140099501237845,NaN,0.41219235018035816,0.9556831302813724,0.16890734096888835
BA(k=4),18,4,20302415,56,0.6829268292682927,0.7230989956958394,0.8018147024417733,0.7796213689207259,NaN,0.8828822548172703,0.8149769215458339,NaN,0.48898457445641264,0.8623989784454171,0.4373788244852054
BA(k=4),18,5,20302416,56,0.6666666666666666,0.7058823529411765,0.7835011478562631,0.748796605337449,NaN,0.8746937358516137,0.8073035437811269,NaN,0.5252489937813054,0.868099088746207,0.40862822183422975
BA(k=4),18,6,20302417,56,0.7,0.7411764705882353,0.8206456405401831,0.7681007474331402,NaN,0.9037790693738303,0.8026612904966569,NaN,0.26024379941298237,0.9806821769562506,0.11858579095144456
BA(k=4),18,7,20302418,56,0.6829268292682927,0.7230989956958394,0.8007255208704006,0.7751360294835329,NaN,0.8892735678317705,0.8232648828085396,NaN,0.5113893549678731,0.8734370686518521,0.4011356175358145
BA(k=4),18,8,20302419,56,0.6666666666666666,0.7058823529411765,0.7919309142212185,0.7475344663099177,NaN,0.8792065293034858,0.7833625401090893,NaN,0.294374590092992,0.9485058045000053,0.26892901496786015
BA(k=4),18,9,20302420,56,0.6829268292682927,0.7230989956958394,0.8053110594353846,0.7641300007082832,NaN,0.887243326733787,0.7984669999554475,NaN,0.2880834989291673,0.9505575066238416,0.26366829656629803
BA(k=4),18,10,20302421,56,0.6829268292682927,0.7230989956958394,0.8066613987361739,0.7474686296995243,NaN,0.9031399628683804,0.7919105110030427,NaN,0.3533847951210034,0.9619963999129167,0.17270854572758298
BA(k=4),18,11,20302422,56,0.6829268292682927,0.7230989956958394,0.8058426943620669,0.7671569592735853,NaN,0.8869979774130231,0.8197959146495062,NaN,0.43324553803911114,0.9316882358427032,0.2588811009368547
BA(k=4),18,12,20302423,56,0.6829268292682927,0.7230989956958394,0.7962327311476975,0.7738032977201832,NaN,0.8767842638413845,0.8320249910057558,NaN,0.6836658434800049,0.7918789264358493,0.5041066948629177
BA(k=4),18,13,20302424,56,0.6829268292682927,0.7230989956958394,0.8015305510855286,0.7701083615062807,NaN,0.8836342995489511,0.7966311810469401,NaN,0.2981556498104813,0.9470419109939447,0.27282134728952245
BA(k=4),18,14,20302425,56,0.6829268292682927,0.7230989956958394,0.7953467970605304,0.7727671993810896,NaN,0.88459378562519,0.8099460337089106,NaN,0.5086880026230856,0.8508856789643547,0.4552151326077342
BA(k=4),18,15,20302426,56,0.6829268292682927,0.7230989956958394,0.7987526937150468,0.7647785737302698,NaN,0.8819849508792381,0.8156493157741238,NaN,0.44672368870029777,0.9290760427707266,0.2610844300295682
BA(k=4),18,16,20302427,56,0.6829268292682927,0.7230989956958394,0.8079325854758315,0.7651310947409112,NaN,0.8947419092648041,0.807122209550422,NaN,0.3100105802817265,0.951038944160691,0.24826098218339684
BA(k=4),18,17,20302428,56,0.7,0.7411764705882353,0.8205255227101074,0.7848441958339577,NaN,0.9086537213726686,0.8478239322935069,NaN,0.5411728102247647,0.9228310934810249,0.23282521084438937
BA(k=4),18,18,20302429,56,0.6829268292682927,0.7230989956958394,0.8037372364681554,0.7769754347821803,NaN,0.9033599567367718,0.818197306154032,NaN,0.4932639410434978,0.8693169932483974,0.4194103589099916
BA(k=4),18,19,20302430,56,0.717948717948718,0.7601809954751132,0.8365362023603072,0.8033109703130268,NaN,0.9154510617459507,0.8592761038061522,NaN,0.47394532411270307,0.8941565310541367,0.35873354700190657
BA(k=4),18,20,20302431,56,0.6829268292682927,0.7230989956958394,0.8043095379307964,0.779935966544736,NaN,0.8899936021175826,0.8175481496515081,NaN,0.4905511141247636,0.861974964093601,0.43777400158409285
