family,n,instance,seed,m,ar_uniform,ar_balanced,ceil_p1,ar_samp_p1,ar_exact_p1,ceil_p3,ar_samp_p3,ar_exact_p3,sum_leakage_p3,overlap_p3,distance_p3
ER(0.25),16,1,20282212,26,0.6190476190476191,0.6603174603174603,0.7859722035614902,0.7551115946134406,0.7502305081521732,0.8909449028623184,0.8037461882600079,0.8054132245528639,0.41035657310845775,0.908303677296648,0.35047862516111594
ER(0.25),16,2,20282213,25,0.5952380952380952,0.634920634920635,0.7845732317887265,0.7328066202894474,0.7459854647272677,0.8832110834459925,0.7824376618468653,0.7950804921621824,0.3545559119816548,0.9225199425032591,0.3324454621546777
ER(0.25),16,3,20282214,32,0.6153846153846154,0.6564102564102564,0.7719775543681568,0.7382288320990564,0.7315973756407329,0.863865277740161,0.7740492361152304,0.7740492361152304,0.3219620602247929,0.9440330189911403,0.2730229507945406
ER(0.25),16,4,20282215,26,0.5909090909090909,0.6303030303030304,0.792387906239962,0.7505623457199649,0.7457304117633299,0.9013788835324706,0.8256092175443274,0.8004020077909633,0.533701964661092,0.8647571577258977,0.409886803119152
ER(0.25),16,5,20282216,33,0.6111111111111112,0.6518518518518519,0.7643706067794277,0.6917562518022765,0.7255220025082515,0.8591434605743464,0.729343790391439,0.7680594633851477,0.5425915152387637,0.9104183649856388,0.2821465744723835
ER(0.25),16,6,20282217,33,0.6346153846153846,0.676923076923077,0.797966110748196,0.7675603271988887,0.7548435969406928,0.8946774709378926,0.8346340100681819,0.7996761285950543,0.6186674539388856,0.8124243260422372,0.49073397284651027
ER(0.25),16,7,20282218,31,0.62,0.6613333333333334,0.7960379188925674,0.7501549838099987,0.7571116949713153,0.8931028445821144,0.8098134515928471,0.7915458222409939,0.5341743690543359,0.8400831742534183,0.46968129603640474
ER(0.25),16,8,20282219,39,0.6290322580645161,0.6709677419354839,0.7564521297964848,0.7051763547251936,0.7203406646340362,0.8483314909350846,0.7127695236175866,0.7712342950944941,0.25966813155356566,0.9754430057348727,0.14760632333062274
ER(0.25),16,9,20282220,31,0.6458333333333334,0.688888888888889,0.8046017205055175,0.7601124409953969,0.765913940148704,0.8992038962521279,0.8033447109001793,0.8091996972538089,0.5226885727558115,0.9231323216461356,0.2476514678405151
ER(0.25),16,10,20282221,35,0.6481481481481481,0.6913580246913581,0.7963785839492734,0.7536099853005425,0.7609855315695979,0.8941860855903206,0.8301108976571074,0.8076335081818331,0.5928762118254982,0.8166343434451006,0.4812626064137891
ER(0.25),16,11,20282222,25,0.5952380952380952,0.634920634920635,0.7883709395905958,0.7662999432671698,0.7455156914735808,0.8942548069649683,0.7970165700020898,0.796270606751073,0.4892701021154165,0.8497552078220677,0.4598501764457947
ER(0.25),16,12,20282223,28,0.6086956521739131,0.6492753623188406,0.7821256406882678,0.7179028155802674,0.7420489401883208,0.8865562478524212,0.7463148347663033,0.7996283052190422,0.3753771336354588,0.9606792681574874,0.16465529467683443
ER(0.25),16,13,20282224,30,0.625,0.6666666666666666,0.7908472850888119,0.7526335933497176,0.7586347989889616,0.8755260313010828,0.7984658106023664,0.7881107193518403,0.39117843766708343,0.9066301017008125,0.36413868838663815
ER(0.25),16,14,20282225,31,0.62,0.6613333333333334,0.7671561162419632,0.7203106834361557,0.7338920104961426,0.8807863130695023,0.7984350041066764,0.7752184436936622,0.46045826990437766,0.9338455670110984,0.23404448218346804
ER(0.25),16,15,20282226,24,0.6,0.64,0.8048085111376226,0.7610344254529517,0.7566131123542187,0.9029084078882876,0.8104540204886561,0.8104540204886561,0.34554214711069536,0.9327852691155591,0.3025677197546
ER(0.25),16,16,20282227,37,0.6379310344827587,0.6804597701149425,0.7865665910303533,0.7499110053590102,0.7499110053590102,0.8698256740459284,0.7866574871924403,0.7945760964946278,0.3312624175421169,0.9334652167294608,0.30735183720924697
ER(0.25),16,17,20282228,31,0.62,0.6613333333333334,0.783905350165687,0.7459582640082837,0.7391405062057582,0.8796628410042564,0.7843029325485082,0.7843029325485082,0.3056888146428058,0.9497918954824452,0.2583179460666814
ER(0.25),16,18,20282229,28,0.6666666666666666,0.7111111111111111,0.8433033367057673,0.8141184817674931,0.8094122225839984,0.9364700946173853,0.8762211545775568,0.8423841808490758,0.5212786439787784,0.8701952247935353,0.40196012761954986
ER(0.25),16,19,20282230,29,0.6304347826086957,0.672463768115942,0.796821693584025,0.7765449633526091,0.750948446415249,0.8925192502139658,0.829648279072169,0.7964408832738199,0.5982173367414316,0.8089621477594378,0.502404813805349
ER(0.25),16,20,20282231,35,0.6730769230769231,0.717948717948718,0.8335187647924951,0.8130957381098044,0.7965779914951366,0.9240808091400893,0.8474965962008505,0.8394816887872154,0.4648985520428674,0.8710115167060598,0.42581711400384503
