family,n,instance,seed,m,ar_uniform,ar_balanced,ceil_p1,ar_samp_p1,ar_exact_p1,ceil_p3,ar_samp_p3,ar_exact_p3,sum_leakage_p3,overlap_p3,distance_p3
ER(0.5),16,1,20272212,53,0.6973684210526315,0.743859649122807,0.81773145034473,0.7829769844836812,0.7797355608902815,0.9004257019188232,0.8443027003673083,0.8196690491574439,0.4785232601109475,0.9102773799851058,0.3100797415820993
ER(0.5),16,2,20272213,67,0.7613636363636364,0.8121212121212121,0.8592611758057526,0.8197931603850684,0.8270813099053708,0.9314126388232625,0.8544463490965932,0.84372473024916,0.30291977141891185,0.9757198188510752,0.12453201586253985
ER(0.5),16,3,20272214,61,0.6777777777777778,0.7229629629629629,0.7801720468237034,0.7539562945831173,0.7492662087818871,0.8705720131027105,0.7837603846808605,0.7837603846808605,0.3430507016743055,0.931474316910263,0.30892191293870336
ER(0.5),16,4,20272215,61,0.7093023255813954,0.7565891472868217,0.8116711045271825,0.7729045028885045,0.782736889268783,0.8879780447155641,0.8039005833324491,0.8156079964113333,0.2913347387651332,0.9767689727735087,0.12583189058423414
ER(0.5),16,5,20272216,63,0.7159090909090909,0.7636363636363637,0.8176020252658366,0.7799112323255476,0.7819763412615491,0.9029559597429325,0.7980623194097363,0.8229036234522535,0.15967311043098703,0.9860422687138088,0.13487924440395377
ER(0.5),16,6,20272217,64,0.7272727272727273,0.7757575757575758,0.824506052201675,0.7908368077507762,0.7908368077507762,0.8999840999856118,0.8279568192996236,0.8308523695334795,0.33163514732320454,0.963921172855718,0.17872760101781157
ER(0.5),16,7,20272218,59,0.7023809523809523,0.7492063492063492,0.812660404052595,0.789288097950793,0.782681025348633,0.8964078402604145,0.8351258057392636,0.8200639205714576,0.6488006009133265,0.7942514774543865,0.515671476054582
ER(0.5),16,8,20272219,58,0.6904761904761905,0.7365079365079366,0.7980281517544738,0.7689979894625222,0.7689979894625222,0.8837433253542457,0.7997967562590697,0.7997967562590697,0.32183278130078313,0.9390785469327463,0.29183591533227343
ER(0.5),16,9,20272220,68,0.7391304347826086,0.7884057971014492,0.8368496284619592,0.8230824656328959,0.8037078169607245,0.9116719074669931,0.8551343180708377,0.8208463698553088,0.5798994398907311,0.8135197675364482,0.5039860589144457
ER(0.5),16,10,20272221,61,0.7439024390243902,0.7934959349593496,0.8511325235868513,0.8254114614637581,0.8207515978280555,0.9258105402985909,0.8550006020035775,0.8603072927311914,0.32759288100955936,0.9366974001199799,0.29764646840427833
ER(0.5),16,11,20272222,55,0.7051282051282052,0.7521367521367521,0.8175532155531838,0.7729999908234336,0.7855235698743963,0.9005423290596323,0.8124001809431588,0.8231457645388841,0.3097401883146188,0.9759881389598811,0.12302197326902131
ER(0.5),16,12,20272223,57,0.7125,0.76,0.8235394138177694,0.8088631455879594,0.7933540298761388,0.9070784181320881,0.8406083881879927,0.8304314137802404,0.5114240229433569,0.8511198589365181,0.4534952516692533
ER(0.5),16,13,20272224,64,0.7441860465116279,0.7937984496124031,0.8446762478195716,0.8294821750375562,0.8095133402890206,0.9223586709924911,0.8650574386514644,0.850788153557769,0.5342293412298753,0.8483772044106749,0.45094050779762007
ER(0.5),16,14,20272225,45,0.6428571428571429,0.6857142857142857,0.7697312049481747,0.7400562237587931,0.735746202582638,0.8614561393780817,0.7601327851688292,0.763454398422052,0.36392881131204247,0.9158753253709461,0.3497303578708308
ER(0.5),16,15,20272226,64,0.7272727272727273,0.7757575757575758,0.8327097527973819,0.8028543525975436,0.7951278707388912,0.9142018928151298,0.8378626575573415,0.8378626575573415,0.3519514365123123,0.9279826569728736,0.3165900860001513
ER(0.5),16,16,20272227,66,0.7333333333333333,0.7822222222222223,0.8338237857046538,0.7981365493349198,0.7981365493349198,0.9159526291495274,0.8391277234976542,0.8161907314051535,0.43828802572665754,0.9462522398207717,0.20079495126207364
ER(0.5),16,17,20272228,59,0.7023809523809523,0.7492063492063492,0.8080245249847001,0.78096616909268,0.78096616909268,0.8865526723483732,0.8108072250126294,0.8108072250126294,0.3237888691527892,0.9383664174799292,0.2935143436976478
ER(0.5),16,18,20272229,74,0.7551020408163265,0.8054421768707484,0.8440747930250525,0.7989894350234261,0.8183065808234965,0.9181587744486318,0.8290773049204024,0.8338154409969153,0.5084842236191306,0.9181326803845565,0.2720424023896655
ER(0.5),16,19,20272230,60,0.7317073170731707,0.7804878048780488,0.8370609369354963,0.7861131522877687,0.8072905660196626,0.9109102954826201,0.8390522696721343,0.8458408222757674,0.41584515304612146,0.9553515637785309,0.17076623857409473
ER(0.5),16,20,20272231,65,0.7386363636363636,0.7878787878787878,0.8419946026226377,0.8141649622603804,0.8043281002191747,0.9229071922169133,0.8465773073878817,0.8479673458126559,0.3529749195350407,0.9289642684492088,0.30671772954895976
