family,n,instance,seed,m,ar_uniform,ar_balanced,ceil_p1,ar_samp_p1,ar_exact_p1,ceil_p3,ar_samp_p3,ar_exact_p3,sum_leakage_p3,overlap_p3,distance_p3
3-regular,18,1,20332412,27,0.5625,0.5955882352941176,0.7653311520032539,0.7161215650998954,0.712365957109785,0.8744719464650649,0.7639958871161995,0.7639958871161995,0.3768297464918625,0.9180129678297537,0.3362381292424283
3-regular,18,2,20332413,27,0.5869565217391305,0.6214833759590793,0.7801591974172256,0.7262792110786335,0.7369678326029322,0.872192681046761,0.8021052433453278,0.7817499271044174,0.4922176501008554,0.9154791474752932,0.28183780378713896
3-regular,18,3,20332414,27,0.5625,0.5955882352941176,0.7787472787996474,0.7417393683319963,0.7164360354644349,0.8924991005032971,0.7959670794758406,0.7738474321412007,0.5124341394474421,0.8489611859629794,0.4556642250627256
3-regular,18,4,20332415,27,0.5869565217391305,0.6214833759590793,0.7986064194816563,0.7669191976297552,0.7433383900276018,0.8995265846075051,0.8017141151735568,0.796549651464522,0.4727053077984156,0.8572819261273157,0.45026681023575543
3-regular,18,5,20332416,27,0.54,0.571764705882353,0.7407764519830203,0.676267228278696,0.6858249564356257,0.8643709257300987,0.7064182165068104,0.7393595407352457,0.25599766784614303,0.9593981608267562,0.2394355226126699
3-regular,18,6,20332417,27,0.5869565217391305,0.6214833759590793,0.8051917956337178,0.7454619091691583,0.7454619091691583,0.9039715322681813,0.8016521198725827,0.8016521198725827,0.35407484877272066,0.9272122638200821,0.31719061169616797
3-regular,18,7,20332418,27,0.54,0.571764705882353,0.7407764519830206,0.6984182006880603,0.6858249564356257,0.8561446945234163,0.7589213548245597,0.7387418408892725,0.5346434579941122,0.8373874555707038,0.47196499008969245
3-regular,18,8,20332419,27,0.5625,0.5955882352941176,0.7653311520032539,0.7264470824816099,0.712365957109785,0.8693146978686007,0.7688485694739003,0.7634216712099725,0.4788428870899927,0.8582404072324102,0.449454484894167
3-regular,18,9,20332420,27,0.5869565217391305,0.6214833759590793,0.8051917956337178,0.7493052904977576,0.7454619091691583,0.9065647198492527,0.8016545619839858,0.8016545619839858,0.35982226501227416,0.925110048053715,0.3215554034385642
3-regular,18,10,20332421,27,0.5869565217391305,0.6214833759590793,0.7923384124142822,0.7412148708860452,0.7412148708860452,0.8935569189853783,0.821433473135942,0.7920320046775455,0.5866065414937403,0.8266621749165023,0.46619769066272887
3-regular,18,11,20332422,27,0.54,0.571764705882353,0.7407764519830203,0.6757135332404921,0.6858249564356257,0.854091401084927,0.7382184684690516,0.7382184684690516,0.3823642200216217,0.9156391754334458,0.34109786463951564
3-regular,18,12,20332423,27,0.5625,0.5955882352941176,0.7716421374823129,0.7038682637921795,0.7144009962871101,0.8694029900267067,0.7381426589067658,0.7688247172922451,0.23435849999440028,0.9684759153923509,0.20769792627645034
3-regular,18,13,20332424,27,0.5869565217391305,0.6214833759590793,0.8051917956337178,0.7883898318494095,0.7454619091691583,0.9052944791316082,0.8373275121123533,0.801633779593492,0.7423264371885665,0.7249632387920438,0.5978806277951086
3-regular,18,14,20332425,27,0.5625,0.5955882352941176,0.7653311520032541,0.7358733856097034,0.7123659571097849,0.8671195395574337,0.7979392679791865,0.7639648651896868,0.6850243954065404,0.7640865763774766,0.5493978864613228
3-regular,18,15,20332426,27,0.5869565217391305,0.6214833759590793,0.8126058561387626,0.7365192369592712,0.7617376417750021,0.9079314737378349,0.773354969845753,0.8067325953851825,0.22545935887040375,0.9708693398026913,0.19965173483044923
3-regular,18,16,20332427,27,0.54,0.571764705882353,0.7407764519830203,0.6858249564356256,0.6858249564356256,0.8621216017983788,0.7388263586743739,0.7388263586743739,0.39102190364238687,0.9119171493811375,0.3483887926687445
3-regular,18,17,20332428,27,0.5625,0.5955882352941176,0.7716421374823129,0.7038682637921793,0.7144009962871101,0.8817728514804607,0.7637499143531632,0.7694654097515631,0.3852848105477089,0.919733743724228,0.3234942513316782
3-regular,18,18,20332429,27,0.5625,0.5955882352941176,0.7787472787996474,0.7164360354644349,0.7299985733677102,0.8689458480740061,0.7725455949361516,0.7725455949361516,0.34378533680492207,0.9316054005750525,0.3074024018805751
3-regular,18,19,20332430,27,0.5869565217391305,0.6214833759590793,0.7986064194816563,0.7565627945033898,0.7433383900276018,0.8887865879531125,0.8146328874956852,0.7953069496830846,0.48719987194799796,0.8619362001995335,0.43635469639010077
3-regular,18,20,20332431,27,0.5625,0.5955882352941176,0.7653311520032541,0.7358733856097034,0.712365957109785,0.8681805612205649,0.7825568432337936,0.7634395776957272,0.5194467022163343,0.8439129608305642,0.463521899648816
