family,n,instance,seed,m,ar_uniform,ar_balanced,ceil_p1,ar_samp_p1,ar_exact_p1,ceil_p3,ar_samp_p3,ar_exact_p3,sum_leakage_p3,overlap_p3,distance_p3
WS(k=4;b=0.5),18,1,20322412,36,0.6666666666666666,0.7058823529411765,0.8364444730775428,0.7930331445977794,0.7930331445977794,0.9121360336268582,0.8282987424634849,0.8350986179306005,0.28066587130583565,0.9506966269938195,0.26604610080584473
WS(k=4;b=0.5),18,2,20322413,36,0.6428571428571429,0.680672268907563,0.8068447230405925,0.7443767873215927,0.7646820738527017,0.8948764162838729,0.7700936694581115,0.8066625776675183,0.16664011593996736,0.9824812536368417,0.15830837207732212
WS(k=4;b=0.5),18,3,20322414,36,0.6206896551724138,0.6572008113590264,0.7926759001657993,0.7254997640965757,0.7428815709854034,0.8863607399495403,0.7889461045558251,0.7898810687235848,0.43566716487030344,0.9490493708314728,0.18165920116939646
WS(k=4;b=0.5),18,4,20322415,36,0.6428571428571429,0.680672268907563,0.8122742428281697,0.7823092035746326,0.7665795871720089,0.8976604822502134,0.820641804991096,0.8103595789711923,0.4532701873836993,0.8749059937887919,0.4213002359459756
WS(k=4;b=0.5),18,5,20322416,36,0.6206896551724138,0.6572008113590264,0.7971238816055038,0.7518357314436376,0.7449517987025502,0.8969417349410321,0.8012720588988281,0.7950390679399189,0.4556063763444749,0.8815980276092297,0.4051755974138842
WS(k=4;b=0.5),18,6,20322417,36,0.6428571428571429,0.680672268907563,0.8039149612054372,0.7750901007818324,0.7626974513656821,0.8885974082337541,0.8260078202943356,0.8050302689233224,0.46442336371973625,0.8921096311771597,0.372434889083222
WS(k=4;b=0.5),18,7,20322418,36,0.6,0.6352941176470588,0.7735787033028605,0.7138786522728803,0.7202264355075567,0.8769451841941149,0.7651946591263895,0.7682295890004074,0.34493306596347656,0.9289208305588373,0.31442192785344153
WS(k=4;b=0.5),18,8,20322419,36,0.5454545454545454,0.5775401069518716,0.7112074982219179,0.6434045154394954,0.6575727762670782,0.8318741803267956,0.7037306761489652,0.7051401007036558,0.4789305931593939,0.9168216930166508,0.2993416089973573
WS(k=4;b=0.5),18,9,20322420,36,0.6206896551724138,0.6572008113590264,0.7882333581517125,0.754573720037146,0.741299619697259,0.8793594860851326,0.8080843697527358,0.7865710167864693,0.47337632349531145,0.8869250635502043,0.38188468523229996
WS(k=4;b=0.5),18,10,20322421,36,0.6,0.6352941176470588,0.7712215500306966,0.7229062858099833,0.7198851081033257,0.8730472376537043,0.7481780311309857,0.767020984654467,0.6192202490825822,0.7660795647414272,0.5782640409025928
WS(k=4;b=0.5),18,11,20322422,36,0.6,0.6352941176470588,0.7662020229301262,0.7247821386831068,0.7179536062267652,0.8641680243470539,0.7730032396951446,0.7635292552730574,0.47529841320751165,0.8641594578297664,0.4381372939281679
WS(k=4;b=0.5),18,12,20322423,36,0.6206896551724138,0.6572008113590264,0.7977845284695777,0.751946031154735,0.7447684202190404,0.8974724761879074,0.790992163030261,0.7940473425198379,0.3366575007683726,0.9322730822359373,0.3067072972660659
WS(k=4;b=0.5),18,13,20322424,36,0.6,0.6352941176470588,0.7644562634742772,0.7113065660837381,0.7171028265682635,0.8668005143982843,0.7533934463787946,0.7626979499167359,0.32245371890633434,0.9360800689628465,0.30199971747128973
WS(k=4;b=0.5),18,14,20322425,36,0.6206896551724138,0.6572008113590264,0.7759398070017625,0.7242416192433688,0.7319639246765992,0.8882012680591033,0.8084332890602549,0.778910283885697,0.5411207599588226,0.8818937132953383,0.35156083434037233
WS(k=4;b=0.5),18,15,20322426,36,0.6206896551724138,0.6572008113590264,0.7898737123373594,0.7688302746080268,0.7420753149074962,0.8830299824213742,0.8187418405603056,0.7871298075988007,0.6594350245959123,0.7647966985569264,0.5601236488792355
WS(k=4;b=0.5),18,16,20322427,36,0.6,0.6352941176470588,0.7695659175672589,0.7328628785356557,0.7191885309225997,0.8708909710343313,0.7889335582257424,0.7663437131885045,0.513508376430551,0.8580241259497656,0.4363597011270819
WS(k=4;b=0.5),18,17,20322428,36,0.6206896551724138,0.6572008113590264,0.7896612595381973,0.7749981304504845,0.7420061658507148,0.8730691416868113,0.8011939833894859,0.786371276223838,0.6103547499702413,0.770960969712081,0.5649536762809567
WS(k=4;b=0.5),18,18,20322429,36,0.6,0.6352941176470588,0.77196901734015,0.7267175343418893,0.7200862263098481,0.8800435200436127,0.7589474402818953,0.7703392394836307,0.32235011201594366,0.9368774820719005,0.29952366456945934
WS(k=4;b=0.5),18,19,20322430,36,0.6206896551724138,0.6572008113590264,0.7941140091636076,0.7571274619130965,0.7431791740849012,0.885961701376376,0.8310244195468313,0.7896430127058558,0.7505226054915172,0.7344336072554886,0.5778020131385402
WS(k=4;b=0.5),18,20,20322431,36,0.6428571428571429,0.680672268907563,0.8158021236542784,0.7700138509538313,0.7676053734985889,0.9106941966296341,0.813467341138189,0.813467341138189,0.3246224711921339,0.9417553448506613,0.28007919489723404
