family,n,inst,seed,m,V2,V2_from_s2,varT_uncond,varT_codegree,SA2,rho_cond,lambda1,lambda1_pred,lambda_ratio
3-regular,14,6,20332017,21,122.720001,122.720001,216.000000,216.000000,108,0.568148,0.00017294,0.00017309,0.999120
3-regular,14,7,20332018,21,162.019219,162.019219,216.000000,216.000000,108,0.750089,0.00019851,0.00019889,0.998088
3-regular,14,8,20332019,21,149.319130,149.319130,200.000000,200.000000,100,0.746596,0.00019057,0.00019093,0.998096
3-regular,14,9,20332020,21,141.684394,141.684394,184.000000,184.000000,92,0.770024,0.00018561,0.00018599,0.997979
3-regular,14,10,20332021,21,136.028529,136.028529,200.000000,200.000000,100,0.680143,0.00018198,0.00018224,0.998617
3-regular,16,1,20332212,24,167.929524,167.929524,208.000000,208.000000,104,0.807353,0.00020205,0.00020248,0.997888
3-regular,16,2,20332213,24,170.924120,170.924120,224.000000,224.000000,112,0.763054,0.00020392,0.00020428,0.998267
3-regular,16,3,20332214,24,196.737665,196.737665,256.000000,256.000000,128,0.768507,0.00021879,0.00021916,0.998300
3-regular,16,4,20332215,24,190.244904,190.244904,240.000000,240.000000,120,0.792687,0.00021503,0.00021551,0.997731
3-regular,16,5,20332216,24,191.890001,191.890001,256.000000,256.000000,128,0.749570,0.00021608,0.00021644,0.998319
3-regular,16,6,20332217,24,168.229746,168.229746,208.000000,208.000000,104,0.808797,0.00020217,0.00020266,0.997554
3-regular,16,7,20332218,24,175.848491,175.848491,224.000000,224.000000,112,0.785038,0.00020682,0.00020720,0.998175
3-regular,16,8,20332219,24,176.005040,176.005040,224.000000,224.000000,112,0.785737,0.00020686,0.00020729,0.997916
3-regular,16,9,20332220,24,196.657883,196.657883,256.000000,256.000000,128,0.768195,0.00021872,0.00021912,0.998192
3-regular,16,10,20332221,24,159.786821,159.786821,208.000000,208.000000,104,0.768206,0.00019717,0.00019751,0.998290
3-regular,18,1,20332412,27,212.894964,212.894964,264.000000,264.000000,132,0.806420,0.00022755,0.00022798,0.998081
3-regular,18,2,20332413,27,192.873706,192.873706,264.000000,264.000000,132,0.730582,0.00021671,0.00021700,0.998650
3-regular,18,3,20332414,27,216.338936,216.338936,264.000000,264.000000,132,0.819466,0.00022929,0.00022982,0.997687
3-regular,18,4,20332415,27,201.669214,201.669214,248.000000,248.000000,124,0.813182,0.00022144,0.00022189,0.997949
3-regular,18,5,20332416,27,237.233472,237.233472,296.000000,296.000000,148,0.801464,0.00024018,0.00024066,0.997988
3-regular,18,6,20332417,27,204.288348,204.288348,248.000000,248.000000,124,0.823743,0.00022281,0.00022333,0.997677
3-regular,18,7,20332418,27,226.521271,226.521271,280.000000,280.000000,140,0.809005,0.00023468,0.00023517,0.997912
3-regular,18,8,20332419,27,201.648820,201.648820,248.000000,248.000000,124,0.813100,0.00022146,0.00022188,0.998128
3-regular,18,9,20332420,27,204.342072,204.342072,248.000000,248.000000,124,0.823960,0.00022284,0.00022336,0.997687
3-regular,18,10,20332421,27,207.998591,207.998591,264.000000,264.000000,132,0.787873,0.00022496,0.00022535,0.998294
