family,n,inst,part,p,ceiling,kind,t_est_s,classes_missed,regret_raw,regret_norm
WS(k=4;b=0.1),12,3,A,3,0.924028,exact,0.025,0,0.069955,0.025681
WS(k=4;b=0.1),12,3,A,3,0.924028,samp10,0.004,0,0.09793,0.006401
WS(k=4;b=0.1),12,3,A,3,0.924028,poly_S3_K50,0.112,0,0.440176,0.061313
WS(k=4;b=0.1),12,3,A,3,0.924028,poly_S10_K50,0.149,0,0.321433,0.023642
WS(k=4;b=0.1),12,3,A,3,0.924028,poly_S10_K200,0.158,0,0.298665,0.024463
WS(k=4;b=0.1),12,3,A,3,0.924028,poly_S10_K800,0.166,0,0.058292,0.017973
WS(k=4;b=0.1),12,3,A,3,0.924028,poly_S30_K200,0.278,0,0.251235,0.01142
WS(k=4;b=0.1),12,4,A,1,0.877542,exact,0.027,0,0.027782,0.020136
WS(k=4;b=0.1),12,4,A,1,0.877542,samp10,0.003,0,0.003718,0.004608
WS(k=4;b=0.1),12,4,A,1,0.877542,poly_S3_K50,0.106,0,0.17166,0.014172
WS(k=4;b=0.1),12,4,A,1,0.877542,poly_S10_K50,0.131,0,0.127567,0.000723
WS(k=4;b=0.1),12,4,A,1,0.877542,poly_S10_K200,0.139,0,0.172452,0.004608
WS(k=4;b=0.1),12,4,A,1,0.877542,poly_S10_K800,0.144,0,0.013802,0.020136
WS(k=4;b=0.1),12,4,A,1,0.877542,poly_S30_K200,0.239,0,0.049926,0.020136
WS(k=4;b=0.1),12,4,A,3,0.956469,exact,0.027,0,0.059451,0.01672
WS(k=4;b=0.1),12,4,A,3,0.956469,samp10,0.003,0,0.049773,0.01672
WS(k=4;b=0.1),12,4,A,3,0.956469,poly_S3_K50,0.106,0,0.341299,0.021812
WS(k=4;b=0.1),12,4,A,3,0.956469,poly_S10_K50,0.131,0,0.22145,0.018728
WS(k=4;b=0.1),12,4,A,3,0.956469,poly_S10_K200,0.139,0,0.278066,0.01672
WS(k=4;b=0.1),12,4,A,3,0.956469,poly_S10_K800,0.144,0,0.049773,0.01672
WS(k=4;b=0.1),12,4,A,3,0.956469,poly_S30_K200,0.239,0,0.122862,0.01672
WS(k=4;b=0.1),12,5,A,1,0.786067,exact,0.019,0,0.025693,0.022752
WS(k=4;b=0.1),12,5,A,1,0.786067,samp10,0.004,0,0.0206,0.016229
WS(k=4;b=0.1),12,5,A,1,0.786067,poly_S3_K50,0.109,0,0.137381,0.003835
WS(k=4;b=0.1),12,5,A,1,0.786067,poly_S10_K50,0.142,0,0.154488,0.007641
WS(k=4;b=0.1),12,5,A,1,0.786067,poly_S10_K200,0.15,0,0.079679,0.003545
WS(k=4;b=0.1),12,5,A,1,0.786067,poly_S10_K800,0.162,0,0.037666,0.010733
WS(k=4;b=0.1),12,5,A,1,0.786067,poly_S30_K200,0.266,0,0.047459,0.007641
WS(k=4;b=0.1),12,5,A,3,0.865869,exact,0.019,0,0.061368,0.020049
WS(k=4;b=0.1),12,5,A,3,0.865869,samp10,0.004,0,0.064887,0.017132
WS(k=4;b=0.1),12,5,A,3,0.865869,poly_S3_K50,0.109,0,0.206532,0.037882
WS(k=4;b=0.1),12,5,A,3,0.865869,poly_S10_K50,0.142,0,0.282599,0.007286
WS(k=4;b=0.1),12,5,A,3,0.865869,poly_S10_K200,0.15,0,0.201565,0.025028
WS(k=4;b=0.1),12,5,A,3,0.865869,poly_S10_K800,0.162,0,0.0806,0.010332
WS(k=4;b=0.1),12,5,A,3,0.865869,poly_S30_K200,0.266,0,0.096086,0.010332
WS(k=4;b=0.5),12,1,A,1,0.845243,exact,0.021,0,0.035189,0.079965
WS(k=4;b=0.5),12,1,A,1,0.845243,samp10,0.004,0,0.023408,0.055869
WS(k=4;b=0.5),12,1,A,1,0.845243,poly_S3_K50,0.115,0,0.184624,0.014298
WS(k=4;b=0.5),12,1,A,1,0.845243,poly_S10_K50,0.161,0,0.178576,0.01359
WS(k=4;b=0.5),12,1,A,1,0.845243,poly_S10_K200,0.177,0,0.021264,0.033304
WS(k=4;b=0.5),12,1,A,1,0.845243,poly_S10_K800,0.175,0,0.014154,0.033304
WS(k=4;b=0.5),12,1,A,1,0.845243,poly_S30_K200,0.303,0,0.032884,0.042373
WS(k=4;b=0.5),12,1,A,3,0.935996,exact,0.021,0,0.071062,0.040321
WS(k=4;b=0.5),12,1,A,3,0.935996,samp10,0.004,0,0.064418,0.013061
WS(k=4;b=0.5),12,1,A,3,0.935996,poly_S3_K50,0.115,0,0.330537,0.021102
WS(k=4;b=0.5),12,1,A,3,0.935996,poly_S10_K50,0.161,0,0.401852,0.008782
WS(k=4;b=0.5),12,1,A,3,0.935996,poly_S10_K200,0.177,0,0.043011,0.021302
WS(k=4;b=0.5),12,1,A,3,0.935996,poly_S10_K800,0.175,0,0.034021,0.076135
WS(k=4;b=0.5),12,1,A,3,0.935996,poly_S30_K200,0.303,0,0.068893,0.024052
WS(k=4;b=0.5),12,2,A,1,0.832221,exact,0.031,0,0.028295,0.035157
WS(k=4;b=0.5),12,2,A,1,0.832221,samp10,0.003,0,0.015152,0.04613
WS(k=4;b=0.5),12,2,A,1,0.832221,poly_S3_K50,0.121,0,0.168717,0.014342
WS(k=4;b=0.5),12,2,A,1,0.832221,poly_S10_K50,0.161,0,0.165555,0.001154
WS(k=4;b=0.5),12,2,A,1,0.832221,poly_S10_K200,0.172,0,0.141929,0.012871
WS(k=4;b=0.5),12,2,A,1,0.832221,poly_S10_K800,0.185,0,0.027237,0.035157
WS(k=4;b=0.5),12,2,A,1,0.832221,poly_S30_K200,0.308,0,0.028295,0.042875
WS(k=4;b=0.5),12,2,A,3,0.914179,exact,0.031,0,0.061682,0.020849
WS(k=4;b=0.5),12,2,A,3,0.914179,samp10,0.003,0,0.065538,0.010008
WS(k=4;b=0.5),12,2,A,3,0.914179,poly_S3_K50,0.121,0,0.303134,0.034972
WS(k=4;b=0.5),12,2,A,3,0.914179,poly_S10_K50,0.161,0,0.246091,0.00462
WS(k=4;b=0.5),12,2,A,3,0.914179,poly_S10_K200,0.172,0,0.313776,0.020469
WS(k=4;b=0.5),12,2,A,3,0.914179,poly_S10_K800,0.185,0,0.033151,0.010008
WS(k=4;b=0.5),12,2,A,3,0.914179,poly_S30_K200,0.308,0,0.236863,0.010008
WS(k=4;b=0.5),12,3,A,1,0.764643,exact,0.028,0,0.03398,0.063349
WS(k=4;b=0.5),12,3,A,1,0.764643,samp10,0.004,0,0.045686,0.006159
WS(k=4;b=0.5),12,3,A,1,0.764643,poly_S3_K50,0.13,0,0.164643,0.008563
WS(k=4;b=0.5),12,3,A,1,0.764643,poly_S10_K50,0.155,0,0.150542,0.003829
WS(k=4;b=0.5),12,3,A,1,0.764643,poly_S10_K200,0.168,0,0.07432,0.011528
WS(k=4;b=0.5),12,3,A,1,0.764643,poly_S10_K800,0.172,0,0.079504,0.021595
WS(k=4;b=0.5),12,3,A,1,0.764643,poly_S30_K200,0.286,0,0.050005,0.029288
WS(k=4;b=0.5),12,3,A,3,0.875523,exact,0.028,0,0.089118,0.078579
WS(k=4;b=0.5),12,3,A,3,0.875523,samp10,0.004,0,0.0925,0.024957
WS(k=4;b=0.5),12,3,A,3,0.875523,poly_S3_K50,0.13,0,0.338024,0.114712
WS(k=4;b=0.5),12,3,A,3,0.875523,poly_S10_K50,0.155,0,0.342939,0.038162
WS(k=4;b=0.5),12,3,A,3,0.875523,poly_S10_K200,0.168,0,0.144878,0.041196
WS(k=4;b=0.5),12,3,A,3,0.875523,poly_S10_K800,0.172,0,0.176836,0.064728
WS(k=4;b=0.5),12,3,A,3,0.875523,poly_S30_K200,0.286,0,0.085601,0.025725
WS(k=4;b=0.5),12,4,A,1,0.787335,exact,0.032,0,0.026155,0.056736
WS(k=4;b=0.5),12,4,A,1,0.787335,samp10,0.004,0,0.016447,0.013956
WS(k=4;b=0.5),12,4,A,1,0.787335,poly_S3_K50,0.116,0,0.166558,0.014178
WS(k=4;b=0.5),12,4,A,1,0.787335,poly_S10_K50,0.155,0,0.198823,0.018881
WS(k=4;b=0.5),12,4,A,1,0.787335,poly_S10_K200,0.162,0,0.249538,0.020254
WS(k=4;b=0.5),12,4,A,1,0.787335,poly_S10_K800,0.171,0,0.008745,0.020254
WS(k=4;b=0.5),12,4,A,1,0.787335,poly_S30_K200,0.306,0,0.136769,0.042972
WS(k=4;b=0.5),12,4,A,3,0.875172,exact,0.032,0,0.066132,0.038183
WS(k=4;b=0.5),12,4,A,3,0.875172,samp10,0.004,0,0.036948,0.011157
WS(k=4;b=0.5),12,4,A,3,0.875172,poly_S3_K50,0.116,0,0.313909,0.022584
WS(k=4;b=0.5),12,4,A,3,0.875172,poly_S10_K50,0.155,0,0.366262,0.022584
WS(k=4;b=0.5),12,4,A,3,0.875172,poly_S10_K200,0.162,0,0.412671,0.005498
WS(k=4;b=0.5),12,4,A,3,0.875172,poly_S10_K800,0.171,0,0.051443,0.011157
WS(k=4;b=0.5),12,4,A,3,0.875172,poly_S30_K200,0.306,0,0.231817,0.013939
WS(k=4;b=0.5),12,5,A,1,0.795132,exact,0.029,0,0.02984,0.059059
WS(k=4;b=0.5),12,5,A,1,0.795132,samp10,0.004,0,0.025119,0.033666
WS(k=4;b=0.5),12,5,A,1,0.795132,poly_S3_K50,0.118,0,0.163553,0.010997
WS(k=4;b=0.5),12,5,A,1,0.795132,poly_S10_K50,0.154,0,0.293052,0.000846
WS(k=4;b=0.5),12,5,A,1,0.795132,poly_S10_K200,0.165,0,0.036591,0.007487
WS(k=4;b=0.5),12,5,A,1,0.795132,poly_S10_K800,0.178,0,0.028074,0.01369
WS(k=4;b=0.5),12,5,A,1,0.795132,poly_S30_K200,0.296,0,0.028074,0.036021
WS(k=4;b=0.5),12,5,A,3,0.906733,exact,0.029,0,0.088384,0.076903
WS(k=4;b=0.5),12,5,A,3,0.906733,samp10,0.004,0,0.088384,0.031049
WS(k=4;b=0.5),12,5,A,3,0.906733,poly_S3_K50,0.118,0,0.272042,0.018426
WS(k=4;b=0.5),12,5,A,3,0.906733,poly_S10_K50,0.154,0,0.30447,0.043648
WS(k=4;b=0.5),12,5,A,3,0.906733,poly_S10_K200,0.165,0,0.06992,0.034259
WS(k=4;b=0.5),12,5,A,3,0.906733,poly_S10_K800,0.178,0,0.074017,0.073296
WS(k=4;b=0.5),12,5,A,3,0.906733,poly_S30_K200,0.296,0,0.084709,0.045893
3-regular,12,1,A,1,0.778747,exact,0.03,0,0.048749,0.053292
3-regular,12,1,A,1,0.778747,samp10,0.003,0,0.037008,0.034845
3-regular,12,1,A,1,0.778747,poly_S3_K50,0.097,0,0.216247,0.009967
3-regular,12,1,A,1,0.778747,poly_S10_K50,0.121,0,0.132069,0.01122
3-regular,12,1,A,1,0.778747,poly_S10_K200,0.126,0,0.077455,0.021734
3-regular,12,1,A,1,0.778747,poly_S10_K800,0.133,0,0.048749,0.025511
3-regular,12,1,A,1,0.778747,poly_S30_K200,0.218,0,0.031001,0.025511
3-regular,12,1,A,3,0.923538,exact,0.03,0,0.097507,0.035531
3-regular,12,1,A,3,0.923538,samp10,0.003,0,0.082397,0.033861
3-regular,12,1,A,3,0.923538,poly_S3_K50,0.097,0,0.409651,0.099855
3-regular,12,1,A,3,0.923538,poly_S10_K50,0.121,0,0.271562,0.068446
3-regular,12,1,A,3,0.923538,poly_S10_K200,0.126,0,0.134252,0.047818
3-regular,12,1,A,3,0.923538,poly_S10_K800,0.133,0,0.111216,0.044708
3-regular,12,1,A,3,0.923538,poly_S30_K200,0.218,0,0.096682,0.033861
3-regular,12,2,A,1,0.759324,exact,0.026,0,0.036765,0.034168
3-regular,12,2,A,1,0.759324,samp10,0.003,0,0.026384,0.034168
3-regular,12,2,A,1,0.759324,poly_S3_K50,0.096,0,0.350304,0.021213
3-regular,12,2,A,1,0.759324,poly_S10_K50,0.122,0,0.196824,0.004352
3-regular,12,2,A,1,0.759324,poly_S10_K200,0.126,0,0.070892,0.004992
3-regular,12,2,A,1,0.759324,poly_S10_K800,0.128,0,0.013804,0.006948
3-regular,12,2,A,1,0.759324,poly_S30_K200,0.212,0,0.035199,0.016207
3-regular,12,2,A,3,0.857677,exact,0.026,0,0.08196,0.048647
3-regular,12,2,A,3,0.857677,samp10,0.003,0,0.08196,0.064001
3-regular,12,2,A,3,0.857677,poly_S3_K50,0.096,0,0.27186,0.060829
3-regular,12,2,A,3,0.857677,poly_S10_K50,0.122,0,0.338001,0.041228
3-regular,12,2,A,3,0.857677,poly_S10_K200,0.126,0,0.125103,0.041268
3-regular,12,2,A,3,0.857677,poly_S10_K800,0.128,0,0.066313,0.03668
3-regular,12,2,A,3,0.857677,poly_S30_K200,0.212,0,0.099525,0.021752
3-regular,12,3,A,1,0.768335,exact,0.025,0,0.042055,0.058119
3-regular,12,3,A,1,0.768335,samp10,0.003,0,0.025949,0.009034
3-regular,12,3,A,1,0.768335,poly_S3_K50,0.097,0,0.205216,0.019416
3-regular,12,3,A,1,0.768335,poly_S10_K50,0.12,0,0.040247,0.019608
3-regular,12,3,A,1,0.768335,poly_S10_K200,0.131,0,0.053371,0.008531
3-regular,12,3,A,1,0.768335,poly_S10_K800,0.133,0,0.040727,0.014933
3-regular,12,3,A,1,0.768335,poly_S30_K200,0.234,0,0.151137,0.015496
3-regular,12,3,A,3,0.890753,exact,0.025,0,0.101681,0.094636
3-regular,12,3,A,3,0.890753,samp10,0.003,0,0.073616,0.029114
3-regular,12,3,A,3,0.890753,poly_S3_K50,0.097,0,0.274219,0.100472
3-regular,12,3,A,3,0.890753,poly_S10_K50,0.12,0,0.169706,0.059717
3-regular,12,3,A,3,0.890753,poly_S10_K200,0.131,0,0.148292,0.072379
3-regular,12,3,A,3,0.890753,poly_S10_K800,0.133,0,0.117745,0.024947
3-regular,12,3,A,3,0.890753,poly_S30_K200,0.234,0,0.281623,0.044149
3-regular,12,4,A,1,0.809946,exact,0.026,0,0.039216,0.046015
3-regular,12,4,A,1,0.809946,samp10,0.013,0,0.028143,0.0199
3-regular,12,4,A,1,0.809946,poly_S3_K50,0.095,0,0.34527,0.003985
3-regular,12,4,A,1,0.809946,poly_S10_K50,0.122,0,0.209946,0.005028
3-regular,12,4,A,1,0.809946,poly_S10_K200,0.122,0,0.050916,0.038249
3-regular,12,4,A,1,0.809946,poly_S10_K800,0.13,0,0.035524,0.038249
3-regular,12,4,A,1,0.809946,poly_S30_K200,0.208,0,0.023786,0.046015
3-regular,12,4,A,3,0.902902,exact,0.026,0,0.07311,0.036473
3-regular,12,4,A,3,0.902902,samp10,0.013,0,0.074258,0.022195
3-regular,12,4,A,3,0.902902,poly_S3_K50,0.095,0,0.360632,0.049388
3-regular,12,4,A,3,0.902902,poly_S10_K50,0.122,0,0.359907,0.029981
3-regular,12,4,A,3,0.902902,poly_S10_K200,0.122,0,0.04921,0.029184
3-regular,12,4,A,3,0.902902,poly_S10_K800,0.13,0,0.041531,0.029184
3-regular,12,4,A,3,0.902902,poly_S30_K200,0.208,0,0.05458,0.022195
3-regular,12,5,A,1,0.800487,exact,0.025,0,0.033724,0.051339
3-regular,12,5,A,1,0.800487,samp10,0.003,0,0.015071,0.011697
3-regular,12,5,A,1,0.800487,poly_S3_K50,0.093,0,0.219976,0.008836
3-regular,12,5,A,1,0.800487,poly_S10_K50,0.133,0,0.200487,0.007775
3-regular,12,5,A,1,0.800487,poly_S10_K200,0.138,0,0.191295,0.016195
3-regular,12,5,A,1,0.800487,poly_S10_K800,0.14,0,0.098678,0.006122
3-regular,12,5,A,1,0.800487,poly_S30_K200,0.231,0,0.023667,0.018804
3-regular,12,5,A,3,0.889274,exact,0.025,0,0.067326,0.021592
3-regular,12,5,A,3,0.889274,samp10,0.003,0,0.057463,0.035765
3-regular,12,5,A,3,0.889274,poly_S3_K50,0.093,0,0.296587,0.051615
3-regular,12,5,A,3,0.889274,poly_S10_K50,0.133,0,0.105265,0.017779
3-regular,12,5,A,3,0.889274,poly_S10_K200,0.138,0,0.279735,0.011189
3-regular,12,5,A,3,0.889274,poly_S10_K800,0.14,0,0.159705,0.011189
3-regular,12,5,A,3,0.889274,poly_S30_K200,0.231,0,0.235131,0.035765
ER(0.5),16,1,B,1,0.817731,exact,4.824,0,0.037996,0.049532
ER(0.5),16,1,B,1,0.817731,samp10,0.062,0,0.034754,0.007079
ER(0.5),16,1,B,1,0.817731,poly_S10_K200,0.368,0,0.124218,0.001645
ER(0.5),16,1,B,3,0.900426,exact,4.824,0,0.080757,0.09399
ER(0.5),16,1,B,3,0.900426,samp10,0.062,0,0.056123,0.016351
ER(0.5),16,1,B,3,0.900426,poly_S10_K200,0.368,0,0.314224,0.014025
ER(0.5),16,2,B,1,0.859261,exact,4.765,0,0.03218,0.032854
ER(0.5),16,2,B,1,0.859261,samp10,0.05,0,0.039468,0.009465
ER(0.5),16,2,B,1,0.859261,poly_S10_K200,0.434,0,0.106587,0.001524
ER(0.5),16,2,B,3,0.931413,exact,4.765,0,0.087688,0.056507
ER(0.5),16,2,B,3,0.931413,samp10,0.05,0,0.076966,0.025692
ER(0.5),16,2,B,3,0.931413,poly_S10_K200,0.434,0,0.317376,0.009371
ER(0.5),16,3,B,1,0.780172,exact,4.74,0,0.030906,0.032367
ER(0.5),16,3,B,1,0.780172,samp10,0.053,0,0.026216,0.014654
ER(0.5),16,3,B,1,0.780172,poly_S10_K200,0.421,0,0.103443,0.005049
ER(0.5),16,3,B,3,0.870572,exact,4.74,0,0.086812,0.069917
ER(0.5),16,3,B,3,0.870572,samp10,0.053,0,0.086812,0.031583
ER(0.5),16,3,B,3,0.870572,poly_S10_K200,0.421,0,0.236127,0.05287
ER(0.5),16,4,B,1,0.811671,exact,4.763,0,0.028934,0.043636
ER(0.5),16,4,B,1,0.811671,samp10,0.054,0,0.038767,0.037983
ER(0.5),16,4,B,1,0.811671,poly_S10_K200,0.417,0,0.103306,0.008308
ER(0.5),16,4,B,3,0.887978,exact,4.763,0,0.07237,0.079793
ER(0.5),16,4,B,3,0.887978,samp10,0.054,0,0.084077,0.031319
ER(0.5),16,4,B,3,0.887978,poly_S10_K200,0.417,0,0.288911,0.032488
ER(0.5),16,5,B,1,0.817602,exact,4.775,0,0.035626,0.042655
ER(0.5),16,5,B,1,0.817602,samp10,0.045,0,0.037691,0.047496
ER(0.5),16,5,B,1,0.817602,poly_S10_K200,0.425,0,0.10216,0.002573
ER(0.5),16,5,B,3,0.902956,exact,4.775,0,0.080052,0.047529
ER(0.5),16,5,B,3,0.902956,samp10,0.045,0,0.104894,0.020578
ER(0.5),16,5,B,3,0.902956,poly_S10_K200,0.425,0,0.288225,0.014485
ER(0.25),16,1,B,1,0.785972,exact,4.774,0,0.035742,0.08725
ER(0.25),16,1,B,1,0.785972,samp10,0.06,0,0.030861,0.018475
ER(0.25),16,1,B,1,0.785972,poly_S10_K200,0.23,0,0.194176,0.00727
ER(0.25),16,1,B,3,0.890945,exact,4.774,0,0.085532,0.07021
ER(0.25),16,1,B,3,0.890945,samp10,0.06,0,0.087199,0.022258
ER(0.25),16,1,B,3,0.890945,poly_S10_K200,0.23,0,0.331556,0.056101
ER(0.25),16,2,B,1,0.784573,exact,4.726,0,0.038588,0.061927
ER(0.25),16,2,B,1,0.784573,samp10,0.059,0,0.051767,0.022446
ER(0.25),16,2,B,1,0.784573,poly_S10_K200,0.231,0,0.187783,0.00814
ER(0.25),16,2,B,3,0.883211,exact,4.726,0,0.088131,0.052468
ER(0.25),16,2,B,3,0.883211,samp10,0.059,0,0.100773,0.006994
ER(0.25),16,2,B,3,0.883211,poly_S10_K200,0.231,0,0.294564,0.055319
ER(0.25),16,3,B,1,0.771978,exact,4.737,0,0.04038,0.063974
ER(0.25),16,3,B,1,0.771978,samp10,0.069,0,0.033749,0.010449
ER(0.25),16,3,B,1,0.771978,poly_S10_K200,0.272,0,0.164555,0.008734
ER(0.25),16,3,B,3,0.863865,exact,4.737,0,0.089816,0.050104
ER(0.25),16,3,B,3,0.863865,samp10,0.069,0,0.089816,0.014023
ER(0.25),16,3,B,3,0.863865,poly_S10_K200,0.272,0,0.27455,0.051033
ER(0.25),16,4,B,1,0.792388,exact,4.737,0,0.046657,0.111754
ER(0.25),16,4,B,1,0.792388,samp10,0.068,0,0.041826,0.025809
ER(0.25),16,4,B,1,0.792388,poly_S10_K200,0.23,0,0.220032,0.011211
ER(0.25),16,4,B,3,0.901379,exact,4.737,0,0.100977,0.050821
ER(0.25),16,4,B,3,0.901379,samp10,0.068,0,0.07577,0.044913
ER(0.25),16,4,B,3,0.901379,poly_S10_K200,0.23,0,0.345402,0.094656
ER(0.25),16,5,B,1,0.764371,exact,4.751,0,0.038849,0.060914
ER(0.25),16,5,B,1,0.764371,samp10,0.07,0,0.072614,0.017018
ER(0.25),16,5,B,1,0.764371,poly_S10_K200,0.268,0,0.224419,0.017839
ER(0.25),16,5,B,3,0.859143,exact,4.751,0,0.091084,0.054892
ER(0.25),16,5,B,3,0.859143,samp10,0.07,0,0.1298,0.022155
ER(0.25),16,5,B,3,0.859143,poly_S10_K200,0.268,0,0.288228,0.047941
BA(k=2),16,1,B,1,0.796061,exact,4.722,0,0.042996,0.043026
BA(k=2),16,1,B,1,0.796061,samp10,0.068,0,0.057009,0.011331
BA(k=2),16,1,B,1,0.796061,poly_S10_K200,0.244,0,0.199997,0.006486
BA(k=2),16,1,B,3,0.876409,exact,4.722,0,0.080706,0.055471
BA(k=2),16,1,B,3,0.876409,samp10,0.068,0,0.090192,0.019533
BA(k=2),16,1,B,3,0.876409,poly_S10_K200,0.244,0,0.2371,0.02256
BA(k=2),16,2,B,1,0.775522,exact,4.749,0,0.037202,0.072827
BA(k=2),16,2,B,1,0.775522,samp10,0.07,0,0.034818,0.005396
BA(k=2),16,2,B,1,0.775522,poly_S10_K200,0.245,0,0.167438,0.009618
BA(k=2),16,2,B,3,0.879293,exact,4.749,0,0.084317,0.071366
BA(k=2),16,2,B,3,0.879293,samp10,0.07,0,0.064898,0.022198
BA(k=2),16,2,B,3,0.879293,poly_S10_K200,0.245,0,0.303752,0.017966
BA(k=2),16,3,B,1,0.750382,exact,4.737,0,0.039799,0.104532
BA(k=2),16,3,B,1,0.750382,samp10,0.064,0,0.036938,0.017392
BA(k=2),16,3,B,1,0.750382,poly_S10_K200,0.259,0,0.206487,0.015106
BA(k=2),16,3,B,3,0.852786,exact,4.737,0,0.084136,0.079605
BA(k=2),16,3,B,3,0.852786,samp10,0.064,0,0.079691,0.048901
BA(k=2),16,3,B,3,0.852786,poly_S10_K200,0.259,0,0.294313,0.031031
BA(k=2),16,4,B,1,0.79798,exact,4.751,0,0.04403,0.048951
BA(k=2),16,4,B,1,0.79798,samp10,0.116,0,0.058234,0.010108
BA(k=2),16,4,B,1,0.79798,poly_S10_K200,0.237,0,0.161611,0.009252
BA(k=2),16,4,B,3,0.884133,exact,4.751,0,0.085995,0.063369
BA(k=2),16,4,B,3,0.884133,samp10,0.116,0,0.109235,0.00208
BA(k=2),16,4,B,3,0.884133,poly_S10_K200,0.237,0,0.270632,0.01852
BA(k=2),16,5,B,1,0.742616,exact,4.72,0,0.036419,0.06694
BA(k=2),16,5,B,1,0.742616,samp10,0.063,0,0.09401,0.009449
BA(k=2),16,5,B,1,0.742616,poly_S10_K200,0.246,0,0.222136,0.002451
BA(k=2),16,5,B,3,0.842516,exact,4.72,0,0.105144,0.044451
BA(k=2),16,5,B,3,0.842516,samp10,0.063,0,0.140246,0.025067
BA(k=2),16,5,B,3,0.842516,poly_S10_K200,0.246,0,0.31102,0.031226
BA(k=4),16,1,B,1,0.826764,exact,4.738,0,0.038328,0.053147
BA(k=4),16,1,B,1,0.826764,samp10,0.069,0,0.056341,0.028898
BA(k=4),16,1,B,1,0.826764,poly_S10_K200,0.343,0,0.130315,0.009248
BA(k=4),16,1,B,3,0.907506,exact,4.738,0,0.080313,0.059135
BA(k=4),16,1,B,3,0.907506,samp10,0.069,0,0.0895,0.016467
BA(k=4),16,1,B,3,0.907506,poly_S10_K200,0.343,0,0.217626,0.032896
BA(k=4),16,2,B,1,0.828605,exact,4.736,0,0.040165,0.050619
BA(k=4),16,2,B,1,0.828605,samp10,0.057,0,0.032903,0.007014
BA(k=4),16,2,B,1,0.828605,poly_S10_K200,0.344,0,0.122912,0.004754
BA(k=4),16,2,B,3,0.91479,exact,4.736,0,0.086482,0.065873
BA(k=4),16,2,B,3,0.91479,samp10,0.057,0,0.090683,0.014398
BA(k=4),16,2,B,3,0.91479,poly_S10_K200,0.344,0,0.265695,0.017453
BA(k=4),16,3,B,1,0.78456,exact,4.755,0,0.038888,0.062526
BA(k=4),16,3,B,1,0.78456,samp10,0.063,0,0.038888,0.01339
BA(k=4),16,3,B,1,0.78456,poly_S10_K200,0.353,0,0.165017,0.005673
BA(k=4),16,3,B,3,0.875033,exact,4.755,0,0.089661,0.095914
BA(k=4),16,3,B,3,0.875033,samp10,0.063,0,0.090496,0.042669
BA(k=4),16,3,B,3,0.875033,poly_S10_K200,0.353,0,0.217556,0.030654
BA(k=4),16,4,B,1,0.808539,exact,4.843,0,0.038662,0.07168
BA(k=4),16,4,B,1,0.808539,samp10,0.061,0,0.028364,0.032303
BA(k=4),16,4,B,1,0.808539,poly_S10_K200,0.349,0,0.135693,0.004987
BA(k=4),16,4,B,3,0.89416,exact,4.843,0,0.087264,0.086766
BA(k=4),16,4,B,3,0.89416,samp10,0.061,0,0.065708,0.048016
BA(k=4),16,4,B,3,0.89416,poly_S10_K200,0.349,0,0.257628,0.042432
BA(k=4),16,5,B,1,0.852363,exact,4.837,0,0.037116,0.070802
BA(k=4),16,5,B,1,0.852363,samp10,0.075,0,0.053621,0.002094
BA(k=4),16,5,B,1,0.852363,poly_S10_K200,0.359,0,0.262756,0.000776
BA(k=4),16,5,B,3,0.92934,exact,4.837,0,0.077389,0.030489
BA(k=4),16,5,B,3,0.92934,samp10,0.075,0,0.090395,0.022563
BA(k=4),16,5,B,3,0.92934,poly_S10_K200,0.359,0,0.224181,0.031313
WS(k=4;b=0.1),16,1,B,1,0.828136,exact,4.791,0,0.030813,0.033809
WS(k=4;b=0.1),16,1,B,1,0.828136,samp10,0.055,0,0.030813,0.007843
WS(k=4;b=0.1),16,1,B,1,0.828136,poly_S10_K200,0.227,0,0.168136,0.003847
WS(k=4;b=0.1),16,1,B,3,0.906093,exact,4.791,0,0.078864,0.018877
WS(k=4;b=0.1),16,1,B,3,0.906093,samp10,0.055,0,0.05927,0.008998
WS(k=4;b=0.1),16,1,B,3,0.906093,poly_S10_K200,0.227,0,0.341155,0.017145
WS(k=4;b=0.1),16,2,B,1,0.809708,exact,4.906,0,0.046294,0.087354
WS(k=4;b=0.1),16,2,B,1,0.809708,samp10,0.068,0,0.046294,0.013021
WS(k=4;b=0.1),16,2,B,1,0.809708,poly_S10_K200,0.247,0,0.29979,0.019807
WS(k=4;b=0.1),16,2,B,3,0.908073,exact,4.906,0,0.099832,0.050423
WS(k=4;b=0.1),16,2,B,3,0.908073,samp10,0.068,0,0.099832,0.029628
WS(k=4;b=0.1),16,2,B,3,0.908073,poly_S10_K200,0.247,0,0.315277,0.102217
WS(k=4;b=0.1),16,3,B,1,0.825346,exact,4.921,0,0.029004,0.027468
WS(k=4;b=0.1),16,3,B,1,0.825346,samp10,0.028,0,0.041283,0.015332
WS(k=4;b=0.1),16,3,B,1,0.825346,poly_S10_K200,0.178,0,0.274352,0.004653
WS(k=4;b=0.1),16,3,B,3,0.892942,exact,4.921,0,0.068807,0.009827
WS(k=4;b=0.1),16,3,B,3,0.892942,samp10,0.028,0,0.090408,0.015995
WS(k=4;b=0.1),16,3,B,3,0.892942,poly_S10_K200,0.178,0,0.299895,0.038561
WS(k=4;b=0.1),16,4,B,1,0.806458,exact,4.999,0,0.036614,0.059742
