family,n,instance,seed,m,ramp,layer,leakage,cum_leakage,distance,overlap,compressed_norm
ER(0.5),20,1,20272612,89,small,1,0.04023772135927246,0.04023772135927246,0.04023772135927246,0.9983809257798151,0.999190134949207
ER(0.5),20,1,20272612,89,small,2,0.08370602810480902,0.12394374946408149,0.10817306489543418,0.9898374397586496,0.9956777724940613
ER(0.5),20,1,20272612,89,small,3,0.05871627182625095,0.18266002129033243,0.1392718448393327,0.9842737589257551,0.9939449814056941
ER(0.5),20,1,20272612,89,small,4,0.020782208660759253,0.20344222995109168,0.1472240724387495,0.9829147923217094,0.9937276920086046
ER(0.5),20,1,20272612,89,small,5,0.06574844512534854,0.26919067507644023,0.17938597175025098,0.975497348417624,0.9915502346469132
ER(0.5),20,1,20272612,89,small,6,0.08754982416118484,0.3567404992376251,0.2086168806683037,0.9660117514333276,0.9876775263807993
ER(0.5),20,1,20272612,89,small,7,0.06687591461433315,0.4236164138519582,0.20922289657794443,0.9636726861992263,0.985410832172142
ER(0.5),20,1,20272612,89,small,8,0.02369680569045828,0.4473132195424165,0.21244147862539683,0.9627064670320149,0.985125864832644
ER(0.5),20,1,20272612,89,small,9,0.06450881191200873,0.5118220314544253,0.20226539880978983,0.9627878987973514,0.9830114865798714
ER(0.5),20,1,20272612,89,small,10,0.10121764251062657,0.6130396739650519,0.15473756241813244,0.9661770904652704,0.9777865675046675
ER(0.5),20,1,20272612,89,small,11,0.10424691927718989,0.7172865932422418,0.15200512666369803,0.9610861376082728,0.9722135317993542
ER(0.5),20,1,20272612,89,small,12,0.08489413044689606,0.8021807236891378,0.1998877176082507,0.9490828905671583,0.9684999421938264
ER(0.5),20,1,20272612,89,small,13,0.07569208182577711,0.877872805514915,0.19351847836278932,0.9475886075134736,0.9655375946996175
ER(0.5),20,1,20272612,89,small,14,0.09708353152890394,0.9749563370438189,0.1863303889471519,0.9442509895173615,0.9606443851312516
ER(0.5),20,1,20272612,89,small,15,0.12470309108524864,1.0996594281290675,0.2358137020133792,0.9262696295131255,0.9525160228353039
ER(0.5),20,1,20272612,89,small,16,0.14167237730658558,1.241331805435653,0.24328050271013862,0.9154306773350662,0.9419212871924519
ER(0.5),20,1,20272612,89,small,17,0.14762365616395207,1.3889554615996051,0.22004241365095434,0.9106381158211924,0.9302811227833649
ER(0.5),20,1,20272612,89,small,18,0.14926269687335947,1.5382181584729646,0.2615388186407594,0.889902495059872,0.9182285198844393
ER(0.5),20,1,20272612,89,small,19,0.15358277967721753,1.6918009381501822,0.32197040517705156,0.862545093263192,0.9052932919865202
ER(0.5),20,1,20272612,89,small,20,0.16345694819905962,1.8552578863492417,0.33720297553540324,0.8477232399443096,0.8904143813984818
ER(0.5),20,1,20272612,89,small,21,0.17742060057272604,2.032678486921968,0.3618736530518199,0.8267039212275006,0.8725592822803803
ER(0.5),20,1,20272612,89,small,22,0.19252881571529992,2.225207302637268,0.42838306364062645,0.7878559217605079,0.8510536741081133
ER(0.5),20,1,20272612,89,small,23,0.20649469331849268,2.4317019959557604,0.4929761743729321,0.7491975629592759,0.8256223699998836
ER(0.5),20,1,20272612,89,small,24,0.21804496493308445,2.649746960888845,0.5451769165630513,0.714486767075851,0.7963094192030861
ER(0.5),20,1,20272612,89,small,25,0.22649163783873133,2.8762385987275763,0.6164170399476147,0.6655785555125254,0.7634200869119723
ER(0.5),20,1,20272612,89,small,26,0.2312895930573465,3.107528191784923,0.7086305030825075,0.6038862359576612,0.7275406196522974
ER(0.5),20,1,20272612,89,small,27,0.23183506195086506,3.339363253735788,0.8011005984646778,0.5458369562277805,0.6896142815330075
ER(0.5),20,1,20272612,89,small,28,0.22752342330741046,3.5668866770431986,0.8843504588202898,0.49695992781900644,0.6509999609376041
ER(0.5),20,1,20272612,89,small,29,0.21799697702754064,3.784883654070739,0.9602493939128746,0.45375795267475183,0.6134152485450769
ER(0.5),20,1,20272612,89,small,30,0.20345526385120902,3.988338917921948,1.028585992935772,0.4173620303944049,0.5786918201934886
ER(0.25),20,1,20282612,47,small,1,0.016214295610999376,0.016214295610999376,0.016214295610999376,0.9997370966178806,0.9998685396680128
ER(0.25),20,1,20282612,47,small,2,0.03652178046689903,0.0527360760778984,0.04887400673730002,0.9980073205607476,0.9992013091311339
ER(0.25),20,1,20282612,47,small,3,0.027974154295073824,0.08071023037297223,0.06883983665607514,0.9964412256495997,0.9988096429554787
ER(0.25),20,1,20282612,47,small,4,0.006881925531803344,0.08759215590477558,0.07294953929619191,0.9961261193626515,0.9987859340027891
ER(0.25),20,1,20282612,47,small,5,0.024622753872247903,0.11221490977702347,0.08654533588528279,0.9947384972077197,0.9984823793906255
ER(0.25),20,1,20282612,47,small,6,0.04285718464921779,0.15507209442624126,0.11678910258242033,0.9907453694583006,0.9975621903808821
