family,n,instance,seed,m,ramp,layer,leakage,cum_leakage,distance,overlap,compressed_norm
ER(0.25),18,1,20282412,21,small,20,0.032228242277350765,0.4206399227444401,0.13298524276584175,0.9851628799520242,0.9939670767293893
ER(0.25),18,1,20282412,21,small,21,0.032654791447213415,0.4532947141916535,0.136069513721485,0.9842296964415955,0.9934305281284166
ER(0.25),18,1,20282412,21,small,22,0.04311879272841544,0.49641350692006897,0.13219422377965087,0.9838476467291621,0.9924943243823348
ER(0.25),18,1,20282412,21,small,23,0.05671292649514849,0.5531264334152175,0.12686837568144954,0.9829761573953774,0.9908726597800039
ER(0.25),18,1,20282412,21,small,24,0.06849852294090326,0.6216249563561208,0.1279254455635338,0.9805771404468455,0.9885021903134136
ER(0.25),18,1,20282412,21,small,25,0.07671303010213817,0.698337986458259,0.13747235529441107,0.976513441448278,0.9855210252789968
ER(0.25),18,1,20282412,21,small,26,0.08136037470166081,0.7796983611599198,0.1509859784181722,0.97149279742736,0.9821569022795555
ER(0.25),18,1,20282412,21,small,27,0.08344280056513874,0.8631411617250585,0.1649626379071637,0.9661378536554012,0.9786058858034804
ER(0.25),18,1,20282412,21,small,28,0.08442690184697783,0.9475680635720364,0.18087528909359682,0.9602365520303788,0.9749572185351199
ER(0.25),18,1,20282412,21,small,29,0.08572315919253469,1.0332912227645712,0.20229969454945615,0.9529678351976165,0.9711813002482035
ER(0.25),18,1,20282412,21,small,30,0.08818224005277545,1.1214734628173466,0.23026095678029002,0.9437342950143963,0.9671695872446938
BA(k=2),18,1,20292412,32,small,1,0.012510649943757461,0.012510649943757461,0.012510649943757461,0.9998434836379779,0.9999217387565833
BA(k=2),18,1,20292412,32,small,2,0.030274120698144093,0.04278477064190155,0.03833982957431775,0.9987285269798564,0.9994633366231777
BA(k=2),18,1,20292412,32,small,3,0.02705199833367908,0.06983676897558064,0.055951541792379905,0.9975325169772846,0.9990971677670264
BA(k=2),18,1,20292412,32,small,4,0.010122588594055596,0.07995935756963624,0.062138961712498546,0.9971159442351627,0.9990458867540816
BA(k=2),18,1,20292412,32,small,5,0.023093363976110205,0.10305272154574645,0.07378451475751141,0.9960576135545739,0.9987789447022405
BA(k=2),18,1,20292412,32,small,6,0.03639923043199601,0.1394519519777425,0.09812941051719214,0.9933025651914862,0.99811546246137
BA(k=2),18,1,20292412,32,small,7,0.03550539886546491,0.1749573508432074,0.11444189098785143,0.9909400667009233,0.9974837557854633
BA(k=2),18,1,20292412,32,small,8,0.017676919185356237,0.19263427002856365,0.11635712099186143,0.9905648334746896,0.997327112628543
BA(k=2),18,1,20292412,32,small,9,0.013000120428928577,0.20563439045749224,0.11844543621503877,0.9902338386084929,0.9972423809951152
BA(k=2),18,1,20292412,32,small,10,0.03974514256532916,0.2453795330228214,0.12801743460904305,0.9882649332193157,0.9964500439536652
BA(k=2),18,1,20292412,32,small,11,0.05281227556058414,0.2981918085834055,0.13309739722473407,0.9862120928162474,0.995049523212478
BA(k=2),18,1,20292412,32,small,12,0.04818420498645004,0.34637601356985553,0.1321436329747055,0.985180472432513,0.9938822043055229
BA(k=2),18,1,20292412,32,small,13,0.03122436786854643,0.37760038143840197,0.13705409373866784,0.9840300346072023,0.9933916019810172
BA(k=2),18,1,20292412,32,small,14,0.024416656796975925,0.4020170382353779,0.14305735418421092,0.9828965254059415,0.9930914871034174
BA(k=2),18,1,20292412,32,small,15,0.04444429630133366,0.44646133453671155,0.1307816278813526,0.9836101619995085,0.9920964702505232
BA(k=2),18,1,20292412,32,small,16,0.06445998061922069,0.5109213151559323,0.10083608049207592,0.9850170811058004,0.9900001601929725
BA(k=2),18,1,20292412,32,small,17,0.0745640726125515,0.5854853877684838,0.09137408925492999,0.9831453126896608,0.9871881868506897
BA(k=2),18,1,20292412,32,small,18,0.07428197173445301,0.6597673595029369,0.1195912409660438,0.9774240362487617,0.9843895087478346
BA(k=2),18,1,20292412,32,small,19,0.06826778508395613,0.728035144586893,0.14221205424365074,0.9721920297606019,0.9820194572677926
BA(k=2),18,1,20292412,32,small,20,0.06450907188829141,0.7925442164751844,0.14456515767577796,0.9698575366661873,0.9798983590641624
BA(k=2),18,1,20292412,32,small,21,0.06939838170558987,0.8619425981807742,0.1468447412371341,0.9671883023008471,0.9774378029896748
BA(k=2),18,1,20292412,32,small,22,0.0817870935954601,0.9437296917762343,0.16898846399190837,0.9604815777071207,0.9740100256334551
BA(k=2),18,1,20292412,32,small,23,0.09654797681345863,1.040277668589693,0.1991932093967105,0.9506497277108164,0.9692130922597525
BA(k=2),18,1,20292412,32,small,24,0.1101445217142598,1.1504221903039529,0.22006000212966134,0.9410397696167768,0.9629341631409966
BA(k=2),18,1,20292412,32,small,25,0.12127294578167445,1.2716951360856272,0.23453536847137813,0.9316451346192227,0.9552670177314208
BA(k=2),18,1,20292412,32,small,26,0.12995402417426852,1.4016491602598957,0.25914095729598824,0.9187214863569723,0.9463862989109665
BA(k=2),18,1,20292412,32,small,27,0.13674788491618095,1.5383970451760767,0.30116850540434614,0.89981572284153,0.9364545064963636
BA(k=2),18,1,20292412,32,small,28,0.14222352854336603,1.6806205737194426,0.3527075856620708,0.8762819837885479,0.9255914383063543
BA(k=2),18,1,20292412,32,small,29,0.14664521775171524,1.8272657914711579,0.40491316462222565,0.8509165893902103,0.9139008101411077
BA(k=2),18,1,20292412,32,small,30,0.1498502304525523,1.9771160219237103,0.4553986466259682,0.8251086079489927,0.9015318070982814
