family,n,instance,seed,m,ramp,layer,leakage,cum_leakage,distance,overlap,compressed_norm
ER(0.25),16,1,20282212,26,small,3,0.02057070502676726,0.05430502248038219,0.04476908162355038,0.9984537342002432,0.9994556450470673
ER(0.25),16,1,20282212,26,small,4,0.006971375872848245,0.06127639835323044,0.04926921755654304,0.9982178357517133,0.9994313314754991
ER(0.25),16,1,20282212,26,small,5,0.01741755775069877,0.07869395610392921,0.05828065840005576,0.9975814918883869,0.999279547982891
ER(0.25),16,1,20282212,26,small,6,0.028666008588653178,0.10735996469258238,0.07921605930935265,0.9957313456252535,0.9988682971085252
ER(0.25),16,1,20282212,26,small,7,0.02898746396274053,0.13634742865532293,0.09481029593913483,0.9939548920138358,0.9984475959716127
ER(0.25),16,1,20282212,26,small,8,0.014551972412463858,0.1508994010677868,0.09768643541748191,0.993573198274994,0.9983415457649755
ER(0.25),16,1,20282212,26,small,9,0.010479185972337886,0.16137858704012467,0.09937516654650094,0.993351150718883,0.998286546369206
ER(0.25),16,1,20282212,26,small,10,0.03232352860758872,0.1937021156477134,0.11046734194363969,0.9916646460312789,0.9977631072354342
ER(0.25),16,1,20282212,26,small,11,0.04320202665213647,0.23690414229984985,0.12203993899941305,0.9893878560259757,0.9968273687320481
ER(0.25),16,1,20282212,26,small,12,0.039700103326320096,0.27660424562617,0.12556165091409371,0.9881670882597974,0.9960364977495235
ER(0.25),16,1,20282212,26,small,13,0.024949209941868895,0.30155345556803886,0.12657770614727148,0.9877281541732459,0.9957239787071593
ER(0.25),16,1,20282212,26,small,14,0.01784230182857144,0.3193957573966103,0.12944609594783932,0.9872028735842028,0.9955641084520246
ER(0.25),16,1,20282212,26,small,15,0.03662419329955541,0.3560199506961657,0.12490068485693706,0.9871187687039275,0.9948902263581786
ER(0.25),16,1,20282212,26,small,16,0.05465277017547575,0.4106727208716415,0.10632616830771938,0.9877863451430797,0.9933879590649238
ER(0.25),16,1,20282212,26,small,17,0.06311269614884844,0.47378541702048993,0.08865840361884882,0.9875210882233205,0.9913810694178107
ER(0.25),16,1,20282212,26,small,18,0.06150938910840925,0.5352948061288991,0.09825618007788076,0.9847303293001539,0.9894710808565915
ER(0.25),16,1,20282212,26,small,19,0.054186636715469645,0.5894814428443688,0.12186389365376431,0.9806751311421936,0.9879862490201863
ER(0.25),16,1,20282212,26,small,20,0.04957549473336279,0.6390569375777315,0.13362426838285443,0.9779780629846329,0.9867416574640585
ER(0.25),16,1,20282212,26,small,21,0.055091058909587744,0.6941479964873193,0.13358956436104452,0.9765139687934615,0.9852025547079841
ER(0.25),16,1,20282212,26,small,22,0.0684715981507738,0.7626195946380931,0.1401930940864192,0.9733359160610617,0.9828202857337753
ER(0.25),16,1,20282212,26,small,23,0.08331661627908159,0.8459362109171747,0.1623615253127286,0.9666785440367711,0.9792824186625763
ER(0.25),16,1,20282212,26,small,24,0.0959720420541997,0.9419082529713745,0.18687154918775667,0.9582045085305538,0.9745683263094336
ER(0.25),16,1,20282212,26,small,25,0.10540560390378521,1.0473138568751597,0.20169684338767963,0.9505322548114987,0.9688514237545639
ER(0.25),16,1,20282212,26,small,26,0.11203403015124913,1.159347887026409,0.21111430136974957,0.9433511662743979,0.9623520444199816
ER(0.25),16,1,20282212,26,small,27,0.11688408188060984,1.2762319689070187,0.22984500761060958,0.9336201429482763,0.955227495836592
ER(0.25),16,1,20282212,26,small,28,0.12097777267384192,1.3972097415808606,0.26466653571500676,0.9193396077936463,0.9475357235065718
ER(0.25),16,1,20282212,26,small,29,0.12490993009576748,1.522119671676628,0.3075993063887745,0.901838523796543,0.9392664460548947
ER(0.25),16,1,20282212,26,small,30,0.12865702357978678,1.650776695256415,0.34778869691141434,0.8844270363317299,0.930413256014865
BA(k=2),16,1,20292212,28,small,1,0.010712703827131518,0.010712703827131518,0.010712703827131518,0.999885237976727,0.9999426173419721
BA(k=2),16,1,20292212,28,small,2,0.025982033095490974,0.03669473692262249,0.03303170040201812,0.999059548513284,0.9996050079571159
BA(k=2),16,1,20292212,28,small,3,0.023257381339605074,0.05995211826222757,0.04848426079735782,0.9981593915093362,0.9993344115691065
BA(k=2),16,1,20292212,28,small,4,0.008867736720702417,0.06881985498292999,0.053993003244181326,0.997837806927735,0.9992950662300008
BA(k=2),16,1,20292212,28,small,5,0.020128688671518152,0.08894854365444814,0.06413044370376424,0.9970363761535777,0.9990923207011358
BA(k=2),16,1,20292212,28,small,6,0.031816405226078974,0.1207649488805271,0.08600326193370227,0.9948883103898553,0.9985855905441785
BA(k=2),16,1,20292212,28,small,7,0.030984017459893556,0.15174896634042068,0.10168533931938319,0.9929373612893521,0.9981047902422432
BA(k=2),16,1,20292212,28,small,8,0.015143502137976005,0.16689246847839667,0.10428338176791119,0.9925562479460086,0.997989903078939
BA(k=2),16,1,20292212,28,small,9,0.011936104054188401,0.17882857253258508,0.10639551597013132,0.9922616613888593,0.9979185217579221
BA(k=2),16,1,20292212,28,small,10,0.03559081160415865,0.21441938413674372,0.11690165531603007,0.9904552340598086,0.9972836458083902
BA(k=2),16,1,20292212,28,small,11,0.04699759248881298,0.2614169766255567,0.1256627162096687,0.9882908083925793,0.9961756353661366
BA(k=2),16,1,20292212,28,small,12,0.04221264694509506,0.30362962357065176,0.12689285495884242,0.9872474417787358,0.9952808593231408
BA(k=2),16,1,20292212,28,small,13,0.0257566754456375,0.32938629901628924,0.12865732072957237,0.9866896553911778,0.9949475275636401
BA(k=2),16,1,20292212,28,small,14,0.020249946155613457,0.3496362451719027,0.13247324698297505,0.9859884981531626,0.9947414348893362
BA(k=2),16,1,20292212,28,small,15,0.04045913281115252,0.39009537798305527,0.12482138675372954,0.9861662947008984,0.9939182968724668
BA(k=2),16,1,20292212,28,small,16,0.05874299728282724,0.4488383752658825,0.10210681526387448,0.9870328388879,0.9921808510186474
BA(k=2),16,1,20292212,28,small,17,0.06700849141778024,0.5158468666836628,0.08919575201868195,0.9860251685206347,0.989915503063773
BA(k=2),16,1,20292212,28,small,18,0.06520537393629458,0.5810522406199573,0.10893091999161764,0.9819483263105693,0.9877656414432664
BA(k=2),16,1,20292212,28,small,19,0.05818740261996914,0.6392396432399264,0.13264213519602824,0.977421371771855,0.9860502971918664
BA(k=2),16,1,20292212,28,small,20,0.05451798731984919,0.6937576305597757,0.1378855665539194,0.9752846206108594,0.9845420141623038
BA(k=2),16,1,20292212,28,small,21,0.06067614735183341,0.754433777911609,0.13349904911949884,0.9740999902019059,0.9826705362395408
BA(k=2),16,1,20292212,28,small,22,0.07406920977191589,0.8285029876835249,0.14345354163891144,0.9700606971917999,0.9798750608914758
BA(k=2),16,1,20292212,28,small,23,0.08890594099135936,0.9174089286748843,0.1711372582027212,0.9619694135283929,0.9758334225745268
BA(k=2),16,1,20292212,28,small,24,0.10198337663813176,1.019392305313016,0.19880821050898068,0.9521648127538156,0.9704897008742536
BA(k=2),16,1,20292212,28,small,25,0.11245708244157199,1.131849387754588,0.2190666538783556,0.9425017847811156,0.9639521067520558
BA(k=2),16,1,20292212,28,small,26,0.12068537502148279,1.2525347627760708,0.2415824636145201,0.9312413006760345,0.9563674525869501
BA(k=2),16,1,20292212,28,small,27,0.1274164817637829,1.3799512445398536,0.277945662309194,0.9152783039378084,0.9478416241876028
BA(k=2),16,1,20292212,28,small,28,0.13326532820963746,1.513216572749491,0.3269620419069519,0.8940004287263882,0.9384263939381554
BA(k=2),16,1,20292212,28,small,29,0.13842492343624424,1.6516414961857353,0.3796353549397598,0.8696886460190378,0.9281608898307654
BA(k=2),16,1,20292212,28,small,30,0.1425857304280937,1.794227226613829,0.43001165857723145,0.844948965961797,0.9171433622339134
BA(k=4),16,1,20302212,48,small,1,0.020341146321377315,0.020341146321377315,0.020341146321377315,0.9995862377663212,0.9997930974788397
BA(k=4),16,1,20302212,48,small,2,0.04577271954870955,0.06611386587008687,0.058967717610429626,0.9970070333730642,0.9987447601421734
BA(k=4),16,1,20302212,48,small,3,0.03502767562745475,0.10114154149754162,0.08065823142373395,0.9948800066481066,0.9981303310948865
BA(k=4),16,1,20302212,48,small,4,0.01304342615912542,0.11418496765666704,0.08729674199581634,0.9942371037823977,0.9980451026309475
BA(k=4),16,1,20302212,48,small,5,0.03741206382763815,0.15159703148430517,0.10807934135642978,0.9915066414100696,0.9973436540961077
BA(k=4),16,1,20302212,48,small,6,0.05254515355660892,0.2041421850409141,0.13912441988764937,0.9862893391309997,0.995958518816667
BA(k=4),16,1,20302212,48,small,7,0.042104048628831096,0.2462462336697452,0.1511380895449284,0.9836649241039815,0.9950681485669972
BA(k=4),16,1,20302212,48,small,8,0.009548282936719887,0.25579451660646507,0.1505507502756758,0.9837078996320526,0.9950223367269242
BA(k=4),16,1,20302212,48,small,9,0.03724269763229885,0.29303721423876394,0.15694031832858013,0.982031294002514,0.994325113862955
BA(k=4),16,1,20302212,48,small,10,0.06414357189819293,0.35718078613695686,0.15786277613586708,0.9798390199136201,0.9922540169950027
BA(k=4),16,1,20302212,48,small,11,0.06524952111008216,0.422430307247039,0.1472812786473513,0.9793297276418694,0.9901063247134756
BA(k=4),16,1,20302212,48,small,12,0.04456817590107991,0.4669984831481189,0.15070734586997334,0.9778159847031463,0.98910273072845
BA(k=4),16,1,20302212,48,small,13,0.030958274616253268,0.4979567577643722,0.16372757753333392,0.9752983922484698,0.9886181250448839
BA(k=4),16,1,20302212,48,small,14,0.055593390095873725,0.5535501478602459,0.14550268679638576,0.9766140976016551,0.9870537838157085
BA(k=4),16,1,20302212,48,small,15,0.07975986759151124,0.6333100154517571,0.10538357075946339,0.9784856220057507,0.9838259681806992
BA(k=4),16,1,20302212,48,small,16,0.08809591756656038,0.7214059330183175,0.1134640690893104,0.973712995164122,0.9798737903295484
BA(k=4),16,1,20302212,48,small,17,0.08236596327047895,0.8037718962887964,0.15015089479946755,0.9655496360421174,0.9764059058963767
BA(k=4),16,1,20302212,48,small,18,0.07351203923649362,0.87728393552529,0.14929733239825152,0.9631139898639699,0.9736346712995678
BA(k=4),16,1,20302212,48,small,19,0.07513248022601636,0.9524164157513064,0.13385076874458796,0.962533185699811,0.9707314683122749
BA(k=4),16,1,20302212,48,small,20,0.08900720726709459,1.041423623018401,0.1595655212097427,0.954855956430526,0.966642281625534
BA(k=4),16,1,20302212,48,small,21,0.10606375524485437,1.1474873782632555,0.2020944170243337,0.9419245461059859,0.9608057974687594
BA(k=4),16,1,20302212,48,small,22,0.11984457169446384,1.2673319499577194,0.21601392375542433,0.9327396984125159,0.9533021866569646
BA(k=4),16,1,20302212,48,small,23,0.12875636755558706,1.3960883175133065,0.21539595356584681,0.9256097544848866,0.9445670208613266
BA(k=4),16,1,20302212,48,small,24,0.1339585627818821,1.5300468802951885,0.24122921871442343,0.9117660210924525,0.9350197646874929
BA(k=4),16,1,20302212,48,small,25,0.13754023126051496,1.6675871115557035,0.29002685258788063,0.8911320190714545,0.9248484444172766
BA(k=4),16,1,20302212,48,small,26,0.14125547117414297,1.8088425827298464,0.33184847747332713,0.8714022107783654,0.9139975585330783
BA(k=4),16,1,20302212,48,small,27,0.1458646165596592,1.9547071992895058,0.35937412480615977,0.8556737842550144,0.9022832430231272
BA(k=4),16,1,20302212,48,small,28,0.15111092670859397,2.1058181259980997,0.3888360878909054,0.838226542498474,0.8895395092235094
BA(k=4),16,1,20302212,48,small,29,0.15609867967392962,2.2619168056720294,0.4329593043897928,0.8141211794650026,0.8757361136059523
BA(k=4),16,1,20302212,48,small,30,0.1597133783247309,2.4216301839967604,0.48742387218600414,0.7851937894063966,0.8610489982908992
WS(k=4;b=0.1),16,1,20312212,32,small,1,0.009553792919249212,0.009553792919249212,0.009553792919249212,0.9999087250408586,0.9999543614789914
WS(k=4;b=0.1),16,1,20312212,32,small,2,0.021749704931353312,0.031303497850602525,0.029415574785324507,0.9992852015725455,0.9997177978691052
WS(k=4;b=0.1),16,1,20312212,32,small,3,0.015835536492406006,0.04713903434300853,0.04167540398106457,0.9987240593108355,0.9995923725000372
WS(k=4;b=0.1),16,1,20312212,32,small,4,0.00416164344659812,0.05130067778960665,0.04404420896979527,0.998613859188371,0.9995837092930628
WS(k=4;b=0.1),16,1,20312212,32,small,5,0.015650094520398772,0.06695077231000542,0.052837828405321974,0.998065459435191,0.9994611880536324
WS(k=4;b=0.1),16,1,20312212,32,small,6,0.026855987311069956,0.09380675962107538,0.07499954796740639,0.9962883032898914,0.9991003064613303
WS(k=4;b=0.1),16,1,20312212,32,small,7,0.024840904310806596,0.11864766393188197,0.0918038299323426,0.9945782902930923,0.998791445620229
WS(k=4;b=0.1),16,1,20312212,32,small,8,0.0076442691631127754,0.12629193309499476,0.09477247585138436,0.9942723007779339,0.9987621924127416
WS(k=4;b=0.1),16,1,20312212,32,small,9,0.016199287998293486,0.14249122109328824,0.09604715829674784,0.9940192443781962,0.9986308126937886
WS(k=4;b=0.1),16,1,20312212,32,small,10,0.03348434206673837,0.1759755631600266,0.11109763247129636,0.9919004395690069,0.9980692856198994
WS(k=4;b=0.1),16,1,20312212,32,small,11,0.03911668951528091,0.21509225267530752,0.1306396499362409,0.9887728573177073,0.9973024533706821
WS(k=4;b=0.1),16,1,20312212,32,small,12,0.029688119758308006,0.24478037243361553,0.1398054698774787,0.9870929292253975,0.9968604712016602
WS(k=4;b=0.1),16,1,20312212,32,small,13,0.011234728433566826,0.2560151008671824,0.1386343118861816,0.9871931565379499,0.9967971608714693
WS(k=4;b=0.1),16,1,20312212,32,small,14,0.025135388707821445,0.2811504895750038,0.1369612067365176,0.9871075361643287,0.996480201587532
WS(k=4;b=0.1),16,1,20312212,32,small,15,0.04635077946677709,0.3275012690417809,0.13932802256602447,0.9857074095692681,0.9954016261784744
WS(k=4;b=0.1),16,1,20312212,32,small,16,0.05608685730856588,0.3835881263503468,0.14041810165550647,0.9839873431116885,0.9938202361775496
WS(k=4;b=0.1),16,1,20312212,32,small,17,0.05207208825159619,0.435660214601943,0.13910195346734147,0.9828213669312036,0.9924551171015847
WS(k=4;b=0.1),16,1,20312212,32,small,18,0.03871142661949433,0.4743716412214373,0.14175709371596149,0.9816997447718472,0.9916998461783705
WS(k=4;b=0.1),16,1,20312212,32,small,19,0.03153205184720812,0.5059036930686455,0.15045546533920343,0.9799356405077515,0.9911984234332248
WS(k=4;b=0.1),16,1,20312212,32,small,20,0.04546557266479853,0.5513692657334439,0.15718423059942588,0.9778947195474174,0.9901551375005706
WS(k=4;b=0.1),16,1,20312212,32,small,21,0.06514904762161901,0.6165183133550629,0.1535161610974102,0.976425070421089,0.9880095130679515
WS(k=4;b=0.1),16,1,20312212,32,small,22,0.07920772580247955,0.6957260391575425,0.14188681551722834,0.9751446273113531,0.9848293933905362
WS(k=4;b=0.1),16,1,20312212,32,small,23,0.0849304322396736,0.7806564713972161,0.136554520938615,0.9724345369518451,0.981160412860994
WS(k=4;b=0.1),16,1,20312212,32,small,24,0.08383317520909248,0.8644896466063086,0.14884758341635348,0.9673239380716477,0.9775723781387846
WS(k=4;b=0.1),16,1,20312212,32,small,25,0.08003301077710398,0.9445226573834126,0.17355911356649514,0.9603458931016511,0.9742907531563002
WS(k=4;b=0.1),16,1,20312212,32,small,26,0.07856110821512662,1.0230837655985392,0.19908198603607155,0.9528477853863874,0.9711182337706796
WS(k=4;b=0.1),16,1,20312212,32,small,27,0.08257853245779798,1.105662298056337,0.21908846777416136,0.9458261201406749,0.9676008525931554
WS(k=4;b=0.1),16,1,20312212,32,small,28,0.09144677030588777,1.197109068362225,0.23490843340035739,0.9389388689606092,0.963269898906648
WS(k=4;b=0.1),16,1,20312212,32,small,29,0.10232857646816489,1.29943764483039,0.2525537972508001,0.9307171113446492,0.9578192734423444
WS(k=4;b=0.1),16,1,20312212,32,small,30,0.11264371085595254,1.4120813556863425,0.2771576628675188,0.9197926154188971,0.951172515888796
WS(k=4;b=0.5),16,1,20322212,32,small,1,0.012345928764201501,0.012345928764201501,0.012345928764201501,0.9998475780429616,0.9999237861171971
WS(k=4;b=0.5),16,1,20322212,32,small,2,0.02953676912152206,0.04188269788572356,0.03804180277700509,0.9987640029985035,0.9994874473012721
WS(k=4;b=0.5),16,1,20322212,32,small,3,0.02578692991355475,0.0676696277992783,0.05549720695843462,0.9976153115854449,0.9991547385457613
WS(k=4;b=0.5),16,1,20322212,32,small,4,0.008575598903620661,0.07624522670289897,0.06075218670295978,0.9972731019665747,0.999117936312771
WS(k=4;b=0.5),16,1,20322212,32,small,5,0.020503803618109946,0.09674903032100891,0.07066612008457192,0.9964112721263121,0.9989075255993821
WS(k=4;b=0.5),16,1,20322212,32,small,6,0.03512574072941356,0.13187477105042247,0.09469424602159167,0.993807713963452,0.998289751042897
WS(k=4;b=0.5),16,1,20322212,32,small,7,0.03695695601180713,0.16883172706222963,0.11313267911279389,0.9912100137134259,0.9976054382568453
WS(k=4;b=0.5),16,1,20322212,32,small,8,0.021222131385028726,0.19005385844725836,0.11698701859744544,0.9905435460171816,0.9973796827583303
WS(k=4;b=0.5),16,1,20322212,32,small,9,0.009371182821011351,0.1994250412682697,0.11751455336327389,0.9904366828483538,0.9973356568937283
WS(k=4;b=0.5),16,1,20322212,32,small,10,0.036381154077192876,0.23580619534546257,0.12472437071255413,0.9889013255205584,0.9966718738580189
WS(k=4;b=0.5),16,1,20322212,32,small,11,0.052844005686561356,0.2886502010320239,0.1311722720035181,0.9866832847917634,0.9952699810617496
WS(k=4;b=0.5),16,1,20322212,32,small,12,0.05321952303142891,0.3418697240634528,0.13304554645526273,0.9850230665733831,0.993846073379052
WS(k=4;b=0.5),16,1,20322212,32,small,13,0.039739652481467415,0.3816093765449202,0.1387862307101181,0.9834523884695627,0.9930512462061624
WS(k=4;b=0.5),16,1,20322212,32,small,14,0.026169353967181067,0.4077787305121013,0.1471102567805719,0.9819230673016472,0.9927063727530683
WS(k=4;b=0.5),16,1,20322212,32,small,15,0.03894011397874264,0.4467188444908439,0.1428283092441486,0.9818022089579101,0.9919423420884269
WS(k=4;b=0.5),16,1,20322212,32,small,16,0.06176260181339015,0.5084814463042341,0.12369286318266523,0.9824720756693438,0.9900176720872773
WS(k=4;b=0.5),16,1,20322212,32,small,17,0.07816492403690438,0.5866463703411384,0.11307636509464723,0.9807012366152382,0.9869271683844848
WS(k=4;b=0.5),16,1,20322212,32,small,18,0.08475259145043543,0.6713989617915739,0.1290923565469422,0.9752232150143679,0.9832813605158256
WS(k=4;b=0.5),16,1,20322212,32,small,19,0.08355818383938242,0.7549571456309563,0.14825062153205482,0.9691954402194696,0.9797245857134125
WS(k=4;b=0.5),16,1,20322212,32,small,20,0.07998573038533607,0.8349428760162924,0.15462731061978321,0.9651933805195689,0.9764540679346067
WS(k=4;b=0.5),16,1,20322212,32,small,21,0.08050132273819471,0.9154441987544871,0.16189922705145712,0.9609501653545961,0.9731300446617824
WS(k=4;b=0.5),16,1,20322212,32,small,22,0.08852942161971088,1.003973620374198,0.18755923649825346,0.9527740196896086,0.9690947452809359
WS(k=4;b=0.5),16,1,20322212,32,small,23,0.10243040784203464,1.1064040282162328,0.22364313730503305,0.9406965161718861,0.9636662476606921
WS(k=4;b=0.5),16,1,20322212,32,small,24,0.11863216142342184,1.2250361896396547,0.2533923911127077,0.9278482679603892,0.956336262596188
WS(k=4;b=0.5),16,1,20322212,32,small,25,0.13450150710006098,1.3595376967397157,0.27774853413441836,0.9144280817105179,0.9468307091261122
WS(k=4;b=0.5),16,1,20322212,32,small,26,0.1487072197959637,1.5082449165356795,0.3128825531732238,0.8959078458156939,0.9350799722616306
WS(k=4;b=0.5),16,1,20322212,32,small,27,0.16069937058141198,1.6689442871170914,0.36810998135911144,0.8684606033332356,0.921167881995215
WS(k=4;b=0.5),16,1,20322212,32,small,28,0.17019737958213363,1.839141666699225,0.4364543344051216,0.833348126245857,0.9053083004164523
WS(k=4;b=0.5),16,1,20322212,32,small,29,0.17685985457561834,2.016001521274843,0.5066188991599366,0.7954355009391592,0.8878646916295386
WS(k=4;b=0.5),16,1,20322212,32,small,30,0.18014625258892059,2.1961477738637636,0.5730876791099329,0.7587636438436919,0.8693969394474454
3-regular,16,1,20332212,24,small,1,0.0068682369365176184,0.0068682369365176184,0.0068682369365176184,0.9999528273213929,0.9999764133825292
3-regular,16,1,20332212,24,small,2,0.016035407065297234,0.022903644001814855,0.021727622044705942,0.9996118023872771,0.9998478349437178
3-regular,16,1,20332212,24,small,3,0.012861590031686548,0.0357652340335014,0.03197017931783872,0.99925410066276,0.9997651086847849
3-regular,16,1,20332212,24,small,4,0.002906854116998547,0.03867208815049995,0.034048069470556136,0.9991812868590243,0.9997608827827993
3-regular,16,1,20332212,24,small,5,0.009272481591303243,0.047944569741803195,0.03869708467860571,0.998969191799272,0.9997178821186413
3-regular,16,1,20332212,24,small,6,0.018967746931256448,0.06691231667305964,0.05458514419876601,0.9980482735888396,0.999537927446544
3-regular,16,1,20332212,24,small,7,0.022082354039834377,0.08899467071289402,0.07052994724973279,0.9968070598207768,0.9992939697827635
3-regular,16,1,20332212,24,small,8,0.013388870124711913,0.10238354083760594,0.07617908116384624,0.9963034203802523,0.9992042715085725
3-regular,16,1,20332212,24,small,9,0.003657663189113785,0.10604120402671972,0.0753713401475773,0.9963577891076215,0.9991975769090777
3-regular,16,1,20332212,24,small,10,0.018906135801104812,0.12494733982782454,0.08138466292061332,0.9957074553950115,0.9990186963866304
3-regular,16,1,20332212,24,small,11,0.030116221951571844,0.15506356177939637,0.09735692813789588,0.9938265059779712,0.9985646543441278
3-regular,16,1,20332212,24,small,12,0.03340962578132289,0.18847318756071926,0.11192257418038111,0.9917449528765888,0.9980055940777864
3-regular,16,1,20332212,24,small,13,0.026774793605061672,0.21524798116578092,0.11775806373306967,0.99071845802813,0.9976463683279567
3-regular,16,1,20332212,24,small,14,0.014312385940074956,0.22956036710585587,0.11686039482026994,0.9907222873650933,0.9975436992165616
3-regular,16,1,20332212,24,small,15,0.01864744222185667,0.24820780932771253,0.11506514927669566,0.9907564458624807,0.9973693923242496
3-regular,16,1,20332212,24,small,16,0.03585009576885585,0.28405790509656836,0.11538632297758748,0.9900784902047497,0.9967248744656685
3-regular,16,1,20332212,24,small,17,0.04948614042038042,0.3335440455169488,0.1171183016847701,0.9886590998735054,0.9954956540763492
3-regular,16,1,20332212,24,small,18,0.05598452372575902,0.3895285692427078,0.12033371776316619,0.9867222514890309,0.9939201831073253
3-regular,16,1,20332212,24,small,19,0.055090713225855265,0.4446192824685631,0.12708621611446566,0.9843839047815565,0.992392232791232
3-regular,16,1,20332212,24,small,20,0.049284264120452496,0.4939035465890156,0.13738713040493686,0.981822991392603,0.991167697725502
3-regular,16,1,20332212,24,small,21,0.044432326977970914,0.5383358735669865,0.14807908981034898,0.9793332205745886,0.9901712848461094
3-regular,16,1,20332212,24,small,22,0.047911637803801074,0.5862475113707876,0.15678490819486476,0.9769052412347093,0.9890114500331897
3-regular,16,1,20332212,24,small,23,0.060533378759881115,0.6467808901306686,0.16496550339681312,0.9738583725479464,0.9871572105559818
3-regular,16,1,20332212,24,small,24,0.07711124064036098,0.7238921307710297,0.17709908679854525,0.9690274571898383,0.9841408511588009
3-regular,16,1,20332212,24,small,25,0.09363295687717733,0.817525087648207,0.1972417962686156,0.9613149833685569,0.9796765202381874
3-regular,16,1,20332212,24,small,26,0.10834399397580621,0.9258690816240132,0.22691387609568908,0.9499694079003232,0.9736671213897359
3-regular,16,1,20332212,24,small,27,0.12085013932082082,1.046719220944834,0.26622851964358435,0.9343394492021706,0.9661381407963933
