family,n,instance,seed,m,ramp,E_cc,k_match,k90,k99,rank_max
WS(k=4;b=0.5),12,10,20321821,24,large,0.9386616590302678,3,2,7,21
WS(k=4;b=0.5),14,10,20322021,28,large,0.8541222477510977,3,3,9,21
3-regular,12,1,20331812,18,small,0.9899360532738167,2,1,2,21
3-regular,14,1,20332012,21,small,0.9916310957859823,2,1,2,21
3-regular,12,2,20331813,18,small,0.9902566463074811,2,1,2,21
3-regular,14,2,20332013,21,small,0.9867773264912181,2,1,2,21
3-regular,12,3,20331814,18,small,0.9885820328738685,2,1,2,21
3-regular,14,3,20332014,21,small,0.989385243136646,2,1,2,21
3-regular,12,4,20331815,18,small,0.992659394881825,2,1,2,21
3-regular,14,4,20332015,21,small,0.9887821843384272,2,1,2,21
3-regular,12,5,20331816,18,small,0.9926187089835575,2,1,2,21
3-regular,14,5,20332016,21,small,0.9898203615941845,2,1,2,21
3-regular,12,6,20331817,18,small,0.9922557352731692,2,1,2,21
3-regular,14,6,20332017,21,small,0.9912264078763041,2,1,2,21
3-regular,12,7,20331818,18,small,0.9923145409207034,2,1,2,21
3-regular,14,7,20332018,21,small,0.9852499101745182,2,1,3,21
3-regular,12,8,20331819,18,small,0.9923145409207034,2,1,2,21
3-regular,14,8,20332019,21,small,0.989596132697189,2,1,2,21
3-regular,12,9,20331820,18,small,0.9921571392690731,2,1,2,21
3-regular,14,9,20332020,21,small,0.9898435570361509,2,1,2,21
3-regular,12,10,20331821,18,small,0.9919979488831598,2,1,2,21
3-regular,14,10,20332021,21,small,0.9895041217040851,2,1,2,21
3-regular,12,1,20331812,18,moderate,0.9761836957165416,3,2,3,21
3-regular,14,1,20332012,21,moderate,0.9759012098138726,2,2,3,21
3-regular,12,2,20331813,18,moderate,0.9679410560028763,3,2,3,21
3-regular,14,2,20332013,21,moderate,0.9567152376323865,3,2,3,21
3-regular,12,3,20331814,18,moderate,0.9636868091172737,3,2,3,21
3-regular,14,3,20332014,21,moderate,0.9687351850839928,2,2,3,21
3-regular,12,4,20331815,18,moderate,0.9820487654745549,2,2,3,21
3-regular,14,4,20332015,21,moderate,0.9655908406219689,2,2,3,21
3-regular,12,5,20331816,18,moderate,0.9819312220451285,2,2,3,21
3-regular,14,5,20332016,21,moderate,0.9664083083214114,2,2,3,21
3-regular,12,6,20331817,18,moderate,0.9800561975126686,2,2,3,21
3-regular,14,6,20332017,21,moderate,0.9729489300350784,2,2,3,21
3-regular,12,7,20331818,18,moderate,0.9796259909770979,2,2,3,21
3-regular,14,7,20332018,21,moderate,0.9505476819290641,3,2,3,21
3-regular,12,8,20331819,18,moderate,0.9796259909770979,2,2,3,21
3-regular,14,8,20332019,21,moderate,0.9706929437607309,2,2,3,21
3-regular,12,9,20331820,18,moderate,0.9786630372263704,2,2,3,21
3-regular,14,9,20332020,21,moderate,0.9701877644349324,2,2,3,21
3-regular,12,10,20331821,18,moderate,0.9775618690464353,2,2,3,21
3-regular,14,10,20332021,21,moderate,0.9658108410009777,2,2,3,21
3-regular,12,1,20331812,18,large,0.9458880149911595,3,2,5,21
3-regular,14,1,20332012,21,large,0.9210306715007113,2,2,5,21
3-regular,12,2,20331813,18,large,0.9290783091538234,3,3,6,21
3-regular,14,2,20332013,21,large,0.8614312258704189,3,3,7,21
3-regular,12,3,20331814,18,large,0.8914922683760044,3,3,6,21
3-regular,14,3,20332014,21,large,0.8871596299647855,3,3,6,21
3-regular,12,4,20331815,18,large,0.9373573007448693,3,2,5,21
3-regular,14,4,20332015,21,large,0.8912703109746668,3,3,6,21
3-regular,12,5,20331816,18,large,0.9351756718978743,3,2,5,21
3-regular,14,5,20332016,21,large,0.8958635044555321,2,2,6,21
3-regular,12,6,20331817,18,large,0.9428203381176963,3,2,5,21
3-regular,14,6,20332017,21,large,0.8983077193853617,3,3,6,21
3-regular,12,7,20331818,18,large,0.9293138644185911,3,2,5,21
3-regular,14,7,20332018,21,large,0.8875760467977813,3,3,7,21
3-regular,12,8,20331819,18,large,0.9293138644185911,3,2,5,21
3-regular,14,8,20332019,21,large,0.8956068923807,3,3,6,21
3-regular,12,9,20331820,18,large,0.9207606558401945,3,2,5,21
3-regular,14,9,20332020,21,large,0.909686760043216,3,3,6,21
3-regular,12,10,20331821,18,large,0.9171867409941735,3,2,5,21
3-regular,14,10,20332021,21,large,0.8774923425119413,3,3,6,21
