family,n,instance,seed,ramp,g1,gf,b1,bf,layer,leakage,cum_leakage,distance,overlap,compressed_norm
ER(0.5),14,1,20272013,moderate,0.1,0.8,0.6,0.1,11,0.16809296437014734,0.9633652073346454,0.20409601795311316,0.9260508391306799,0.9450374953300202
ER(0.5),14,1,20272013,moderate,0.1,0.8,0.6,0.1,12,0.1894136347805743,1.1527788421152196,0.18064152031216982,0.9128657686092759,0.9258608656482084
ER(0.5),14,1,20272013,moderate,0.1,0.8,0.6,0.1,13,0.21447085989408865,1.3672497020093082,0.2674339115758927,0.871183385465967,0.9006778518400126
ER(0.5),14,1,20272013,moderate,0.1,0.8,0.6,0.1,14,0.2377323745895654,1.6049820765988736,0.28984676897368306,0.8394196314758674,0.8687369629911837
ER(0.5),14,1,20272013,moderate,0.1,0.8,0.6,0.1,15,0.256494165264363,1.8614762418632367,0.34801592297174505,0.7907661178953915,0.8300088276955152
ER(0.5),14,1,20272013,moderate,0.1,0.8,0.6,0.1,16,0.26934059769841373,2.1308168395616502,0.4458740122667489,0.723718314351699,0.7850925400766106
ER(0.5),14,1,20272013,moderate,0.1,0.8,0.6,0.1,17,0.27381040530994155,2.404627244871592,0.5206959669124128,0.6641133732865521,0.7357976341549011
ER(0.5),14,1,20272013,moderate,0.1,0.8,0.6,0.1,18,0.2666577056801993,2.671284950551791,0.608573278100646,0.5976469944480628,0.6857782633106139
ER(0.5),14,1,20272013,moderate,0.1,0.8,0.6,0.1,19,0.24525676842957309,2.9165417189813643,0.6987481966971326,0.5356505096513122,0.6404224730354203
ER(0.5),14,1,20272013,moderate,0.1,0.8,0.6,0.1,20,0.20945238079348522,3.1259940997748497,0.7739645060457502,0.4900067458134152,0.6052029776436539
ER(0.5),16,1,20272213,moderate,0.1,0.8,0.6,0.1,1,0.058212241200336266,0.058212241200336266,0.058212241200336266,0.9966113349744362,0.998304229668709
ER(0.5),16,1,20272213,moderate,0.1,0.8,0.6,0.1,2,0.056796806890773356,0.11500904809110962,0.08827875838774477,0.9927967486411123,0.9966872416668371
ER(0.5),16,1,20272213,moderate,0.1,0.8,0.6,0.1,3,0.04572491992307932,0.16073396801418893,0.10961843469984238,0.9896398135356038,0.995637830438094
ER(0.5),16,1,20272213,moderate,0.1,0.8,0.6,0.1,4,0.10208971490283181,0.26282368291702074,0.16043857824847654,0.9775660253587398,0.9903900138382534
ER(0.5),16,1,20272213,moderate,0.1,0.8,0.6,0.1,5,0.04193435524106767,0.30475803815808844,0.15525628597067398,0.977504689991885,0.989501838988211
ER(0.5),16,1,20272213,moderate,0.1,0.8,0.6,0.1,6,0.10134132712872905,0.40609936528681745,0.16460466020539505,0.9708806847967069,0.984298646131772
ER(0.5),16,1,20272213,moderate,0.1,0.8,0.6,0.1,7,0.13030596662460317,0.5364053319114207,0.11600874980237041,0.9692033490768969,0.975635269882587
ER(0.5),16,1,20272213,moderate,0.1,0.8,0.6,0.1,8,0.11880381851236792,0.6552091504237886,0.19082138723730663,0.9506693471750115,0.9683748409297657
ER(0.5),16,1,20272213,moderate,0.1,0.8,0.6,0.1,9,0.1559377128661452,0.8111468632899338,0.1559318616718354,0.9446056529334832,0.9557370256779965
ER(0.5),16,1,20272213,moderate,0.1,0.8,0.6,0.1,10,0.19139639558155563,1.0025432588714893,0.2309096273955762,0.9118171069017006,0.9363763570329021
ER(0.5),16,1,20272213,moderate,0.1,0.8,0.6,0.1,11,0.2123024895719337,1.2148457484434232,0.22351333776402127,0.8915904133855656,0.9119914116546105
ER(0.5),16,1,20272213,moderate,0.1,0.8,0.6,0.1,12,0.23222267920834694,1.4470684276517702,0.26992595678467907,0.8534118046770661,0.8819302479182042
ER(0.5),16,1,20272213,moderate,0.1,0.8,0.6,0.1,13,0.2548277690974345,1.7018961967492048,0.3266022737738447,0.8068701648760435,0.8443126022332551
ER(0.5),16,1,20272213,moderate,0.1,0.8,0.6,0.1,14,0.27451035379367494,1.9764065505428796,0.35452143992280766,0.7626365956262996,0.7984408781806958
ER(0.5),16,1,20272213,moderate,0.1,0.8,0.6,0.1,15,0.28656403310614903,2.262970583649029,0.4546237200628781,0.6882443583391722,0.7452441820503529
ER(0.5),16,1,20272213,moderate,0.1,0.8,0.6,0.1,16,0.28830815318637815,2.551278736835407,0.5262333629748809,0.6259148679875258,0.6872170688262619
ER(0.5),16,1,20272213,moderate,0.1,0.8,0.6,0.1,17,0.27796273834421587,2.829241475179623,0.608553191555866,0.5580421613070458,0.6284934492724196
ER(0.5),16,1,20272213,moderate,0.1,0.8,0.6,0.1,18,0.2549128618234843,3.084154337003107,0.6971859241267269,0.49324416899398227,0.5744766737260126
ER(0.5),16,1,20272213,moderate,0.1,0.8,0.6,0.1,19,0.220716924418308,3.304871261421415,0.7707495768721533,0.44453269176636767,0.5303842832613215
ER(0.5),16,1,20272213,moderate,0.1,0.8,0.6,0.1,20,0.1792832928627602,3.484154554284175,0.8287569583371681,0.409045520278164,0.49916429042041016
ER(0.5),12,2,20271814,moderate,0.1,0.8,0.6,0.1,1,0.03049968845530768,0.03049968845530768,0.03049968845530768,0.9990697690041271,0.9995347762855126
ER(0.5),12,2,20271814,moderate,0.1,0.8,0.6,0.1,2,0.038918772187298334,0.06941846064260601,0.052296484453276,0.997410173010116,0.9987768009798603
ER(0.5),12,2,20271814,moderate,0.1,0.8,0.6,0.1,3,0.02062048194074305,0.09003894258334906,0.06159067368520477,0.9966682439178709,0.9985639157811054
ER(0.5),12,2,20271814,moderate,0.1,0.8,0.6,0.1,4,0.06714579347363188,0.15718473605698094,0.1034612017851332,0.9909586546228781,0.9963038373502795
ER(0.5),12,2,20271814,moderate,0.1,0.8,0.6,0.1,5,0.04680960214139906,0.20399433819838,0.11078351803948366,0.989079250817342,0.9952035959874018
ER(0.5),12,2,20271814,moderate,0.1,0.8,0.6,0.1,6,0.04510259128579884,0.24909692948417886,0.11650798511515557,0.9874109433375375,0.9941810467543426
ER(0.5),12,2,20271814,moderate,0.1,0.8,0.6,0.1,7,0.09655584473541164,0.3456527742195905,0.1131487856943884,0.983139090857854,0.9894811380582207
ER(0.5),12,2,20271814,moderate,0.1,0.8,0.6,0.1,8,0.09123193018936036,0.4368847044089509,0.10706288334125712,0.9796435990609735,0.9852662876029583
ER(0.5),12,2,20271814,moderate,0.1,0.8,0.6,0.1,9,0.09291009301193816,0.529794797420889,0.15373266953513293,0.9692510678232411,0.9808758189003483
ER(0.5),12,2,20271814,moderate,0.1,0.8,0.6,0.1,10,0.12844054240131328,0.6582353398222023,0.12855279236798353,0.9646189773658806,0.9724301513070669
ER(0.5),12,2,20271814,moderate,0.1,0.8,0.6,0.1,11,0.15820825836490943,0.8164435981871117,0.16678656171192716,0.946517382663898,0.9594740987417152
ER(0.5),12,2,20271814,moderate,0.1,0.8,0.6,0.1,12,0.1788441334416568,0.9952877316287685,0.19002150113014127,0.9269377335269706,0.9426586455815957
ER(0.5),12,2,20271814,moderate,0.1,0.8,0.6,0.1,13,0.19821027961357898,1.1934980112423474,0.1778966762294233,0.910035441114999,0.9215845089546785
ER(0.5),12,2,20271814,moderate,0.1,0.8,0.6,0.1,14,0.2199333146574517,1.4134313258997993,0.2572913176975104,0.8696946875813519,0.8949566158473948
ER(0.5),12,2,20271814,moderate,0.1,0.8,0.6,0.1,15,0.24108219062245292,1.6545135165222522,0.3092322103132871,0.8295941261537542,0.8618739592386471
ER(0.5),12,2,20271814,moderate,0.1,0.8,0.6,0.1,16,0.256050439174539,1.9105639556967913,0.354802828191154,0.7869437976306646,0.822961052670311
ER(0.5),12,2,20271814,moderate,0.1,0.8,0.6,0.1,17,0.2595112764138609,2.1700752321106522,0.4253625306811522,0.7347338352097138,0.780972977526287
ER(0.5),12,2,20271814,moderate,0.1,0.8,0.6,0.1,18,0.24758625363380213,2.4176614857444543,0.4823868518913336,0.6924300290064401,0.7406887596270465
ER(0.5),12,2,20271814,moderate,0.1,0.8,0.6,0.1,19,0.21970488141238095,2.6373663671568353,0.5204284361256656,0.6651156157943152,0.7073539451515231
ER(0.5),12,2,20271814,moderate,0.1,0.8,0.6,0.1,20,0.18009070016656453,2.8174570673234,0.5432569526640427,0.650297816673194,0.684044547843882
ER(0.5),14,2,20272014,moderate,0.1,0.8,0.6,0.1,1,0.041110682914358376,0.041110682914358376,0.041110682914358376,0.9983099117503133,0.999154598523329
ER(0.5),14,2,20272014,moderate,0.1,0.8,0.6,0.1,2,0.04759870706437178,0.08870938997873015,0.06736799264954708,0.995753145318652,0.9980201775696298
ER(0.5),14,2,20272014,moderate,0.1,0.8,0.6,0.1,3,0.028499701399308085,0.11720909137803824,0.08012978081547842,0.9944056695792061,0.9976131724552687
ER(0.5),14,2,20272014,moderate,0.1,0.8,0.6,0.1,4,0.08317867136153496,0.2003877627395732,0.12881718186618496,0.9858598034448515,0.9941395025280894
ER(0.5),14,2,20272014,moderate,0.1,0.8,0.6,0.1,5,0.04965584157708567,0.25004360431665884,0.12955200519459767,0.984532951635119,0.9928986090654304
ER(0.5),14,2,20272014,moderate,0.1,0.8,0.6,0.1,6,0.06544615387756549,0.31548975819422437,0.14107724922299186,0.9808316903894707,0.9907393445436088
ER(0.5),14,2,20272014,moderate,0.1,0.8,0.6,0.1,7,0.11585550567086061,0.431345263865085,0.11572350819381977,0.9773836887431343,0.9839420463789772
ER(0.5),14,2,20272014,moderate,0.1,0.8,0.6,0.1,8,0.1065308028035715,0.5378760666686565,0.14018031087031171,0.9685718125372681,0.9781580335950208
ER(0.5),14,2,20272014,moderate,0.1,0.8,0.6,0.1,9,0.11964496970336473,0.6575210363720212,0.16509410840372826,0.9576569583454169,0.9708131745661258
ER(0.5),14,2,20272014,moderate,0.1,0.8,0.6,0.1,10,0.15906635883854617,0.8165873952105673,0.15024710523016982,0.947365443911298,0.9576931206795858
ER(0.5),14,2,20272014,moderate,0.1,0.8,0.6,0.1,11,0.18886944971780428,1.0054568449283716,0.22801505624399007,0.915109664068053,0.9388846810765943
ER(0.5),14,2,20272014,moderate,0.1,0.8,0.6,0.1,12,0.21123383435550808,1.2166906792838796,0.22429206204848517,0.8944699551033939,0.9148140311471875
ER(0.5),14,2,20272014,moderate,0.1,0.8,0.6,0.1,13,0.23462424105993712,1.4513149203438167,0.2976092106946204,0.8487790118110786,0.8842150061443289
ER(0.5),14,2,20272014,moderate,0.1,0.8,0.6,0.1,14,0.2597764782225793,1.711091398566396,0.3741389711245123,0.7938754903383826,0.8451936810300273
ER(0.5),14,2,20272014,moderate,0.1,0.8,0.6,0.1,15,0.28228485186357577,1.9933762504299717,0.437844491266448,0.7352359354537349,0.7966602920074826
ER(0.5),14,2,20272014,moderate,0.1,0.8,0.6,0.1,16,0.2963725671914346,2.2897488176214065,0.5471842073516452,0.6511066299656919,0.7394801703073622
ER(0.5),14,2,20272014,moderate,0.1,0.8,0.6,0.1,17,0.2958470537679281,2.5855958713893346,0.6472974488643393,0.5744187838319349,0.6777207707121286
ER(0.5),14,2,20272014,moderate,0.1,0.8,0.6,0.1,18,0.2755399963142722,2.8611358677036067,0.7302707241541168,0.5149637208178434,0.6191794194623819
ER(0.5),14,2,20272014,moderate,0.1,0.8,0.6,0.1,19,0.23533206491193212,3.096467932615538,0.7959932119251429,0.47573518507913637,0.572714564779051
ER(0.5),14,2,20272014,moderate,0.1,0.8,0.6,0.1,20,0.18361831740503373,3.280086250020572,0.8375357335542832,0.45677874942680236,0.5424815998938604
ER(0.5),16,2,20272214,moderate,0.1,0.8,0.6,0.1,1,0.05401980117745675,0.05401980117745675,0.05401980117745675,0.9970818610807501,0.9985398645425972
ER(0.5),16,2,20272214,moderate,0.1,0.8,0.6,0.1,2,0.06075502421245388,0.11477482538991063,0.08639513864164972,0.9929639752991262,0.9966898655618474
ER(0.5),16,2,20272214,moderate,0.1,0.8,0.6,0.1,3,0.03440964129752565,0.1491844666874363,0.10133793467304911,0.9909686741881792,0.9960957106119214
ER(0.5),16,2,20272214,moderate,0.1,0.8,0.6,0.1,4,0.10193466429734335,0.2511191309847796,0.15297084942129827,0.9792079629298648,0.990866282055282
ER(0.5),16,2,20272214,moderate,0.1,0.8,0.6,0.1,5,0.06673915119591264,0.31785828218069223,0.14980736664051936,0.9774608998285649,0.9886161411850934
ER(0.5),16,2,20272214,moderate,0.1,0.8,0.6,0.1,6,0.07979459270515499,0.3976528748858472,0.164104894904268,0.9720400424942941,0.9853906319763359
ER(0.5),16,2,20272214,moderate,0.1,0.8,0.6,0.1,7,0.14042133785917124,0.5380742127450184,0.1072425325566332,0.9699038745761874,0.9753340686454889
ER(0.5),16,2,20272214,moderate,0.1,0.8,0.6,0.1,8,0.14776768380019129,0.6858418965452097,0.17652469194181727,0.9491403383299005,0.964075337867789
ER(0.5),16,2,20272214,moderate,0.1,0.8,0.6,0.1,9,0.16241056036480725,0.8482524569100169,0.1801281742229291,0.9354045201585073,0.9502968309780264
ER(0.5),16,2,20272214,moderate,0.1,0.8,0.6,0.1,10,0.20086966189341904,1.049122118803436,0.23168809404009913,0.9046234967689861,0.9288247659799468
ER(0.5),16,2,20272214,moderate,0.1,0.8,0.6,0.1,11,0.2407758239032502,1.2898979427066863,0.29145919193073827,0.8611570108178074,0.8970743829367853
ER(0.5),16,2,20272214,moderate,0.1,0.8,0.6,0.1,12,0.2736385954891278,1.5635365381958142,0.33012633072668296,0.8131022141346883,0.8543209979745026
ER(0.5),16,2,20272214,moderate,0.1,0.8,0.6,0.1,13,0.30069696239577287,1.8642335005915869,0.44675624235611266,0.7278090635073138,0.7996534901981643
ER(0.5),16,2,20272214,moderate,0.1,0.8,0.6,0.1,14,0.32069082618924555,2.1849243267808323,0.5287448714666386,0.6479128205909962,0.7325319777212224
ER(0.5),16,2,20272214,moderate,0.1,0.8,0.6,0.1,15,0.3281495704846374,2.51307389726547,0.6469599790807932,0.5432442743942625,0.6549205736384474
ER(0.5),16,2,20272214,moderate,0.1,0.8,0.6,0.1,16,0.31666943009158177,2.829743327357052,0.7633192973383061,0.44764908822909705,0.573272561545017
ER(0.5),16,2,20272214,moderate,0.1,0.8,0.6,0.1,17,0.283763643691272,3.1135069710483236,0.8604325350364815,0.37781404664654517,0.49811607516666073
ER(0.5),16,2,20272214,moderate,0.1,0.8,0.6,0.1,18,0.23444592723184152,3.347952898280165,0.9344014739440849,0.3393454138875291,0.43949372184803737
ER(0.5),16,2,20272214,moderate,0.1,0.8,0.6,0.1,19,0.1790151333430298,3.526968031623195,0.9763309608192895,0.3286790015910275,0.40138300110744257
ER(0.5),16,2,20272214,moderate,0.1,0.8,0.6,0.1,20,0.12782891831147353,3.6547969499346684,0.991391738313429,0.32797467766827476,0.3804840091532577
ER(0.5),12,3,20271815,moderate,0.1,0.8,0.6,0.1,1,0.030594891080598586,0.030594891080598586,0.030594891080598586,0.9990639526397702,0.9995318667455114
ER(0.5),12,3,20271815,moderate,0.1,0.8,0.6,0.1,2,0.033029665316378465,0.06362455639697705,0.05001796082267297,0.9977356494567889,0.9989859828089956
ER(0.5),12,3,20271815,moderate,0.1,0.8,0.6,0.1,3,0.024912004397661756,0.0885365607946388,0.06135163846097799,0.9967942627041096,0.9986753155484248
ER(0.5),12,3,20271815,moderate,0.1,0.8,0.6,0.1,4,0.06292606348382908,0.15146262427846788,0.10399000977754985,0.9912895173236806,0.9966908730495011
ER(0.5),12,3,20271815,moderate,0.1,0.8,0.6,0.1,5,0.026431386231931326,0.17789401051039921,0.10600425759670135,0.9907287210210644,0.996340342574782
ER(0.5),12,3,20271815,moderate,0.1,0.8,0.6,0.1,6,0.06064625415848682,0.23854026466888603,0.12031891743764855,0.9872702407910329,0.9944928909241016
ER(0.5),12,3,20271815,moderate,0.1,0.8,0.6,0.1,7,0.08537773329799236,0.3239179979668784,0.12584974124363296,0.9829449255820162,0.9908212516672592
ER(0.5),12,3,20271815,moderate,0.1,0.8,0.6,0.1,8,0.05417989278701418,0.3780978907538926,0.12864674918244992,0.9811206895457478,0.9893388155596963
ER(0.5),12,3,20271815,moderate,0.1,0.8,0.6,0.1,9,0.09111408661422826,0.46921197736812087,0.13937802769798488,0.9755525668151198,0.985134262521367
ER(0.5),12,3,20271815,moderate,0.1,0.8,0.6,0.1,10,0.11784482787088013,0.587056805239001,0.08957849080038634,0.9743213050759851,0.9780603824598967
ER(0.5),12,3,20271815,moderate,0.1,0.8,0.6,0.1,11,0.11520475983466646,0.7022615650736674,0.14695963496696893,0.9609001578815286,0.971251756780412
ER(0.5),12,3,20271815,moderate,0.1,0.8,0.6,0.1,12,0.12723763224120935,0.8294991973148768,0.1436305720945851,0.9534661486767496,0.9628813841749597
ER(0.5),12,3,20271815,moderate,0.1,0.8,0.6,0.1,13,0.15226219180663983,0.9817613891215166,0.14120418434695947,0.9422744020601229,0.9507664197566742
ER(0.5),12,3,20271815,moderate,0.1,0.8,0.6,0.1,14,0.17161445753310384,1.1533758466546205,0.21150909380290336,0.9156168321789722,0.9351498612000866
ER(0.5),12,3,20271815,moderate,0.1,0.8,0.6,0.1,15,0.18454612863471567,1.337921975289336,0.22212074524345302,0.8974831488855128,0.9167595046185671
ER(0.5),12,3,20271815,moderate,0.1,0.8,0.6,0.1,16,0.19545312960322309,1.5333751048925592,0.26053057695475784,0.8702662933038723,0.8956818985760435
ER(0.5),12,3,20271815,moderate,0.1,0.8,0.6,0.1,17,0.20514522592809223,1.7385203308206514,0.3379390207294964,0.8290851070786827,0.8718724102273779
ER(0.5),12,3,20271815,moderate,0.1,0.8,0.6,0.1,18,0.2111684127730608,1.9496887435937122,0.39595774975772474,0.7917498439890542,0.8459133532239588
ER(0.5),12,3,20271815,moderate,0.1,0.8,0.6,0.1,19,0.20975332297120786,2.15944206656492,0.45005477290984447,0.7555300098308564,0.8194955427976026
ER(0.5),12,3,20271815,moderate,0.1,0.8,0.6,0.1,20,0.19668645317763456,2.3561285197425548,0.5100558320603262,0.718772432641874,0.7955421948592926
ER(0.5),14,3,20272015,moderate,0.1,0.8,0.6,0.1,1,0.03466858503707893,0.03466858503707893,0.03466858503707893,0.9987980892115274,0.9993988639234723
ER(0.5),14,3,20272015,moderate,0.1,0.8,0.6,0.1,2,0.04057610235304364,0.07524468739012258,0.05856846021192236,0.996860849812738,0.9985748189942318
ER(0.5),14,3,20272015,moderate,0.1,0.8,0.6,0.1,3,0.02140862708450546,0.09665331447462802,0.06809505724847895,0.9960282138527011,0.9983453008932931
ER(0.5),14,3,20272015,moderate,0.1,0.8,0.6,0.1,4,0.07273787193499161,0.16939118640961964,0.11500873580027035,0.9890877960624451,0.9956919914321349
ER(0.5),14,3,20272015,moderate,0.1,0.8,0.6,0.1,5,0.04899143975998677,0.2183826261696064,0.12030791112080232,0.987265851356937,0.9944859881528415
ER(0.5),14,3,20272015,moderate,0.1,0.8,0.6,0.1,6,0.05140149933358846,0.26978412550319486,0.1280748595655152,0.9849789340369934,0.9931567179949959
ER(0.5),14,3,20272015,moderate,0.1,0.8,0.6,0.1,7,0.10733920836048653,0.3771233338636814,0.12169077126301715,0.9800230023913828,0.9873391316296226
ER(0.5),14,3,20272015,moderate,0.1,0.8,0.6,0.1,8,0.09734041403431443,0.47446374789799584,0.12368358516817801,0.9750331392683796,0.9825290859016671
ER(0.5),14,3,20272015,moderate,0.1,0.8,0.6,0.1,9,0.09672879585288965,0.5711925437508855,0.16130195550236687,0.9650199623457212,0.9777560762764991
ER(0.5),14,3,20272015,moderate,0.1,0.8,0.6,0.1,10,0.14062091299586346,0.7118134567467489,0.13277799614869604,0.9593964861982885,0.9675911861544754
ER(0.5),14,3,20272015,moderate,0.1,0.8,0.6,0.1,11,0.17056945294416836,0.8823829096909173,0.1920437693613327,0.9353555542278728,0.9524383262165339
ER(0.5),14,3,20272015,moderate,0.1,0.8,0.6,0.1,12,0.18603746182190062,1.0684203715128178,0.20833037815046535,0.9155787084078081,0.934092515784714
ER(0.5),14,3,20272015,moderate,0.1,0.8,0.6,0.1,13,0.2039888708437011,1.2724092423565188,0.22558662703682245,0.8917034334767685,0.9115466903109944
ER(0.5),14,3,20272015,moderate,0.1,0.8,0.6,0.1,14,0.22804035661134625,1.500449598967865,0.30925428629963064,0.8456046549973959,0.8825615923965289
ER(0.5),14,3,20272015,moderate,0.1,0.8,0.6,0.1,15,0.25213576599877924,1.7525853649666443,0.35906377039968895,0.8027356715456115,0.8457792382635709
ER(0.5),14,3,20272015,moderate,0.1,0.8,0.6,0.1,16,0.26975787999824496,2.0223432449648895,0.4317238971369011,0.7456149558487407,0.8016066404768353
ER(0.5),14,3,20272015,moderate,0.1,0.8,0.6,0.1,17,0.2757366955048392,2.2980799404697287,0.5271907098403005,0.6773986153406251,0.752690162556034
ER(0.5),14,3,20272015,moderate,0.1,0.8,0.6,0.1,18,0.26607866834273314,2.5641586088124617,0.606988494368485,0.6212299703207451,0.7040913456800798
ER(0.5),14,3,20272015,moderate,0.1,0.8,0.6,0.1,19,0.23928183493904093,2.803440443751503,0.6722947420250794,0.579128539287476,0.6621848884788828
ER(0.5),14,3,20272015,moderate,0.1,0.8,0.6,0.1,20,0.1984694061210757,3.0019098498725785,0.7222127258808327,0.5516954609973374,0.6317426068928221
ER(0.5),16,3,20272215,moderate,0.1,0.8,0.6,0.1,1,0.052542033515916305,0.052542033515916305,0.052542033515916305,0.9972393347140069,0.9986187133806435
ER(0.5),16,3,20272215,moderate,0.1,0.8,0.6,0.1,2,0.055729260512383395,0.1082712940282997,0.08297804454863575,0.9936246547187884,0.997062477599451
ER(0.5),16,3,20272215,moderate,0.1,0.8,0.6,0.1,3,0.036450087736544,0.1447213817648437,0.09935379140798918,0.9914670632444363,0.9963959932380069
ER(0.5),16,3,20272215,moderate,0.1,0.8,0.6,0.1,4,0.09916808699483752,0.2438894687596812,0.15138862972354816,0.9800260852977943,0.9914487711740533
ER(0.5),16,3,20272215,moderate,0.1,0.8,0.6,0.1,5,0.053593824944253014,0.2974832937039342,0.14824562344498474,0.9790613177185877,0.9899991756513654
ER(0.5),16,3,20272215,moderate,0.1,0.8,0.6,0.1,6,0.0859654003610524,0.3834486940649866,0.16136897550732213,0.9733396527305145,0.9862597617925738
ER(0.5),16,3,20272215,moderate,0.1,0.8,0.6,0.1,7,0.13577128276078013,0.5192199768257668,0.11166683753147548,0.9709125788611483,0.976869733643456
ER(0.5),16,3,20272215,moderate,0.1,0.8,0.6,0.1,8,0.1256248105703199,0.6448447873960867,0.17419736007818093,0.9540743179461529,0.9687584236938577
ER(0.5),16,3,20272215,moderate,0.1,0.8,0.6,0.1,9,0.14855784097017746,0.7934026283662642,0.16618172970388184,0.9444831749916804,0.9573000842808316
ER(0.5),16,3,20272215,moderate,0.1,0.8,0.6,0.1,10,0.1909026080339233,0.9843052364001875,0.21628216634676958,0.9166855510746144,0.9380723029755917
ER(0.5),16,3,20272215,moderate,0.1,0.8,0.6,0.1,11,0.2218491195132383,1.2061543559134258,0.2665340469587563,0.8808945228085269,0.9114618005057215
ER(0.5),16,3,20272215,moderate,0.1,0.8,0.6,0.1,12,0.24632042629102927,1.452474782204455,0.28616334964124246,0.8460634903529479,0.8775470707448892
ER(0.5),16,3,20272215,moderate,0.1,0.8,0.6,0.1,13,0.27089236467551614,1.7233671468799712,0.3859977084763597,0.7793221846604426,0.8346892763977759
ER(0.5),16,3,20272215,moderate,0.1,0.8,0.6,0.1,14,0.2939333216727275,2.0173004685526985,0.4455166828924601,0.719025000692385,0.7812230094818495
ER(0.5),16,3,20272215,moderate,0.1,0.8,0.6,0.1,15,0.30989901661764185,2.3271994851703406,0.5538581211786573,0.628963274438719,0.7171275967659431
ER(0.5),16,3,20272215,moderate,0.1,0.8,0.6,0.1,16,0.31292695423230493,2.6401264394026454,0.6691799063395826,0.5363545549488468,0.6452508902420736
ER(0.5),16,3,20272215,moderate,0.1,0.8,0.6,0.1,17,0.298292783762555,2.9384192231652,0.7715633980313797,0.45705852539702635,0.5721626748691093
ER(0.5),16,3,20272215,moderate,0.1,0.8,0.6,0.1,18,0.2645804628704146,3.2029996860356147,0.8635169612053897,0.39592536234643844,0.5073138133154375
ER(0.5),16,3,20272215,moderate,0.1,0.8,0.6,0.1,19,0.21637532647710223,3.4193750125127167,0.9306746703299384,0.3623457389911523,0.45885621197993864
ER(0.5),16,3,20272215,moderate,0.1,0.8,0.6,0.1,20,0.16442141099105348,3.5837964235037703,0.9713420011868721,0.3467643863681254,0.42838606756089764
ER(0.5),12,4,20271816,moderate,0.1,0.8,0.6,0.1,1,0.03673330608795582,0.03673330608795582,0.03673330608795582,0.9986506642238477,0.999325104369868
ER(0.5),12,4,20271816,moderate,0.1,0.8,0.6,0.1,2,0.03820368366117847,0.07493698974913429,0.057605876813243265,0.9969364138395039,0.9985945837919233
ER(0.5),12,4,20271816,moderate,0.1,0.8,0.6,0.1,3,0.03375080730853828,0.10868779705767256,0.07245731257636885,0.995401252963273,0.9980240607242824
ER(0.5),12,4,20271816,moderate,0.1,0.8,0.6,0.1,4,0.07205071930415,0.1807385163618226,0.11509771955417487,0.9888073361804869,0.9954198710254591
ER(0.5),12,4,20271816,moderate,0.1,0.8,0.6,0.1,5,0.022096313116131475,0.20283482947795406,0.11359380459930124,0.988734759134562,0.9951745940180623
ER(0.5),12,4,20271816,moderate,0.1,0.8,0.6,0.1,6,0.07859865195675081,0.28143348143470487,0.1277326872257227,0.9839404727139793,0.9920658871716111
ER(0.5),12,4,20271816,moderate,0.1,0.8,0.6,0.1,7,0.08499507923432667,0.36642856066903157,0.11505919852889138,0.9818660011449656,0.9884182115863439
ER(0.5),12,4,20271816,moderate,0.1,0.8,0.6,0.1,8,0.06939344788904779,0.43582200855807934,0.14179351440331858,0.9760260792109852,0.9859792646833998
ER(0.5),12,4,20271816,moderate,0.1,0.8,0.6,0.1,9,0.1136398035482855,0.5494618121063648,0.13431532352419787,0.970634636543557,0.9794085487860135
ER(0.5),12,4,20271816,moderate,0.1,0.8,0.6,0.1,10,0.1266371469638631,0.6760989590702279,0.11640779876173088,0.9648428102941596,0.9711869739880047
ER(0.5),12,4,20271816,moderate,0.1,0.8,0.6,0.1,11,0.1370301918462788,0.8131291509165066,0.17289518653020677,0.9473808302354025,0.9614711981991708
ER(0.5),12,4,20271816,moderate,0.1,0.8,0.6,0.1,12,0.15816845545527505,0.9712976063717816,0.13370217638694648,0.9410141565258054,0.9483720813401462
ER(0.5),12,4,20271816,moderate,0.1,0.8,0.6,0.1,13,0.18075432119760437,1.152051927569386,0.20626946317861625,0.9125080444009993,0.9309873683535317
ER(0.5),12,4,20271816,moderate,0.1,0.8,0.6,0.1,14,0.19945412002923465,1.3515060475986205,0.23030228668991218,0.8885822759877305,0.909370955131731
ER(0.5),12,4,20271816,moderate,0.1,0.8,0.6,0.1,15,0.2147009334073749,1.5662069810059953,0.24543299143625566,0.8628774513947103,0.8836622902620657
ER(0.5),12,4,20271816,moderate,0.1,0.8,0.6,0.1,16,0.22704628980675678,1.7932532708127522,0.3347264366783848,0.8138056282439653,0.8539959165688
ER(0.5),12,4,20271816,moderate,0.1,0.8,0.6,0.1,17,0.23489352973495967,2.028146800547712,0.38956028332973247,0.7728899839925792,0.8210566699106927
ER(0.5),12,4,20271816,moderate,0.1,0.8,0.6,0.1,18,0.23538889441926422,2.263535694966976,0.438305488537823,0.7332295750167438,0.7865914591380405
ER(0.5),12,4,20271816,moderate,0.1,0.8,0.6,0.1,19,0.2251778680214018,2.488713562988378,0.5080234358775385,0.6863783086592735,0.7536717132427404
ER(0.5),12,4,20271816,moderate,0.1,0.8,0.6,0.1,20,0.201317544812711,2.690031107801089,0.5722595848549673,0.6478600330043742,0.726286649672724
ER(0.5),14,4,20272016,moderate,0.1,0.8,0.6,0.1,1,0.03435419699927478,0.03435419699927478,0.03435419699927478,0.9988197891485336,0.9994097203592406
