family,n,instance,seed,m,law,method,p,ar,ceil,regret
3-regular,16,1,20262311,24,a3.0,ceiling,1,0.789490681511529,0.789490681511529,0.0
3-regular,16,1,20262311,24,a3.0,binned_exact,1,0.7490007725784373,0.789490681511529,0.04048990893309168
3-regular,16,1,20262311,24,a3.0,binned_sampled,1,0.7490007725784373,0.789490681511529,0.04048990893309168
3-regular,16,1,20262311,24,a3.0,transfer_1,1,0.7876890929252066,0.789490681511529,0.0018015885863224002
3-regular,16,1,20262311,24,a3.0,transfer_2,1,0.789490681511529,0.789490681511529,0.0
3-regular,16,1,20262311,24,a3.0,transfer_3,1,0.7881438307259582,0.789490681511529,0.0013468507855708411
3-regular,16,1,20262311,24,a3.0,universal,1,0.7876890929252066,0.789490681511529,0.0018015885863224002
3-regular,16,1,20262311,24,a3.0,ceiling,3,0.8884015960792775,0.8884015960792775,0.0
3-regular,16,1,20262311,24,a3.0,binned_exact,3,0.8104879662492973,0.8884015960792775,0.07791362982998018
3-regular,16,1,20262311,24,a3.0,binned_sampled,3,0.7915837461822579,0.8884015960792775,0.09681784989701958
3-regular,16,1,20262311,24,a3.0,transfer_1,3,0.8845531782505587,0.8884015960792775,0.0038484178287188087
3-regular,16,1,20262311,24,a3.0,transfer_2,3,0.8776978601009854,0.8884015960792775,0.010703735978292106
3-regular,16,1,20262311,24,a3.0,transfer_3,3,0.884765119324879,0.8884015960792775,0.0036364767543984877
3-regular,16,1,20262311,24,a3.0,universal,3,0.877871707625881,0.8884015960792775,0.01052988845339653
3-regular,16,2,20262312,24,a3.0,ceiling,1,0.7657584499001853,0.7657584499001853,0.0
3-regular,16,2,20262312,24,a3.0,binned_exact,1,0.7248018912172949,0.7657584499001853,0.04095655868289039
3-regular,16,2,20262312,24,a3.0,binned_sampled,1,0.7248018912172949,0.7657584499001853,0.04095655868289039
3-regular,16,2,20262312,24,a3.0,transfer_1,1,0.7633052107845785,0.7657584499001853,0.002453239115606798
3-regular,16,2,20262312,24,a3.0,transfer_2,1,0.7657584499001853,0.7657584499001853,0.0
