family,n,instance,seed,m,law,method,p,ar,ceil,regret
ER(0.5),16,1,20262311,57,a3.0,ceiling,1,0.790466803978045,0.790466803978045,0.0
ER(0.5),16,1,20262311,57,a3.0,binned_exact,1,0.759576164606332,0.790466803978045,0.03089063937171299
ER(0.5),16,1,20262311,57,a3.0,binned_sampled,1,0.7597175286151381,0.790466803978045,0.030749275362906947
ER(0.5),16,1,20262311,57,a3.0,transfer_1,1,0.7874656584866799,0.790466803978045,0.003001145491365098
ER(0.5),16,1,20262311,57,a3.0,transfer_2,1,0.790466803978045,0.790466803978045,0.0
ER(0.5),16,1,20262311,57,a3.0,transfer_3,1,0.7869983990719898,0.790466803978045,0.003468404906055267
ER(0.5),16,1,20262311,57,a3.0,universal,1,0.7731100616867246,0.790466803978045,0.01735674229132045
ER(0.5),16,1,20262311,57,a3.0,ceiling,3,0.8711641770931613,0.8711641770931613,0.0
ER(0.5),16,1,20262311,57,a3.0,binned_exact,3,0.7849022988403609,0.8711641770931613,0.0862618782528004
ER(0.5),16,1,20262311,57,a3.0,binned_sampled,3,0.7832903291787643,0.8711641770931613,0.08787384791439701
ER(0.5),16,1,20262311,57,a3.0,transfer_1,3,0.8605613459313535,0.8711641770931613,0.010602831161807824
ER(0.5),16,1,20262311,57,a3.0,transfer_2,3,0.8560055281689188,0.8711641770931613,0.015158648924242457
ER(0.5),16,1,20262311,57,a3.0,transfer_3,3,0.8172494217361044,0.8711641770931613,0.05391475535705692
ER(0.5),16,1,20262311,57,a3.0,universal,3,0.8605613459313535,0.8711641770931613,0.010602831161807824
ER(0.5),16,2,20262312,62,a3.0,ceiling,1,0.8370809277219455,0.8370809277219455,0.0
ER(0.5),16,2,20262312,62,a3.0,binned_exact,1,0.8058662257669695,0.8370809277219455,0.031214701954976
ER(0.5),16,2,20262312,62,a3.0,binned_sampled,1,0.811628557951159,0.8370809277219455,0.025452369770786576
ER(0.5),16,2,20262312,62,a3.0,transfer_1,1,0.8329272049621076,0.8370809277219455,0.004153722759837941
ER(0.5),16,2,20262312,62,a3.0,transfer_2,1,0.8370809277219455,0.8370809277219455,0.0
ER(0.5),16,2,20262312,62,a3.0,transfer_3,1,0.8301863416968751,0.8370809277219455,0.006894586025070426
ER(0.5),16,2,20262312,62,a3.0,universal,1,0.8126204034935011,0.8370809277219455,0.02446052422844447
ER(0.5),16,2,20262312,62,a3.0,ceiling,3,0.914289232786447,0.914289232786447,0.0
ER(0.5),16,2,20262312,62,a3.0,binned_exact,3,0.8021967376731141,0.914289232786447,0.11209249511333297
ER(0.5),16,2,20262312,62,a3.0,binned_sampled,3,0.8484811552876431,0.914289232786447,0.06580807749880391
ER(0.5),16,2,20262312,62,a3.0,transfer_1,3,0.9007498960712567,0.914289232786447,0.013539336715190364
ER(0.5),16,2,20262312,62,a3.0,transfer_2,3,0.8993558067091465,0.914289232786447,0.014933426077300527
ER(0.5),16,2,20262312,62,a3.0,transfer_3,3,0.8521811334632353,0.914289232786447,0.06210809932321171
ER(0.5),16,2,20262312,62,a3.0,universal,3,0.9007498960712567,0.914289232786447,0.013539336715190364
ER(0.5),16,3,20262313,65,a3.0,ceiling,1,0.8100522447349677,0.8100522447349677,0.0
ER(0.5),16,3,20262313,65,a3.0,binned_exact,1,0.7849419762632568,0.8100522447349677,0.02511026847171094
ER(0.5),16,3,20262313,65,a3.0,binned_sampled,1,0.7906255263291573,0.8100522447349677,0.01942671840581045
ER(0.5),16,3,20262313,65,a3.0,transfer_1,1,0.8063494708720913,0.8100522447349677,0.0037027738628764295
ER(0.5),16,3,20262313,65,a3.0,transfer_2,1,0.8100522447349677,0.8100522447349677,0.0
ER(0.5),16,3,20262313,65,a3.0,transfer_3,1,0.8009183264535861,0.8100522447349677,0.009133918281381659
ER(0.5),16,3,20262313,65,a3.0,universal,1,0.7836861630721296,0.8100522447349677,0.02636608166283816
ER(0.5),16,3,20262313,65,a3.0,ceiling,3,0.8943070213107768,0.8943070213107768,0.0
ER(0.5),16,3,20262313,65,a3.0,binned_exact,3,0.780699675571728,0.8943070213107768,0.11360734573904874
ER(0.5),16,3,20262313,65,a3.0,binned_sampled,3,0.8395133101271477,0.8943070213107768,0.05479371118362908
ER(0.5),16,3,20262313,65,a3.0,transfer_1,3,0.8661385876393219,0.8943070213107768,0.02816843367145483
ER(0.5),16,3,20262313,65,a3.0,transfer_2,3,0.8678983178882084,0.8943070213107768,0.026408703422568403
